page	record	locus	field_ordinal	event_count	surface_sequence	strict_literal_sequence_German	fluent_local_creative_translation_German
f82r	1	f82r.26	2	7	cheal lchedar ches aiin oteey qokaiin okey	HOST AL=ZIEL- ODER PARALLELSTATION | OPAQUE HOST LCHED=UNBEKANNT + RIGHT AR=QUELLEN-/LOKALRELATION | OPAQUE HOST S=UNBEKANNT | GANZKARTE AIIN=MASS-/STANDARDKARTE | OPAQUE HOST EEY=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN | HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | OPAQUE HOST OKEY=UNBEKANNT	An die bezeichnete Zielstelle führen; kühles Wasser; zu gleichen Anteilen; Ein vorgeschriebenes Maß; das bereitete Öl; beginne den nächsten abgemessenen Posten; warmes Wasser
f82r	1	f82r.27	1	1	pchedy	OPAQUE HOST PCHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	ziehe es ab und beende den Schritt
f82r	1	f82r.27	2	2	rsheal daldy	OPAQUE HOST RSHE=UNBEKANNT + RIGHT AL=ZIEL-/PARALLELPLATZ | HOST AL=ZIEL- ODER PARALLELSTATION + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	gieße das erwärmte Wasser ein; wiederhole es an der zweiten Öffnung und beende den Schritt
f82r	1	f82r.27	3	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f82r	1	f82r.27	4	1	rshedy	OPAQUE HOST RSHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	trinke den angegebenen Anteil und beende den Schritt
f82r	1	f82r.27	5	1	qoteedy	OPAQUE HOST EE=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	binde es auf die Stelle und beende den Schritt
f82r	1	f82r.27	6	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f82r	1	f82r.27	7	1	lochedy	OPAQUE HOST LOCHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	mische zu gleichen Teilen und beende den Schritt
f83r	1	f83r.3	1	1	olkeedy	OPAQUE HOST OLKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse die Flüssigkeit sich setzen und beende den Schritt
f83r	1	f83r.3	2	2	qotal chkeedy	HOST OT=MARKIERTEN BEZUG ODER WEG WÄHLEN + RIGHT AL=ZIEL-/PARALLELPLATZ | OPAQUE HOST KEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	zum unteren Ablauf hin; tauche vollständig ein und beende den Schritt
f83r	1	f83r.3	3	4	chey daiin chey lchedy	OPAQUE HOST Y=UNBEKANNT | GANZKARTE AIIN=MASS-/STANDARDKARTE | OPAQUE HOST Y=UNBEKANNT | GANZKARTE LCHE=ABLAUFKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	Diese aktive Portion; Ein vorgeschriebenes Maß; Diese aktive Portion; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.3	4	3	qokaiin qotal dar	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | HOST OT=MARKIERTEN BEZUG ODER WEG WÄHLEN + RIGHT AL=ZIEL-/PARALLELPLATZ | OPAQUE HOST AR=UNBEKANNT	beginne den nächsten abgemessenen Posten; zum unteren Ablauf hin; Daraus, aus demselben Ansatz
f83r	1	f83r.6	1	1	schedy	OPAQUE HOST CHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt
f83r	1	f83r.6	2	3	chedchy qokal olchedy	OPAQUE HOST CHY=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE | HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AL=ZIEL-/PARALLELPLATZ | OPAQUE HOST OLCHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	gieße das erwärmte Wasser ein; mische beide Anteile zusammen; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt
f83r	1	f83r.6	3	3	qokaiin chedy qokeedy	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE | OPAQUE HOST OKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	beginne den nächsten abgemessenen Posten; rühre, bis alles gleichmäßig vermischt ist; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	1	f83r.6	4	1	lchedy	GANZKARTE LCHE=ABLAUFKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.6	5	1	qoky	GANZKARTE OKY=VERWENDUNGSKARTE	Die aktive Portion verwenden
f83r	1	f83r.8	1	2	pchedal otedy	OPAQUE HOST PCHED=UNBEKANNT + RIGHT AL=ZIEL-/PARALLELPLATZ | HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	fülle danach das Gefäß; lasse es bis zur Klarheit ziehen und beende den Schritt
f83r	1	f83r.8	2	4	shecthedchy qoky chedy chary	OPAQUE HOST ECTHEDCHY=UNBEKANNT | GANZKARTE OKY=VERWENDUNGSKARTE | OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE | OPAQUE HOST ARY=UNBEKANNT	wende es an der markierten Stelle an; Die aktive Portion verwenden; rühre, bis alles gleichmäßig vermischt ist; und lasse es abkühlen
f83r	1	f83r.11	1	2	sor shedy	HOST OR=BEREITETES ERGEBNIS/ARBEITSMEDIUM | HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	Die bereitete Arbeitsflüssigkeit; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	1	f83r.11	2	4	qokaiin chkain shcthey qokedy	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | OPAQUE HOST K=UNBEKANNT + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE | OPAQUE HOST CTHEY=UNBEKANNT | GANZKARTE OKE=SPÜLKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	beginne den nächsten abgemessenen Posten; ein abgemessener Anteil; unter derselben Einstellung; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	1	f83r.11	3	2	okair sheedy	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIR=FLUSS-/LAUFWEG | OPAQUE HOST EE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	öffne danach den oberen Lauf; wasche einmal und beende den Schritt
f83r	1	f83r.11	4	1	lchedy	GANZKARTE LCHE=ABLAUFKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.11	5	1	lo	OPAQUE HOST LO=UNBEKANNT	schließe den unteren Ablauf
f83r	1	f83r.14	1	1	qokchedy	OPAQUE HOST OKCHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse es abkühlen und beende den Schritt
f83r	1	f83r.14	2	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	1	f83r.14	3	1	shedy	HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	1	f83r.14	4	1	qokshedy	OPAQUE HOST OKSHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	koche sanft und beende diesen Arbeitsschritt
f83r	1	f83r.14	5	2	dal lchedy	HOST AL=ZIEL- ODER PARALLELSTATION | GANZKARTE LCHE=ABLAUFKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	An die bezeichnete Zielstelle führen; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.14	6	4	qokaiin shcthy dal sy	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | GANZKARTE CTHY=BEREITSCHAFTSKARTE | HOST AL=ZIEL- ODER PARALLELSTATION | OPAQUE HOST Y=UNBEKANNT	beginne den nächsten abgemessenen Posten; Sobald die Zubereitung gebrauchsfertig ist; An die bezeichnete Zielstelle führen; Diese aktive Portion
f83r	1	f83r.15	1	7	saiin shedal shecthy chey tal shcthy dalchdy	GANZKARTE AIIN=MASS-/STANDARDKARTE | OPAQUE HOST ED=UNBEKANNT + RIGHT AL=ZIEL-/PARALLELPLATZ | OPAQUE HOST ECTHY=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT | HOST AL=ZIEL- ODER PARALLELSTATION | GANZKARTE CTHY=BEREITSCHAFTSKARTE | OPAQUE HOST ALCH=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	Ein vorgeschriebenes Maß; für einen Zeitabschnitt; warmes Wasser; Diese aktive Portion; An die bezeichnete Zielstelle führen; Sobald die Zubereitung gebrauchsfertig ist; behalte den Rückstand und beende den Schritt
f83r	1	f83r.15	2	1	qotchedy	OPAQUE HOST CHE=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	mische zu gleichen Teilen und beende den Schritt
f83r	1	f83r.15	3	1	lchedy	GANZKARTE LCHE=ABLAUFKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.16	1	1	tchedy	OPAQUE HOST CHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt
f83r	1	f83r.16	2	1	qokchdy	OPAQUE HOST OKCH=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	erwärme es einmal und beende den Schritt
f83r	1	f83r.16	3	6	cheedar chldaiin chedy qokain checthy chealror	OPAQUE HOST ED=UNBEKANNT + RIGHT AR=QUELLEN-/LOKALRELATION | OPAQUE HOST LD=UNBEKANNT + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE | HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE | GANZKARTE CTHY=BEREITSCHAFTSKARTE | OPAQUE HOST ALROR=UNBEKANNT	setze die Person an das Becken; nach dem Absetzen; rühre, bis alles gleichmäßig vermischt ist; gib einen abgemessenen Anteil in das Gefäß; Sobald die Zubereitung gebrauchsfertig ist; bis der Strom klar wird
f83r	1	f83r.20	1	1	solkeedy	OPAQUE HOST OLKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse die Flüssigkeit sich setzen und beende den Schritt
f83r	1	f83r.20	2	1	qoteedy	OPAQUE HOST EE=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	binde es auf die Stelle und beende den Schritt
f83r	1	f83r.20	3	2	qokeey qokedy	GANZKARTE OKEEY=TEMPERIERKARTE | GANZKARTE OKE=SPÜLKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	temperiere die Arbeitsflüssigkeit und halte sie lauwarm; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	1	f83r.20	4	3	sol cheeety qokedy	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN | OPAQUE HOST EETY=UNBEKANNT | GANZKARTE OKE=SPÜLKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	Mit der vorigen Zubereitung weiter; nach der ersten Spülung; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	1	f83r.20	5	2	qoky saiin	GANZKARTE OKY=VERWENDUNGSKARTE | GANZKARTE AIIN=MASS-/STANDARDKARTE	Die aktive Portion verwenden; Ein vorgeschriebenes Maß
f83r	1	f83r.22	1	2	schedair otchedy	OPAQUE HOST CHED=UNBEKANNT + RIGHT AIR=FLUSS-/LAUFWEG | OPAQUE HOST CHE=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	ziehe die klare Flüssigkeit ab; mische zu gleichen Teilen und beende den Schritt
f83r	1	f83r.22	2	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	1	f83r.22	3	5	chedain chedy qotedaiin otaiin otedy	OPAQUE HOST D=UNBEKANNT + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE | OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE | OPAQUE HOST ED=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | HOST OT=MARKIERTEN BEZUG ODER WEG WÄHLEN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	beginne die Spülung; rühre, bis alles gleichmäßig vermischt ist; das breite Gefäß; für dieselbe Dauer wie zuvor; lasse es bis zur Klarheit ziehen und beende den Schritt
f83r	1	f83r.22	4	1	ldy	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	ziehe es ab und beende den Schritt
f83r	1	f83r.24	1	6	soiiin checthy chety otaiin olsaly shedy	OPAQUE HOST OIIIN=UNBEKANNT | GANZKARTE CTHY=BEREITSCHAFTSKARTE | OPAQUE HOST TY=UNBEKANNT | HOST OT=MARKIERTEN BEZUG ODER WEG WÄHLEN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ | OPAQUE HOST OLSALY=UNBEKANNT | HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	bis es klar ist; Sobald die Zubereitung gebrauchsfertig ist; Gleichmäßig bearbeiten; für dieselbe Dauer wie zuvor; das untere Becken; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	2	f83r.25	1	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	2	f83r.25	2	3	qolchey qokeey qokedy	OPAQUE HOST OLCHEY=UNBEKANNT | GANZKARTE OKEEY=TEMPERIERKARTE | GANZKARTE OKE=SPÜLKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	fülle danach das Gefäß; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	2	f83r.25	3	2	chedy otal	OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE | HOST OT=MARKIERTEN BEZUG ODER WEG WÄHLEN + RIGHT AL=ZIEL-/PARALLELPLATZ	rühre, bis alles gleichmäßig vermischt ist; zum unteren Ablauf hin
f83r	2	f83r.26	1	5	otchey qokeey qoky tol shedy	OPAQUE HOST CHEY=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN | GANZKARTE OKEEY=TEMPERIERKARTE | GANZKARTE OKY=VERWENDUNGSKARTE | HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN | HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	Nimm den bezeichneten Anteil; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Die aktive Portion verwenden; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	2	f83r.26	2	1	qokylddy	OPAQUE HOST OKYLD=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	binde es auf die Stelle und beende den Schritt
f83r	2	f83r.27	1	3	dain chedy qokeedy	OPAQUE HOST AIN=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE | OPAQUE HOST OKEE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	durch ein Tuch; rühre, bis alles gleichmäßig vermischt ist; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	2	f83r.27	2	1	shckhedy	OPAQUE HOST CKHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	seihe es einmal durch ein Tuch und beende den Schritt
f83r	2	f83r.27	3	1	shckhedy	OPAQUE HOST CKHE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	seihe es einmal durch ein Tuch und beende den Schritt
f83r	2	f83r.28	1	4	saiin cheeky sheey qokedy	GANZKARTE AIIN=MASS-/STANDARDKARTE | OPAQUE HOST EKY=UNBEKANNT | OPAQUE HOST EEY=UNBEKANNT | GANZKARTE OKE=SPÜLKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	Ein vorgeschriebenes Maß; solange es noch warm ist; die erste Öffnung; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	2	f83r.28	2	1	shedy	HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	2	f83r.28	3	1	oldy	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	koche sanft und beende diesen Arbeitsschritt
f83r	2	f83r.35	1	5	saiin cheky okeeol okain chdy	GANZKARTE AIIN=MASS-/STANDARDKARTE | OPAQUE HOST KY=UNBEKANNT | OPAQUE HOST OKEEOL=UNBEKANNT | HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE | OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE	Ein vorgeschriebenes Maß; bei sanfter Wärme; das breite Gefäß; gib einen abgemessenen Anteil in das Gefäß; rühre, bis alles gleichmäßig vermischt ist
f83r	2	f83r.37	1	2	sol lkedy	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN | OPAQUE HOST LKE=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	Mit der vorigen Zubereitung weiter; wasche zweimal und beende den Schritt
f83r	2	f83r.37	2	1	lchedy	GANZKARTE LCHE=ABLAUFKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	2	f83r.37	3	2	qokol shedy	OPAQUE HOST OKOL=UNBEKANNT | HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	lasse die Mischung einlaufen; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	2	f83r.38	1	4	or chey qockhey dairydy	HOST OR=BEREITETES ERGEBNIS/ARBEITSMEDIUM | OPAQUE HOST Y=UNBEKANNT | OPAQUE HOST OCKHEY=UNBEKANNT | OPAQUE HOST AIRY=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	Die bereitete Arbeitsflüssigkeit; Diese aktive Portion; über der örtlich bezeichneten Stelle; gebrauche sie sofort und beende den Schritt
f83r	2	f83r.39	1	4	qokain shey kain chckhal	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE | GANZKARTE EY=SOLLZUSTANDSKARTE | OPAQUE HOST K=UNBEKANNT + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE | OPAQUE HOST CKH=UNBEKANNT + RIGHT AL=ZIEL-/PARALLELPLATZ	gib einen abgemessenen Anteil in das Gefäß; Bis die Flüssigkeit klar abläuft; ein abgemessener Anteil; für die angegebene Dauer
f83r	2	f83r.41	1	2	solkey lchedy	OPAQUE HOST OLKEY=UNBEKANNT | GANZKARTE LCHE=ABLAUFKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	öffne danach den oberen Lauf; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	2	f83r.41	2	2	qolkain dal	OPAQUE HOST OLK=UNBEKANNT + RIGHT AIN=BEGRENZTE EINHEIT ODER PASSAGE | HOST AL=ZIEL- ODER PARALLELSTATION	das untere Becken; An die bezeichnete Zielstelle führen
f83r	2	f83r.44	1	2	skar shedy	OPAQUE HOST K=UNBEKANNT + RIGHT AR=QUELLEN-/LOKALRELATION | HOST E=BIS ZUR ZUSTANDSGRENZE FÜHREN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	gieße das erwärmte Wasser ein; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	3	f83r.47	1	1	otchdy	OPAQUE HOST CH=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	ziehe es ab und beende den Schritt
f83r	3	f83r.47	2	1	qokchdy	OPAQUE HOST OKCH=UNBEKANNT + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	erwärme es einmal und beende den Schritt
f83r	3	f83r.47	3	1	shedal	OPAQUE HOST ED=UNBEKANNT + RIGHT AL=ZIEL-/PARALLELPLATZ	für einen Zeitabschnitt
f83r	3	f83r.48	1	5	dal cheol lol chdal aiin	HOST AL=ZIEL- ODER PARALLELSTATION | HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN | OPAQUE HOST LOL=UNBEKANNT | OPAQUE HOST D=UNBEKANNT + RIGHT AL=ZIEL-/PARALLELPLATZ | GANZKARTE AIIN=MASS-/STANDARDKARTE	An die bezeichnete Zielstelle führen; Mit der vorigen Zubereitung weiter; bis es warm ist; mit der vorigen Mischung; Ein vorgeschriebenes Maß
f83r	3	f83r.49	1	3	sol daiiin chedy	HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN | OPAQUE HOST AIIIN=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT + INNER-D=GELERNTE OPERATIONS-/ZUSTANDSVARIANTE	Mit der vorigen Zubereitung weiter; die zweite Öffnung; rühre, bis alles gleichmäßig vermischt ist
f83r	4	f83r.52	1	4	solkeey qekey raly ol	OPAQUE HOST OLKEEY=UNBEKANNT | OPAQUE HOST EKEY=UNBEKANNT | OPAQUE HOST RALY=UNBEKANNT | HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN	setze die Person an das Becken; ohne Kochen; die erste Öffnung; Mit der vorigen Zubereitung weiter
f83r	4	f83r.54	1	5	daiin ol dain chey ldalor	GANZKARTE AIIN=MASS-/STANDARDKARTE | HOST L=ANGESCHLOSSENE STATION/FORTSETZUNG + FRAME O=KONTEXT/VORANSATZ FORTSETZEN | OPAQUE HOST AIN=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT | OPAQUE HOST LDALOR=UNBEKANNT	Ein vorgeschriebenes Maß; Mit der vorigen Zubereitung weiter; durch ein Tuch; Diese aktive Portion; an der bezeichneten Stelle
