gdt743_patch_id	gdt742_patch_id	gdt741_patch_id	gdt739_dispatch_id	patch_id	occurrence_id	page	locus	token_index	token_ordinal	surface	body	opaque_head_id	line_position	family	level	gdt742_rule_trace	gdt741_dimension_dispatch	gdt742_dimension_dispatch	gdt741_carrier_dispatch	gdt742_carrier_dispatch	gdt741_state_mode	gdt742_state_mode	gdt741_working_render_de	gdt742_working_render_de	axis_specific_dispatch_retained	carrier_locally_bound_retained	specific_local_dispatch_retained	active_radius_two_carrier_contacts	changed_from_gdt741	dispatcher_uses_dispatch_id_or_locus	scope	literal_patient_or_species_claimed	literal_plaintext_claimed	unconditional_global_export	head_or_body_lexeme_credit	component_export_credit	unseen_form_export	gdt743_rule_trace	gdt743_dimension_dispatch	gdt743_carrier_dispatch	gdt743_state_mode	gdt743_working_render_de	carrier_locally_bound_gdt743	specific_local_dispatch_gdt743	changed_from_gdt742	active_run_override_contacts	dispatcher_uses_dispatch_id_or_locus_gdt743
G743-R0038	G742-R0038	G741-R0038	G739-D0038	G738-P0038	G737-O0148	f107v	f107v.1	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0039	G742-R0039	G741-R0039	G739-D0039	G738-P0039	G737-O0151	f107v	f107v.3	10	10	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	PREPARATION_MATERIAL	PREPARATION_MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III des Zubereitungsmaterials; Dimension offen	Skalarstufe III des Zubereitungsmaterials; Dimension offen	0	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	PREPARATION_MATERIAL	NOT_APPLICABLE	Skalarstufe III des Zubereitungsmaterials; Dimension offen	1	1	0	0	0
G743-R0040	G742-R0040	G741-R0040	G739-D0040	G738-P0040	G737-O0157	f107v	f107v.15	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0041	G742-R0041	G741-R0041	G739-D0041	G738-P0041	G737-O0160	f107v	f107v.24	5	5	lkaiin	kaiin	H4	LAST	SCALAR	III	GDT741_RENDER_INHERITED	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	Heißgrad III des Materials	Heißgrad III des Materials	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	QUALITY_DEGREE	MATERIAL	NOT_APPLICABLE	Heißgrad III des Materials	1	1	0	0	0
G743-R0042	G742-R0042	G741-R0042	G739-D0042	G738-P0042	G737-O0164	f107v	f107v.30	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0043	G742-R0043	G741-R0043	G739-D0043	G738-P0043	G737-O0165	f107v	f107v.31	3	3	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0044	G742-R0044	G741-R0044	G739-D0044	G738-P0044	G737-O0185	f108r	f108r.50	3	3	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0045	G742-R0045	G741-R0045	G739-D0045	G738-P0045	G737-O0210	f108v	f108v.49	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	Trockenheitsgrad III des Materials	Trockenheitsgrad III des Materials	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	QUALITY_DEGREE	MATERIAL	NOT_APPLICABLE	Trockenheitsgrad III des Materials	1	1	0	0	0
G743-R0046	G742-R0046	G741-R0046	G739-D0046	G738-P0046	G737-O0303	f113r	f113r.23	11	11	lkaiin	kaiin	H4	LAST	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0047	G742-R0047	G741-R0047	G739-D0047	G738-P0047	G737-O0314	f113r	f113r.44	4	4	lkaiin	kaiin	H4	LAST	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0048	G742-R0048	G741-R0048	G739-D0048	G738-P0048	G737-O0315	f113r	f113r.46	3	3	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0049	G742-R0049	G741-R0049	G739-D0049	G738-P0049	G737-O0318	f113r	f113r.50	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0050	G742-R0050	G741-R0050	G739-D0050	G738-P0050	G737-O0326	f113v	f113v.16	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0051	G742-R0051	G741-R0051	G739-D0051	G738-P0051	G737-O0344	f113v	f113v.47	3	3	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0052	G742-R0052	G741-R0052	G739-D0052	G738-P0052	G737-O0346	f113v	f113v.48	10	10	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0053	G742-R0053	G741-R0053	G739-D0053	G738-P0053	G737-O0395	f115v	f115v.39	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0054	G742-R0054	G741-R0054	G739-D0054	G738-P0054	G737-O0582	f76r	f76r.44	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III des Materials; Dimension offen	Skalarstufe III des Materials; Dimension offen	0	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	MATERIAL	NOT_APPLICABLE	Skalarstufe III des Materials; Dimension offen	1	1	0	0	0
G743-R0055	G742-R0055	G741-R0055	G739-D0055	G738-P0055	G737-O0621	f77v	f77v.41	3	3	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0056	G742-R0056	G741-R0056	G739-D0056	G738-P0056	G737-O0674	f80r	f80r.52	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0057	G742-R0057	G741-R0057	G739-D0057	G738-P0057	G737-O0702	f82r	f82r.20	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0058	G742-R0058	G741-R0058	G739-D0058	G738-P0058	G737-O0767	f86v5	f86v5.18	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III der Zubereitung; Dimension offen	Skalarstufe III der Zubereitung; Dimension offen	0	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	PREPARATION	NOT_APPLICABLE	Skalarstufe III der Zubereitung; Dimension offen	1	1	0	0	0
G743-R0059	G742-R0059	G741-R0059	G739-D0059	G738-P0059	G737-O0777	f86v6	f86v6.36	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	QUALITY_DEGREE	QUALITY_DEGREE	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Heißgrad III	Heißgrad III	1	0	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	QUALITY_DEGREE	OPEN	NOT_APPLICABLE	Heißgrad III	0	1	0	0	0
G743-R0060	G742-R0060	G741-R0060	G739-D0060	G738-P0060	G737-O0780	f86v6	f86v6.38	9	9	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0061	G742-R0061	G741-R0061	G739-D0061	G738-P0061	G737-O0049	f103v	f103v.45	5	5	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0062	G742-R0062	G741-R0062	G739-D0062	G738-P0062	G737-O0056	f104r	f104r.13	5	5	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0063	G742-R0063	G741-R0063	G739-D0063	G738-P0063	G737-O0058	f104r	f104r.23	6	6	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	AMOUNT_DOSE	AMOUNT_DOSE	PREPARATION_MATERIAL	PREPARATION_MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	Mengen-/Portionsstufe II des Zubereitungsmaterials	Mengen-/Portionsstufe II des Zubereitungsmaterials	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	AMOUNT_DOSE	PREPARATION_MATERIAL	NOT_APPLICABLE	Mengen-/Portionsstufe II des Zubereitungsmaterials	1	1	0	0	0
G743-R0064	G742-R0064	G741-R0064	G739-D0064	G738-P0064	G737-O0131	f107r	f107r.24	6	6	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR_CONFLICT	OPEN_SCALAR_CONFLICT	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR_CONFLICT	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0065	G742-R0065	G741-R0065	G739-D0065	G738-P0065	G737-O0141	f107r	f107r.39	9	9	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II der Zubereitung; Dimension offen	Skalarstufe II der Zubereitung; Dimension offen	0	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	PREPARATION	NOT_APPLICABLE	Skalarstufe II der Zubereitung; Dimension offen	1	1	0	0	0
G743-R0066	G742-R0066	G741-R0066	G739-D0066	G738-P0066	G737-O0170	f107v	f107v.38	9	9	lkain	kain	H4	LAST	SCALAR	II	GDT741_RENDER_INHERITED	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	Kältegrad II der Zubereitung	Kältegrad II der Zubereitung	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	QUALITY_DEGREE	PREPARATION	NOT_APPLICABLE	Kältegrad II der Zubereitung	1	1	0	0	0
G743-R0067	G742-R0067	G741-R0067	G739-D0067	G738-P0067	G737-O0172	f107v	f107v.41	13	13	lkain	kain	H4	LAST	SCALAR	II	GDT741_RENDER_INHERITED	QUALITY_DEGREE	QUALITY_DEGREE	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Heißgrad II	Heißgrad II	1	0	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	QUALITY_DEGREE	OPEN	NOT_APPLICABLE	Heißgrad II	0	1	0	0	0
G743-R0068	G742-R0068	G741-R0068	G739-D0068	G738-P0068	G737-O0205	f108v	f108v.37	8	8	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0069	G742-R0069	G741-R0069	G739-D0069	G738-P0069	G737-O0250	f111v	f111v.21	9	9	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	QUALITY_DEGREE	PREPARATION	NOT_APPLICABLE	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung	1	1	0	0	0
G743-R0070	G742-R0070	G741-R0070	G739-D0070	G738-P0070	G737-O0252	f111v	f111v.24	5	5	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0071	G742-R0071	G741-R0071	G739-D0071	G738-P0071	G737-O0255	f111v	f111v.30	10	10	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0072	G742-R0072	G741-R0072	G739-D0072	G738-P0072	G737-O0259	f111v	f111v.31	9	9	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0073	G742-R0073	G741-R0073	G739-D0073	G738-P0073	G737-O0260	f111v	f111v.35	4	4	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0074	G742-R0074	G741-R0074	G739-D0074	G738-P0074	G737-O0261	f111v	f111v.35	11	11	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0075	G742-R0075	G741-R0075	G739-D0075	G738-P0075	G737-O0265	f111v	f111v.40	2	2	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	PROVISIONAL_REQUESTED_CARRIER_COVERAGE_ANALOGY	OPEN_SCALAR	PREPARATION	NOT_APPLICABLE	Skalarstufe II [Carrier=PREPARATION; Dimension offen; provisorischer R4-Lauf]	1	1	1	1	0
G743-R0076	G742-R0076	G741-R0076	G739-D0076	G738-P0076	G737-O0295	f112v	f112v.38	10	10	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR_CONFLICT	OPEN_SCALAR_CONFLICT	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR_CONFLICT	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
G743-R0077	G742-R0077	G741-R0077	G739-D0077	G738-P0077	G737-O0364	f115r	f115r.14	4	4	lkain	kain	H4	MIDDLE	SCALAR	II	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe II; Dimension offen	0	0	0	0	0
