statement_order	statement_id	register	record_unit_id	page	event_count	owner_transition	unified_primitive_sequence	unified_primitive_count	visible_surface_sequence	complete_working_reading_de	apprentice_status
59	B2-S019	BIOLOGICAL	B2	f82r	1	INHERIT_OWNER[F067:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	WASH>CLOSE	2	rshedy	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Waschgang aus und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
60	B2-S020	BIOLOGICAL	B2	f82r	1	INHERIT_OWNER[F068:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	GRADE>CONTINUE>CLOSE	3	qoteedy	An der jeweils neu gesetzten lokalen Beckenstation: Nimm die lange Folge und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
61	B2-S021	BIOLOGICAL	B2	f82r	1	INHERIT_OWNER[F069:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	SET>GRADE>CLOSE	3	qokeedy	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
62	B2-S022	BIOLOGICAL	B2	f82r	1	INHERIT_OWNER[F070:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] -> RESET_AT_RECORD_END	DRAIN>CLOSE	2	lochedy	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Rest ab und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
63	B3-S001	BIOLOGICAL	B3	f83r	1	RESET_RECORD -> SET_DIRECT_OWNER[F071:DIRECT_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	OWNER_SELECT>GRADE>CLOSE	3	olkeedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Sammle länger und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
64	B3-S002	BIOLOGICAL	B3	f83r	2	INHERIT_OWNER[F072:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	TRANSFER>TARGET>HEAT>GRADE>CLOSE	5	qotal chkeedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe danach dorthin, wärme länger und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
65	B3-S003	BIOLOGICAL	B3	f83r	4	INHERIT_OWNER[F073:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	MEASURE>DRAIN>CLOSE	3	chey daiin chey lchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
66	B3-S004	BIOLOGICAL	B3	f83r	3	INHERIT_OWNER[F074:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	MEASURE>TRANSFER>TARGET	3	qokaiin qotal dar	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
67	B3-S005	BIOLOGICAL	B3	f83r	1	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F075:DIRECT_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	OWNER_SELECT>TRANSFER>MEASURE>MATERIAL_ADD>CLOSE	5	schedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze die entnommene Sollmaßportion um und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
68	B3-S006	BIOLOGICAL	B3	f83r	3	INHERIT_OWNER[F076:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	TRANSFER>TARGET>CONTINUE>CLOSE	4	chedchy qokal olchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
69	B3-S007	BIOLOGICAL	B3	f83r	3	INHERIT_OWNER[F077:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	MEASURE>TRANSFER>SET>GRADE>CLOSE	5	qokaiin chedy qokeedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
70	B3-S008	BIOLOGICAL	B3	f83r	1	INHERIT_OWNER[F078:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	DRAIN>CLOSE	2	lchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
71	B3-S009	BIOLOGICAL	B3	f83r	1	INHERIT_OWNER[F079:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	SET	1	qoky	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten an	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
72	B3-S010	BIOLOGICAL	B3	f83r	2	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F080:DIRECT_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	OWNER_SELECT>SET>GRADE>CONTINUE>CLOSE	5	pchedal otedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
73	B3-S011	BIOLOGICAL	B3	f83r	4	INHERIT_OWNER[F081:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	TRANSFER>READY>SET>TRANSFER>CONTINUE	5	shecthedchy qoky chedy chary	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
74	B3-S012	BIOLOGICAL	B3	f83r	2	INHERIT_OWNER[F082:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	HEAT>SET>SETTLE>CLOSE	4	sor shedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
75	B3-S013	BIOLOGICAL	B3	f83r	4	INHERIT_OWNER[F083:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	MEASURE>MATERIAL_ADD>GRADE>READY>SET>GRADE>CLOSE	7	qokaiin chkain shcthey qokedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
76	B3-S014	BIOLOGICAL	B3	f83r	2	INHERIT_OWNER[F084:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	MATERIAL_ADD>GRADE>SETTLE>CLOSE	4	okair sheedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass Wasser ein, lass länger absetzen und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
77	B3-S015	BIOLOGICAL	B3	f83r	1	INHERIT_OWNER[F085:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	DRAIN>CLOSE	2	lchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
78	B3-S016	BIOLOGICAL	B3	f83r	2	INHERIT_OWNER[F086:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] -> BREAK_VISIBLE_GAP -> SET_UNRESOLVED_OWNER[F087:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	OWNER_SELECT>DRAIN>TRANSFER>CLOSE	4	lo qokchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab, setze den Posten um und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
79	B3-S017	BIOLOGICAL	B3	f83r	1	KEEP_UNRESOLVED_OWNER[F088:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	SET>GRADE>CLOSE	3	qokeedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
80	B3-S018	BIOLOGICAL	B3	f83r	1	KEEP_UNRESOLVED_OWNER[F089:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	SETTLE>CLOSE	2	shedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
81	B3-S019	BIOLOGICAL	B3	f83r	1	KEEP_UNRESOLVED_OWNER[F090:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	SETTLE>CLOSE	2	qokshedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
82	B3-S020	BIOLOGICAL	B3	f83r	2	KEEP_UNRESOLVED_OWNER[F091:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	TRANSFER>TARGET>DRAIN>CLOSE	4	dal lchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe dorthin, führe ab und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
83	B3-S021	BIOLOGICAL	B3	f83r	11	KEEP_UNRESOLVED_OWNER[F092:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] -> KEEP_UNRESOLVED_OWNER[F093:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	MEASURE>READY>TRANSFER>TARGET>SETTLE>GRADE>READY>TRANSFER>TARGET>TRANSFER>CLOSE	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
84	B3-S022	BIOLOGICAL	B3	f83r	1	KEEP_UNRESOLVED_OWNER[F094:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	CONTINUE>TRANSFER>CLOSE	3	qotchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe die Folgeumsetzung aus und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
85	B3-S023	BIOLOGICAL	B3	f83r	1	KEEP_UNRESOLVED_OWNER[F095:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	DRAIN>CLOSE	2	lchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
86	B3-S024	BIOLOGICAL	B3	f83r	1	KEEP_UNRESOLVED_OWNER[F096:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	TRANSFER>CLOSE	2	tchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
87	B3-S025	BIOLOGICAL	B3	f83r	1	KEEP_UNRESOLVED_OWNER[F097:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	TRANSFER>CLOSE	2	qokchdy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
88	B3-S026	BIOLOGICAL	B3	f83r	7	KEEP_UNRESOLVED_OWNER[F098:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F099:DIRECT_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	OWNER_SELECT>TRANSFER>TARGET>MEASURE>SETTLE>TRANSFER>MATERIAL_ADD>READY>SET>TARGET>GRADE>CLOSE	12	cheedar chldaiin chedy qokain checthy chealror solkeedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
89	B3-S027	BIOLOGICAL	B3	f83r	1	INHERIT_OWNER[F100:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	GRADE>CONTINUE>CLOSE	3	qoteedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm die lange Folge und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
90	B3-S028	BIOLOGICAL	B3	f83r	2	INHERIT_OWNER[F101:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	GRADE>CLOSE	2	qokeey qokedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
91	B3-S029	BIOLOGICAL	B3	f83r	3	INHERIT_OWNER[F102:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	CONTINUE>SET>GRADE>CLOSE	4	sol cheeety qokedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
92	B3-S030	BIOLOGICAL	B3	f83r	4	INHERIT_OWNER[F103:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR] -> INHERIT_OWNER[F104:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	SET>MEASURE>CONTINUE>TRANSFER>CLOSE	5	qoky saiin schedair otchedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
93	B3-S031	BIOLOGICAL	B3	f83r	1	INHERIT_OWNER[F105:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	SET>GRADE>CLOSE	3	qokeedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
94	B3-S032	BIOLOGICAL	B3	f83r	5	INHERIT_OWNER[F106:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	TRANSFER>MATERIAL_ADD>GRADE>MEASURE>CONTINUE>MEASURE>CONTINUE>GRADE>CONTINUE>CLOSE	10	chedain chedy qotedaiin otaiin otedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
95	B3-S033	BIOLOGICAL	B3	f83r	1	INHERIT_OWNER[F107:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR]	DRAIN>CLOSE	2	ldy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Ziehe ab und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
96	B3-S034	BIOLOGICAL	B3	f83r	6	INHERIT_OWNER[F108:INHERITED_VISIBLE:B3_MAIN_ARCH_LINKED_PAIR] -> RESET_AT_RECORD_END	MEASURE>READY>MEASURE>CONTINUE>TARGET>SETTLE>CLOSE	7	soiiin checthy chety otaiin olsaly shedy	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
97	B4-S001	BIOLOGICAL	B4	f83r	1	RESET_RECORD -> SET_DIRECT_OWNER[F109:DIRECT_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	OWNER_SELECT>SET>GRADE>CLOSE	4	qokeedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
98	B4-S002	BIOLOGICAL	B4	f83r	3	INHERIT_OWNER[F110:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	CONTINUE>SET>GRADE>CLOSE	4	qolchey qokeey qokedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
99	B4-S003	BIOLOGICAL	B4	f83r	7	INHERIT_OWNER[F111:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR] -> INHERIT_OWNER[F112:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	TRANSFER>TARGET>CONTINUE>SET>GRADE>CONTINUE>SETTLE>CLOSE	8	chedy otal otchey qokeey qoky tol shedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
100	B4-S004	BIOLOGICAL	B4	f83r	1	INHERIT_OWNER[F113:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	FASTEN>CLOSE	2	qokylddy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
101	B4-S005	BIOLOGICAL	B4	f83r	3	INHERIT_OWNER[F114:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	TRANSFER>SET>GRADE>CLOSE	4	dain chedy qokeedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
102	B4-S006	BIOLOGICAL	B4	f83r	1	INHERIT_OWNER[F115:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	PASS_STRAIN>CLOSE	2	shckhedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
103	B4-S007	BIOLOGICAL	B4	f83r	1	INHERIT_OWNER[F116:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	PASS_STRAIN>CLOSE	2	shckhedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
104	B4-S008	BIOLOGICAL	B4	f83r	4	INHERIT_OWNER[F117:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	MEASURE>HEAT>GRADE>SETTLE>SET>GRADE>CLOSE	7	saiin cheeky sheey qokedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
105	B4-S009	BIOLOGICAL	B4	f83r	1	INHERIT_OWNER[F118:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	SETTLE>CLOSE	2	shedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
106	B4-S010	BIOLOGICAL	B4	f83r	1	INHERIT_OWNER[F119:INHERITED_VISIBLE:B4_MAIN_ARCH_LINKED_PAIR]	CONTINUE>CLOSE	2	oldy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
107	B4-S011	BIOLOGICAL	B4	f83r	7	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F120:DIRECT_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F121:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	OWNER_SELECT>MEASURE>HEAT>GRADE>MATERIAL_ADD>TRANSFER>CONTINUE>WASH>CLOSE	9	saiin cheky okeeol okain chdy sol lkedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
108	B4-S012	BIOLOGICAL	B4	f83r	1	INHERIT_OWNER[F122:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	DRAIN>CLOSE	2	lchedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
109	B4-S013	BIOLOGICAL	B4	f83r	2	INHERIT_OWNER[F123:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	CONTINUE>SETTLE>CLOSE	3	qokol shedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
110	B4-S014	BIOLOGICAL	B4	f83r	4	INHERIT_OWNER[F124:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION]	SET>GRADE>PASS_STRAIN>CLOSE	4	or chey qockhey dairydy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
111	B4-S015	BIOLOGICAL	B4	f83r	6	INHERIT_OWNER[F125:INHERITED_VISIBLE:B4_MAIN_LEFT_OPEN_FRINGE_STATION] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F126:DIRECT_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]	OWNER_SELECT>MATERIAL_ADD>PASS_STRAIN>MATERIAL_ADD>TARGET>GRADE>DRAIN>CLOSE	8	qokain shey kain chckhal solkey lchedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
112	B4-S016	BIOLOGICAL	B4	f83r	4	INHERIT_OWNER[F127:INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] -> INHERIT_OWNER[F128:INHERITED_VISIBLE:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] -> RESET_AT_RECORD_END	MATERIAL_ADD>TARGET>SETTLE>CLOSE	4	qolkain dal skar shedy	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
113	B5-S001	BIOLOGICAL	B5	f83r	1	RESET_RECORD -> SET_DIRECT_OWNER[F129:DIRECT_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION]	OWNER_SELECT>CONTINUE>TRANSFER>CLOSE	4	otchdy	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
114	B5-S002	BIOLOGICAL	B5	f83r	1	INHERIT_OWNER[F130:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION]	TRANSFER>CLOSE	2	qokchdy	An der linken figurenlosen Dienststation: Setze um und schließe	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
115	B5-S003	BIOLOGICAL	B5	f83r	9	INHERIT_OWNER[F131:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F132:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> INHERIT_OWNER[F133:INHERITED_VISIBLE:B5_LEFT_OPEN_FRINGE_STATION] -> RESET_AT_RECORD_END	TARGET>SETTLE>TRANSFER>CONTINUE>TARGET>CONTINUE>TARGET>TRANSFER>TARGET>MEASURE>TRANSFER	11	shedal dal cheol lol chdal aiin sol daiiin chedy	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
116	B6-S001	BIOLOGICAL	B6	f83r	9	RESET_RECORD -> SET_DIRECT_OWNER[F134:DIRECT_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION] -> INHERIT_OWNER[F135:INHERITED_VISIBLE:B6_RIGHT_S_RUN_MULTIPORT_STATION] -> RESET_AT_RECORD_END	OWNER_SELECT>GRADE>TRANSFER>TARGET>MEASURE	5	solkeey qekey raly ol daiin ol dain chey ldalor	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	WRITE_FROM_OWNER_PROGRAM_PRIMITIVES_THEN_RENDER
