physical_page	source_panel	locus	kind	paragraph_start	paragraph_end	owner_id	visible_owner_or_namespace_de	owner_rule_de	group_count	surface_sequence	component_sequence	statement_ids	portable_literal_de
f72r	f72r2	f72r2.32	C	0	0	F72R_RING_F	Tierkreis-Ringgruppe F	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	15	otoar air aloy okaiin otees chs chchs ar aly taly dar otchey okaiin olaiin y	OT+AR | AIR | AL+Y | OK+AIIN | OT+EE+Y | CH+O+S | CH+CH+S | AR | AL+Y | T+AL | D_ADDR+AR | OT+Y | OK+AIIN | OL+AIIN | Y	P1008-S017	DANACH · QUELLE | LAUF | ZIEL · POSTEN | SETZEN · MASS | DANACH · LÄNGER · POSTEN | NEHMEN · AUSFÜHREN · AUSWÄHLEN | NEHMEN · NEHMEN · AUSWÄHLEN | QUELLE | ZIEL · POSTEN | STELLEN · ZIEL | TEIL · QUELLE | DANACH · POSTEN | SETZEN · MASS | FORTSETZEN · MASS | POSTEN
f72r	f72r3	f72r3.1	C	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	47	okeey chekoy oteo ykeey chedaiin okeeol cheeor chocthar ar oteody oteedy okeolaiin oteey okarar teo sheol al alaiiin okeos alaiin okor o keodar okee s ar aiin chekackhy chokees oteedy chekar okar choly ches os oiin okeeey cheey ches okeody chealdy shocthy choteey sheoly eol sheey chorain	OK+EE+Y | CHK+O+D_ADDR+Y | OT+O | Y+K+EE+Y | CHD+AIIN | OK+EE+OL | CH+EE+OR | CH+O+CTH+AR | AR | OT+E+O+Y | OT+EE+DY | OK+E+OL+AIIN | OT+EE+Y | OK+AL+AR | E+OL | SH+E+OL | AL | AL+AIIN | OK+E+O | AL+AIIN | OK+OR | O | O+D_ADDR+AR | OK+EE+Y | S | AR | AIIN | CH+E+CKH+Y | OK+EE+Y | OT+EE+DY | CHK+AR | OK+AR | OL+Y | CH+E+S | OS | O+IIN | OK+EE+Y | SH+EE+Y | CH+E+S | OK+E+O+D_ADDR+Y | AL+Y | SH+CTH+Y | CH+OT+EE+Y | SH+E+OL | OL | SH+EE+Y | OR+AIN	P1008-S018|P1008-S019|P1008-S020	SETZEN · LÄNGER · POSTEN | BEHANDELN · AUSFÜHREN · TEIL · POSTEN | DANACH · AUSFÜHREN | POSTEN · GEBEN · LÄNGER · POSTEN | UMSETZEN · MASS | SETZEN · LÄNGER · FORTSETZEN | NEHMEN · LÄNGER · ANSATZ | NEHMEN · AUSFÜHREN · BEREIT · QUELLE | QUELLE | DANACH · KURZ · AUSFÜHREN · POSTEN | DANACH · LÄNGER · SCHLUSS | SETZEN · KURZ · FORTSETZEN · MASS | DANACH · LÄNGER · POSTEN | SETZEN · ZIEL · QUELLE | KURZ · FORTSETZEN | HALTEN · KURZ · FORTSETZEN | ZIEL | ZIEL · MASS | SETZEN · KURZ · AUSFÜHREN | ZIEL · MASS | SETZEN · ANSATZ | AUSFÜHREN | AUSFÜHREN · TEIL · QUELLE | SETZEN · LÄNGER · POSTEN | AUSWÄHLEN | QUELLE | MASS | NEHMEN · KURZ · DURCHLASS · POSTEN | SETZEN · LÄNGER · POSTEN | DANACH · LÄNGER · SCHLUSS | BEHANDELN · QUELLE | SETZEN · QUELLE | FORTSETZEN · POSTEN | NEHMEN · KURZ · AUSWÄHLEN | DAZU | AUSFÜHREN · STUFE | SETZEN · LÄNGER · POSTEN | HALTEN · LÄNGER · POSTEN | NEHMEN · KURZ · AUSWÄHLEN | SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN | ZIEL · POSTEN | HALTEN · BEREIT · POSTEN | NEHMEN · DANACH · LÄNGER · POSTEN | HALTEN · KURZ · FORTSETZEN | FORTSETZEN | HALTEN · LÄNGER · POSTEN | ANSATZ · PORTION
f72r	f72r3	f72r3.2	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	olkalaiin	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.3	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	olalsy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.4	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oraiinam	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.5	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	osarsheeeo	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.6	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	oto aiin	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.7	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	3	opoiiinoin al ches	LOCAL_ADDRESS | LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.8	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	ypaiin alaly	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.9	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	oteey daiin	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.10	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oeeodaiin	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.11	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ofsholdy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.12	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	opoeey okaiin	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.13	L	0	0	F72R_RING_G	Tierkreis-Ringgruppe G	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ykolairol	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.14	C	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	41	otochedy otey o koey sheedy oteodar ykeolol y air oteos cheo l aiin ykeeoly otaiin shear oiiin oral o tealy cheokeor oteody oes otees chteos doteey sosor oteol shol cheeg okeody eol shey sheysy shoteey cheor yoeteey okeeol chy okeeo ykoly	OT+CHD+DY | OT+E+Y | O | K+EE+Y | SH+EE+DY | OT+E+O+D_ADDR+AR | Y+K+E+OL+OL | Y | AIR | OT+EE+O+S_ADDR | CHEO+R | L | AIIN | Y+K+OL+Y | OT+AIIN | SH+E+AR | O+IIN | OR+AL+Y | O | AL+Y | OK+OR | OT+E+O+Y | OS | OT+EE+Y | CH+T+O+S | OT+EE+Y | S+OR | OT+E+OL | SH+OL | SH+EE+Y | OK+E+O+D_ADDR+Y | OL | SH+E+Y | SH+E+Y | CH+OT+EE+Y | CHEO+R | Y+T+EE+Y | OK+EE+OL | Y | OK+E+O | Y+K+OL+Y	P1008-S021|P1008-S022|P1008-S023	DANACH · UMSETZEN · SCHLUSS | DANACH · KURZ · POSTEN | AUSFÜHREN | GEBEN · LÄNGER · POSTEN | HALTEN · LÄNGER · SCHLUSS | DANACH · KURZ · AUSFÜHREN · TEIL · QUELLE | POSTEN · GEBEN · KURZ · FORTSETZEN · FORTSETZEN | POSTEN | LAUF | DANACH · LÄNGER · AUSFÜHREN · SONDERORT | AUSZUG · MERKEN | LEITEN | MASS | POSTEN · GEBEN · FORTSETZEN · POSTEN | DANACH · MASS | HALTEN · KURZ · QUELLE | AUSFÜHREN · STUFE | ANSATZ · ZIEL · POSTEN | AUSFÜHREN | ZIEL · POSTEN | SETZEN · ANSATZ | DANACH · KURZ · AUSFÜHREN · POSTEN | DAZU | DANACH · LÄNGER · POSTEN | NEHMEN · STELLEN · AUSFÜHREN · AUSWÄHLEN | DANACH · LÄNGER · POSTEN | AUSWÄHLEN · ANSATZ | DANACH · KURZ · FORTSETZEN | HALTEN · FORTSETZEN | HALTEN · LÄNGER · POSTEN | SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN | FORTSETZEN | HALTEN · KURZ · POSTEN | HALTEN · KURZ · POSTEN | NEHMEN · DANACH · LÄNGER · POSTEN | AUSZUG · MERKEN | POSTEN · STELLEN · LÄNGER · POSTEN | SETZEN · LÄNGER · FORTSETZEN | POSTEN | SETZEN · KURZ · AUSFÜHREN | POSTEN · GEBEN · FORTSETZEN · POSTEN
f72r	f72r3	f72r3.15	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oralkam	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.16	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ytairal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.17	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oeeesaiin	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.18	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ory	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.19	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	ochey fydy	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.20	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	3	of o eeesaly	LOCAL_ADDRESS | LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.21	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	ykaraiin airal	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.22	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okalar	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.23	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	orara	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.24	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	olaiin olay	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.25	L	0	0	F72R_RING_H	Tierkreis-Ringgruppe H	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	olfsheoral	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.26	C	0	0	F72R_RING_I	Tierkreis-Ringgruppe I	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	27	oteey arary eeer che shees opcholalaiin oteeor am sheal okaipchy oteees ar am olaiin otedar olol choty oteol sheshdy chedy chedy dy shes eedy sheol shy ckhol	OT+EE+Y | P+AR+AR | EEE+DY | Y | SH+EE+S | O+P+CH+OL+AL+AIIN | OT+E+OR | AM_ADDR | SH+E+AL | OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y | OT+EE+O+S_ADDR | AR | AM_ADDR | OL+AIIN | OT+E+O+D_ADDR+AR | OL+OL | CH+OT+Y | OT+E+OL | SH+E+O+D_ADDR+Y | CHD+Y | CHD+Y | Y | SH+EE+S | EEE+DY | SH+E+OL | Y | OL	P1008-S024|P1008-S025|P1008-S026	DANACH · LÄNGER · POSTEN | EINSETZEN · QUELLE · QUELLE | VOLL · SCHLUSS | POSTEN | HALTEN · LÄNGER · AUSWÄHLEN | AUSFÜHREN · EINSETZEN · NEHMEN · FORTSETZEN · ZIEL · MASS | DANACH · KURZ · ANSATZ | INNEN | HALTEN · KURZ · ZIEL | SETZEN · ORT · UNTERSTUFE · EINSETZEN · NEHMEN · POSTEN | DANACH · LÄNGER · AUSFÜHREN · SONDERORT | QUELLE | INNEN | FORTSETZEN · MASS | DANACH · KURZ · AUSFÜHREN · TEIL · QUELLE | FORTSETZEN · FORTSETZEN | NEHMEN · DANACH · POSTEN | DANACH · KURZ · FORTSETZEN | HALTEN · KURZ · AUSFÜHREN · TEIL · POSTEN | UMSETZEN · POSTEN | UMSETZEN · POSTEN | POSTEN | HALTEN · LÄNGER · AUSWÄHLEN | VOLL · SCHLUSS | HALTEN · KURZ · FORTSETZEN | POSTEN | FORTSETZEN
f72r	f72r3	f72r3.27	L	0	0	F72R_RING_I	Tierkreis-Ringgruppe I	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	opalal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.28	L	0	0	F72R_RING_I	Tierkreis-Ringgruppe I	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	yfary	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.29	L	0	0	F72R_RING_I	Tierkreis-Ringgruppe I	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oraiiral	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.30	L	0	0	F72R_RING_I	Tierkreis-Ringgruppe I	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	ytoar shar	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r3	f72r3.31	L	0	0	F72R_RING_I	Tierkreis-Ringgruppe I	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	octho	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.32	L	0	0	F72R_RING_I	Tierkreis-Ringgruppe I	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	aral	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.33	L	0	0	F72R_RING_I	Tierkreis-Ringgruppe I	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oletal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r3	f72r3.34	C	0	0	F72R_RING_J	Tierkreis-Ringgruppe J	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	9	okeos aiin olaiin oraiin octheolarl okeeody oteos aiin koly	OK+E+O | AIIN | OL+AIIN | OR+AIIN | O+CTH+E+OL+AR+L | OK+EE+O+D_ADDR+Y | OT+EE+O+S_ADDR | AIIN | OL+Y	P1008-S027	SETZEN · KURZ · AUSFÜHREN | MASS | FORTSETZEN · MASS | ANSATZ · MASS | AUSFÜHREN · BEREIT · KURZ · FORTSETZEN · QUELLE · LEITEN | SETZEN · LÄNGER · AUSFÜHREN · TEIL · POSTEN | DANACH · LÄNGER · AUSFÜHREN · SONDERORT | MASS | FORTSETZEN · POSTEN
f76r	f76r	f76r.1	P	1	0	F76R_TEXT_SECTION_A0	unbebilderter Textabschnitt A0	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	12	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	P+OT+CH+OK+OR | CH+O+CFH+Y | CARRIER_Q+O+P+SH+D_ADDR+Y | OL | CH+CPH+E+Y | CH+CPH+E+Y | O+P+SHED+Y | CARRIER_Q+O+P+SH+D_ADDR+Y | P+CHD+Y | S+AIN | A_ADDR+S | Y	P1008-S028	EINSETZEN · DANACH · NEHMEN · SETZEN · ANSATZ | NEHMEN · AUSFÜHREN · TRENNEN · POSTEN | BEGINN · AUSFÜHREN · EINSETZEN · HALTEN · TEIL · POSTEN | FORTSETZEN | NEHMEN · UMLEITEN · KURZ · POSTEN | NEHMEN · UMLEITEN · KURZ · POSTEN | AUSFÜHREN · EINSETZEN · ABSETZEN · POSTEN | BEGINN · AUSFÜHREN · EINSETZEN · HALTEN · TEIL · POSTEN | EINSETZEN · UMSETZEN · POSTEN | AUSWÄHLEN · PORTION | ORT · AUSWÄHLEN | POSTEN
f76r	f76r	f76r.2	P	0	0	F76R_TEXT_SECTION_A0	unbebilderter Textabschnitt A0	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	12	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	SH+E+DY | OT+D_ADDR+D_ADDR+Y+AR | CTH+AR | Y | AIN | OK+AIN | OK+E+OR | SHED+DY | OL | AIN | SH+E+AL | OK+EE+Y	P1008-S028|P1008-S029|P1008-S030	HALTEN · KURZ · SCHLUSS | DANACH · TEIL · TEIL · POSTEN · QUELLE | BEREIT · QUELLE | POSTEN | PORTION | SETZEN · PORTION | SETZEN · KURZ · ANSATZ | ABSETZEN · SCHLUSS | FORTSETZEN | PORTION | HALTEN · KURZ · ZIEL | SETZEN · LÄNGER · POSTEN
f76r	f76r	f76r.3	P	0	0	F76R_TEXT_SECTION_A0	unbebilderter Textabschnitt A0	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	13	yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol chedy aiiny	Y+SH+E+Y | OK+EE+Y | OK+E+Y | OK+EE+D_ADDR | OK+E+DY | SH+K+Y | OT+E+DY | OT+E+DY | SH+OL | OT+Y | OL | CHD+Y | AIIN	P1008-S030|P1008-S031|P1008-S032|P1008-S033	POSTEN · HALTEN · KURZ · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · KURZ · POSTEN | SETZEN · LÄNGER · TEIL | SETZEN · KURZ · SCHLUSS | HALTEN · GEBEN · POSTEN | DANACH · KURZ · SCHLUSS | DANACH · KURZ · SCHLUSS | HALTEN · FORTSETZEN | DANACH · POSTEN | FORTSETZEN | UMSETZEN · POSTEN | MASS
f76r	f76r	f76r.4	L	0	0	F76R_TEXT_SECTION_A1	unbebilderter Textabschnitt A1	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	1	s	SECTION_MARKER		ABSCHNITT
f76r	f76r	f76r.5	P	0	0	F76R_TEXT_SECTION_A1	unbebilderter Textabschnitt A1	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	13	qokedy qokeey or or or chkorol otey qokedy lkedy chdy qokchdy qokal chdam	OK+E+DY | OK+EE+Y | OR | OR | OR | CHK+OR | OT+E+Y | OK+E+DY | L+K+E+DY | CHD+Y | OK+CHD+DY | OK+AL | CH+AM_ADDR	P1008-S034|P1008-S035|P1008-S036|P1008-S037|P1008-S038	SETZEN · KURZ · SCHLUSS | SETZEN · LÄNGER · POSTEN | ANSATZ | ANSATZ | ANSATZ | BEHANDELN · ANSATZ | DANACH · KURZ · POSTEN | SETZEN · KURZ · SCHLUSS | LEITEN · GEBEN · KURZ · SCHLUSS | UMSETZEN · POSTEN | SETZEN · UMSETZEN · SCHLUSS | SETZEN · ZIEL | NEHMEN · INNEN
f76r	f76r	f76r.6	P	0	0	F76R_TEXT_SECTION_A1	unbebilderter Textabschnitt A1	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	13	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	S+OL+CHD+Y | OK+EE+DY | CARRIER_Q+O+P+CHD+Y | OK+EE+Y | R+OL | SHED+DY | OK+E+DY | SH+EE+Y | OK+EE+Y | AL | AL | CHD+AIN | D_ADDR+AR	P1008-S038|P1008-S039|P1008-S040|P1008-S041	AUSWÄHLEN · FORTSETZEN · UMSETZEN · POSTEN | SETZEN · LÄNGER · SCHLUSS | BEGINN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN | SETZEN · LÄNGER · POSTEN | MERKEN · FORTSETZEN | ABSETZEN · SCHLUSS | SETZEN · KURZ · SCHLUSS | HALTEN · LÄNGER · POSTEN | SETZEN · LÄNGER · POSTEN | ZIEL | ZIEL | UMSETZEN · PORTION | TEIL · QUELLE
f76r	f76r	f76r.7	L	0	0	F76R_TEXT_SECTION_A2	unbebilderter Textabschnitt A2	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	1	d	SECTION_MARKER		ABSCHNITT
f76r	f76r	f76r.8	P	0	0	F76R_TEXT_SECTION_A2	unbebilderter Textabschnitt A2	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	13	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy	CARRIER_Q+O+AIIN | CH+E+S | OK+EE+AL | OK+E+D_ADDR | OK+EE+Y | SHED+DY | Y | L+K+EE+D_ADDR+Y | OK+E+Y | D_ADDR+AR | AIIN | CHK+AIN | OL+DY	P1008-S042|P1008-S043	BEGINN · AUSFÜHREN · MASS | NEHMEN · KURZ · AUSWÄHLEN | SETZEN · LÄNGER · ZIEL | SETZEN · KURZ · TEIL | SETZEN · LÄNGER · POSTEN | ABSETZEN · SCHLUSS | POSTEN | LEITEN · GEBEN · LÄNGER · TEIL · POSTEN | SETZEN · KURZ · POSTEN | TEIL · QUELLE | MASS | BEHANDELN · PORTION | FORTSETZEN · SCHLUSS
f76r	f76r	f76r.9	P	0	0	F76R_TEXT_SECTION_A2	unbebilderter Textabschnitt A2	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	15	shed al shckhy r ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly	SHED+DY | AL | SH+CKH+Y | R | AIN | L+CH+CPH+E+DY | AIN | SOLK+EE+Y | K+AR | AIN | OT+CH+Y | K+AIN | CHD+Y | D_ADDR+AR | AL	P1008-S044|P1008-S045|P1008-S046	ABSETZEN · SCHLUSS | ZIEL | HALTEN · DURCHLASS · POSTEN | MERKEN | PORTION | LEITEN · NEHMEN · UMLEITEN · KURZ · SCHLUSS | PORTION | AUFFANGEN · LÄNGER · POSTEN | GEBEN · QUELLE | PORTION | DANACH · NEHMEN · POSTEN | GEBEN · PORTION | UMSETZEN · POSTEN | TEIL · QUELLE | ZIEL
f76r	f76r	f76r.10	L	0	0	F76R_TEXT_SECTION_A3	unbebilderter Textabschnitt A3	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	1	q	SECTION_MARKER		ABSCHNITT
f76r	f76r	f76r.11	P	0	0	F76R_TEXT_SECTION_A3	unbebilderter Textabschnitt A3	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	12	qotedshedy qorain oteedy chedy ol chdy raiiin chekain dain chckhy sal oty	OT+E+D_ADDR+SHED+DY | OR+AIN | OT+EE+DY | CHD+Y | OL | CHD+Y | R+AIIN | CHK+AIN | AIN | CKH+Y | S+AL | OT+Y	P1008-S047|P1008-S048|P1008-S049	DANACH · KURZ · TEIL · ABSETZEN · SCHLUSS | ANSATZ · PORTION | DANACH · LÄNGER · SCHLUSS | UMSETZEN · POSTEN | FORTSETZEN | UMSETZEN · POSTEN | MERKEN · MASS | BEHANDELN · PORTION | PORTION | DURCHLASS · POSTEN | AUSWÄHLEN · ZIEL | DANACH · POSTEN
f76r	f76r	f76r.12	P	0	0	F76R_TEXT_SECTION_A3	unbebilderter Textabschnitt A3	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	14	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy	OL+SH+E+DY | CARRIER_Q+O+OL | CTH+E+Y | SH+D_ADDR+Y | O | OL | K+EE+Y | AIN | S+AIIN | S | AR | SHED+DY | OK+E+OR | OK+EE+DY	P1008-S049|P1008-S050|P1008-S051	FORTSETZEN · HALTEN · KURZ · SCHLUSS | BEGINN · AUSFÜHREN · FORTSETZEN | BEREIT · KURZ · POSTEN | HALTEN · TEIL · POSTEN | AUSFÜHREN | FORTSETZEN | GEBEN · LÄNGER · POSTEN | PORTION | AUSWÄHLEN · MASS | AUSWÄHLEN | QUELLE | ABSETZEN · SCHLUSS | SETZEN · KURZ · ANSATZ | SETZEN · LÄNGER · SCHLUSS
f76r	f76r	f76r.13	P	0	0	F76R_TEXT_SECTION_A3	unbebilderter Textabschnitt A3	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	13	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	OK+EE+DY | CTH+Y | CH+CKH+E+Y | OK+AL | OK+AIIN | SH+E+CKH+E+Y | OK+EE+DY | OT+E+Y | AL | Y | K+AL | CHD+Y | S+AR	P1008-S052|P1008-S053|P1008-S054	SETZEN · LÄNGER · SCHLUSS | BEREIT · POSTEN | NEHMEN · DURCHLASS · KURZ · POSTEN | SETZEN · ZIEL | SETZEN · MASS | HALTEN · KURZ · DURCHLASS · KURZ · POSTEN | SETZEN · LÄNGER · SCHLUSS | DANACH · KURZ · POSTEN | ZIEL | POSTEN | GEBEN · ZIEL | UMSETZEN · POSTEN | AUSWÄHLEN · QUELLE
f76r	f76r	f76r.14	L	0	0	F76R_TEXT_SECTION_A4	unbebilderter Textabschnitt A4	Kein sichtbares Objekt ergänzt den Inhalt; der Abschnitt erbt nur den Seiten-/Rubrikkontext.	1	s	SECTION_MARKER		ABSCHNITT
