statement_id	record_unit_id	page	loci	event_count	template_id	template_name_de	coverage_class	open_event_count	core16_open_events	productive_open_events	local_word_events	headword_sequence_de	slot_tagged_sequence_de	context_expansions_de	fluent_workshop_sentence_de	physical_line_note	previous_headword_sequence_de	resolved_headword_sequence_de	resolved_slot_sequence_de	shared_headword_cards	shared_headword_card_count	previous_fluent_sentence_de	resolved_fluent_sentence_de	sentence_revised	pre_recomposition_headwords_de	recomposed_headword_sequence_de	recomposed_slot_sequence_de	recomposed_singleton_cards	recomposed_singleton_count	pre_recomposition_fluent_de	recomposed_fluent_sentence_de	recomposition_changed_statement
B1-S011	B1	f81v	f81v.18	2	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	2	2	2	0	durchleiten → Posten ansetzen	[OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [OWNER_ITEM+OPERATION] Posten ansetzen	NONE	Leite durch und setze den Posten an	CONTINUES_ACROSS_LINE	durchleiten → Posten ansetzen	durchleiten → Posten ansetzen	[OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [OWNER_ITEM+OPERATION] Posten ansetzen	NONE	0	Leite durch und setze den Posten an	Leite durch und setze den Posten an	NO	durchleiten → Posten ansetzen	durchleiten → Posten ansetzen	[OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [OWNER_ITEM+OPERATION] Posten ansetzen	NONE	0	Leite durch und setze den Posten an	Leite durch und setze den Posten an	NO
B1-S012	B1	f81v	f81v.21	3	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	2	0	2	0	Waschgang → kurz ansetzen → waschen [SCHLUSS]	[OPERATION] Waschgang | [OWNER_ITEM+OPERATION+STATE_GRADE] kurz ansetzen | [PROGRAM] waschen [SCHLUSS]	NONE	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	CONTINUES_ACROSS_LINE	Waschgang → kurz ansetzen → waschen [SCHLUSS]	Waschgang → kurz ansetzen → waschen [SCHLUSS]	[OPERATION] Waschgang | [OWNER_ITEM+OPERATION+STATE_GRADE] kurz ansetzen | [PROGRAM] waschen [SCHLUSS]	NONE	0	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	NO	Waschgang → kurz ansetzen → waschen [SCHLUSS]	Waschgang → kurz ansetzen → waschen [SCHLUSS]	[OPERATION] Waschgang | [OWNER_ITEM+OPERATION+STATE_GRADE] kurz ansetzen | [PROGRAM] waschen [SCHLUSS]	NONE	0	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	NO
B1-S013	B1	f81v	f81v.21	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	waschen [SCHLUSS]	[PROGRAM] waschen [SCHLUSS]	NONE	Wasche und schließe	CONTINUES_ACROSS_LINE	waschen [SCHLUSS]	waschen [SCHLUSS]	[PROGRAM] waschen [SCHLUSS]	NONE	0	Wasche und schließe	Wasche und schließe	NO	waschen [SCHLUSS]	waschen [SCHLUSS]	[PROGRAM] waschen [SCHLUSS]	NONE	0	Wasche und schließe	Wasche und schließe	NO
B1-S014	B1	f81v	f81v.21	5	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	5	2	4	1	umsetzen → Stelle → Auslass → fortsetzen → danach von dort	[OWNER_ITEM+OPERATION] umsetzen | [TARGET] Stelle | [TARGET] Auslass | [ORDER+OPERATION] fortsetzen | [SOURCE] danach von dort	Stelle→Arbeitsstelle	Setze zur Arbeitsstelle um, führe am Auslass ab und führe danach von dort weiter	CONTINUES_ACROSS_LINE	umsetzen → Stelle → Auslass → fortsetzen → danach von dort	umsetzen → Station → Auslass → fortsetzen → danach von dort	[OWNER_ITEM+OPERATION] umsetzen | [TARGET] Station | [TARGET] Auslass | [ORDER+OPERATION] fortsetzen | [SOURCE] danach von dort	c205570c49d4d93c23d3	1	Setze zur Arbeitsstelle um, führe am Auslass ab und führe danach von dort weiter	Setze zur Station um, führe am Auslass ab und führe danach von dort weiter.	YES	umsetzen → Station → Auslass → fortsetzen → danach von dort	umsetzen → Station → Auslass → fortsetzen → danach von dort	[OWNER_ITEM+OPERATION] umsetzen | [TARGET] Station | [TARGET] Auslass | [ORDER+OPERATION] fortsetzen | [SOURCE] danach von dort	NONE	0	Setze zur Station um, führe am Auslass ab und führe danach von dort weiter.	Setze zur Station um, führe am Auslass ab und führe danach von dort weiter.	NO
B1-S015	B1	f81v	f81v.24	2	P06_TRANSFER	Lokaler Übergang	LOCAL_GLOSSARY_NEEDED	1	0	0	1	füllen → umsetzen [SCHLUSS]	[OPERATION+FLOW_TRANSFER] füllen | [PROGRAM] umsetzen [SCHLUSS]	NONE	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	CONTINUES_ACROSS_LINE	füllen → umsetzen [SCHLUSS]	füllen → umsetzen [SCHLUSS]	[OPERATION+FLOW_TRANSFER] füllen | [PROGRAM] umsetzen [SCHLUSS]	NONE	0	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	NO	füllen → umsetzen [SCHLUSS]	füllen → umsetzen [SCHLUSS]	[OPERATION+FLOW_TRANSFER] füllen | [PROGRAM] umsetzen [SCHLUSS]	NONE	0	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	NO
B1-S016	B1	f81v	f81v.24	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	CORE_16_ONLY	3	3	3	0	dort ansetzen → länger ansetzen → fortsetzen → absetzen [SCHLUSS]	[TARGET+OPERATION] dort ansetzen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Setze dort länger an, führe weiter, lass absetzen und schließe	CONTINUES_ACROSS_LINE	dort ansetzen → länger ansetzen → fortsetzen → absetzen [SCHLUSS]	dort ansetzen → länger ansetzen → fortsetzen → absetzen [SCHLUSS]	[TARGET+OPERATION] dort ansetzen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Setze dort länger an, führe weiter, lass absetzen und schließe	Setze dort länger an, führe weiter, lass absetzen und schließe	NO	dort ansetzen → länger ansetzen → fortsetzen → absetzen [SCHLUSS]	dort ansetzen → länger ansetzen → fortsetzen → absetzen [SCHLUSS]	[TARGET+OPERATION] dort ansetzen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Setze dort länger an, führe weiter, lass absetzen und schließe	Setze dort länger an, führe weiter, lass absetzen und schließe	NO
B1-S017	B1	f81v	f81v.24	3	P05_TARGET_ACTION	Zielhandlung	LOCAL_GLOSSARY_NEEDED	2	1	1	1	dorthin → Hahn → umsetzen [SCHLUSS]	[TARGET] dorthin | [OPERATION] Hahn | [PROGRAM] umsetzen [SCHLUSS]	NONE	Führe ihn dorthin, öffne den Hahn, setze um und schließe	CONTINUES_ACROSS_LINE	dorthin → Hahn → umsetzen [SCHLUSS]	dorthin → Hahn → umsetzen [SCHLUSS]	[TARGET] dorthin | [OPERATION] Hahn | [PROGRAM] umsetzen [SCHLUSS]	NONE	0	Führe ihn dorthin, öffne den Hahn, setze um und schließe	Führe ihn dorthin, öffne den Hahn, setze um und schließe	NO	dorthin → Hahn → umsetzen [SCHLUSS]	dorthin → kurz weiterfuehren → umsetzen [SCHLUSS]	[TARGET] dorthin | [OPERATION] kurz weiterfuehren | [PROGRAM] umsetzen [SCHLUSS]	a06244ef1f2b37ca44c1	1	Führe ihn dorthin, öffne den Hahn, setze um und schließe	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.	YES
B1-S018	B1	f81v	f81v.24|f81v.27	4	P05_TARGET_ACTION	Zielhandlung	LOCAL_GLOSSARY_NEEDED	3	0	1	2	Schale → einreiben → Sollstufe → länger sammeln [SCHLUSS]	[TARGET] Schale | [OPERATION] einreiben | [QUANTITY+STATE_GRADE] Sollstufe | [PROGRAM] länger sammeln [SCHLUSS]	Schale→Auffangschale	Stelle die Auffangschale bereit, reibe die bezeichnete Stelle ein, bringe sie auf Sollstufe, sammle länger und schließe	CONTINUES_ACROSS_LINE	Schale → einreiben → Sollstufe → länger sammeln [SCHLUSS]	Schale → einreiben → Sollstufe → länger sammeln [SCHLUSS]	[TARGET] Schale | [OPERATION] einreiben | [QUANTITY+STATE_GRADE] Sollstufe | [PROGRAM] länger sammeln [SCHLUSS]	NONE	0	Stelle die Auffangschale bereit, reibe die bezeichnete Stelle ein, bringe sie auf Sollstufe, sammle länger und schließe	Stelle die Auffangschale bereit, reibe die bezeichnete Stelle ein, bringe sie auf Sollstufe, sammle länger und schließe	NO	Schale → einreiben → Sollstufe → länger sammeln [SCHLUSS]	Schale → einreiben → Sollstufe → länger sammeln [SCHLUSS]	[TARGET] Schale | [OPERATION] einreiben | [QUANTITY+STATE_GRADE] Sollstufe | [PROGRAM] länger sammeln [SCHLUSS]	NONE	0	Stelle die Auffangschale bereit, reibe die bezeichnete Stelle ein, bringe sie auf Sollstufe, sammle länger und schließe	Stelle die Auffangschale bereit, reibe die bezeichnete Stelle ein, bringe sie auf Sollstufe, sammle länger und schließe	NO
B1-S019	B1	f81v	f81v.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	Lass absetzen und schließe	CONTINUES_ACROSS_LINE	absetzen [SCHLUSS]	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	0	Lass absetzen und schließe	Lass absetzen und schließe	NO	absetzen [SCHLUSS]	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	0	Lass absetzen und schließe	Lass absetzen und schließe	NO
B1-S020	B1	f81v	f81v.27	2	P03_GRADED_ACTION	Gestufte Handlung	PRODUCTIVE_EXTENDED	1	0	1	0	kurz wärmen → seihen [SCHLUSS]	[OPERATION+STATE_GRADE] kurz wärmen | [PROGRAM] seihen [SCHLUSS]	NONE	Wärme kurz, seih und schließe	CONTINUES_ACROSS_LINE	kurz wärmen → seihen [SCHLUSS]	kurz wärmen → seihen [SCHLUSS]	[OPERATION+STATE_GRADE] kurz wärmen | [PROGRAM] seihen [SCHLUSS]	NONE	0	Wärme kurz, seih und schließe	Wärme kurz, seih und schließe	NO	kurz wärmen → seihen [SCHLUSS]	kurz wärmen → seihen [SCHLUSS]	[OPERATION+STATE_GRADE] kurz wärmen | [PROGRAM] seihen [SCHLUSS]	NONE	0	Wärme kurz, seih und schließe	Wärme kurz, seih und schließe	NO
B1-S021	B1	f81v	f81v.27	1	P01_ARGUMENT	Argument vor Programm	CORE_16_ONLY	1	1	1	0	dorthin	[TARGET] dorthin	NONE	Führe den Posten dorthin	CONTINUES_ACROSS_LINE	dorthin	dorthin	[TARGET] dorthin	NONE	0	Führe den Posten dorthin	Führe den Posten dorthin	NO	dorthin	dorthin	[TARGET] dorthin	NONE	0	Führe den Posten dorthin	Führe den Posten dorthin	NO
B2-S001	B2	f82r	f82r.2	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze um und schließe	CONTINUES_ACROSS_LINE	umsetzen [SCHLUSS]	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	0	Setze um und schließe	Setze um und schließe	NO	umsetzen [SCHLUSS]	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	0	Setze um und schließe	Setze um und schließe	NO
B2-S002	B2	f82r	f82r.2	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	Führe weiter und schließe	CONTINUES_ACROSS_LINE	fortsetzen [SCHLUSS]	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	0	Führe weiter und schließe	Führe weiter und schließe	NO	fortsetzen [SCHLUSS]	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	0	Führe weiter und schließe	Führe weiter und schließe	NO
B2-S003	B2	f82r	f82r.2	3	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	2	2	2	0	eine Portion zugeben → dieser Posten → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM] dieser Posten | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	Gib eine Portion zu, setze den Posten länger an und schließe	CONTINUES_ACROSS_LINE	eine Portion zugeben → dieser Posten → länger ansetzen [SCHLUSS]	eine Portion zugeben → dieser Posten → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM] dieser Posten | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	0	Gib eine Portion zu, setze den Posten länger an und schließe	Gib eine Portion zu, setze den Posten länger an und schließe	NO	eine Portion zugeben → dieser Posten → länger ansetzen [SCHLUSS]	eine Portion zugeben → dieser Posten → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM] dieser Posten | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	0	Gib eine Portion zu, setze den Posten länger an und schließe	Gib eine Portion zu, setze den Posten länger an und schließe	NO
B2-S004	B2	f82r	f82r.2|f82r.3	5	P08_FULL_REGISTER	Vollständige Werkstattphrase	PRODUCTIVE_EXTENDED	4	2	4	0	dort ansetzen → Ausgangsdurchlass → abführen → länger ansetzen → abseihen [SCHLUSS]	[TARGET+OPERATION] dort ansetzen | [OPERATION] Ausgangsdurchlass | [OPERATION+FLOW_TRANSFER] abführen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [PROGRAM] abseihen [SCHLUSS]	NONE	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	CONTINUES_ACROSS_LINE	dort ansetzen → Ausgangsdurchlass → abführen → länger ansetzen → abseihen [SCHLUSS]	dort ansetzen → Ausgangsdurchlass → abführen → länger ansetzen → abseihen [SCHLUSS]	[TARGET+OPERATION] dort ansetzen | [OPERATION] Ausgangsdurchlass | [OPERATION+FLOW_TRANSFER] abführen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [PROGRAM] abseihen [SCHLUSS]	NONE	0	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	NO	dort ansetzen → Ausgangsdurchlass → abführen → länger ansetzen → abseihen [SCHLUSS]	dort ansetzen → Ausgangsdurchlass → abführen → länger ansetzen → abseihen [SCHLUSS]	[TARGET+OPERATION] dort ansetzen | [OPERATION] Ausgangsdurchlass | [OPERATION+FLOW_TRANSFER] abführen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [PROGRAM] abseihen [SCHLUSS]	NONE	0	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	NO
B2-S005	B2	f82r	f82r.3|f82r.4	8	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	7	3	5	2	dies dort ansetzen → Tuch → durchleiten → auf Sollmaß einstellen → auf Sollmaß einstellen → gleichen → länger wärmen → abziehen [SCHLUSS]	[OWNER_ITEM+TARGET+OPERATION] dies dort ansetzen | [OPERATION] Tuch | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [QUANTITY+OPERATION] auf Sollmaß einstellen | [QUANTITY+OPERATION] auf Sollmaß einstellen | [OPERATION] gleichen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger wärmen | [PROGRAM] abziehen [SCHLUSS]	Tuch→Seihtuch | gleichen→gleichstellen	Setze den Posten am Seihtuch an, leite ihn durch, stelle das Sollmaß ein, gleiche beide Seiten an, wärme länger, ziehe ab und schließe	CONTINUES_ACROSS_LINE	dies dort ansetzen → Tuch → durchleiten → auf Sollmaß einstellen → auf Sollmaß einstellen → gleichen → länger wärmen → abziehen [SCHLUSS]	dies dort ansetzen → Seihtuch → durchleiten → auf Sollmaß einstellen → auf Sollmaß einstellen → gleichen → länger wärmen → abziehen [SCHLUSS]	[OWNER_ITEM+TARGET+OPERATION] dies dort ansetzen | [OPERATION] Seihtuch | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [QUANTITY+OPERATION] auf Sollmaß einstellen | [QUANTITY+OPERATION] auf Sollmaß einstellen | [OPERATION] gleichen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger wärmen | [PROGRAM] abziehen [SCHLUSS]	2d2e37ccb2dacc53ee5a	1	Setze den Posten am Seihtuch an, leite ihn durch, stelle das Sollmaß ein, gleiche beide Seiten an, wärme länger, ziehe ab und schließe	Setze den Posten am Seihtuch an, leite ihn durch, stelle das Sollmaß ein, gleiche beide Seiten an, wärme länger, ziehe ab und schließe	NO	dies dort ansetzen → Seihtuch → durchleiten → auf Sollmaß einstellen → auf Sollmaß einstellen → gleichen → länger wärmen → abziehen [SCHLUSS]	dies dort ansetzen → bis Sollmass sammeln → durchleiten → auf Sollmaß einstellen → auf Sollmaß einstellen → bereit weiterfuehren → länger wärmen → abziehen [SCHLUSS]	[OWNER_ITEM+TARGET+OPERATION] dies dort ansetzen | [OPERATION] bis Sollmass sammeln | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [QUANTITY+OPERATION] auf Sollmaß einstellen | [QUANTITY+OPERATION] auf Sollmaß einstellen | [OPERATION] bereit weiterfuehren | [OWNER_ITEM+OPERATION+STATE_GRADE] länger wärmen | [PROGRAM] abziehen [SCHLUSS]	2d2e37ccb2dacc53ee5a|a8f891de626fc00028e9	2	Setze den Posten am Seihtuch an, leite ihn durch, stelle das Sollmaß ein, gleiche beide Seiten an, wärme länger, ziehe ab und schließe	Setze diesen Posten dort an, sammle bis zum Sollmass, leite durch, stelle das Sollmass ein, fuehre bereit weiter, waerme laenger, ziehe ab und schliesse.	YES
B2-S006	B2	f82r	f82r.4	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	4	2	3	1	langer Folgeposten → dort ansetzen → Überlauf → Posten ansetzen	[OWNER_ITEM+ORDER+STATE_GRADE] langer Folgeposten | [TARGET+OPERATION] dort ansetzen | [OPERATION] Überlauf | [OWNER_ITEM+OPERATION] Posten ansetzen	NONE	Nimm den langen Folgeposten, setze ihn dort am Überlauf an und führe ihn weiter	CONTINUES_ACROSS_LINE	langer Folgeposten → dort ansetzen → Überlauf → Posten ansetzen	langer Folgeposten → dort ansetzen → Überlauf → Posten ansetzen	[OWNER_ITEM+ORDER+STATE_GRADE] langer Folgeposten | [TARGET+OPERATION] dort ansetzen | [OPERATION] Überlauf | [OWNER_ITEM+OPERATION] Posten ansetzen	c1913ec4ff84148da6d3	1	Nimm den langen Folgeposten, setze ihn dort am Überlauf an und führe ihn weiter	Nimm den langen Folgeposten, setze ihn dort am Überlauf an und führe ihn weiter	NO	langer Folgeposten → dort ansetzen → Überlauf → Posten ansetzen	langer Folgeposten → dort ansetzen → kurz durchleiten → Posten ansetzen	[OWNER_ITEM+ORDER+STATE_GRADE] langer Folgeposten | [TARGET+OPERATION] dort ansetzen | [OPERATION] kurz durchleiten | [OWNER_ITEM+OPERATION] Posten ansetzen	c1913ec4ff84148da6d3	1	Nimm den langen Folgeposten, setze ihn dort am Überlauf an und führe ihn weiter	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	YES
B2-S007	B2	f82r	f82r.7	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	Frischwasser [SCHLUSS]	[PROGRAM] Frischwasser [SCHLUSS]	NONE	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	CONTINUES_ACROSS_LINE	Frischwasser [SCHLUSS]	Frischwasser [SCHLUSS]	[PROGRAM] Frischwasser [SCHLUSS]	NONE	0	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	NO	Frischwasser [SCHLUSS]	Frischwasser [SCHLUSS]	[PROGRAM] Frischwasser [SCHLUSS]	NONE	0	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	NO
B2-S008	B2	f82r	f82r.7	3	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	2	0	2	0	Folgemaß → daraus ansetzen → absetzen [SCHLUSS]	[QUANTITY+ORDER] Folgemaß | [SOURCE+OPERATION] daraus ansetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	CONTINUES_ACROSS_LINE	Folgemaß → daraus ansetzen → absetzen [SCHLUSS]	Folgemaß → daraus ansetzen → absetzen [SCHLUSS]	[QUANTITY+ORDER] Folgemaß | [SOURCE+OPERATION] daraus ansetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	NO	Folgemaß → daraus ansetzen → absetzen [SCHLUSS]	Folgemaß → daraus ansetzen → absetzen [SCHLUSS]	[QUANTITY+ORDER] Folgemaß | [SOURCE+OPERATION] daraus ansetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	NO
B2-S009	B2	f82r	f82r.7	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	weiter absetzen [SCHLUSS]	[PROGRAM] weiter absetzen [SCHLUSS]	NONE	Lass weiter absetzen und schließe	CONTINUES_ACROSS_LINE	weiter absetzen [SCHLUSS]	weiter absetzen [SCHLUSS]	[PROGRAM] weiter absetzen [SCHLUSS]	NONE	0	Lass weiter absetzen und schließe	Lass weiter absetzen und schließe	NO	weiter absetzen [SCHLUSS]	weiter absetzen [SCHLUSS]	[PROGRAM] weiter absetzen [SCHLUSS]	NONE	0	Lass weiter absetzen und schließe	Lass weiter absetzen und schließe	NO
B2-S010	B2	f82r	f82r.7	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	4	3	2	1	länger ansetzen → Posten ansetzen → Düse → Klarlauf	[OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [OWNER_ITEM+OPERATION] Posten ansetzen | [OPERATION] Düse | [PREPARATION+STATE_GRADE] Klarlauf	Klarlauf→Klarflüssigkeit	Setze länger an, führe den Posten durch die Düse und nimm die Klarflüssigkeit	CONTINUES_ACROSS_LINE	länger ansetzen → Posten ansetzen → Düse → Klarlauf	länger ansetzen → Posten ansetzen → Düse → Klarlauf	[OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [OWNER_ITEM+OPERATION] Posten ansetzen | [OPERATION] Düse | [PREPARATION+STATE_GRADE] Klarlauf	NONE	0	Setze länger an, führe den Posten durch die Düse und nimm die Klarflüssigkeit	Setze länger an, führe den Posten durch die Düse und nimm die Klarflüssigkeit	NO	länger ansetzen → Posten ansetzen → Düse → Klarlauf	länger ansetzen → Posten ansetzen → Düse → Klarlauf	[OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [OWNER_ITEM+OPERATION] Posten ansetzen | [OPERATION] Düse | [PREPARATION+STATE_GRADE] Klarlauf	NONE	0	Setze länger an, führe den Posten durch die Düse und nimm die Klarflüssigkeit	Setze länger an, führe den Posten durch die Düse und nimm die Klarflüssigkeit	NO
B2-S011	B2	f82r	f82r.19	4	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	3	3	3	0	eine Portion zugeben → daraus → eine Portion zugeben → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [SOURCE] daraus | [QUANTITY+OPERATION] eine Portion zugeben | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	CONTINUES_ACROSS_LINE	eine Portion zugeben → daraus → eine Portion zugeben → länger ansetzen [SCHLUSS]	eine Portion zugeben → daraus → eine Portion zugeben → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [SOURCE] daraus | [QUANTITY+OPERATION] eine Portion zugeben | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	0	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	NO	eine Portion zugeben → daraus → eine Portion zugeben → länger ansetzen [SCHLUSS]	eine Portion zugeben → daraus → eine Portion zugeben → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [SOURCE] daraus | [QUANTITY+OPERATION] eine Portion zugeben | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	0	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	NO
