event_id	physical_page	locus	channel	surface	component_recipe	codebook_layer	current_value_de
P912-E0745	f75r	f75r.33	WORKSHOP_PROSE	darom	D_ADDR+AR+O+AM_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Entnahmestelle; Arbeitsgang ausführen; Innenstelle
P912-E0746	f75r	f75r.34	WORKSHOP_PROSE	s	S	LEARNED_FORMULA_CARD	VARIANTE WAEHLEN
P912-E0747	f75r	f75r.34	WORKSHOP_PROSE	olkedy	SOLK+E+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	auffangen; kurz oder direkt; Arbeitsschritt schließen
P912-E0748	f75r	f75r.34	WORKSHOP_PROSE	okal	OK+AL	LEARNED_FORMULA_CARD	AN DER ZIELSTELLE ANSETZEN
P912-E0749	f75r	f75r.34	WORKSHOP_PROSE	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	AUS DEM BEZEICHNETEN TEIL
P912-E0750	f75r	f75r.34	WORKSHOP_PROSE	oty	OT+Y	LEARNED_FORMULA_CARD	DANACH DIESER POSTEN
P912-E0751	f75r	f75r.34	WORKSHOP_PROSE	okar	OK+AR	LEARNED_FORMULA_CARD	AUS DER QUELLE ANSETZEN
P912-E0752	f75r	f75r.34	WORKSHOP_PROSE	otar	OT+AR	LEARNED_FORMULA_CARD	DANACH AUS DER QUELLE
P912-E0753	f75r	f75r.34	WORKSHOP_PROSE	ol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0754	f75r	f75r.34	WORKSHOP_PROSE	kain	K+AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; Portion
P912-E0755	f75r	f75r.34	WORKSHOP_PROSE	oltedy	OL+T+E+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen
P912-E0756	f75r	f75r.35	WORKSHOP_PROSE	qokain	OK+AIN	LEARNED_FORMULA_CARD	EINE PORTION ANSETZEN
P912-E0757	f75r	f75r.35	WORKSHOP_PROSE	sheety	SH+EE+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0758	f75r	f75r.35	WORKSHOP_PROSE	qokain	OK+AIN	LEARNED_FORMULA_CARD	EINE PORTION ANSETZEN
P912-E0759	f75r	f75r.35	WORKSHOP_PROSE	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	AUS DEM BEZEICHNETEN TEIL
P912-E0760	f75r	f75r.35	WORKSHOP_PROSE	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	AUS DEM BEZEICHNETEN TEIL
P912-E0761	f75r	f75r.35	WORKSHOP_PROSE	shedy	SHED+DY	LEARNED_FORMULA_CARD	ABSETZEN; ENDE
P912-E0762	f75r	f75r.35	WORKSHOP_PROSE	qokain	OK+AIN	LEARNED_FORMULA_CARD	EINE PORTION ANSETZEN
P912-E0763	f75r	f75r.35	WORKSHOP_PROSE	oldy	OL+DY	LEARNED_FORMULA_CARD	DAMIT FORTFAHREN; ENDE
P912-E0764	f75r	f75r.36	WORKSHOP_PROSE	sol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0765	f75r	f75r.36	WORKSHOP_PROSE	keedy	K+EE+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; länger oder gehalten; Arbeitsschritt schließen
P912-E0766	f75r	f75r.36	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0767	f75r	f75r.36	WORKSHOP_PROSE	qokey	OK+E+Y	LEARNED_FORMULA_CARD	KURZ ANSETZEN
P912-E0768	f75r	f75r.36	WORKSHOP_PROSE	okar	OK+AR	LEARNED_FORMULA_CARD	AUS DER QUELLE ANSETZEN
P912-E0769	f75r	f75r.36	WORKSHOP_PROSE	otar	OT+AR	LEARNED_FORMULA_CARD	DANACH AUS DER QUELLE
P912-E0770	f75r	f75r.36	WORKSHOP_PROSE	dardardy	D_ADDR+AR+D_ADDR+AR+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Entnahmestelle; bezeichneter Teil; Entnahmestelle; Arbeitsschritt schließen
P912-E0771	f75r	f75r.37	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0772	f75r	f75r.37	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0773	f75r	f75r.37	WORKSHOP_PROSE	sheety	SH+EE+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0774	f75r	f75r.37	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0775	f75r	f75r.37	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0776	f75r	f75r.37	WORKSHOP_PROSE	qokechdy	OK+E+CHD+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgut umsetzen; Arbeitsschritt schließen
P912-E0777	f75r	f75r.37	WORKSHOP_PROSE	lol	L+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren
P912-E0778	f75r	f75r.38	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0779	f75r	f75r.38	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0780	f75r	f75r.38	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0781	f75r	f75r.38	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0782	f75r	f75r.38	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0783	f75r	f75r.38	WORKSHOP_PROSE	ldy	L+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsschritt schließen
P912-E0784	f75r	f75r.39	WORKSHOP_PROSE	yshedy	Y+SH+E+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen
P912-E0785	f75r	f75r.39	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0786	f75r	f75r.39	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0787	f75r	f75r.39	WORKSHOP_PROSE	olkeedy	SOLK+EE+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	auffangen; länger oder gehalten; Arbeitsschritt schließen
P912-E0788	f75r	f75r.39	WORKSHOP_PROSE	otey	OT+E+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; kurz oder direkt; dieser Arbeitsgegenstand
P912-E0789	f75r	f75r.39	WORKSHOP_PROSE	koldy	K+OL+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen
P912-E0790	f75r	f75r.40	WORKSHOP_PROSE	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	AUS DEM BEZEICHNETEN TEIL
P912-E0791	f75r	f75r.40	WORKSHOP_PROSE	shedy	SHED+DY	LEARNED_FORMULA_CARD	ABSETZEN; ENDE
P912-E0792	f75r	f75r.40	WORKSHOP_PROSE	qokain	OK+AIN	LEARNED_FORMULA_CARD	EINE PORTION ANSETZEN
P912-E0793	f75r	f75r.40	WORKSHOP_PROSE	shedy	SHED+DY	LEARNED_FORMULA_CARD	ABSETZEN; ENDE
P912-E0794	f75r	f75r.40	WORKSHOP_PROSE	dal	AL	LEARNED_FORMULA_CARD	ZUR ZIELSTELLE
P912-E0795	f75r	f75r.40	WORKSHOP_PROSE	keedy	K+EE+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; länger oder gehalten; Arbeitsschritt schließen
P912-E0796	f75r	f75r.40	WORKSHOP_PROSE	rshedy	R+SHED+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Zustand kennzeichnen; absetzen lassen; Arbeitsschritt schließen
P912-E0797	f75r	f75r.41	WORKSHOP_PROSE	sokeedy	S+OK+EE+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen
P912-E0798	f75r	f75r.41	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0799	f75r	f75r.41	WORKSHOP_PROSE	oteedy	OT+EE+DY	LEARNED_FORMULA_CARD	NAECHSTEN SCHRITT LAENGER; ENDE
P912-E0800	f75r	f75r.41	WORKSHOP_PROSE	qoky	OK+Y	LEARNED_FORMULA_CARD	DIESEN POSTEN ANSETZEN
P912-E0801	f75r	f75r.41	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0802	f75r	f75r.41	WORKSHOP_PROSE	keedy	K+EE+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; länger oder gehalten; Arbeitsschritt schließen
P912-E0803	f75r	f75r.41	WORKSHOP_PROSE	sy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0804	f75r	f75r.42	WORKSHOP_PROSE	dshedy	SH+E+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen
P912-E0805	f75r	f75r.42	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0806	f75r	f75r.42	WORKSHOP_PROSE	qokeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0807	f75r	f75r.42	WORKSHOP_PROSE	qoteey	OT+EE+Y	LEARNED_FORMULA_CARD	NAECHSTEN POSTEN LAENGER HALTEN
P912-E0808	f75r	f75r.42	WORKSHOP_PROSE	qoteedy	OT+EE+DY	LEARNED_FORMULA_CARD	NAECHSTEN SCHRITT LAENGER; ENDE
P912-E0809	f75r	f75r.42	WORKSHOP_PROSE	dor	D_ADDR+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Ansatz oder Zubereitung
P912-E0810	f75r	f75r.43	WORKSHOP_PROSE	yshedy	Y+SH+E+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen
P912-E0811	f75r	f75r.43	WORKSHOP_PROSE	chekar	CHK+AR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand behandeln; Entnahmestelle
P912-E0812	f75r	f75r.43	WORKSHOP_PROSE	oldy	OL+DY	LEARNED_FORMULA_CARD	DAMIT FORTFAHREN; ENDE
P912-E0813	f75r	f75r.43	WORKSHOP_PROSE	qokain	OK+AIN	LEARNED_FORMULA_CARD	EINE PORTION ANSETZEN
P912-E0814	f75r	f75r.43	WORKSHOP_PROSE	chkar	CHK+AR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand behandeln; Entnahmestelle
P912-E0815	f75r	f75r.43	WORKSHOP_PROSE	otar	OT+AR	LEARNED_FORMULA_CARD	DANACH AUS DER QUELLE
P912-E0816	f75r	f75r.43	WORKSHOP_PROSE	oldy	OL+DY	LEARNED_FORMULA_CARD	DAMIT FORTFAHREN; ENDE
P912-E0817	f75r	f75r.44	WORKSHOP_PROSE	dchedy	D_ADDR+CHD+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
P912-E0818	f75r	f75r.44	WORKSHOP_PROSE	sain	S+AIN	LEARNED_FORMULA_CARD	EINHEIT WAEHLEN
P912-E0819	f75r	f75r.44	WORKSHOP_PROSE	okedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0820	f75r	f75r.44	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0821	f75r	f75r.44	WORKSHOP_PROSE	otedy	OT+E+DY	LEARNED_FORMULA_CARD	NAECHSTEN SCHRITT KURZ; ENDE
P912-E0822	f75r	f75r.44	WORKSHOP_PROSE	okoldy	OK+OL+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen
P912-E0823	f75r	f75r.44	WORKSHOP_PROSE	otar	OT+AR	LEARNED_FORMULA_CARD	DANACH AUS DER QUELLE
P912-E0824	f75r	f75r.44	WORKSHOP_PROSE	otam	OT+AM_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; Innenstelle
P912-E0825	f75r	f75r.44	WORKSHOP_PROSE	olaiin	OL+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	im selben Arbeitsgang fortfahren; Sollmaß
P912-E0826	f75r	f75r.44	WORKSHOP_PROSE	ch	CH	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen
P912-E0827	f75r	f75r.44	WORKSHOP_PROSE	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	AUS DEM BEZEICHNETEN TEIL
P912-E0828	f75r	f75r.44	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0829	f75r	f75r.45	WORKSHOP_PROSE	sshedy	S+SH+E+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen
P912-E0830	f75r	f75r.45	WORKSHOP_PROSE	shckhy	SH+CKH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; durch einen Durchlass führen; dieser Arbeitsgegenstand
P912-E0831	f75r	f75r.45	WORKSHOP_PROSE	qokey	OK+E+Y	LEARNED_FORMULA_CARD	KURZ ANSETZEN
P912-E0832	f75r	f75r.45	WORKSHOP_PROSE	okedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0833	f75r	f75r.45	WORKSHOP_PROSE	sarol	S+AR+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsvariante auswählen; Entnahmestelle; im selben Arbeitsgang fortfahren
P912-E0834	f75r	f75r.45	WORKSHOP_PROSE	oty	OT+Y	LEARNED_FORMULA_CARD	DANACH DIESER POSTEN
P912-E0835	f75r	f75r.45	WORKSHOP_PROSE	otedy	OT+E+DY	LEARNED_FORMULA_CARD	NAECHSTEN SCHRITT KURZ; ENDE
P912-E0836	f75r	f75r.45	WORKSHOP_PROSE	qotedy	OT+E+DY	LEARNED_FORMULA_CARD	NAECHSTEN SCHRITT KURZ; ENDE
P912-E0837	f75r	f75r.45	WORKSHOP_PROSE	otedy	OT+E+DY	LEARNED_FORMULA_CARD	NAECHSTEN SCHRITT KURZ; ENDE
P912-E0838	f75r	f75r.45	WORKSHOP_PROSE	okaiin	OK+AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS ANSETZEN
P912-E0839	f75r	f75r.46	WORKSHOP_PROSE	qokey	OK+E+Y	LEARNED_FORMULA_CARD	KURZ ANSETZEN
P912-E0840	f75r	f75r.46	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0841	f75r	f75r.46	WORKSHOP_PROSE	sheol	SH+E+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren
P912-E0842	f75r	f75r.46	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0843	f75r	f75r.46	WORKSHOP_PROSE	dain	AIN	LEARNED_FORMULA_CARD	EINE PORTION
P912-E0844	f75r	f75r.46	WORKSHOP_PROSE	shedy	SHED+DY	LEARNED_FORMULA_CARD	ABSETZEN; ENDE
P912-E0845	f75r	f75r.46	WORKSHOP_PROSE	otol	OT+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren
P912-E0846	f75r	f75r.46	WORKSHOP_PROSE	chedy	CHD+Y	LEARNED_FORMULA_CARD	DIESEN POSTEN UMSETZEN
P912-E0847	f75r	f75r.46	WORKSHOP_PROSE	olor	OL+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung
P912-E0848	f75r	f75r.47	OWNER_ADDRESS_OR_DIAGRAM	sal	S+AL	LOCAL_NOMENCLATOR_OR_ADDRESS	Bildklasse auswählen; Zielplatz
P912-E0849	f75r	f75r.47	OWNER_ADDRESS_OR_DIAGRAM	okeedy	OK+EE+DY	LOCAL_NOMENCLATOR_OR_ADDRESS	Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen
P912-E0850	f75r	f75r.48	OWNER_ADDRESS_OR_DIAGRAM	daly	AL+Y	LOCAL_NOMENCLATOR_OR_ADDRESS	Zielplatz; dieser Bildplatz
P912-E0851	f75r	f75r.48	OWNER_ADDRESS_OR_DIAGRAM	ychey	Y+Y	LOCAL_NOMENCLATOR_OR_ADDRESS	dieser Bildplatz; dieser Bildplatz
P912-E0852	f75r	f75r.49	OWNER_ADDRESS_OR_DIAGRAM	sols	OL+S	LOCAL_NOMENCLATOR_OR_ADDRESS	dieselbe Reihe fortführen; Bildklasse auswählen
P912-E0853	f75r	f75r.49	OWNER_ADDRESS_OR_DIAGRAM	dara	D_ADDR+AR+A_ADDR	LOCAL_NOMENCLATOR_OR_ADDRESS	Unterplatz; Quell- oder Bezugsstelle; lokale Bildadresse
P912-E0854	f75r	f75r.50	OWNER_ADDRESS_OR_DIAGRAM	ychty	Y+CH+T+Y	LOCAL_NOMENCLATOR_OR_ADDRESS	dieser Bildplatz; Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; dieser Bildplatz
P912-E0855	f75r	f75r.51	OWNER_ADDRESS_OR_DIAGRAM	saino	S+AIN+O	LOCAL_NOMENCLATOR_OR_ADDRESS	Bildklasse auswählen; Einheit oder Index; Reihe aufrufen
P912-E0856	f75r	f75r.52	OWNER_ADDRESS_OR_DIAGRAM	saldy	S+AL+DY	LOCAL_NOMENCLATOR_OR_ADDRESS	Bildklasse auswählen; Zielplatz; Bildeintrag schließen
P912-E0857	f75r	f75r.53	OWNER_ADDRESS_OR_DIAGRAM	dainy	AIN+Y	LOCAL_NOMENCLATOR_OR_ADDRESS	Einheit oder Index; dieser Bildplatz
P912-E0858	f81v	f81v.1	WORKSHOP_PROSE	par	P+AR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material einsetzen; Entnahmestelle
P912-E0859	f81v	f81v.1	WORKSHOP_PROSE	shey	SH+E+Y	LEARNED_FORMULA_CARD	KURZ HALTEN
P912-E0860	f81v	f81v.1	WORKSHOP_PROSE	keedy	K+EE+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; länger oder gehalten; Arbeitsschritt schließen
P912-E0861	f81v	f81v.1	WORKSHOP_PROSE	shekal	SH+E+K+AL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ziel- oder Anschlussstelle
P912-E0862	f81v	f81v.1	WORKSHOP_PROSE	dal	AL	LEARNED_FORMULA_CARD	ZUR ZIELSTELLE
P912-E0863	f81v	f81v.1	WORKSHOP_PROSE	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	AUS DEM BEZEICHNETEN TEIL
P912-E0864	f81v	f81v.1	WORKSHOP_PROSE	ol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0865	f81v	f81v.1	WORKSHOP_PROSE	pchedy	P+CHD+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material einsetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen
P912-E0866	f81v	f81v.1	WORKSHOP_PROSE	shek	SH+E+K	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben
P912-E0867	f81v	f81v.1	WORKSHOP_PROSE	dain	AIN	LEARNED_FORMULA_CARD	EINE PORTION
P912-E0868	f81v	f81v.1	WORKSHOP_PROSE	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ausführen; über einen Nebenpfad; lokale Arbeitsstelle; spülen; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand
P912-E0869	f81v	f81v.2	WORKSHOP_PROSE	qokedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0870	f81v	f81v.2	WORKSHOP_PROSE	okaiin	OK+AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS ANSETZEN
P912-E0871	f81v	f81v.2	WORKSHOP_PROSE	kair	K+AIR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; Flüssigkeits- oder Stationslauf
P912-E0872	f81v	f81v.2	WORKSHOP_PROSE	okal	OK+AL	LEARNED_FORMULA_CARD	AN DER ZIELSTELLE ANSETZEN
P912-E0873	f81v	f81v.2	WORKSHOP_PROSE	sar	S+AR	LEARNED_FORMULA_CARD	QUELLE WAEHLEN
P912-E0874	f81v	f81v.2	WORKSHOP_PROSE	ol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0875	f81v	f81v.2	WORKSHOP_PROSE	kain	K+AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; Portion
P912-E0876	f81v	f81v.2	WORKSHOP_PROSE	olkain	OL+K+AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; Portion
P912-E0877	f81v	f81v.2	WORKSHOP_PROSE	al	AL	LEARNED_FORMULA_CARD	ZUR ZIELSTELLE
P912-E0878	f81v	f81v.2	WORKSHOP_PROSE	ol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0879	f81v	f81v.2	WORKSHOP_PROSE	rol	R+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Zustand kennzeichnen; im selben Arbeitsgang fortfahren
P912-E0880	f81v	f81v.2	WORKSHOP_PROSE	dl	L	PRODUCTIVE_ABBREVIATION_COMPOSITION	entlang des Arbeitswegs führen
P912-E0881	f81v	f81v.3	WORKSHOP_PROSE	saiin	S+AIIN	LEARNED_FORMULA_CARD	SOLLWERT WAEHLEN
P912-E0882	f81v	f81v.3	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0883	f81v	f81v.3	WORKSHOP_PROSE	olkeedy	SOLK+EE+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	auffangen; länger oder gehalten; Arbeitsschritt schließen
P912-E0884	f81v	f81v.3	WORKSHOP_PROSE	okedy	OK+E+DY	LEARNED_FORMULA_CARD	KURZ ANSETZEN; ENDE
P912-E0885	f81v	f81v.3	WORKSHOP_PROSE	dykain	D_ADDR+Y+K+AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; dieser Arbeitsgegenstand; Material zugeben; Portion
P912-E0886	f81v	f81v.3	WORKSHOP_PROSE	shek	SH+E+K	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben
P912-E0887	f81v	f81v.3	WORKSHOP_PROSE	chdy	CHD+Y	LEARNED_FORMULA_CARD	DIESEN POSTEN UMSETZEN
P912-E0888	f81v	f81v.3	WORKSHOP_PROSE	dalal	AL+AL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle
P912-E0889	f81v	f81v.3	WORKSHOP_PROSE	oldy	OL+DY	LEARNED_FORMULA_CARD	DAMIT FORTFAHREN; ENDE
P912-E0890	f81v	f81v.4	WORKSHOP_PROSE	qokaiin	OK+AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS ANSETZEN
P912-E0891	f81v	f81v.4	WORKSHOP_PROSE	okain	OK+AIN	LEARNED_FORMULA_CARD	EINE PORTION ANSETZEN
P912-E0892	f81v	f81v.4	WORKSHOP_PROSE	cheeky	CHK+EE+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand behandeln; länger oder gehalten; dieser Arbeitsgegenstand
P912-E0893	f81v	f81v.4	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0894	f81v	f81v.4	WORKSHOP_PROSE	ol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0895	f81v	f81v.4	WORKSHOP_PROSE	kaiin	K+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; Sollmaß
P912-E0896	f81v	f81v.4	WORKSHOP_PROSE	dain	AIN	LEARNED_FORMULA_CARD	EINE PORTION
P912-E0897	f81v	f81v.4	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0898	f81v	f81v.4	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0899	f81v	f81v.4	WORKSHOP_PROSE	chcthy	CH+CTH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; bis bereit führen; dieser Arbeitsgegenstand
P912-E0900	f81v	f81v.5	WORKSHOP_PROSE	okaiin	OK+AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS ANSETZEN
P912-E0901	f81v	f81v.5	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0902	f81v	f81v.5	WORKSHOP_PROSE	otain	OT+AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; Portion
P912-E0903	f81v	f81v.5	WORKSHOP_PROSE	chckhy	CKH+Y	LEARNED_FORMULA_CARD	DURCH DEN DURCHLASS FUEHREN
P912-E0904	f81v	f81v.5	WORKSHOP_PROSE	okeedy	OK+EE+DY	LEARNED_FORMULA_CARD	LAENGER ANSETZEN; ENDE
P912-E0905	f81v	f81v.5	WORKSHOP_PROSE	qoky	OK+Y	LEARNED_FORMULA_CARD	DIESEN POSTEN ANSETZEN
P912-E0906	f81v	f81v.5	WORKSHOP_PROSE	kar	K+AR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; Entnahmestelle
P912-E0907	f81v	f81v.5	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0908	f81v	f81v.5	WORKSHOP_PROSE	okar	OK+AR	LEARNED_FORMULA_CARD	AUS DER QUELLE ANSETZEN
