inventory_status	joint_tuple_id	surface_family	occurrences	event_ids	statement_ids	pages	selected_decomposition	core_value_de	grade_value_de	endpoint_value_de	default_reading_de	event_contexts_de	strongest_rival_de	contradiction_or_limit_de	teaching_consequence_de
MATRIX_CELL	d25110e0d8488927278f	qokeeedy	1	E209	B2-S012	f82r	OK+E_GRADE_3+DY_TERMINAL	OK=IN ARBEIT SETZEN	EEE=vollständig/durchgehend	DY=Schritt schließen	vollständig durchtränken; Schritt schließen	E209=Vollständig durchtränken und den Schritt abschließen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Nur ein EEE-Ereignis; es stützt die Ordnung, nicht die Häufigkeit des Grades.	Kern wählen; EEE=vollständig/durchgehend; dann DY=Schritt schließen.
Y_REFERENCE	1322bc176443fc2a8a86	qokokchy	1	E090	H5-S003	f56r	OK+OK+CHY[wrapped Y_REFERENT]	OK=IN ARBEIT SETZEN	0	Y=dies/es	den laufenden Posten erneut in Arbeit nehmen	E090=Den laufenden Posten erneut in Arbeit nehmen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
PRODUCTIVE_ENDPOINT	db167f8e9b53eefb58f8	qokshedy	1	E267	B3-S019	f83r	OK+SHED_REST+DY_TERMINAL	SHED=RUHEN/ABSETZEN	0	DY=Schritt schließen	Ansatz zur Ruhe bringen oder absetzen lassen; Schritt schließen	E267=Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	SHED allgemein als waschen oder Wärme lesen	Ein Ereignis; OK setzt den Ansatz in die gelernte Ruhehandlung.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
PRODUCTIVE_ENDPOINT	eb2e4bc143f623ee03ac	qokylddy	1	E326	B4-S004	f83r	OK+Y_REFERENT+LDDY_APPLICATION_CLOSE	OK=IN ARBEIT SETZEN; LDDY=AUFLAGE BEFESTIGEN	0	LDDY=Auflagenschritt schließen	diesen Posten als Auflage befestigen; Schritt schließen	E326=Den laufenden Posten als Auflage befestigen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Ein Ereignis; dies ist eine gelernte Auflagen-Endform und keine freie Zerlegung jedes doppelten d/y.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
SURFACE_NEIGHBOR_ONLY	c205570c49d4d93c23d3	qolky	1	E146	B1-S014	f81v	qolky=betroffene Stelle	GELERNTE GANZKARTE	—	—	betroffene Stelle	E146=Die betroffene Stelle	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
MATRIX_CELL	ff178343c18e287ce3b7	qoteedy	2	E226|E292	B2-S020|B3-S027	f82r|f83r	OT_THEN+E_GRADE_2+DY_TERMINAL	OT=DANACH	EE=anhaltend	DY=Schritt schließen	danach anhaltend einwirken lassen; Schritt schließen	E226,E292=Danach anhaltend einwirken lassen und abschließen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Zwei Ereignisse; die Paarung mit OT+EE+Y stützt die Endpunktdifferenz.	Kern wählen; EE=anhaltend; dann DY=Schritt schließen.
PRODUCTIVE_ENDPOINT	7f68f60279efe6b28cd7	rshedy	1	E225	B2-S019	f82r	RSHE_WASH_PART+DY_TERMINAL	RSHE=TEIL ALS WASCHUNG	0	DY=Schritt schließen	Teil als Waschung; Schluss	E225=Teil als Waschung; Schluss	SHED allgemein als waschen oder Wärme lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
SURFACE_NEIGHBOR_ONLY	348e81ba084c5acdb32b	shecthedchy	1	E250	B3-S011	f83r	shecthedchy=Stelle bestreichen	GELERNTE GANZKARTE	—	—	Stelle bestreichen	E250=Wende es an der markierten Stelle an	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
SURFACE_NEIGHBOR_ONLY	cb57b696b815fdef9cb7	shecthy	1	E276	B3-S021	f83r	shecthy=warmes Wasser	GELERNTE GANZKARTE	—	—	warmes Wasser	E276=Warmes Wasser	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
CORE_DESTINATION	abb23e5e6936b4147f76	shedal	2	E275|E364	B3-S021|B5-S003	f83r	SHED_REST+AL_TARGET	SHED=RUHE/ABSETZEN	0	AL=Zielstelle	Ruhe- oder Absetzstelle	E275,E364=Ruhe- oder Absetzstelle	SHED allgemein als waschen oder Wärme lesen	Nomenhafte Zielkarte, kein Zeitgrad und kein Abschluss.	Als lokale Erweiterung der Kernkarte lehren.
MATRIX_CELL	03626ca94cb17800d767	sheedy	1	E261	B3-S014	f83r	SH_REST+E_GRADE_2+DY_TERMINAL	SH=RUHEN/ABSETZEN	EE=anhaltend	DY=Schritt schließen	länger ruhen oder nachwirken lassen; Schritt schließen	E261=Länger ruhen oder nachwirken lassen; Schluss	SHED allgemein als waschen oder Wärme lesen	Nur ein Ereignis, aber als längere Schwester der zwölf E-DY-Ereignisse lehrbar.	Kern wählen; EE=anhaltend; dann DY=Schritt schließen.
SURFACE_NEIGHBOR_ONLY	2d2e37ccb2dacc53ee5a	solkaiin	1	E178	B2-S005	f82r	solkaiin=durch Tuch	GELERNTE GANZKARTE	—	—	durch Tuch	E178=Durch ein Tuch	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
MATRIX_CELL	1bfd786e6b8b63734a59	solkeey	1	E373	B6-S001	f83r	SOLK_COLLECTION_STATION+E_GRADE_2+Y_REFERENT	SOLK=SAMMELSTELLE	EE=anhaltend	Y=diese	diese Sammelstelle länger offen halten	E373=Sammelstelle länger offen halten	jede SOLK/OLK-Schreibung als Sammelstelle oder Tuch lesen	Ein Ereignis; die SOLK-Bedeutung ist lokal, nicht aus jeder olk-Schreibung ableitbar.	Kern wählen; EE=anhaltend; dann Y=diese.
MATRIX_CELL	42cdc187d5b9ffc60063	solkey	1	E356	B4-S015	f83r	SOLK_COLLECTION_STATION+E_GRADE_1+Y_REFERENT	SOLK=SAMMELSTELLE	E=kurz	Y=diese	diese Sammelstelle kurz offen halten	E356=Sammelstelle kurz öffnen oder aktiv halten	jede SOLK/OLK-Schreibung als Sammelstelle oder Tuch lesen	Ein Ereignis; offen ist die konkrete Stationshandlung, nicht die globale Bedeutung von Y.	Kern wählen; E=kurz; dann Y=diese.
SURFACE_NEIGHBOR_ONLY	daa1347f456415fe8737	solshedy	1	E193	B2-S009	f82r	solshe=warm halten + dy=Ende	GELERNTE GANZKARTE	—	—	warm halten; Ende	E193=Halte es warm und beende den Schritt	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
PRODUCTIVE_ENDPOINT	54e32e9c1414b20640e9	sshkchdy	1	E122	B1-S003	f81v	SSHK+CHD+TERMINAL_Y	CHD~CHED=UMSETZEN	0	DY=Schritt schließen	unter besonderer Bedingung umsetzen; Schluss	E122=Unter besonderer Bedingung umsetzen; Schluss	SHED allgemein als waschen oder Wärme lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
Y_REFERENCE	f7dc90b2c31fd341f0a4	ykaiin	1	E064	H4-S003	f55v	Y_REFERENT+K_HULL+AIIN_MEASURE	AIIN=MASS	0	Y=dies/es	Maß des laufenden Postens	E064=Maß des laufenden Postens	IIN als Zahl, Maß oder Zeitwert statt als benannter Grad	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
Y_REFERENCE	403c1592f918c8f23b88	ykain	1	E058	H4-S001	f55v	Y_REFERENT+K_HULL+AIN_PORTION	AIN=PORTION	0	Y=dies/es	eine Portion des laufenden Postens	E058=Eine Portion des laufenden Postens	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
Y_REFERENCE	d929a14ec45749b2e805	ykan	1	E059	H4-S001	f55v	Y_REFERENT+K_HULL+AIN_PORTION	AIN=PORTION	0	Y=dies/es	diese Portion	E059=Diese Portion	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
