statement_id	record_unit_id	visible_owner	field_ids	frame_modes	visible_sequence	normalized_sequence	literal_card_reading	previous_fluent_expansion	revised_fluent_translation_de	revision_reason	source_token_correction
B2-S019	B2	lokale Randstationen des unteren Feldes	F067	LOW_DATA	rshedy	rshedy	Waschschluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Waschschluss.	Den Waschgang schließen.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S020	B2	lokale Randstationen des unteren Feldes	F068	LOW_DATA	qoteedy	qoteedy	lange Folgestufe; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange Folgestufe; Schluss.	Die folgende Stufe länger halten; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S021	B2	lokale Randstationen des unteren Feldes	F069	LOW_DATA	qokeedy	qokeedy	lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken; Schluss.	Länger einwirken lassen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S022	B2	lokale Randstationen des unteren Feldes	F070	LOW_DATA	lochedy	lochedy	Abführung; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführung; Schluss.	Abführen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B3-S001	B3	obere offene Fächer-Randstation	F071	LOW_DATA	olkeedy	olkeedy	lange sammeln; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Besitzer »obere offene Fächer-Randstation«: lange sammeln; Schluss.	An der oberen offenen Randstation länger auffangen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S002	B3	obere offene Fächer-Randstation	F072	LOW_DATA	qotal chkeedy	otal chkeedy	danach dorthin | Langwärmen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: danach dorthin — Langwärmen; Schluss.	Danach zur nächsten Stelle führen und dort länger erwärmen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S003	B3	obere offene Fächer-Randstation	F073	CH	chey daiin chey lchedy	chey aiin chey lchedy	dies | Sollmaß | dies | abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: dies — Sollmaß — dies — abführen; Schluss.	Diesen Posten auf Sollmaß bringen und abführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S004	B3	obere offene Fächer-Randstation	F074	Q	qokaiin qotal dar	okaiin otal char	bemessen | danach dorthin | davon	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — danach dorthin — davon.	Davon eine Menge abmessen und zur folgenden Stelle bringen.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S005	B3	mittlere runde Gefäß-Randstation	F075	LOW_DATA	schedy	dchedy	überführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Besitzer »mittlere runde Gefäß-Randstation«: überführen; Schluss.	In die mittlere runde Randstation überführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S006	B3	mittlere runde Gefäß-Randstation	F076	MIXED	chedchy qokal olchedy	chedchy okal olchedy	Postentransfer | dorthin einsetzen | weiterführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Postentransfer — dorthin einsetzen — weiterführen; Schluss.	Den Posten übertragen, am Ziel einsetzen und weiterführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S007	B3	mittlere runde Gefäß-Randstation	F077	MIXED	qokaiin chedy qokeedy	okaiin chdy qokeedy	bemessen | überführen | lange einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — überführen — lange einwirken; Schluss.	Bemessen, überführen und länger einwirken lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S008	B3	mittlere runde Gefäß-Randstation	F078	LOW_DATA	lchedy	lchedy	abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abführen; Schluss.	Aus der Station abführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S009	B3	mittlere runde Gefäß-Randstation	F079	LOW_DATA	qoky	choky	einsetzen	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen.	Den Posten einsetzen.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S010	B3	untere korbartige Gefäß-Randstation	F080	LOW_DATA	pchedal otedy	pchedal otedy	Zielzuführung | Kurzfolge; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Besitzer »untere korbartige Gefäß-Randstation«: Zielzuführung — Kurzfolge; Schluss.	Der unteren korbartigen Randstation zuführen und kurz weiterführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S011	B3	untere korbartige Gefäß-Randstation	F081	MIXED	shecthedchy qoky chedy chary	shecthedchy choky chdy chary	Vorbereitungstransfer | einsetzen | überführen | Quellposten	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Vorbereitungstransfer — einsetzen — überführen — Quellposten.	Die Vorbereitung übertragen, einsetzen, weiterführen und beim Quellposten belassen.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S012	B3	untere korbartige Gefäß-Randstation	F082	S	sor shedy	chor cheedy	Ansatz | kurz absetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: mit dem aus der Quelle überführten Posten weiter: Ansatz — kurz absetzen; Schluss.	Den Ansatz kurz absetzen lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S013	B3	untere korbartige Gefäß-Randstation	F083	MIXED	qokaiin chkain shcthey qokedy	okaiin chkain qcthey qokedy	bemessen | Anteil | kurz vorbereiten | kurz einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.	Einen Anteil bemessen, kurz vorbereiten und kurz einwirken lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S014	B3	untere korbartige Gefäß-Randstation	F084	LOW_DATA	okair sheedy	okair sheedy	Laufeinsatz | Langabsetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Laufeinsatz — Langabsetzen; Schluss.	In den Lauf einsetzen und länger absetzen lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S015	B3	untere korbartige Gefäß-Randstation	F085	LOW_DATA	lchedy	lchedy	abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abführen; Schluss.	Aus der Station abführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S016	B3	untere korbartige Gefäß-Randstation	F086|F087	LOW_DATA|LOW_DATA	lo qokchedy	lo okchedy	Abzug | einführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Abzug — einführen; Schluss.	Abziehen und in die nächste Station einführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S017	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F088	LOW_DATA	qokeedy	qokeedy	lange einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken; Schluss.	Länger einwirken lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S018	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F089	LOW_DATA	shedy	cheedy	kurz absetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: kurz absetzen; Schluss.	Kurz absetzen lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S019	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F090	LOW_DATA	qokshedy	qokshedy	Einsatzabsetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Einsatzabsetzen; Schluss.	Nach dem Einsatz absetzen lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S020	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F091	LOW_DATA	dal lchedy	al lchedy	dorthin | abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: dorthin — abführen; Schluss.	Dorthin führen und abführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S021	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F092|F093	S|S	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	okaiin checthy al chey aiin shedal shecthy chey al checthy dalchdy	bemessen | bereit | dorthin | dies | Sollmaß | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — Kurzvorbereitung — dies — dorthin — bereit — Zieltransfer; Schluss.	Den Posten bemessen und, sobald er bereit ist, dorthin bringen. Für den zweiten Zustand das Sollmaß am Ziel absetzen, kurz vorbereiten, den aktuellen Posten dorthin bringen, die Bereitschaft prüfen und den Zieltransfer schließen.	S_FRAME_TWO_STATE_READING	NONE
B3-S022	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F094	LOW_DATA	qotchedy	otchedy	Folgetransfer; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Folgetransfer; Schluss.	Zur folgenden Station übertragen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S023	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F095	LOW_DATA	lchedy	lchedy	abführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abführen; Schluss.	Aus der Station abführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S024	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F096	LOW_DATA	tchedy	dchedy	überführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: überführen; Schluss.	Überführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S025	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F097	LOW_DATA	qokchdy	qokchdy	einführen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einführen; Schluss.	In die nächste Station einführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S026	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F098|F099	CH|LOW_DATA	cheedar chldaiin chedy qokain checthy chealror solkeedy	cheedar chldaiin chdy okain checthy chealror olkeedy	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Quelltransfer — Sollabsetzung — überführen — Anteil zugeben — bereit — Zielbereitung — lange sammeln; Schluss.	Von der Quelle übertragen, auf den Sollabsetzstand bringen, weiterführen, einen Anteil zugeben, Bereitschaft prüfen, am Ziel vorbereiten und länger sammeln; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S027	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F100	LOW_DATA	qoteedy	qoteedy	lange Folgestufe; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange Folgestufe; Schluss.	Die folgende Stufe länger halten; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S028	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F101	LOW_DATA	qokeey qokedy	okeey qokedy	lange einwirken | kurz einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken — kurz einwirken; Schluss.	Länger einwirken lassen, dann den kurzen Einwirkpunkt schließen.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S029	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F102	LOW_DATA	sol cheeety qokedy	cheol cheeety qokedy	weiter | Vollteil | kurz einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: weiter — Vollteil — kurz einwirken; Schluss.	Weiterführen, den vollen Anteil nehmen und kurz einwirken lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S030	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F103|F104	MIXED|LOW_DATA	qoky saiin schedair otchedy	choky aiin schedair otchedy	einsetzen | Sollmaß | Weiterlauf | Folgetransfer; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: einsetzen — Sollmaß — Weiterlauf — Folgetransfer; Schluss.	Einsetzen, auf Sollmaß bringen, im Lauf weiterführen und zur nächsten Station übertragen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S031	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F105	LOW_DATA	qokeedy	qokeedy	lange einwirken; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: lange einwirken; Schluss.	Länger einwirken lassen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S032	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F106	MIXED	chedain chedy qotedaiin otaiin otedy	chedain chdy qotedaiin otaiin otedy	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Anteilstransfer — überführen — Kurzsoll — Folgemaß — Kurzfolge; Schluss.	Einen Anteil übertragen, weiterführen, den kurzen Sollwert und das Folgemaß einstellen, dann kurz weiterführen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S033	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F107	LOW_DATA	ldy	ldy	abziehen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: abziehen; Schluss.	Abziehen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B3-S034	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F108	MIXED	soiiin checthy chety otaiin olsaly shedy	oiiin checthy chety otaiin olsaly cheedy	Arbeitsstufe | bereit | Anteil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	Mit Vorratsansatz portionsweise in verschiedene Gefaesse ueberfuehren erwaermen mischen und bereitstellen: Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Zwischenziel — kurz absetzen; Schluss.	Die Arbeitsstufe auf bereit stellen, Anteil und Folgemaß nehmen und am Zwischenziel kurz absetzen; Schluss.	NORMALIZE_ALLOGRAPHS_AND_REMOVE_REPEATED_PREAMBLE	NONE
B4-S001	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F109	LOW_DATA	qokeedy	qokeedy	lange einwirken; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.	Am Hauptpaar länger einwirken lassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S002	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F110	LOW_DATA	qolchey qokeey qokedy	qolchey okeey qokedy	Weiterposten | lange einwirken | kurz einwirken; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiterposten — lange einwirken — kurz einwirken; Schluss.	Den Weiterposten zuerst länger, dann kurz einwirken lassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S003	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F111|F112	MIXED|Q	chedy otal otchey qokeey qoky tol shedy	chdy otal otchey okeey choky cheol cheedy	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.	Überführen, danach den nächsten Posten dorthin bringen, länger einwirken lassen, einsetzen, weiterführen und kurz absetzen lassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S004	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F113	LOW_DATA	qokylddy	qokylddy	Festsetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Festsetzen; Schluss.	Den Posten festsetzen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S005	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F114	LOW_DATA	dain chedy qokeedy	dain chdy qokeedy	Einlage | überführen | lange einwirken; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.	Die Einlage überführen und länger einwirken lassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S006	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F115	LOW_DATA	shckhedy	shckhedy	durchlassen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: durchlassen; Schluss.	Einmal durchlassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S007	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F116	LOW_DATA	shckhedy	shckhedy	durchlassen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: durchlassen; Schluss.	Ein zweites Mal durchlassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S008	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F117	LOW_DATA	saiin cheeky sheey qokedy	aiin cheeky sheey qokedy	Sollmaß | länger bearbeiten | Langhalt | kurz einwirken; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Sollmaß — länger bearbeiten — Langhalt — kurz einwirken; Schluss.	Auf Sollmaß bringen, länger bearbeiten, länger halten und kurz einwirken lassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S009	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F118	LOW_DATA	shedy	cheedy	kurz absetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: kurz absetzen; Schluss.	Kurz absetzen lassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S010	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F119	LOW_DATA	oldy	oldy	fertig	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: fertig; Schluss.	Fertigstellen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S011	B4	linke offene Fransen-/Unterlaufstation	F120|F121	MIXED|LOW_DATA	saiin cheky okeeol okain chdy sol lkedy	aiin cheky okeeol okain chdy cheol lkedy	Sollmaß | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | Kurzabzug; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — Langfortsetzung — Anteil zugeben — überführen — weiter — Kurzabzug; Schluss.	An der linken Unterlaufstation das Sollmaß kurz wärmen, länger weiterführen, einen Anteil zugeben, überführen, fortsetzen und kurz abziehen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S012	B4	linke offene Fransen-/Unterlaufstation	F122	LOW_DATA	lchedy	lchedy	abführen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: abführen; Schluss.	Abführen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S013	B4	linke offene Fransen-/Unterlaufstation	F123	LOW_DATA	qokol shedy	qokol cheedy	Weiter einsetzen | kurz absetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Weiter einsetzen — kurz absetzen; Schluss.	Weiter einsetzen und kurz absetzen lassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S014	B4	linke offene Fransen-/Unterlaufstation	F124	MIXED	or chey qockhey dairydy	chor chey qockhey dairydy	Ansatz | dies | Kurzdurchgang | Laufschluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Ansatz — dies — Kurzdurchgang — Laufschluss.	Diesen Ansatz durch den kurzen Gang führen und den Lauf schließen.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S015	B4	linke offene Fransen-/Unterlaufstation	F125|F126	MIXED|LOW_DATA	qokain shey kain chckhal solkey lchedy	okain cheey chkain chckhal solkey lchedy	Anteil zugeben | Klarauszug | Anteil | Zielpassage | Kurzsammlung | abführen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.	Einen Anteil zum klaren Auszug geben, den Anteil durch die Zielpassage führen, kurz auffangen und abführen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B4-S016	B4	rechte S-Lauf-/Mehrarmknotenstation	F127|F128	MIXED|LOW_DATA	qolkain dal skar shedy	olkain al skar cheedy	weiterer Anteil | dorthin | Quellausguss | kurz absetzen; Schluss	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.	Einen weiteren Anteil dorthin bringen, aus der Quelle ausgießen und kurz absetzen lassen; Schluss.	MAIN_PAIR_AND_LEFT_UNDERFLOW	NONE
B5-S001	B5	linker offener Fransen-Endposten	F129	LOW_DATA	otchdy	otchdy	Nachtransfer; Schluss	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Besitzer »linker offener Fransen-Endposten«: Nachtransfer; Schluss.	Den Nachtransfer am linken Endposten ausführen; Schluss.	LEFT_END_POST	NONE
B5-S002	B5	linker offener Fransen-Endposten	F130	LOW_DATA	qokchdy	qokchdy	einführen; Schluss	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: einführen; Schluss.	In den linken Endposten einführen; Schluss.	LEFT_END_POST	NONE
B5-S003	B5	linker offener Fransen-Endposten	F131|F132|F133	LOW_DATA|MIXED|MIXED	shedal dal cheol lol chdal aiin sol daiiin chedy	shedal al cheol lol chdal aiin cheol daiiin chdy	am Ziel absetzen | dorthin | weiter | Weiterabzug | Zieltransfer | Sollmaß | weiter | Endstufe | überführen	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.	Am Ziel absetzen, dorthin bringen, weiterführen und weiter abziehen; den Zieltransfer auf Sollmaß bringen, bis zur Endstufe fortsetzen und überführen.	LEFT_END_POST	NONE
B6-S001	B6	rechter S-Lauf-/Mehrarm-Endposten	F134|F135	LOW_DATA|MIXED	solkeey qekey raly ol daiin ol dain chey ldalor	solkeey qekey raly cheol aiin cheol dain chey ldalor	Langsammlung | Kurzbearbeitung | Endposten | weiter | Sollmaß | weiter | Einlage | dies | Endziel	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.	Am rechten Endposten länger auffangen, kurz bearbeiten, zum Endposten weiterführen, auf Sollmaß bringen, die Einlage als aktuellen Posten zum Endziel führen.	RIGHT_END_POST	NONE
