1_INPUT	2_HIGH	3_ROOT	4_SQUARE	5_SUB	6_DOUBLE	7_APPEND	8_QUOTIENT	9_CHOOSE	10_MUL	11_SUB	12_APPEND	13_SQUARE	14_SUB	15_APPEND	16_MOD	17_SQUARE	18_MOD	19_MOD	20_ADD	21_MOD	22_MOD	23_CHECK
1300	13	3	9	4	6	40	6	6	36	4	40	36	4	36	1	1	1	4	5	5	5	CHECK
1301	13	3	9	4	6	40	6	6	36	4	41	36	5	36	1	1	1	5	6	6	6	CHECK
1302	13	3	9	4	6	40	6	6	36	4	42	36	6	36	1	1	1	6	7	0	0	CHECK
1303	13	3	9	4	6	40	6	6	36	4	43	36	7	36	1	1	1	0	1	1	1	CHECK
1304	13	3	9	4	6	40	6	6	36	4	44	36	8	36	1	1	1	1	2	2	2	CHECK
1305	13	3	9	4	6	40	6	6	36	4	45	36	9	36	1	1	1	2	3	3	3	CHECK
1306	13	3	9	4	6	40	6	6	36	4	46	36	10	36	1	1	1	3	4	4	4	CHECK
1307	13	3	9	4	6	40	6	6	36	4	47	36	11	36	1	1	1	4	5	5	5	CHECK
1308	13	3	9	4	6	40	6	6	36	4	48	36	12	36	1	1	1	5	6	6	6	CHECK
1309	13	3	9	4	6	40	6	6	36	4	49	36	13	36	1	1	1	6	7	0	0	CHECK
1310	13	3	9	4	6	41	6	6	36	5	50	36	14	36	1	1	1	0	1	1	1	CHECK
1311	13	3	9	4	6	41	6	6	36	5	51	36	15	36	1	1	1	1	2	2	2	CHECK
1312	13	3	9	4	6	41	6	6	36	5	52	36	16	36	1	1	1	2	3	3	3	CHECK
1313	13	3	9	4	6	41	6	6	36	5	53	36	17	36	1	1	1	3	4	4	4	CHECK
1314	13	3	9	4	6	41	6	6	36	5	54	36	18	36	1	1	1	4	5	5	5	CHECK
1315	13	3	9	4	6	41	6	6	36	5	55	36	19	36	1	1	1	5	6	6	6	CHECK
1316	13	3	9	4	6	41	6	6	36	5	56	36	20	36	1	1	1	6	7	0	0	CHECK
1317	13	3	9	4	6	41	6	6	36	5	57	36	21	36	1	1	1	0	1	1	1	CHECK
1318	13	3	9	4	6	41	6	6	36	5	58	36	22	36	1	1	1	1	2	2	2	CHECK
1319	13	3	9	4	6	41	6	6	36	5	59	36	23	36	1	1	1	2	3	3	3	CHECK
1320	13	3	9	4	6	42	7	6	36	6	60	36	24	36	1	1	1	3	4	4	4	CHECK
1321	13	3	9	4	6	42	7	6	36	6	61	36	25	36	1	1	1	4	5	5	5	CHECK
1322	13	3	9	4	6	42	7	6	36	6	62	36	26	36	1	1	1	5	6	6	6	CHECK
1323	13	3	9	4	6	42	7	6	36	6	63	36	27	36	1	1	1	6	7	0	0	CHECK
1324	13	3	9	4	6	42	7	6	36	6	64	36	28	36	1	1	1	0	1	1	1	CHECK
1325	13	3	9	4	6	42	7	6	36	6	65	36	29	36	1	1	1	1	2	2	2	CHECK
1326	13	3	9	4	6	42	7	6	36	6	66	36	30	36	1	1	1	2	3	3	3	CHECK
1327	13	3	9	4	6	42	7	6	36	6	67	36	31	36	1	1	1	3	4	4	4	CHECK
1328	13	3	9	4	6	42	7	6	36	6	68	36	32	36	1	1	1	4	5	5	5	CHECK
1329	13	3	9	4	6	42	7	6	36	6	69	36	33	36	1	1	1	5	6	6	6	CHECK
1330	13	3	9	4	6	43	7	6	36	7	70	36	34	36	1	1	1	6	7	0	0	CHECK
1331	13	3	9	4	6	43	7	6	36	7	71	36	35	36	1	1	1	0	1	1	1	CHECK
1332	13	3	9	4	6	43	7	6	36	7	72	36	36	36	1	1	1	1	2	2	2	CHECK
1333	13	3	9	4	6	43	7	6	36	7	73	36	37	36	1	1	1	2	3	3	3	CHECK
1334	13	3	9	4	6	43	7	6	36	7	74	36	38	36	1	1	1	3	4	4	4	CHECK
1335	13	3	9	4	6	43	7	6	36	7	75	36	39	36	1	1	1	4	5	5	5	CHECK
1336	13	3	9	4	6	43	7	6	36	7	76	36	40	36	1	1	1	5	6	6	6	CHECK
1337	13	3	9	4	6	43	7	6	36	7	77	36	41	36	1	1	1	6	7	0	0	CHECK
1338	13	3	9	4	6	43	7	6	36	7	78	36	42	36	1	1	1	0	1	1	1	CHECK
1339	13	3	9	4	6	43	7	6	36	7	79	36	43	36	1	1	1	1	2	2	2	CHECK
1340	13	3	9	4	6	44	7	6	36	8	80	36	44	36	1	1	1	2	3	3	3	CHECK
1341	13	3	9	4	6	44	7	6	36	8	81	36	45	36	1	1	1	3	4	4	4	CHECK
1342	13	3	9	4	6	44	7	6	36	8	82	36	46	36	1	1	1	4	5	5	5	CHECK
1343	13	3	9	4	6	44	7	6	36	8	83	36	47	36	1	1	1	5	6	6	6	CHECK
1344	13	3	9	4	6	44	7	6	36	8	84	36	48	36	1	1	1	6	7	0	0	CHECK
1345	13	3	9	4	6	44	7	6	36	8	85	36	49	36	1	1	1	0	1	1	1	CHECK
1346	13	3	9	4	6	44	7	6	36	8	86	36	50	36	1	1	1	1	2	2	2	CHECK
1347	13	3	9	4	6	44	7	6	36	8	87	36	51	36	1	1	1	2	3	3	3	CHECK
1348	13	3	9	4	6	44	7	6	36	8	88	36	52	36	1	1	1	3	4	4	4	CHECK
1349	13	3	9	4	6	44	7	6	36	8	89	36	53	36	1	1	1	4	5	5	5	CHECK
1350	13	3	9	4	6	45	7	6	36	9	90	36	54	36	1	1	1	5	6	6	6	CHECK
1351	13	3	9	4	6	45	7	6	36	9	91	36	55	36	1	1	1	6	7	0	0	CHECK
1352	13	3	9	4	6	45	7	6	36	9	92	36	56	36	1	1	1	0	1	1	1	CHECK
1353	13	3	9	4	6	45	7	6	36	9	93	36	57	36	1	1	1	1	2	2	2	CHECK
1354	13	3	9	4	6	45	7	6	36	9	94	36	58	36	1	1	1	2	3	3	3	CHECK
1355	13	3	9	4	6	45	7	6	36	9	95	36	59	36	1	1	1	3	4	4	4	CHECK
1356	13	3	9	4	6	45	7	6	36	9	96	36	60	36	1	1	1	4	5	5	5	CHECK
1357	13	3	9	4	6	45	7	6	36	9	97	36	61	36	1	1	1	5	6	6	6	CHECK
1358	13	3	9	4	6	45	7	6	36	9	98	36	62	36	1	1	1	6	7	0	0	CHECK
1359	13	3	9	4	6	45	7	6	36	9	99	36	63	36	1	1	1	0	1	1	1	CHECK
1360	13	3	9	4	6	46	7	6	36	10	100	36	64	36	1	1	1	1	2	2	2	CHECK
1361	13	3	9	4	6	46	7	6	36	10	101	36	65	36	1	1	1	2	3	3	3	CHECK
1362	13	3	9	4	6	46	7	6	36	10	102	36	66	36	1	1	1	3	4	4	4	CHECK
1363	13	3	9	4	6	46	7	6	36	10	103	36	67	36	1	1	1	4	5	5	5	CHECK
1364	13	3	9	4	6	46	7	6	36	10	104	36	68	36	1	1	1	5	6	6	6	CHECK
1365	13	3	9	4	6	46	7	6	36	10	105	36	69	36	1	1	1	6	7	0	0	CHECK
1366	13	3	9	4	6	46	7	6	36	10	106	36	70	36	1	1	1	0	1	1	1	CHECK
1367	13	3	9	4	6	46	7	6	36	10	107	36	71	36	1	1	1	1	2	2	2	CHECK
1368	13	3	9	4	6	46	7	6	36	10	108	36	72	36	1	1	1	2	3	3	3	CHECK
1369	13	3	9	4	6	46	7	7	42	4	49	49	0	37	2	4	4	0	4	4	4	CHECK
1370	13	3	9	4	6	47	7	7	42	5	50	49	1	37	2	4	4	1	5	5	5	CHECK
1371	13	3	9	4	6	47	7	7	42	5	51	49	2	37	2	4	4	2	6	6	6	CHECK
1372	13	3	9	4	6	47	7	7	42	5	52	49	3	37	2	4	4	3	7	0	0	CHECK
1373	13	3	9	4	6	47	7	7	42	5	53	49	4	37	2	4	4	4	8	1	1	CHECK
1374	13	3	9	4	6	47	7	7	42	5	54	49	5	37	2	4	4	5	9	2	2	CHECK
1375	13	3	9	4	6	47	7	7	42	5	55	49	6	37	2	4	4	6	10	3	3	CHECK
1376	13	3	9	4	6	47	7	7	42	5	56	49	7	37	2	4	4	0	4	4	4	CHECK
1377	13	3	9	4	6	47	7	7	42	5	57	49	8	37	2	4	4	1	5	5	5	CHECK
1378	13	3	9	4	6	47	7	7	42	5	58	49	9	37	2	4	4	2	6	6	6	CHECK
1379	13	3	9	4	6	47	7	7	42	5	59	49	10	37	2	4	4	3	7	0	0	CHECK
1380	13	3	9	4	6	48	8	7	42	6	60	49	11	37	2	4	4	4	8	1	1	CHECK
1381	13	3	9	4	6	48	8	7	42	6	61	49	12	37	2	4	4	5	9	2	2	CHECK
1382	13	3	9	4	6	48	8	7	42	6	62	49	13	37	2	4	4	6	10	3	3	CHECK
1383	13	3	9	4	6	48	8	7	42	6	63	49	14	37	2	4	4	0	4	4	4	CHECK
1384	13	3	9	4	6	48	8	7	42	6	64	49	15	37	2	4	4	1	5	5	5	CHECK
1385	13	3	9	4	6	48	8	7	42	6	65	49	16	37	2	4	4	2	6	6	6	CHECK
1386	13	3	9	4	6	48	8	7	42	6	66	49	17	37	2	4	4	3	7	0	0	CHECK
1387	13	3	9	4	6	48	8	7	42	6	67	49	18	37	2	4	4	4	8	1	1	CHECK
1388	13	3	9	4	6	48	8	7	42	6	68	49	19	37	2	4	4	5	9	2	2	CHECK
1389	13	3	9	4	6	48	8	7	42	6	69	49	20	37	2	4	4	6	10	3	3	CHECK
1390	13	3	9	4	6	49	8	7	42	7	70	49	21	37	2	4	4	0	4	4	4	CHECK
1391	13	3	9	4	6	49	8	7	42	7	71	49	22	37	2	4	4	1	5	5	5	CHECK
1392	13	3	9	4	6	49	8	7	42	7	72	49	23	37	2	4	4	2	6	6	6	CHECK
1393	13	3	9	4	6	49	8	7	42	7	73	49	24	37	2	4	4	3	7	0	0	CHECK
1394	13	3	9	4	6	49	8	7	42	7	74	49	25	37	2	4	4	4	8	1	1	CHECK
1395	13	3	9	4	6	49	8	7	42	7	75	49	26	37	2	4	4	5	9	2	2	CHECK
1396	13	3	9	4	6	49	8	7	42	7	76	49	27	37	2	4	4	6	10	3	3	CHECK
1397	13	3	9	4	6	49	8	7	42	7	77	49	28	37	2	4	4	0	4	4	4	CHECK
1398	13	3	9	4	6	49	8	7	42	7	78	49	29	37	2	4	4	1	5	5	5	CHECK
1399	13	3	9	4	6	49	8	7	42	7	79	49	30	37	2	4	4	2	6	6	6	CHECK
1400	14	3	9	5	6	50	8	7	42	8	80	49	31	37	2	4	4	3	7	0	0	CHECK
1401	14	3	9	5	6	50	8	7	42	8	81	49	32	37	2	4	4	4	8	1	1	CHECK
1402	14	3	9	5	6	50	8	7	42	8	82	49	33	37	2	4	4	5	9	2	2	CHECK
1403	14	3	9	5	6	50	8	7	42	8	83	49	34	37	2	4	4	6	10	3	3	CHECK
1404	14	3	9	5	6	50	8	7	42	8	84	49	35	37	2	4	4	0	4	4	4	CHECK
1405	14	3	9	5	6	50	8	7	42	8	85	49	36	37	2	4	4	1	5	5	5	CHECK
1406	14	3	9	5	6	50	8	7	42	8	86	49	37	37	2	4	4	2	6	6	6	CHECK
1407	14	3	9	5	6	50	8	7	42	8	87	49	38	37	2	4	4	3	7	0	0	CHECK
1408	14	3	9	5	6	50	8	7	42	8	88	49	39	37	2	4	4	4	8	1	1	CHECK
1409	14	3	9	5	6	50	8	7	42	8	89	49	40	37	2	4	4	5	9	2	2	CHECK
1410	14	3	9	5	6	51	8	7	42	9	90	49	41	37	2	4	4	6	10	3	3	CHECK
1411	14	3	9	5	6	51	8	7	42	9	91	49	42	37	2	4	4	0	4	4	4	CHECK
1412	14	3	9	5	6	51	8	7	42	9	92	49	43	37	2	4	4	1	5	5	5	CHECK
1413	14	3	9	5	6	51	8	7	42	9	93	49	44	37	2	4	4	2	6	6	6	CHECK
1414	14	3	9	5	6	51	8	7	42	9	94	49	45	37	2	4	4	3	7	0	0	CHECK
1415	14	3	9	5	6	51	8	7	42	9	95	49	46	37	2	4	4	4	8	1	1	CHECK
1416	14	3	9	5	6	51	8	7	42	9	96	49	47	37	2	4	4	5	9	2	2	CHECK
1417	14	3	9	5	6	51	8	7	42	9	97	49	48	37	2	4	4	6	10	3	3	CHECK
1418	14	3	9	5	6	51	8	7	42	9	98	49	49	37	2	4	4	0	4	4	4	CHECK
1419	14	3	9	5	6	51	8	7	42	9	99	49	50	37	2	4	4	1	5	5	5	CHECK
1420	14	3	9	5	6	52	8	7	42	10	100	49	51	37	2	4	4	2	6	6	6	CHECK
1421	14	3	9	5	6	52	8	7	42	10	101	49	52	37	2	4	4	3	7	0	0	CHECK
1422	14	3	9	5	6	52	8	7	42	10	102	49	53	37	2	4	4	4	8	1	1	CHECK
1423	14	3	9	5	6	52	8	7	42	10	103	49	54	37	2	4	4	5	9	2	2	CHECK
1424	14	3	9	5	6	52	8	7	42	10	104	49	55	37	2	4	4	6	10	3	3	CHECK
1425	14	3	9	5	6	52	8	7	42	10	105	49	56	37	2	4	4	0	4	4	4	CHECK
1426	14	3	9	5	6	52	8	7	42	10	106	49	57	37	2	4	4	1	5	5	5	CHECK
1427	14	3	9	5	6	52	8	7	42	10	107	49	58	37	2	4	4	2	6	6	6	CHECK
1428	14	3	9	5	6	52	8	7	42	10	108	49	59	37	2	4	4	3	7	0	0	CHECK
1429	14	3	9	5	6	52	8	7	42	10	109	49	60	37	2	4	4	4	8	1	1	CHECK
1430	14	3	9	5	6	53	8	7	42	11	110	49	61	37	2	4	4	5	9	2	2	CHECK
1431	14	3	9	5	6	53	8	7	42	11	111	49	62	37	2	4	4	6	10	3	3	CHECK
1432	14	3	9	5	6	53	8	7	42	11	112	49	63	37	2	4	4	0	4	4	4	CHECK
1433	14	3	9	5	6	53	8	7	42	11	113	49	64	37	2	4	4	1	5	5	5	CHECK
1434	14	3	9	5	6	53	8	7	42	11	114	49	65	37	2	4	4	2	6	6	6	CHECK
1435	14	3	9	5	6	53	8	7	42	11	115	49	66	37	2	4	4	3	7	0	0	CHECK
1436	14	3	9	5	6	53	8	7	42	11	116	49	67	37	2	4	4	4	8	1	1	CHECK
1437	14	3	9	5	6	53	8	7	42	11	117	49	68	37	2	4	4	5	9	2	2	CHECK
1438	14	3	9	5	6	53	8	7	42	11	118	49	69	37	2	4	4	6	10	3	3	CHECK
1439	14	3	9	5	6	53	8	7	42	11	119	49	70	37	2	4	4	0	4	4	4	CHECK
1440	14	3	9	5	6	54	9	7	42	12	120	49	71	37	2	4	4	1	5	5	5	CHECK
1441	14	3	9	5	6	54	9	7	42	12	121	49	72	37	2	4	4	2	6	6	6	CHECK
1442	14	3	9	5	6	54	9	7	42	12	122	49	73	37	2	4	4	3	7	0	0	CHECK
1443	14	3	9	5	6	54	9	7	42	12	123	49	74	37	2	4	4	4	8	1	1	CHECK
1444	14	3	9	5	6	54	9	8	48	6	64	64	0	38	3	9	2	0	2	2	2	CHECK
1445	14	3	9	5	6	54	9	8	48	6	65	64	1	38	3	9	2	1	3	3	3	CHECK
1446	14	3	9	5	6	54	9	8	48	6	66	64	2	38	3	9	2	2	4	4	4	CHECK
1447	14	3	9	5	6	54	9	8	48	6	67	64	3	38	3	9	2	3	5	5	5	CHECK
1448	14	3	9	5	6	54	9	8	48	6	68	64	4	38	3	9	2	4	6	6	6	CHECK
1449	14	3	9	5	6	54	9	8	48	6	69	64	5	38	3	9	2	5	7	0	0	CHECK
1450	14	3	9	5	6	55	9	8	48	7	70	64	6	38	3	9	2	6	8	1	1	CHECK
1451	14	3	9	5	6	55	9	8	48	7	71	64	7	38	3	9	2	0	2	2	2	CHECK
1452	14	3	9	5	6	55	9	8	48	7	72	64	8	38	3	9	2	1	3	3	3	CHECK
1453	14	3	9	5	6	55	9	8	48	7	73	64	9	38	3	9	2	2	4	4	4	CHECK
1454	14	3	9	5	6	55	9	8	48	7	74	64	10	38	3	9	2	3	5	5	5	CHECK
1455	14	3	9	5	6	55	9	8	48	7	75	64	11	38	3	9	2	4	6	6	6	CHECK
1456	14	3	9	5	6	55	9	8	48	7	76	64	12	38	3	9	2	5	7	0	0	CHECK
1457	14	3	9	5	6	55	9	8	48	7	77	64	13	38	3	9	2	6	8	1	1	CHECK
1458	14	3	9	5	6	55	9	8	48	7	78	64	14	38	3	9	2	0	2	2	2	CHECK
1459	14	3	9	5	6	55	9	8	48	7	79	64	15	38	3	9	2	1	3	3	3	CHECK
1460	14	3	9	5	6	56	9	8	48	8	80	64	16	38	3	9	2	2	4	4	4	CHECK
1461	14	3	9	5	6	56	9	8	48	8	81	64	17	38	3	9	2	3	5	5	5	CHECK
1462	14	3	9	5	6	56	9	8	48	8	82	64	18	38	3	9	2	4	6	6	6	CHECK
1463	14	3	9	5	6	56	9	8	48	8	83	64	19	38	3	9	2	5	7	0	0	CHECK
1464	14	3	9	5	6	56	9	8	48	8	84	64	20	38	3	9	2	6	8	1	1	CHECK
1465	14	3	9	5	6	56	9	8	48	8	85	64	21	38	3	9	2	0	2	2	2	CHECK
1466	14	3	9	5	6	56	9	8	48	8	86	64	22	38	3	9	2	1	3	3	3	CHECK
1467	14	3	9	5	6	56	9	8	48	8	87	64	23	38	3	9	2	2	4	4	4	CHECK
1468	14	3	9	5	6	56	9	8	48	8	88	64	24	38	3	9	2	3	5	5	5	CHECK
1469	14	3	9	5	6	56	9	8	48	8	89	64	25	38	3	9	2	4	6	6	6	CHECK
1470	14	3	9	5	6	57	9	8	48	9	90	64	26	38	3	9	2	5	7	0	0	CHECK
1471	14	3	9	5	6	57	9	8	48	9	91	64	27	38	3	9	2	6	8	1	1	CHECK
1472	14	3	9	5	6	57	9	8	48	9	92	64	28	38	3	9	2	0	2	2	2	CHECK
1473	14	3	9	5	6	57	9	8	48	9	93	64	29	38	3	9	2	1	3	3	3	CHECK
1474	14	3	9	5	6	57	9	8	48	9	94	64	30	38	3	9	2	2	4	4	4	CHECK
1475	14	3	9	5	6	57	9	8	48	9	95	64	31	38	3	9	2	3	5	5	5	CHECK
1476	14	3	9	5	6	57	9	8	48	9	96	64	32	38	3	9	2	4	6	6	6	CHECK
1477	14	3	9	5	6	57	9	8	48	9	97	64	33	38	3	9	2	5	7	0	0	CHECK
1478	14	3	9	5	6	57	9	8	48	9	98	64	34	38	3	9	2	6	8	1	1	CHECK
1479	14	3	9	5	6	57	9	8	48	9	99	64	35	38	3	9	2	0	2	2	2	CHECK
1480	14	3	9	5	6	58	9	8	48	10	100	64	36	38	3	9	2	1	3	3	3	CHECK
1481	14	3	9	5	6	58	9	8	48	10	101	64	37	38	3	9	2	2	4	4	4	CHECK
1482	14	3	9	5	6	58	9	8	48	10	102	64	38	38	3	9	2	3	5	5	5	CHECK
1483	14	3	9	5	6	58	9	8	48	10	103	64	39	38	3	9	2	4	6	6	6	CHECK
1484	14	3	9	5	6	58	9	8	48	10	104	64	40	38	3	9	2	5	7	0	0	CHECK
1485	14	3	9	5	6	58	9	8	48	10	105	64	41	38	3	9	2	6	8	1	1	CHECK
1486	14	3	9	5	6	58	9	8	48	10	106	64	42	38	3	9	2	0	2	2	2	CHECK
1487	14	3	9	5	6	58	9	8	48	10	107	64	43	38	3	9	2	1	3	3	3	CHECK
1488	14	3	9	5	6	58	9	8	48	10	108	64	44	38	3	9	2	2	4	4	4	CHECK
1489	14	3	9	5	6	58	9	8	48	10	109	64	45	38	3	9	2	3	5	5	5	CHECK
1490	14	3	9	5	6	59	9	8	48	11	110	64	46	38	3	9	2	4	6	6	6	CHECK
1491	14	3	9	5	6	59	9	8	48	11	111	64	47	38	3	9	2	5	7	0	0	CHECK
1492	14	3	9	5	6	59	9	8	48	11	112	64	48	38	3	9	2	6	8	1	1	CHECK
1493	14	3	9	5	6	59	9	8	48	11	113	64	49	38	3	9	2	0	2	2	2	CHECK
1494	14	3	9	5	6	59	9	8	48	11	114	64	50	38	3	9	2	1	3	3	3	CHECK
1495	14	3	9	5	6	59	9	8	48	11	115	64	51	38	3	9	2	2	4	4	4	CHECK
1496	14	3	9	5	6	59	9	8	48	11	116	64	52	38	3	9	2	3	5	5	5	CHECK
1497	14	3	9	5	6	59	9	8	48	11	117	64	53	38	3	9	2	4	6	6	6	CHECK
1498	14	3	9	5	6	59	9	8	48	11	118	64	54	38	3	9	2	5	7	0	0	CHECK
1499	14	3	9	5	6	59	9	8	48	11	119	64	55	38	3	9	2	6	8	1	1	CHECK
1500	15	3	9	6	6	60	10	8	48	12	120	64	56	38	3	9	2	0	2	2	2	CHECK
1501	15	3	9	6	6	60	10	8	48	12	121	64	57	38	3	9	2	1	3	3	3	CHECK
1502	15	3	9	6	6	60	10	8	48	12	122	64	58	38	3	9	2	2	4	4	4	CHECK
1503	15	3	9	6	6	60	10	8	48	12	123	64	59	38	3	9	2	3	5	5	5	CHECK
1504	15	3	9	6	6	60	10	8	48	12	124	64	60	38	3	9	2	4	6	6	6	CHECK
1505	15	3	9	6	6	60	10	8	48	12	125	64	61	38	3	9	2	5	7	0	0	CHECK
1506	15	3	9	6	6	60	10	8	48	12	126	64	62	38	3	9	2	6	8	1	1	CHECK
1507	15	3	9	6	6	60	10	8	48	12	127	64	63	38	3	9	2	0	2	2	2	CHECK
1508	15	3	9	6	6	60	10	8	48	12	128	64	64	38	3	9	2	1	3	3	3	CHECK
1509	15	3	9	6	6	60	10	8	48	12	129	64	65	38	3	9	2	2	4	4	4	CHECK
1510	15	3	9	6	6	61	10	8	48	13	130	64	66	38	3	9	2	3	5	5	5	CHECK
1511	15	3	9	6	6	61	10	8	48	13	131	64	67	38	3	9	2	4	6	6	6	CHECK
1512	15	3	9	6	6	61	10	8	48	13	132	64	68	38	3	9	2	5	7	0	0	CHECK
1513	15	3	9	6	6	61	10	8	48	13	133	64	69	38	3	9	2	6	8	1	1	CHECK
1514	15	3	9	6	6	61	10	8	48	13	134	64	70	38	3	9	2	0	2	2	2	CHECK
1515	15	3	9	6	6	61	10	8	48	13	135	64	71	38	3	9	2	1	3	3	3	CHECK
1516	15	3	9	6	6	61	10	8	48	13	136	64	72	38	3	9	2	2	4	4	4	CHECK
1517	15	3	9	6	6	61	10	8	48	13	137	64	73	38	3	9	2	3	5	5	5	CHECK
1518	15	3	9	6	6	61	10	8	48	13	138	64	74	38	3	9	2	4	6	6	6	CHECK
1519	15	3	9	6	6	61	10	8	48	13	139	64	75	38	3	9	2	5	7	0	0	CHECK
1520	15	3	9	6	6	62	10	8	48	14	140	64	76	38	3	9	2	6	8	1	1	CHECK
1521	15	3	9	6	6	62	10	9	54	8	81	81	0	39	4	16	2	0	2	2	2	CHECK
1522	15	3	9	6	6	62	10	9	54	8	82	81	1	39	4	16	2	1	3	3	3	CHECK
1523	15	3	9	6	6	62	10	9	54	8	83	81	2	39	4	16	2	2	4	4	4	CHECK
1524	15	3	9	6	6	62	10	9	54	8	84	81	3	39	4	16	2	3	5	5	5	CHECK
1525	15	3	9	6	6	62	10	9	54	8	85	81	4	39	4	16	2	4	6	6	6	CHECK
1526	15	3	9	6	6	62	10	9	54	8	86	81	5	39	4	16	2	5	7	0	0	CHECK
1527	15	3	9	6	6	62	10	9	54	8	87	81	6	39	4	16	2	6	8	1	1	CHECK
1528	15	3	9	6	6	62	10	9	54	8	88	81	7	39	4	16	2	0	2	2	2	CHECK
1529	15	3	9	6	6	62	10	9	54	8	89	81	8	39	4	16	2	1	3	3	3	CHECK
1530	15	3	9	6	6	63	10	9	54	9	90	81	9	39	4	16	2	2	4	4	4	CHECK
1531	15	3	9	6	6	63	10	9	54	9	91	81	10	39	4	16	2	3	5	5	5	CHECK
1532	15	3	9	6	6	63	10	9	54	9	92	81	11	39	4	16	2	4	6	6	6	CHECK
1533	15	3	9	6	6	63	10	9	54	9	93	81	12	39	4	16	2	5	7	0	0	CHECK
1534	15	3	9	6	6	63	10	9	54	9	94	81	13	39	4	16	2	6	8	1	1	CHECK
1535	15	3	9	6	6	63	10	9	54	9	95	81	14	39	4	16	2	0	2	2	2	CHECK
1536	15	3	9	6	6	63	10	9	54	9	96	81	15	39	4	16	2	1	3	3	3	CHECK
1537	15	3	9	6	6	63	10	9	54	9	97	81	16	39	4	16	2	2	4	4	4	CHECK
1538	15	3	9	6	6	63	10	9	54	9	98	81	17	39	4	16	2	3	5	5	5	CHECK
1539	15	3	9	6	6	63	10	9	54	9	99	81	18	39	4	16	2	4	6	6	6	CHECK
1540	15	3	9	6	6	64	10	9	54	10	100	81	19	39	4	16	2	5	7	0	0	CHECK
1541	15	3	9	6	6	64	10	9	54	10	101	81	20	39	4	16	2	6	8	1	1	CHECK
1542	15	3	9	6	6	64	10	9	54	10	102	81	21	39	4	16	2	0	2	2	2	CHECK
1543	15	3	9	6	6	64	10	9	54	10	103	81	22	39	4	16	2	1	3	3	3	CHECK
1544	15	3	9	6	6	64	10	9	54	10	104	81	23	39	4	16	2	2	4	4	4	CHECK
1545	15	3	9	6	6	64	10	9	54	10	105	81	24	39	4	16	2	3	5	5	5	CHECK
1546	15	3	9	6	6	64	10	9	54	10	106	81	25	39	4	16	2	4	6	6	6	CHECK
1547	15	3	9	6	6	64	10	9	54	10	107	81	26	39	4	16	2	5	7	0	0	CHECK
1548	15	3	9	6	6	64	10	9	54	10	108	81	27	39	4	16	2	6	8	1	1	CHECK
1549	15	3	9	6	6	64	10	9	54	10	109	81	28	39	4	16	2	0	2	2	2	CHECK
1550	15	3	9	6	6	65	10	9	54	11	110	81	29	39	4	16	2	1	3	3	3	CHECK
1551	15	3	9	6	6	65	10	9	54	11	111	81	30	39	4	16	2	2	4	4	4	CHECK
1552	15	3	9	6	6	65	10	9	54	11	112	81	31	39	4	16	2	3	5	5	5	CHECK
1553	15	3	9	6	6	65	10	9	54	11	113	81	32	39	4	16	2	4	6	6	6	CHECK
1554	15	3	9	6	6	65	10	9	54	11	114	81	33	39	4	16	2	5	7	0	0	CHECK
1555	15	3	9	6	6	65	10	9	54	11	115	81	34	39	4	16	2	6	8	1	1	CHECK
1556	15	3	9	6	6	65	10	9	54	11	116	81	35	39	4	16	2	0	2	2	2	CHECK
1557	15	3	9	6	6	65	10	9	54	11	117	81	36	39	4	16	2	1	3	3	3	CHECK
1558	15	3	9	6	6	65	10	9	54	11	118	81	37	39	4	16	2	2	4	4	4	CHECK
1559	15	3	9	6	6	65	10	9	54	11	119	81	38	39	4	16	2	3	5	5	5	CHECK
1560	15	3	9	6	6	66	11	9	54	12	120	81	39	39	4	16	2	4	6	6	6	CHECK
1561	15	3	9	6	6	66	11	9	54	12	121	81	40	39	4	16	2	5	7	0	0	CHECK
1562	15	3	9	6	6	66	11	9	54	12	122	81	41	39	4	16	2	6	8	1	1	CHECK
1563	15	3	9	6	6	66	11	9	54	12	123	81	42	39	4	16	2	0	2	2	2	CHECK
1564	15	3	9	6	6	66	11	9	54	12	124	81	43	39	4	16	2	1	3	3	3	CHECK
1565	15	3	9	6	6	66	11	9	54	12	125	81	44	39	4	16	2	2	4	4	4	CHECK
1566	15	3	9	6	6	66	11	9	54	12	126	81	45	39	4	16	2	3	5	5	5	CHECK
1567	15	3	9	6	6	66	11	9	54	12	127	81	46	39	4	16	2	4	6	6	6	CHECK
1568	15	3	9	6	6	66	11	9	54	12	128	81	47	39	4	16	2	5	7	0	0	CHECK
1569	15	3	9	6	6	66	11	9	54	12	129	81	48	39	4	16	2	6	8	1	1	CHECK
1570	15	3	9	6	6	67	11	9	54	13	130	81	49	39	4	16	2	0	2	2	2	CHECK
1571	15	3	9	6	6	67	11	9	54	13	131	81	50	39	4	16	2	1	3	3	3	CHECK
1572	15	3	9	6	6	67	11	9	54	13	132	81	51	39	4	16	2	2	4	4	4	CHECK
1573	15	3	9	6	6	67	11	9	54	13	133	81	52	39	4	16	2	3	5	5	5	CHECK
1574	15	3	9	6	6	67	11	9	54	13	134	81	53	39	4	16	2	4	6	6	6	CHECK
1575	15	3	9	6	6	67	11	9	54	13	135	81	54	39	4	16	2	5	7	0	0	CHECK
