admitted_slot_ordinal	array_index	array_id	array_class	physical_folio	source_selector	unit	locus	complete_label_surface	label_token_count	surface_family	slot_index	slot_count	source_slot_fraction	visible_clock_hour	axis_folded_clock_hour	kluge_a_member	grove_member	unit_description	local_comment	coordinate_semantics	component_export_credit
72	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.23	sarydy	1	OTHER_INITIAL	17	28	0.571429	5.250000	5.250000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 05:15, long. Grove's Y.9.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
73	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.24	otchy	1	OTHER_OT_PREFIX	18	28	0.607143	5.750000	5.750000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 05:45, short. Grove's X.10.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
74	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.25	okeey dy	2	OTHER_OK_PREFIX	19	28	0.642857	6.000000	0.000000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 06:00, long. Grove's Y.10.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
75	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.26	okey d	2	OTHER_OK_PREFIX	20	28	0.678571	6.500000	0.500000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 06:30, short. Grove's X.11.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
76	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.27	okeod	1	OTHER_OK_PREFIX	21	28	0.714286	7.000000	1.000000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 07:00, long. Grove's Y.11.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
77	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.28	okodchy	1	OTHER_OK_PREFIX	22	28	0.750000	7.500000	1.500000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 07:30, short. Grove's X.12.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
78	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.29	okeody	1	OTHER_OK_PREFIX	23	28	0.785714	8.000000	2.000000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 08:00, long. Grove's Y.12.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
79	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.30	okcheys	1	OTHER_OK_PREFIX	24	28	0.821429	8.500000	2.500000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 08:30, short. Grove's X.13.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
80	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.31	oar alys	2	OTHER_O_PREFIX	25	28	0.857143	8.750000	2.750000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 08:45, long. Grove's Y.13.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
81	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.4	okeey sar	2	OTHER_OK_PREFIX	26	28	0.892857	9.500000	3.500000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 09:30, short. Grove's X.14.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
82	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.5	okeo dy	2	OTHER_OK_PREFIX	27	28	0.928571	10.000000	4.000000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 10:00, long. Grove's Y.14.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
83	15	SCARR015|f69v|X1	RADIAL_LOG_RING	f69	f69v	X1	f69v.6	ochoyk	1	OTHER_O_PREFIX	28	28	0.964286	10.500000	4.500000	NA	NA	"Radial labels extending outwards from ""logs"" around star."	Log at 10:30, short. Grove's X.1.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
84	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.5	oty	1	OTHER_OT_PREFIX	1	19	0.000000	11.500000	5.500000	14	1	Labels in star/nymph band 1 (outer).	There really are 19 stars and 19 labels in this band. Label at 11:30. Grove's #1. Kluge's 14A. Star/nymph at 11:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
85	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.6	oky ody	2	OTHER_OK_PREFIX	2	19	0.052632	11.750000	5.750000	15	2	Labels in star/nymph band 1 (outer).	Label at 11:45. Grove's #2. Kluge's 15A. ??? The words are actually two lines, should they be two entries? Star/nymph at 11:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
86	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.7	oty ar	2	OTHER_OT_PREFIX	3	19	0.105263	0.250000	0.250000	16	3	Labels in star/nymph band 1 (outer).	Label at 00:15. Grove's #3. Kluge's 16A. ??? The words are actually two lines, should be two entries? Star/nymph at 00:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
87	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.8	okala	1	OKAL_PREFIX	4	19	0.157895	0.750000	0.750000	17	4	Labels in star/nymph band 1 (outer).	Label at 00:45. Grove's #4. Kluge's 17A. Star/nymph at 00:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
88	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.9	otody	1	OTHER_OT_PREFIX	5	19	0.210526	1.250000	1.250000	18	5	Labels in star/nymph band 1 (outer).	Label at 01:15. Grove's #5. Kluge's 18A. Star/nymph at 01:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
89	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.10	otald	1	OTAL_PREFIX	6	19	0.263158	1.750000	1.750000	19	6	Labels in star/nymph band 1 (outer).	Label at 01:45. Grove's #6. Kluge's 19A. Star/nymph at 01:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
90	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.11	otaldar	1	OTAL_PREFIX	7	19	0.315789	2.500000	2.500000	20	7	Labels in star/nymph band 1 (outer).	Label at 02:30. Grove's #7. Kluge's 20A. Star/nymph at 02:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
91	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.12	okody	1	OTHER_OK_PREFIX	8	19	0.368421	3.000000	3.000000	21	8	Labels in star/nymph band 1 (outer).	Label at 03:00. Grove's #8. Kluge's 21A. Star/nymph at 02:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
92	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.13	opysam	1	OTHER_O_PREFIX	9	19	0.421053	3.500000	3.500000	22	9	Labels in star/nymph band 1 (outer).	Label at 03:30. Grove's #9. Kluge's 22A. Star/nymph at 03:15? The @o is tucked under the arm of &246; *after* the hook.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
93	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.14	chy	1	OTHER_INITIAL	10	19	0.473684	4.500000	4.500000	23	10	Labels in star/nymph band 1 (outer).	Label at 04:30 Grove's #10. Kluge's 23A. Star/nymph at 04:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
94	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.15	otaly	1	OTAL_PREFIX	11	19	0.526316	5.000000	5.000000	24	11	Labels in star/nymph band 1 (outer).	Label at 05:00. Grove's #11. Kluge's 24A. Star/nymph at 04:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
95	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.16	otal arar	2	OTAL_PREFIX	12	19	0.578947	6.000000	0.000000	25	12	Labels in star/nymph band 1 (outer).	Label at 06:00. Grove's #12. Kluge's 25A. Star/nymph at 05:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
96	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.17	otaldy	1	OTAL_PREFIX	13	19	0.631579	6.750000	0.750000	26	13	Labels in star/nymph band 1 (outer).	Label at 06:45. Grove's #13. Kluge's 26A. Star/nymph at 06:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
97	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.18	okeoly	1	OTHER_OK_PREFIX	14	19	0.684211	7.250000	1.250000	27	14	Labels in star/nymph band 1 (outer).	Label at 07:15. Grove's #14. Kluge's 27A. Star/nymph at 07:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
98	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.19	okydy	1	OTHER_OK_PREFIX	15	19	0.736842	8.000000	2.000000	28	15	Labels in star/nymph band 1 (outer).	Label at 08:00. Grove's #15. Kluge's 28A. Star/nymph at 07:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
99	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.20	okees	1	OTHER_OK_PREFIX	16	19	0.789474	9.250000	3.250000	29	16	Labels in star/nymph band 1 (outer).	Label at 09:15. Grove's #16. Kluge's 29A. Star/nymph at 08:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
100	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.2	otalalg	1	OTAL_PREFIX	17	19	0.842105	10.000000	4.000000	11	17	Labels in star/nymph band 1 (outer).	label at 10:00. Grove's #17. Kluge's 11A. Star/nymph at 09:30.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
101	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.3	ykary	1	OTHER_INITIAL	18	19	0.894737	10.500000	4.500000	12	18	Labels in star/nymph band 1 (outer).	Label at 10:30. Grove's #18. Kluge's 12A. Star/nymph at 10:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
102	18	SCARR018|f70v2|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S2	f70v2.4	otar	1	OTHER_OT_PREFIX	19	19	0.947368	11.000000	5.000000	13	19	Labels in star/nymph band 1 (outer).	Label at 11:00. Grove's #19. Kluge's 13A. Star/nymph at 10:45?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
103	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.23	otar al	2	OTHER_OT_PREFIX	1	10	0.000000	11.500000	5.500000	2	1	Labels in star/nymph band 2 (inner).	Label at 11:30. Grove's #1. Kluge's 02A. Star/nymph at 11:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
104	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.24	otalar	1	OTAL_PREFIX	2	10	0.100000	0.750000	0.750000	3	2	Labels in star/nymph band 2 (inner).	Label at 00:45. Grove's #2. Kluge's 03A. Star/nymph at 00:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
105	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.25	otalam	1	OTAL_PREFIX	3	10	0.200000	1.500000	1.500000	4	3	Labels in star/nymph band 2 (inner).	Label at 01:30. Grove's #3. Kluge's 04A. Star/nymph at 01:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
106	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.26	dolaram	1	OTHER_INITIAL	4	10	0.300000	3.000000	3.000000	5	4	Labels in star/nymph band 2 (inner).	Label at 03:00. Grove's #4. Kluge's 05A. Star/nymph at 03:00? Grove says that the final @m may be an @r and @m combined.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
107	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.27	okaram	1	OTHER_OK_PREFIX	5	10	0.400000	4.500000	4.500000	6	5	Labels in star/nymph band 2 (inner).	Label at 04:30. Grove's #5. Kluge's 06A. Star/nymph at 04:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
108	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.28	oteosal	1	OTHER_OT_PREFIX	6	10	0.500000	5.500000	5.500000	7	6	Labels in star/nymph band 2 (inner).	Label at 05:30. Grove's #6. Kluge's 07A. Star/nymph at 05:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
109	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.29	salols	1	OTHER_INITIAL	7	10	0.600000	6.500000	0.500000	8	7	Labels in star/nymph band 2 (inner).	Label at 06:30. Grove's #7. Kluge's 08A. Star/nymph at 06:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
110	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.30	okaldal	1	OKAL_PREFIX	8	10	0.700000	7.500000	1.500000	9	8	Labels in star/nymph band 2 (inner).	Label at 07:30. Grove's #8. Kluge's 09A. Star/nymph at 07:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
111	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.31	ykolaiin	1	OTHER_INITIAL	9	10	0.800000	9.250000	3.250000	10	9	Labels in star/nymph band 2 (inner).	Label at 09:15. Grove's #9. Kluge's 10A. Star/nymph at 09:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
112	19	SCARR019|f70v2|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v2	S1	f70v2.22	otar am	2	OTHER_OT_PREFIX	10	10	0.900000	10.750000	4.750000	1	10	Labels in star/nymph band 2 (inner).	Label at 10:45 Grove's #10. Kluge's 01A. Star/nymph at 10:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
113	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.2	otalchy tar am dy	4	OTAL_PREFIX	1	10	0.000000	11.000000	5.000000	6	NA	Labels in star/nymph band 1 (outer).	Label at 11:00. Kluge's 06A. Star/nymph at 10:30? <!S??> = star, 7 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
114	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.3	opchey sal	2	OTHER_O_PREFIX	2	10	0.100000	0.500000	0.500000	7	NA	Labels in star/nymph band 1 (outer).	Label at 00:30. Kluge's 07A. Star/nymph at 00:00? <!S??> = star, 7 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
115	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.4	otakaizan	1	OTHER_OT_PREFIX	3	10	0.200000	2.000000	2.000000	8	NA	Labels in star/nymph band 1 (outer).	Label at 02:00. Kluge's 08A. Star/nymph at 01:30? <!S??> = star, 8 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
116	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.5	okalal	1	OKAL_PREFIX	4	10	0.300000	3.000000	3.000000	9	NA	Labels in star/nymph band 1 (outer).	Label at 03:00. Kluge's 09A. Star/nymph at 02:45? <!S??> = star, 7 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
117	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.6	otaly	1	OTAL_PREFIX	5	10	0.400000	4.250000	4.250000	10	NA	Labels in star/nymph band 1 (outer).	Label at 04:15. Kluge's 10A. Star/nymph at 03:45? <!S??> = star, 7/8 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
118	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.7	oalcheg	1	OTHER_O_PREFIX	6	10	0.500000	4.750000	4.750000	11	NA	Labels in star/nymph band 1 (outer).	Label at 04:45. Kluge's 11A. Star/nymph at 04:30? <!S??> = star, 6 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
119	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.8	otchodals	1	OTHER_OT_PREFIX	7	10	0.600000	6.250000	0.250000	12	NA	Labels in star/nymph band 1 (outer).	Label at 06:15. Kluge's 12A. Star/nymph at 05:45? <!S??> = star, 6 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
120	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.9	okolshy	1	OTHER_OK_PREFIX	8	10	0.700000	7.250000	1.250000	13	NA	Labels in star/nymph band 1 (outer).	Label at 07:15. Kluge's 13A. Star/nymph at 07:00? <!S??> = star, 6 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
121	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.10	otshshdy	1	OTHER_OT_PREFIX	9	10	0.800000	8.500000	2.500000	NA	NA	Labels in star/nymph band 1 (outer).	"Label at 08:30. Was <f70v1.14A;K>. Star/nymph at 08:00? The two ""sh"" in this label have very different plumes. <!S??> = star, 6 points"	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
122	20	SCARR020|f70v1|S2	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S2	f70v1.11	otal ypsharal	2	OTAL_PREFIX	10	10	0.900000	9.500000	3.500000	15	NA	Labels in star/nymph band 1 (outer).	Label at 09:30. Kluge's 15A. Star/nymph at 09:00? <!S??> = star, 7 points	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
123	21	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S1	f70v1.13	okoly	1	OTHER_OK_PREFIX	1	5	0.000000	11.250000	5.250000	1	NA	Labels in star/nymph band 2 (inner).	Label at 11:15. Kluge's 01A. Star/nymph at 00:00? Or at 10:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
124	21	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S1	f70v1.14	otalaiin	1	OTAL_PREFIX	2	5	0.200000	1.000000	1.000000	2	NA	Labels in star/nymph band 2 (inner).	Label at 01:00. Kluge's 02A. Star/nymph at 00:00? Or at 02:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
125	21	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S1	f70v1.15	oteo alals araly	3	OTHER_OT_PREFIX	3	5	0.400000	3.250000	3.250000	3	NA	Labels in star/nymph band 2 (inner).	Label at 03:15. Kluge's 03A. Star/nymph at 02:45? Or at 05:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
126	21	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S1	f70v1.16	oteoeey otal okealar	3	OTHER_OT_PREFIX	4	5	0.600000	6.500000	0.500000	4	NA	Labels in star/nymph band 2 (inner).	Label at 06:30. Kluge's 04A.	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
127	21	SCARR021|f70v1|S1	ZODIAC_STAR_NYMPH_BAND	f70	f70v1	S1	f70v1.17	otear araydy	2	OTHER_OT_PREFIX	5	5	0.800000	9.250000	3.250000	5	NA	Labels in star/nymph band 2 (inner).	Label at 09:15. Kluge's 05A. Star/nymph at 08:00? Or at 10:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
128	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.2	char arom	2	OTHER_INITIAL	1	10	0.000000	10.500000	4.500000	6	2	Labels in star/nymph band 1 (outer).	Label at 10:30. Grove's #2. Kluge's 06A. Star/nymph at 10:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
129	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.3	chfaly	1	OTHER_INITIAL	2	10	0.100000	11.500000	5.500000	7	3	Labels in star/nymph band 1 (outer).	Label at 11:30. Grove's #3. Kluge's 07A. Star/nymph at 11:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
130	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.4	okolar	1	OTHER_OK_PREFIX	3	10	0.200000	0.500000	0.500000	8	4	Labels in star/nymph band 1 (outer).	Label at 00:30. Grove's #4. Kluge's 08A. Star/nymph at 00:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
131	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.5	otchody	1	OTHER_OT_PREFIX	4	10	0.300000	1.500000	1.500000	9	5	Labels in star/nymph band 1 (outer).	Label at 01:30. Grove's #5. Kluge's 09A. Star/nymph at 01:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
132	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.6	alcphy	1	OTHER_INITIAL	5	10	0.400000	2.500000	2.500000	10	6	Labels in star/nymph band 1 (outer).	Label at 02:30. Grove's #6. Kluge's 10A. Star/nymph at 02:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
133	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.7	otaiin	1	OTHER_OT_PREFIX	6	10	0.500000	3.750000	3.750000	11	7	Labels in star/nymph band 1 (outer).	Label at 03:45. Grove's #7. Kluge's 11A. Star/nymph at 03:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
134	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.8	okaraiin	1	OTHER_OK_PREFIX	7	10	0.600000	5.250000	5.250000	12	8	Labels in star/nymph band 1 (outer).	Label at 05:15. Grove's #8. Kluge's 12A. Star/nymph at 04:30?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
135	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.9	otar ar aly	3	OTHER_OT_PREFIX	8	10	0.700000	6.750000	0.750000	13	9	Labels in star/nymph band 1 (outer).	Label at 06:45. Grove's #9. Kluge's 13A. Star/nymph at 06:00?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
136	24	SCARR024|f71v|S1	ZODIAC_STAR_NYMPH_BAND	f71	f71v	S1	f71v.10	opalar am dan	3	OTHER_O_PREFIX	9	10	0.800000	8.000000	2.000000	14	10	Labels in star/nymph band 1 (outer).	Label at 08:00. Grove's #10. Kluge's 14A. Star/nymph at 07:15?	SOURCE_ORDER__VISIBLE_ANGLE__AXIS_CLASS__KLUGE_HOMOLOG_SEPARATE	ZERO
