admitted_slot_ordinal	array_id	physical_folio	source_selector	locus	complete_label_surface	label_token_count	sequence_default_de	sequence_working_display	default_source	suppressed_unconditional_token_default_count	suppressed_unconditional_token_defaults	tokenwise_pharmaceutical_composition_allowed	renderer_precedence	semantic_confidence	component_export_credit
54	SCARR008|f68r1|S1	f68	f68r1	f68r1.29	ykchdy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 4.500000 Uhr (Bedeutung offen)	⟦ykchdy:individuelle Kreisbezeichnung bei sichtbarer Lage 4.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
55	SCARR008|f68r1|S1	f68	f68r1	f68r1.18	ytchody	1	individuelle Kreisbezeichnung bei sichtbarer Lage 2.000000 Uhr (Bedeutung offen)	⟦ytchody:individuelle Kreisbezeichnung bei sichtbarer Lage 2.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
56	SCARR015|f69v|X1	f69	f69v	f69v.7	ykeey	1	individuelle Kreisbezeichnung bei sichtbarer Lage 11.000000 Uhr (Bedeutung offen)	⟦ykeey:individuelle Kreisbezeichnung bei sichtbarer Lage 11.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	ykeey=erhitze hiervon bis zur Endstufe und schließe ab	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
57	SCARR015|f69v|X1	f69	f69v	f69v.8	ytory	1	individuelle Kreisbezeichnung bei sichtbarer Lage 11.500000 Uhr (Bedeutung offen)	⟦ytory:individuelle Kreisbezeichnung bei sichtbarer Lage 11.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
58	SCARR015|f69v|X1	f69	f69v	f69v.9	oeesy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 0.000000 Uhr (Bedeutung offen)	⟦oeesy:individuelle Kreisbezeichnung bei sichtbarer Lage 0.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
59	SCARR015|f69v|X1	f69	f69v	f69v.10	ytody	1	individuelle Kreisbezeichnung bei sichtbarer Lage 0.250000 Uhr (Bedeutung offen)	⟦ytody:individuelle Kreisbezeichnung bei sichtbarer Lage 0.250000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
60	SCARR015|f69v|X1	f69	f69v	f69v.11	okody	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦okody:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
61	SCARR015|f69v|X1	f69	f69v	f69v.12	otody	1	oberes rechtes Zeit-/Gradfeld (sichtbar um 1.12 Uhr)	⟦otody:oberes rechtes Zeit-/Gradfeld (sichtbar um 1.12 Uhr)⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	otody=kalter, fertiger Ansatz	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
62	SCARR015|f69v|X1	f69	f69v	f69v.13	okeal	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦okeal:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	okeal=Rohstoffklasse I im Ansatz, heiß in der Gradmitte	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
63	SCARR015|f69v|X1	f69	f69v	f69v.14	okeod	1	wiederkehrende Kreiseintragsklasse; kein einzelner Platz	⟦okeod:wiederkehrende Kreiseintragsklasse; kein einzelner Platz⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
64	SCARR015|f69v|X1	f69	f69v	f69v.15	oteeys	1	individuelle Kreisbezeichnung bei sichtbarer Lage 2.250000 Uhr (Bedeutung offen)	⟦oteeys:individuelle Kreisbezeichnung bei sichtbarer Lage 2.250000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
65	SCARR015|f69v|X1	f69	f69v	f69v.16	oteol	1	individuelle Kreisbezeichnung bei sichtbarer Lage 2.750000 Uhr (Bedeutung offen)	⟦oteol:individuelle Kreisbezeichnung bei sichtbarer Lage 2.750000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	oteol=Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
66	SCARR015|f69v|X1	f69	f69v	f69v.17	ykeydy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 3.000000 Uhr (Bedeutung offen)	⟦ykeydy:individuelle Kreisbezeichnung bei sichtbarer Lage 3.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
67	SCARR015|f69v|X1	f69	f69v	f69v.18	okeod	1	wiederkehrende Kreiseintragsklasse; kein einzelner Platz	⟦okeod:wiederkehrende Kreiseintragsklasse; kein einzelner Platz⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
68	SCARR015|f69v|X1	f69	f69v	f69v.19	saral	1	individuelle Kreisbezeichnung bei sichtbarer Lage 3.500000 Uhr (Bedeutung offen)	⟦saral:individuelle Kreisbezeichnung bei sichtbarer Lage 3.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	saral=rohe Samenfraktion I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
69	SCARR015|f69v|X1	f69	f69v	f69v.20	saiir	1	individuelle Kreisbezeichnung bei sichtbarer Lage 4.000000 Uhr (Bedeutung offen)	⟦saiir:individuelle Kreisbezeichnung bei sichtbarer Lage 4.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	saiir=Samenanteil III	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
70	SCARR015|f69v|X1	f69	f69v	f69v.21	okolar	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦okolar:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
71	SCARR015|f69v|X1	f69	f69v	f69v.22	ykeody	1	individuelle Kreisbezeichnung bei sichtbarer Lage 5.000000 Uhr (Bedeutung offen)	⟦ykeody:individuelle Kreisbezeichnung bei sichtbarer Lage 5.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
72	SCARR015|f69v|X1	f69	f69v	f69v.23	sarydy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 5.250000 Uhr (Bedeutung offen)	⟦sarydy:individuelle Kreisbezeichnung bei sichtbarer Lage 5.250000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
73	SCARR015|f69v|X1	f69	f69v	f69v.24	otchy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 5.750000 Uhr (Bedeutung offen)	⟦otchy:individuelle Kreisbezeichnung bei sichtbarer Lage 5.750000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	otchy=kalt-trocken; Anfangsstufe	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
74	SCARR015|f69v|X1	f69	f69v	f69v.25	okeey dy	2	individuelle Kreisbezeichnung bei sichtbarer Lage 6.000000 Uhr (Bedeutung offen)	⟦okeey dy:individuelle Kreisbezeichnung bei sichtbarer Lage 6.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	okeey=heißer Ansatz am Ende des Grades	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
75	SCARR015|f69v|X1	f69	f69v	f69v.26	okey d	2	individuelle Kreisbezeichnung bei sichtbarer Lage 6.500000 Uhr (Bedeutung offen)	⟦okey d:individuelle Kreisbezeichnung bei sichtbarer Lage 6.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	okey=heißer Ansatz in der Mitte des Grades	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
76	SCARR015|f69v|X1	f69	f69v	f69v.27	okeod	1	wiederkehrende Kreiseintragsklasse; kein einzelner Platz	⟦okeod:wiederkehrende Kreiseintragsklasse; kein einzelner Platz⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
77	SCARR015|f69v|X1	f69	f69v	f69v.28	okodchy	1	individuelle Kreisbezeichnung bei sichtbarer Lage 7.500000 Uhr (Bedeutung offen)	⟦okodchy:individuelle Kreisbezeichnung bei sichtbarer Lage 7.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
78	SCARR015|f69v|X1	f69	f69v	f69v.29	okeody	1	individuelle Kreisbezeichnung bei sichtbarer Lage 8.000000 Uhr (Bedeutung offen)	⟦okeody:individuelle Kreisbezeichnung bei sichtbarer Lage 8.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
79	SCARR015|f69v|X1	f69	f69v	f69v.30	okcheys	1	individuelle Kreisbezeichnung bei sichtbarer Lage 8.500000 Uhr (Bedeutung offen)	⟦okcheys:individuelle Kreisbezeichnung bei sichtbarer Lage 8.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
80	SCARR015|f69v|X1	f69	f69v	f69v.31	oar alys	2	individuelle Kreisbezeichnung bei sichtbarer Lage 8.750000 Uhr (Bedeutung offen)	⟦oar alys:individuelle Kreisbezeichnung bei sichtbarer Lage 8.750000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	1	oar=Zubereitungsanteil I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
81	SCARR015|f69v|X1	f69	f69v	f69v.4	okeey sar	2	individuelle Kreisbezeichnung bei sichtbarer Lage 9.500000 Uhr (Bedeutung offen)	⟦okeey sar:individuelle Kreisbezeichnung bei sichtbarer Lage 9.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	2	okeey=heißer Ansatz am Ende des Grades|sar=Samenanteil I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
82	SCARR015|f69v|X1	f69	f69v	f69v.5	okeo dy	2	individuelle Kreisbezeichnung bei sichtbarer Lage 10.000000 Uhr (Bedeutung offen)	⟦okeo dy:individuelle Kreisbezeichnung bei sichtbarer Lage 10.000000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
83	SCARR015|f69v|X1	f69	f69v	f69v.6	ochoyk	1	individuelle Kreisbezeichnung bei sichtbarer Lage 10.500000 Uhr (Bedeutung offen)	⟦ochoyk:individuelle Kreisbezeichnung bei sichtbarer Lage 10.500000 Uhr (Bedeutung offen)⟧	VISIBLE_CLOCK_POSITION_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
84	SCARR018|f70v2|S2	f70	f70v2	f70v2.5	oty	1	individuelle Kreisbezeichnung an Kluge 14A (Bedeutung offen)	⟦oty:individuelle Kreisbezeichnung an Kluge 14A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	oty=kalte Zubereitung, Anfangsstufe	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
85	SCARR018|f70v2|S2	f70	f70v2	f70v2.6	oky ody	2	individuelle Kreisbezeichnung an Kluge 15A (Bedeutung offen)	⟦oky ody:individuelle Kreisbezeichnung an Kluge 15A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	2	oky=heißer Ansatz am Anfang des Grades|ody=fertiggestellter Ansatz	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
86	SCARR018|f70v2|S2	f70	f70v2	f70v2.7	oty ar	2	individuelle Kreisbezeichnung an Kluge 16A (Bedeutung offen)	⟦oty ar:individuelle Kreisbezeichnung an Kluge 16A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	2	oty=kalte Zubereitung, Anfangsstufe|ar=Drogenanteil I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
87	SCARR018|f70v2|S2	f70	f70v2	f70v2.8	okala	1	individuelle Kreisbezeichnung an Kluge 17A (Bedeutung offen)	⟦okala:individuelle Kreisbezeichnung an Kluge 17A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
88	SCARR018|f70v2|S2	f70	f70v2	f70v2.9	otody	1	oberes rechtes Zeit-/Gradfeld (sichtbar um 1.12 Uhr)	⟦otody:oberes rechtes Zeit-/Gradfeld (sichtbar um 1.12 Uhr)⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	otody=kalter, fertiger Ansatz	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
89	SCARR018|f70v2|S2	f70	f70v2	f70v2.10	otald	1	individuelle Kreisbezeichnung an Kluge 19A (Bedeutung offen)	⟦otald:individuelle Kreisbezeichnung an Kluge 19A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
90	SCARR018|f70v2|S2	f70	f70v2	f70v2.11	otaldar	1	individuelle Kreisbezeichnung an Kluge 20A (Bedeutung offen)	⟦otaldar:individuelle Kreisbezeichnung an Kluge 20A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
91	SCARR018|f70v2|S2	f70	f70v2	f70v2.12	okody	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦okody:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
92	SCARR018|f70v2|S2	f70	f70v2	f70v2.13	opysam	1	individuelle Kreisbezeichnung an Kluge 22A (Bedeutung offen)	⟦opysam:individuelle Kreisbezeichnung an Kluge 22A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
93	SCARR018|f70v2|S2	f70	f70v2	f70v2.14	chy	1	individuelle Kreisbezeichnung an Kluge 23A (Bedeutung offen)	⟦chy:individuelle Kreisbezeichnung an Kluge 23A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	chy=trocken am Anfang des Grades	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
94	SCARR018|f70v2|S2	f70	f70v2	f70v2.15	otaly	1	lokaler Kreiseintrag über mehrere Ringe; Transfer offen	⟦otaly:lokaler Kreiseintrag über mehrere Ringe; Transfer offen⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	otaly=Rohstoff-I-Ansatz leicht kühlen und abschließen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
95	SCARR018|f70v2|S2	f70	f70v2	f70v2.16	otal arar	2	individuelle Kreisbezeichnung an Kluge 25A (Bedeutung offen)	⟦otal arar:individuelle Kreisbezeichnung an Kluge 25A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	otal=Material I im kalten Anfangsansatz	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
96	SCARR018|f70v2|S2	f70	f70v2	f70v2.17	otaldy	1	individuelle Kreisbezeichnung an Kluge 26A (Bedeutung offen)	⟦otaldy:individuelle Kreisbezeichnung an Kluge 26A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	otaldy=kalten Rohstoff-I-Ansatz fertigstellen	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
97	SCARR018|f70v2|S2	f70	f70v2	f70v2.18	okeoly	1	individuelle Kreisbezeichnung an Kluge 27A (Bedeutung offen)	⟦okeoly:individuelle Kreisbezeichnung an Kluge 27A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
98	SCARR018|f70v2|S2	f70	f70v2	f70v2.19	okydy	1	individuelle Kreisbezeichnung an Kluge 28A (Bedeutung offen)	⟦okydy:individuelle Kreisbezeichnung an Kluge 28A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
99	SCARR018|f70v2|S2	f70	f70v2	f70v2.20	okees	1	individuelle Kreisbezeichnung an Kluge 29A (Bedeutung offen)	⟦okees:individuelle Kreisbezeichnung an Kluge 29A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	1	okees=heiße Zubereitung, Endstufe	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
100	SCARR018|f70v2|S2	f70	f70v2	f70v2.2	otalalg	1	individuelle Kreisbezeichnung an Kluge 11A (Bedeutung offen)	⟦otalalg:individuelle Kreisbezeichnung an Kluge 11A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
101	SCARR018|f70v2|S2	f70	f70v2	f70v2.3	ykary	1	individuelle Kreisbezeichnung an Kluge 12A (Bedeutung offen)	⟦ykary:individuelle Kreisbezeichnung an Kluge 12A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
102	SCARR018|f70v2|S2	f70	f70v2	f70v2.4	otar	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦otar:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	otar=kalter Zubereitungsanteil I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
103	SCARR019|f70v2|S1	f70	f70v2	f70v2.23	otar al	2	individuelle Kreisbezeichnung an Kluge 2A (Bedeutung offen)	⟦otar al:individuelle Kreisbezeichnung an Kluge 2A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	2	otar=kalter Zubereitungsanteil I|al=Material I	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
104	SCARR019|f70v2|S1	f70	f70v2	f70v2.24	otalar	1	individuelle Kreisbezeichnung an Kluge 3A (Bedeutung offen)	⟦otalar:individuelle Kreisbezeichnung an Kluge 3A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
105	SCARR019|f70v2|S1	f70	f70v2	f70v2.25	otalam	1	individuelle Kreisbezeichnung an Kluge 4A (Bedeutung offen)	⟦otalam:individuelle Kreisbezeichnung an Kluge 4A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
106	SCARR019|f70v2|S1	f70	f70v2	f70v2.26	dolaram	1	individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)	⟦dolaram:individuelle Kreisbezeichnung an Kluge 5A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
107	SCARR019|f70v2|S1	f70	f70v2	f70v2.27	okaram	1	gelernter Kreiseintrag; Position wechselt zwischen Folios	⟦okaram:gelernter Kreiseintrag; Position wechselt zwischen Folios⟧	GDT794_REPEATED_COMPLETE_LABEL_DEFAULT	1	okaram=ein Maß der ersten erhitzten Ansatzfraktion	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
108	SCARR019|f70v2|S1	f70	f70v2	f70v2.28	oteosal	1	individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)	⟦oteosal:individuelle Kreisbezeichnung an Kluge 7A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
109	SCARR019|f70v2|S1	f70	f70v2	f70v2.29	salols	1	individuelle Kreisbezeichnung an Kluge 8A (Bedeutung offen)	⟦salols:individuelle Kreisbezeichnung an Kluge 8A (Bedeutung offen)⟧	VISIBLE_KLUGE_MEMBER_CONTEXT	0	NONE	NO	RADIAL_LABEL_SEQUENCE_OVERRIDE_GT_GLOBAL_TOKEN	C0_CONTEXT_OVERRIDE_NOT_PLAINTEXT	ZERO
