surface	component_recipe	portable_core_de	events	physical_pages	registers	layers	cross_layer	cross_register	event_ids
chkeey	CHK+EE+Y	BEHANDELN · LÄNGER · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1137
chkor	CHK+OR	BEHANDELN · SATZ	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0363
chky	CHK+Y	BEHANDELN · DIES	2	f67r2|f83r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1495|P912-E1772
chldaiin	L+AIIN	LEITEN · SOLLWERT	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1549
cho	HO	TEILSTOFF	6	f55v|f56r|f67r2|f69v|f70v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0289|P912-E0368|P912-E0407|P912-E1885|P912-E2090|P912-E2262
choaiin	CH+O+AIIN	NEHMEN · AUSFÜHREN · SOLLWERT	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2030
chocfhy	CH+O+CFH+Y	NEHMEN · AUSFÜHREN · TRENNEN · DIES	2	f67r2|f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1799|P912-E1974
chochor	HO+CH+OR	TEILSTOFF · NEHMEN · SATZ	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0367
choctheeey	CH+O+CTH+EEE+Y	NEHMEN · AUSFÜHREN · BEREIT · VOLL · DIES	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1946
chocthy	CH+O+CTH+Y	NEHMEN · AUSFÜHREN · BEREIT · DIES	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0023
chod	CH+O+D_ADDR	NEHMEN · AUSFÜHREN · TEIL	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1956
chodaiin	CH+O+D_ADDR+AIIN	NEHMEN · AUSFÜHREN · TEIL · SOLLWERT	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0077
chodaly	HO+AL+Y	TEILSTOFF · ZIEL · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0369
chodl	CH+O+D_ADDR+L	NEHMEN · AUSFÜHREN · TEIL · LEITEN	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0134
chody	CH+O+D_ADDR+Y	NEHMEN · AUSFÜHREN · TEIL · DIES	3	f11r|f56r|f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0144|P912-E0422|P912-E2494
choeea	CH+O+EE+A_ADDR	NEHMEN · AUSFÜHREN · LÄNGER · ORT	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1873
choer	CH+O+E+R	NEHMEN · AUSFÜHREN · KURZ · MARKIEREN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1871
choeteedy	HO+E+T+EE+DY	TEILSTOFF · KURZ · EINSTELLEN · LÄNGER · SCHLIESSEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2244
chok	OK	SETZEN	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0394
chokain	OK+AIN	SETZEN · EINHEIT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2269
chokal	OK+AL	SETZEN · ZIEL	1	f68r1	CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD	NO	NO	P912-E1960
chokcheo	OK+CHEO	SETZEN · AUSZUG	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0411
chokchey	OK+CH+E+Y	SETZEN · NEHMEN · KURZ · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0345
chokchol	OK+OL	SETZEN · FORTSETZEN	1	f56r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0353
chokchy	OK+CH+Y	SETZEN · NEHMEN · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0434
chokear	OK+E+AR	SETZEN · KURZ · QUELLE	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2252
chokeey	OK+EE+Y	SETZEN · LÄNGER · DIES	2	f56r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0357|P912-E0427
chokol	OK+OL	SETZEN · FORTSETZEN	1	f88r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E2429
chokor	OK+OR	SETZEN · SATZ	2	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0362|P912-E0405
choksy	OK+S+Y	SETZEN · AUSWÄHLEN · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0358
choky	OK+Y	SETZEN · DIES	3	f56r|f69v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0380|P912-E0384|P912-E2079
chol	OL	FORTSETZEN	22	f10r|f11r|f13r|f56r|f67r2|f69v|f70v|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0025|P912-E0042|P912-E0066|P912-E0068|P912-E0111|P912-E0162|P912-E0205|P912-E0221|P912-E0346|P912-E0414|P912-E0419|P912-E1834|P912-E2033|P912-E2045|P912-E2070|P912-E2259|P912-E2456|P912-E2472|P912-E2475|P912-E2482|P912-E2497|P912-E2508
cholaiin	OL+AIIN	FORTSETZEN · SOLLWERT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2254
cholkal	OL+K+AL	FORTSETZEN · GEBEN · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2251
cholor	OL+OR	FORTSETZEN · SATZ	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0067
choly	OL+Y	FORTSETZEN · DIES	2	f56r|f69v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0347|P912-E2051
chopchal	CH+O+P+CH+AL	NEHMEN · AUSFÜHREN · EINSETZEN · NEHMEN · ZIEL	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0006
chopchedy	CH+O+P+CHD+Y	NEHMEN · AUSFÜHREN · EINSETZEN · UMSETZEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1190
chor	CH+OR	NEHMEN · SATZ	9	f10r|f13r|f56r|f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0046|P912-E0064|P912-E0073|P912-E0178|P912-E0360|P912-E0361|P912-E0392|P912-E2442|P912-E2447
chorcholsal	CH+OR+OL+S+AL	NEHMEN · SATZ · FORTSETZEN · AUSWÄHLEN · ZIEL	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2459
chorchy	CH+OR+CH+Y	NEHMEN · SATZ · NEHMEN · DIES	2	f10r|f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0004|P912-E0343
chos	CH+O+S	NEHMEN · AUSFÜHREN · AUSWÄHLEN	3	f56r|f67r2	CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0404|P912-E1852|P912-E1931
chosals	CH+O+S+AL+S	NEHMEN · AUSFÜHREN · AUSWÄHLEN · ZIEL · AUSWÄHLEN	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2445
chotchey	CH+OT+CH+E+Y	NEHMEN · DANACH · NEHMEN · KURZ · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0389
choteey	CH+OT+EE+Y	NEHMEN · DANACH · LÄNGER · DIES	2	f68r1|f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1941|P912-E2243
chotol	CH+OT+OL	NEHMEN · DANACH · FORTSETZEN	2	f56r|f70v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0415|P912-E2307
choty	CH+OT+Y	NEHMEN · DANACH · DIES	2	f11r|f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0115|P912-E0350
choy	HO+Y	TEILSTOFF · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0383
chpor	CH+P+OR	NEHMEN · EINSETZEN · SATZ	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1954
chsdy	CH+S+DY	NEHMEN · AUSWÄHLEN · SCHLIESSEN	2	f69v|f75r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0731|P912-E2026
chtchor	CH+T+CH+OR	NEHMEN · EINSTELLEN · NEHMEN · SATZ	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0037
chteey	CH+T+EE+Y	NEHMEN · EINSTELLEN · LÄNGER · DIES	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1940
chtorol	CH+T+OR+OL	NEHMEN · EINSTELLEN · SATZ · FORTSETZEN	1	f83r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1718
chty	CH+T+Y	NEHMEN · EINSTELLEN · DIES	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0012
chy	Y	DIES	15	f10r|f11r|f56r|f67r2|f69v|f70v|f75r|f81v|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0050|P912-E0074|P912-E0121|P912-E0341|P912-E0344|P912-E0364|P912-E0497|P912-E0583|P912-E1004|P912-E1038|P912-E1774|P912-E2088|P912-E2156|P912-E2286|P912-E2439
chykar	CH+Y+K+AR	NEHMEN · DIES · GEBEN · QUELLE	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2009
chykchs	CH+Y+K+CH+S	NEHMEN · DIES · GEBEN · NEHMEN · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1773
chykey	CH+Y+K+E+Y	NEHMEN · DIES · GEBEN · KURZ · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0349
ckhey	CKH+E+Y	DURCHLASS · KURZ · DIES	2	f75r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0477|P912-E2484
ckhy	CKH+Y	DURCHLASS · DIES	2	f10r|f81v	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0034|P912-E1016
cphal	CPH+AL	UMLEITEN · ZIEL	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1268
cphedy	CPH+E+DY	UMLEITEN · KURZ · SCHLIESSEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0936
cpheey	CPH+EE+Y	UMLEITEN · LÄNGER · DIES	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1896
cphocthy	CPH+O+CTH+Y	UMLEITEN · AUSFÜHREN · BEREIT · DIES	1	f68r1	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1979
cphol	CPH+OL	UMLEITEN · FORTSETZEN	2	f68r1|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1942|P912-E2422
cphy	CPH+Y	UMLEITEN · DIES	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0097
cth	CTH	BEREIT	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0059
cthaiin	CTH+AIIN	BEREIT · SOLLWERT	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0047
cthal	CTH+AL	BEREIT · ZIEL	2	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1492|P912-E1748
ctheol	CTH+E+OL	BEREIT · KURZ · FORTSETZEN	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2369
cthey	CTH+E+Y	BEREIT · KURZ · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2356
ctho	CTH+O	BEREIT · AUSFÜHREN	2	f10r|f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0033|P912-E0423
cthol	CTH+OL	BEREIT · FORTSETZEN	3	f56r|f82r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0403|P912-E1147|P912-E2467
cthoor	CTH+O+OR	BEREIT · AUSFÜHREN · SATZ	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0010
cthor	CTH+OR	BEREIT · SATZ	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0081
cthy	CTH+Y	BEREIT · DIES	7	f10r|f11r|f56r	HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0043|P912-E0045|P912-E0112|P912-E0131|P912-E0145|P912-E0150|P912-E0420
cthyd	CTH+Y+D_ADDR	BEREIT · DIES · TEIL	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0087
d	D_ADDR	TEIL	7	f11r|f13r|f56r|f69v|f82r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0132|P912-E0137|P912-E0202|P912-E0208|P912-E0430|P912-E1349|P912-E2137
dackhy	DA+CKH+Y	ZWEIT · DURCHLASS · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0464
dadaiin	DA+D_ADDR+AIIN	ZWEIT · TEIL · SOLLWERT	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1875
daii	DA+IIN	ZWEIT · STUFE	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2294
daiial	DA+IIN+AL	ZWEIT · STUFE · ZIEL	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2059
daiidy	DA+IIN+DY	ZWEIT · STUFE · SCHLIESSEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0945
daiiin	DA+IIN	ZWEIT · STUFE	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1729
daiin	AIIN	SOLLWERT	51	f10r|f11r|f13r|f55v|f56r|f67r2|f70v|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0017|P912-E0022|P912-E0058|P912-E0069|P912-E0090|P912-E0105|P912-E0109|P912-E0118|P912-E0124|P912-E0130|P912-E0135|P912-E0147|P912-E0169|P912-E0196|P912-E0218|P912-E0264|P912-E0268|P912-E0326|P912-E0333|P912-E0370|P912-E0375|P912-E0402|P912-E0439|P912-E0882|P912-E0898|P912-E0901|P912-E0907|P912-E0923|P912-E0925|P912-E0934|P912-E0942|P912-E0986|P912-E1115|P912-E1119|P912-E1226|P912-E1275|P912-E1279|P912-E1298|P912-E1426|P912-E1436|P912-E1711|P912-E1741|P912-E1793|P912-E1838|P912-E1854|P912-E1882|P912-E2164|P912-E2197|P912-E2304|P912-E2382|P912-E2430
daiiny	D_ADDR+AIIN+Y	TEIL · SOLLWERT · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0271
daiir	DA+IIN+R	ZWEIT · STUFE · MARKIEREN	2	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2157|P912-E2313
daim	DA+IIN+M_LOCAL	ZWEIT · STUFE · MITTE	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2360
dain	AIN	EINHEIT	16	f10r|f11r|f67r2|f75r|f81v|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0060|P912-E0116|P912-E0447|P912-E0661|P912-E0664|P912-E0691|P912-E0698|P912-E0704|P912-E0710|P912-E0843|P912-E0867|P912-E0896|P912-E1491|P912-E1635|P912-E1743|P912-E1868
dainy	AIN+Y	EINHEIT · DIES	1	f75r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E0857
dair	D_ADDR+AIR	TEIL · LAUF	6	f10r|f11r|f69v|f70v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0061|P912-E0143|P912-E2004|P912-E2084|P912-E2105|P912-E2302
dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	TEIL · LAUF · ORT · INNEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0953
dairchey	D_ADDR+AIR+CH+E+Y	TEIL · LAUF · NEHMEN · KURZ · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1183
dairydy	AIR+Y+DY	LAUF · DIES · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1693
dal	AL	ZIEL	25	f56r|f67r2|f69v|f70v|f75r|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0381|P912-E0590|P912-E0727|P912-E0794|P912-E0862|P912-E1060|P912-E1099|P912-E1253|P912-E1284|P912-E1531|P912-E1535|P912-E1576|P912-E1704|P912-E1723|P912-E1794|P912-E1886|P912-E2047|P912-E2076|P912-E2108|P912-E2170|P912-E2215|P912-E2219|P912-E2342|P912-E2374|P912-E2498
dalal	AL+AL	ZIEL · ZIEL	2	f70v|f81v	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0888|P912-E2317
dalalody	AL+AL+O+DY	ZIEL · ZIEL · AUSFÜHREN · SCHLIESSEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2144
dalchdy	AL+CHD+DY	ZIEL · UMSETZEN · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1543
daldy	AL+DY	ZIEL · SCHLIESSEN	4	f13r|f75r|f81v|f82r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0225|P912-E0725|P912-E0919|P912-E1334
daly	AL+Y	ZIEL · DIES	3	f70v|f75r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	YES	P912-E0850|P912-E2180|P912-E2340
dam	DA+AM_ADDR	ZWEIT · INNEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1240
dar	D_ADDR+AR	TEIL · QUELLE	21	f10r|f13r|f67r2|f69v|f70v|f75r|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0070|P912-E0182|P912-E0486|P912-E0667|P912-E0675|P912-E0730|P912-E0749|P912-E0759|P912-E0760|P912-E0790|P912-E0827|P912-E0863|P912-E0978|P912-E1007|P912-E1197|P912-E1431|P912-E1903|P912-E2039|P912-E2231|P912-E2395|P912-E2506
dara	D_ADDR+AR+A_ADDR	TEIL · QUELLE · ORT	1	f75r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E0853
daram	DA+R+A_ADDR+AM_ADDR	ZWEIT · MARKIEREN · ORT · INNEN	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1964
darary	DA+R+AR+Y	ZWEIT · MARKIEREN · QUELLE · DIES	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1396
dardardy	D_ADDR+AR+D_ADDR+AR+DY	TEIL · QUELLE · TEIL · QUELLE · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0770
darol	DA+R+OL	ZWEIT · MARKIEREN · FORTSETZEN	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1393
darolsy	DA+R+OL+S+Y	ZWEIT · MARKIEREN · FORTSETZEN · AUSWÄHLEN · DIES	1	f83r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1732
darom	D_ADDR+AR+O+AM_ADDR	TEIL · QUELLE · AUSFÜHREN · INNEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0745
dary	DA+R+Y	ZWEIT · MARKIEREN · DIES	3	f55v|f68r1|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0282|P912-E1968|P912-E2417
dateey	DA+T+EE+Y	ZWEIT · EINSTELLEN · LÄNGER · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2240
dchdar	D_ADDR+CHD+AR	TEIL · UMSETZEN · QUELLE	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1877
dchdy	CHD+DY	UMSETZEN · SCHLIESSEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1081
dchedy	D_ADDR+CHD+Y	TEIL · UMSETZEN · DIES	3	f75r|f81v|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0817|P912-E1070|P912-E1121
dcheokedy	D_ADDR+CHEO+K+E+D_ADDR+Y	TEIL · AUSZUG · GEBEN · KURZ · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1554
dchetay	D_ADDR+CH+E+T+A_ADDR+Y	TEIL · NEHMEN · KURZ · EINSTELLEN · ORT · DIES	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1762
dchey	CH+E+Y	NEHMEN · KURZ · DIES	3	f10r|f56r|f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0009|P912-E0373|P912-E2428
dchg	D_ADDR+CH+LOCAL_CHAR_G	TEIL · NEHMEN · EINMAL	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0160
dchol	D_ADDR+OL	TEIL · FORTSETZEN	2	f11r|f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0120|P912-E0161
dchor	D_ADDR+CH+OR	TEIL · NEHMEN · SATZ	3	f13r|f68r1|f69v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0174|P912-E1965|P912-E2042
dchsed	D_ADDR+CH+S+E+D_ADDR	TEIL · NEHMEN · AUSWÄHLEN · KURZ · TEIL	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0975
