mutation_id	primitive_id	primitive	role	old_output	new_output	fixed_output_length	affected_chunk_types	affected_event_count	affected_sqrt_weight
P07_con_TO_nat	7	S	prefix_operator	con	nat	3	234	416.000000000000	291.853914947097
P07_con_TO_nav	7	S	prefix_operator	con	nav	3	234	416.000000000000	291.853914947097
P07_con_TO_neq	7	S	prefix_operator	con	neq	3	234	416.000000000000	291.853914947097
P07_con_TO_nih	7	S	prefix_operator	con	nih	3	234	416.000000000000	291.853914947097
P07_con_TO_noc	7	S	prefix_operator	con	noc	3	234	416.000000000000	291.853914947097
P07_con_TO_non	7	S	prefix_operator	con	non	3	234	416.000000000000	291.853914947097
P07_con_TO_nos	7	S	prefix_operator	con	nos	3	234	416.000000000000	291.853914947097
P07_con_TO_nov	7	S	prefix_operator	con	nov	3	234	416.000000000000	291.853914947097
P07_con_TO_nul	7	S	prefix_operator	con	nul	3	234	416.000000000000	291.853914947097
P07_con_TO_num	7	S	prefix_operator	con	num	3	234	416.000000000000	291.853914947097
P07_con_TO_nun	7	S	prefix_operator	con	nun	3	234	416.000000000000	291.853914947097
P07_con_TO_obs	7	S	prefix_operator	con	obs	3	234	416.000000000000	291.853914947097
P07_con_TO_occ	7	S	prefix_operator	con	occ	3	234	416.000000000000	291.853914947097
P07_con_TO_omn	7	S	prefix_operator	con	omn	3	234	416.000000000000	291.853914947097
P07_con_TO_opp	7	S	prefix_operator	con	opp	3	234	416.000000000000	291.853914947097
P07_con_TO_pac	7	S	prefix_operator	con	pac	3	234	416.000000000000	291.853914947097
P07_con_TO_par	7	S	prefix_operator	con	par	3	234	416.000000000000	291.853914947097
P07_con_TO_pas	7	S	prefix_operator	con	pas	3	234	416.000000000000	291.853914947097
P07_con_TO_pat	7	S	prefix_operator	con	pat	3	234	416.000000000000	291.853914947097
P07_con_TO_pau	7	S	prefix_operator	con	pau	3	234	416.000000000000	291.853914947097
P07_con_TO_ped	7	S	prefix_operator	con	ped	3	234	416.000000000000	291.853914947097
P07_con_TO_per	7	S	prefix_operator	con	per	3	234	416.000000000000	291.853914947097
P07_con_TO_pet	7	S	prefix_operator	con	pet	3	234	416.000000000000	291.853914947097
P07_con_TO_pop	7	S	prefix_operator	con	pop	3	234	416.000000000000	291.853914947097
P07_con_TO_por	7	S	prefix_operator	con	por	3	234	416.000000000000	291.853914947097
P07_con_TO_pos	7	S	prefix_operator	con	pos	3	234	416.000000000000	291.853914947097
P07_con_TO_pot	7	S	prefix_operator	con	pot	3	234	416.000000000000	291.853914947097
P07_con_TO_pra	7	S	prefix_operator	con	pra	3	234	416.000000000000	291.853914947097
P07_con_TO_pri	7	S	prefix_operator	con	pri	3	234	416.000000000000	291.853914947097
P07_con_TO_pro	7	S	prefix_operator	con	pro	3	234	416.000000000000	291.853914947097
P07_con_TO_pug	7	S	prefix_operator	con	pug	3	234	416.000000000000	291.853914947097
P07_con_TO_qua	7	S	prefix_operator	con	qua	3	234	416.000000000000	291.853914947097
P07_con_TO_que	7	S	prefix_operator	con	que	3	234	416.000000000000	291.853914947097
P07_con_TO_qui	7	S	prefix_operator	con	qui	3	234	416.000000000000	291.853914947097
P07_con_TO_quo	7	S	prefix_operator	con	quo	3	234	416.000000000000	291.853914947097
P07_con_TO_reb	7	S	prefix_operator	con	reb	3	234	416.000000000000	291.853914947097
P07_con_TO_rec	7	S	prefix_operator	con	rec	3	234	416.000000000000	291.853914947097
P07_con_TO_red	7	S	prefix_operator	con	red	3	234	416.000000000000	291.853914947097
P07_con_TO_reg	7	S	prefix_operator	con	reg	3	234	416.000000000000	291.853914947097
P07_con_TO_rei	7	S	prefix_operator	con	rei	3	234	416.000000000000	291.853914947097
P07_con_TO_rel	7	S	prefix_operator	con	rel	3	234	416.000000000000	291.853914947097
P07_con_TO_rem	7	S	prefix_operator	con	rem	3	234	416.000000000000	291.853914947097
P07_con_TO_rep	7	S	prefix_operator	con	rep	3	234	416.000000000000	291.853914947097
P07_con_TO_res	7	S	prefix_operator	con	res	3	234	416.000000000000	291.853914947097
P07_con_TO_rhe	7	S	prefix_operator	con	rhe	3	234	416.000000000000	291.853914947097
P07_con_TO_rom	7	S	prefix_operator	con	rom	3	234	416.000000000000	291.853914947097
P07_con_TO_sec	7	S	prefix_operator	con	sec	3	234	416.000000000000	291.853914947097
P07_con_TO_sed	7	S	prefix_operator	con	sed	3	234	416.000000000000	291.853914947097
P07_con_TO_sen	7	S	prefix_operator	con	sen	3	234	416.000000000000	291.853914947097
P07_con_TO_seq	7	S	prefix_operator	con	seq	3	234	416.000000000000	291.853914947097
P07_con_TO_ses	7	S	prefix_operator	con	ses	3	234	416.000000000000	291.853914947097
P07_con_TO_sib	7	S	prefix_operator	con	sib	3	234	416.000000000000	291.853914947097
P07_con_TO_sig	7	S	prefix_operator	con	sig	3	234	416.000000000000	291.853914947097
P07_con_TO_sin	7	S	prefix_operator	con	sin	3	234	416.000000000000	291.853914947097
P07_con_TO_sol	7	S	prefix_operator	con	sol	3	234	416.000000000000	291.853914947097
P07_con_TO_spe	7	S	prefix_operator	con	spe	3	234	416.000000000000	291.853914947097
P07_con_TO_sua	7	S	prefix_operator	con	sua	3	234	416.000000000000	291.853914947097
P07_con_TO_sub	7	S	prefix_operator	con	sub	3	234	416.000000000000	291.853914947097
P07_con_TO_sui	7	S	prefix_operator	con	sui	3	234	416.000000000000	291.853914947097
P07_con_TO_sum	7	S	prefix_operator	con	sum	3	234	416.000000000000	291.853914947097
P07_con_TO_sun	7	S	prefix_operator	con	sun	3	234	416.000000000000	291.853914947097
P07_con_TO_suo	7	S	prefix_operator	con	suo	3	234	416.000000000000	291.853914947097
P07_con_TO_sup	7	S	prefix_operator	con	sup	3	234	416.000000000000	291.853914947097
P07_con_TO_sus	7	S	prefix_operator	con	sus	3	234	416.000000000000	291.853914947097
P07_con_TO_tam	7	S	prefix_operator	con	tam	3	234	416.000000000000	291.853914947097
P07_con_TO_tan	7	S	prefix_operator	con	tan	3	234	416.000000000000	291.853914947097
P07_con_TO_tel	7	S	prefix_operator	con	tel	3	234	416.000000000000	291.853914947097
P07_con_TO_tem	7	S	prefix_operator	con	tem	3	234	416.000000000000	291.853914947097
P07_con_TO_ten	7	S	prefix_operator	con	ten	3	234	416.000000000000	291.853914947097
P07_con_TO_ter	7	S	prefix_operator	con	ter	3	234	416.000000000000	291.853914947097
P07_con_TO_tim	7	S	prefix_operator	con	tim	3	234	416.000000000000	291.853914947097
P07_con_TO_tot	7	S	prefix_operator	con	tot	3	234	416.000000000000	291.853914947097
P07_con_TO_tra	7	S	prefix_operator	con	tra	3	234	416.000000000000	291.853914947097
P07_con_TO_tri	7	S	prefix_operator	con	tri	3	234	416.000000000000	291.853914947097
P07_con_TO_ubi	7	S	prefix_operator	con	ubi	3	234	416.000000000000	291.853914947097
P07_con_TO_una	7	S	prefix_operator	con	una	3	234	416.000000000000	291.853914947097
P07_con_TO_usu	7	S	prefix_operator	con	usu	3	234	416.000000000000	291.853914947097
P07_con_TO_uti	7	S	prefix_operator	con	uti	3	234	416.000000000000	291.853914947097
P07_con_TO_vel	7	S	prefix_operator	con	vel	3	234	416.000000000000	291.853914947097
P07_con_TO_ven	7	S	prefix_operator	con	ven	3	234	416.000000000000	291.853914947097
P07_con_TO_ver	7	S	prefix_operator	con	ver	3	234	416.000000000000	291.853914947097
P07_con_TO_vic	7	S	prefix_operator	con	vic	3	234	416.000000000000	291.853914947097
P07_con_TO_vid	7	S	prefix_operator	con	vid	3	234	416.000000000000	291.853914947097
P07_con_TO_vir	7	S	prefix_operator	con	vir	3	234	416.000000000000	291.853914947097
P07_con_TO_vol	7	S	prefix_operator	con	vol	3	234	416.000000000000	291.853914947097
P07_con_TO_vul	7	S	prefix_operator	con	vul	3	234	416.000000000000	291.853914947097
P08_um_TO_ab	8	T	suffix_operator	um	ab	2	406	1158.000000000000	591.387741333816
P08_um_TO_ac	8	T	suffix_operator	um	ac	2	406	1158.000000000000	591.387741333816
P08_um_TO_ad	8	T	suffix_operator	um	ad	2	406	1158.000000000000	591.387741333816
P08_um_TO_ae	8	T	suffix_operator	um	ae	2	406	1158.000000000000	591.387741333816
P08_um_TO_al	8	T	suffix_operator	um	al	2	406	1158.000000000000	591.387741333816
P08_um_TO_am	8	T	suffix_operator	um	am	2	406	1158.000000000000	591.387741333816
P08_um_TO_an	8	T	suffix_operator	um	an	2	406	1158.000000000000	591.387741333816
P08_um_TO_ar	8	T	suffix_operator	um	ar	2	406	1158.000000000000	591.387741333816
P08_um_TO_as	8	T	suffix_operator	um	as	2	406	1158.000000000000	591.387741333816
P08_um_TO_at	8	T	suffix_operator	um	at	2	406	1158.000000000000	591.387741333816
P08_um_TO_ax	8	T	suffix_operator	um	ax	2	406	1158.000000000000	591.387741333816
P08_um_TO_ba	8	T	suffix_operator	um	ba	2	406	1158.000000000000	591.387741333816
P08_um_TO_be	8	T	suffix_operator	um	be	2	406	1158.000000000000	591.387741333816
P08_um_TO_bi	8	T	suffix_operator	um	bi	2	406	1158.000000000000	591.387741333816
P08_um_TO_by	8	T	suffix_operator	um	by	2	406	1158.000000000000	591.387741333816
P08_um_TO_ca	8	T	suffix_operator	um	ca	2	406	1158.000000000000	591.387741333816
P08_um_TO_cc	8	T	suffix_operator	um	cc	2	406	1158.000000000000	591.387741333816
P08_um_TO_ce	8	T	suffix_operator	um	ce	2	406	1158.000000000000	591.387741333816
P08_um_TO_ci	8	T	suffix_operator	um	ci	2	406	1158.000000000000	591.387741333816
P08_um_TO_cn	8	T	suffix_operator	um	cn	2	406	1158.000000000000	591.387741333816
P08_um_TO_co	8	T	suffix_operator	um	co	2	406	1158.000000000000	591.387741333816
P08_um_TO_cs	8	T	suffix_operator	um	cs	2	406	1158.000000000000	591.387741333816
P08_um_TO_ct	8	T	suffix_operator	um	ct	2	406	1158.000000000000	591.387741333816
P08_um_TO_cu	8	T	suffix_operator	um	cu	2	406	1158.000000000000	591.387741333816
P08_um_TO_da	8	T	suffix_operator	um	da	2	406	1158.000000000000	591.387741333816
P08_um_TO_dc	8	T	suffix_operator	um	dc	2	406	1158.000000000000	591.387741333816
P08_um_TO_de	8	T	suffix_operator	um	de	2	406	1158.000000000000	591.387741333816
P08_um_TO_di	8	T	suffix_operator	um	di	2	406	1158.000000000000	591.387741333816
P08_um_TO_do	8	T	suffix_operator	um	do	2	406	1158.000000000000	591.387741333816
P08_um_TO_ea	8	T	suffix_operator	um	ea	2	406	1158.000000000000	591.387741333816
P08_um_TO_ec	8	T	suffix_operator	um	ec	2	406	1158.000000000000	591.387741333816
P08_um_TO_ed	8	T	suffix_operator	um	ed	2	406	1158.000000000000	591.387741333816
P08_um_TO_ei	8	T	suffix_operator	um	ei	2	406	1158.000000000000	591.387741333816
P08_um_TO_el	8	T	suffix_operator	um	el	2	406	1158.000000000000	591.387741333816
P08_um_TO_em	8	T	suffix_operator	um	em	2	406	1158.000000000000	591.387741333816
P08_um_TO_en	8	T	suffix_operator	um	en	2	406	1158.000000000000	591.387741333816
P08_um_TO_eo	8	T	suffix_operator	um	eo	2	406	1158.000000000000	591.387741333816
P08_um_TO_er	8	T	suffix_operator	um	er	2	406	1158.000000000000	591.387741333816
P08_um_TO_es	8	T	suffix_operator	um	es	2	406	1158.000000000000	591.387741333816
P08_um_TO_et	8	T	suffix_operator	um	et	2	406	1158.000000000000	591.387741333816
P08_um_TO_eu	8	T	suffix_operator	um	eu	2	406	1158.000000000000	591.387741333816
P08_um_TO_ex	8	T	suffix_operator	um	ex	2	406	1158.000000000000	591.387741333816
P08_um_TO_ga	8	T	suffix_operator	um	ga	2	406	1158.000000000000	591.387741333816
P08_um_TO_ge	8	T	suffix_operator	um	ge	2	406	1158.000000000000	591.387741333816
P08_um_TO_gi	8	T	suffix_operator	um	gi	2	406	1158.000000000000	591.387741333816
P08_um_TO_go	8	T	suffix_operator	um	go	2	406	1158.000000000000	591.387741333816
P08_um_TO_hi	8	T	suffix_operator	um	hi	2	406	1158.000000000000	591.387741333816
P08_um_TO_ia	8	T	suffix_operator	um	ia	2	406	1158.000000000000	591.387741333816
P08_um_TO_ic	8	T	suffix_operator	um	ic	2	406	1158.000000000000	591.387741333816
P08_um_TO_id	8	T	suffix_operator	um	id	2	406	1158.000000000000	591.387741333816
P08_um_TO_ie	8	T	suffix_operator	um	ie	2	406	1158.000000000000	591.387741333816
P08_um_TO_ii	8	T	suffix_operator	um	ii	2	406	1158.000000000000	591.387741333816
P08_um_TO_il	8	T	suffix_operator	um	il	2	406	1158.000000000000	591.387741333816
P08_um_TO_im	8	T	suffix_operator	um	im	2	406	1158.000000000000	591.387741333816
P08_um_TO_in	8	T	suffix_operator	um	in	2	406	1158.000000000000	591.387741333816
P08_um_TO_io	8	T	suffix_operator	um	io	2	406	1158.000000000000	591.387741333816
P08_um_TO_ir	8	T	suffix_operator	um	ir	2	406	1158.000000000000	591.387741333816
P08_um_TO_is	8	T	suffix_operator	um	is	2	406	1158.000000000000	591.387741333816
P08_um_TO_it	8	T	suffix_operator	um	it	2	406	1158.000000000000	591.387741333816
P08_um_TO_iu	8	T	suffix_operator	um	iu	2	406	1158.000000000000	591.387741333816
P08_um_TO_iv	8	T	suffix_operator	um	iv	2	406	1158.000000000000	591.387741333816
P08_um_TO_ix	8	T	suffix_operator	um	ix	2	406	1158.000000000000	591.387741333816
P08_um_TO_la	8	T	suffix_operator	um	la	2	406	1158.000000000000	591.387741333816
P08_um_TO_le	8	T	suffix_operator	um	le	2	406	1158.000000000000	591.387741333816
P08_um_TO_li	8	T	suffix_operator	um	li	2	406	1158.000000000000	591.387741333816
P08_um_TO_ln	8	T	suffix_operator	um	ln	2	406	1158.000000000000	591.387741333816
P08_um_TO_lo	8	T	suffix_operator	um	lo	2	406	1158.000000000000	591.387741333816
P08_um_TO_lx	8	T	suffix_operator	um	lx	2	406	1158.000000000000	591.387741333816
P08_um_TO_ma	8	T	suffix_operator	um	ma	2	406	1158.000000000000	591.387741333816
P08_um_TO_me	8	T	suffix_operator	um	me	2	406	1158.000000000000	591.387741333816
P08_um_TO_mi	8	T	suffix_operator	um	mi	2	406	1158.000000000000	591.387741333816
P08_um_TO_mo	8	T	suffix_operator	um	mo	2	406	1158.000000000000	591.387741333816
P08_um_TO_ms	8	T	suffix_operator	um	ms	2	406	1158.000000000000	591.387741333816
P08_um_TO_na	8	T	suffix_operator	um	na	2	406	1158.000000000000	591.387741333816
P08_um_TO_nc	8	T	suffix_operator	um	nc	2	406	1158.000000000000	591.387741333816
P08_um_TO_nd	8	T	suffix_operator	um	nd	2	406	1158.000000000000	591.387741333816
P08_um_TO_ne	8	T	suffix_operator	um	ne	2	406	1158.000000000000	591.387741333816
P08_um_TO_ni	8	T	suffix_operator	um	ni	2	406	1158.000000000000	591.387741333816
P08_um_TO_no	8	T	suffix_operator	um	no	2	406	1158.000000000000	591.387741333816
P08_um_TO_ns	8	T	suffix_operator	um	ns	2	406	1158.000000000000	591.387741333816
P08_um_TO_nt	8	T	suffix_operator	um	nt	2	406	1158.000000000000	591.387741333816
P08_um_TO_nu	8	T	suffix_operator	um	nu	2	406	1158.000000000000	591.387741333816
P08_um_TO_ob	8	T	suffix_operator	um	ob	2	406	1158.000000000000	591.387741333816
P08_um_TO_oc	8	T	suffix_operator	um	oc	2	406	1158.000000000000	591.387741333816
P08_um_TO_od	8	T	suffix_operator	um	od	2	406	1158.000000000000	591.387741333816
P08_um_TO_of	8	T	suffix_operator	um	of	2	406	1158.000000000000	591.387741333816
P08_um_TO_oi	8	T	suffix_operator	um	oi	2	406	1158.000000000000	591.387741333816
P08_um_TO_on	8	T	suffix_operator	um	on	2	406	1158.000000000000	591.387741333816
P08_um_TO_or	8	T	suffix_operator	um	or	2	406	1158.000000000000	591.387741333816
P08_um_TO_os	8	T	suffix_operator	um	os	2	406	1158.000000000000	591.387741333816
P08_um_TO_ot	8	T	suffix_operator	um	ot	2	406	1158.000000000000	591.387741333816
P08_um_TO_ox	8	T	suffix_operator	um	ox	2	406	1158.000000000000	591.387741333816
P08_um_TO_pe	8	T	suffix_operator	um	pe	2	406	1158.000000000000	591.387741333816
P08_um_TO_pi	8	T	suffix_operator	um	pi	2	406	1158.000000000000	591.387741333816
P08_um_TO_pr	8	T	suffix_operator	um	pr	2	406	1158.000000000000	591.387741333816
P08_um_TO_ps	8	T	suffix_operator	um	ps	2	406	1158.000000000000	591.387741333816
P08_um_TO_ra	8	T	suffix_operator	um	ra	2	406	1158.000000000000	591.387741333816
P08_um_TO_re	8	T	suffix_operator	um	re	2	406	1158.000000000000	591.387741333816
P08_um_TO_rg	8	T	suffix_operator	um	rg	2	406	1158.000000000000	591.387741333816
P08_um_TO_ri	8	T	suffix_operator	um	ri	2	406	1158.000000000000	591.387741333816
P08_um_TO_ro	8	T	suffix_operator	um	ro	2	406	1158.000000000000	591.387741333816
P08_um_TO_rs	8	T	suffix_operator	um	rs	2	406	1158.000000000000	591.387741333816
P08_um_TO_sa	8	T	suffix_operator	um	sa	2	406	1158.000000000000	591.387741333816
P08_um_TO_sc	8	T	suffix_operator	um	sc	2	406	1158.000000000000	591.387741333816
P08_um_TO_se	8	T	suffix_operator	um	se	2	406	1158.000000000000	591.387741333816
P08_um_TO_si	8	T	suffix_operator	um	si	2	406	1158.000000000000	591.387741333816
P08_um_TO_so	8	T	suffix_operator	um	so	2	406	1158.000000000000	591.387741333816
P08_um_TO_st	8	T	suffix_operator	um	st	2	406	1158.000000000000	591.387741333816
P08_um_TO_su	8	T	suffix_operator	um	su	2	406	1158.000000000000	591.387741333816
P08_um_TO_ta	8	T	suffix_operator	um	ta	2	406	1158.000000000000	591.387741333816
P08_um_TO_te	8	T	suffix_operator	um	te	2	406	1158.000000000000	591.387741333816
P08_um_TO_ti	8	T	suffix_operator	um	ti	2	406	1158.000000000000	591.387741333816
P08_um_TO_to	8	T	suffix_operator	um	to	2	406	1158.000000000000	591.387741333816
P08_um_TO_tu	8	T	suffix_operator	um	tu	2	406	1158.000000000000	591.387741333816
P08_um_TO_ua	8	T	suffix_operator	um	ua	2	406	1158.000000000000	591.387741333816
P08_um_TO_ub	8	T	suffix_operator	um	ub	2	406	1158.000000000000	591.387741333816
P08_um_TO_uc	8	T	suffix_operator	um	uc	2	406	1158.000000000000	591.387741333816
P08_um_TO_ud	8	T	suffix_operator	um	ud	2	406	1158.000000000000	591.387741333816
P08_um_TO_ue	8	T	suffix_operator	um	ue	2	406	1158.000000000000	591.387741333816
P08_um_TO_ui	8	T	suffix_operator	um	ui	2	406	1158.000000000000	591.387741333816
P08_um_TO_ul	8	T	suffix_operator	um	ul	2	406	1158.000000000000	591.387741333816
P08_um_TO_uo	8	T	suffix_operator	um	uo	2	406	1158.000000000000	591.387741333816
P08_um_TO_ur	8	T	suffix_operator	um	ur	2	406	1158.000000000000	591.387741333816
P08_um_TO_us	8	T	suffix_operator	um	us	2	406	1158.000000000000	591.387741333816
P08_um_TO_ut	8	T	suffix_operator	um	ut	2	406	1158.000000000000	591.387741333816
P08_um_TO_ux	8	T	suffix_operator	um	ux	2	406	1158.000000000000	591.387741333816
P08_um_TO_va	8	T	suffix_operator	um	va	2	406	1158.000000000000	591.387741333816
P08_um_TO_ve	8	T	suffix_operator	um	ve	2	406	1158.000000000000	591.387741333816
P08_um_TO_vi	8	T	suffix_operator	um	vi	2	406	1158.000000000000	591.387741333816
P08_um_TO_vm	8	T	suffix_operator	um	vm	2	406	1158.000000000000	591.387741333816
P08_um_TO_vo	8	T	suffix_operator	um	vo	2	406	1158.000000000000	591.387741333816
P08_um_TO_xa	8	T	suffix_operator	um	xa	2	406	1158.000000000000	591.387741333816
P08_um_TO_xi	8	T	suffix_operator	um	xi	2	406	1158.000000000000	591.387741333816
P08_um_TO_xl	8	T	suffix_operator	um	xl	2	406	1158.000000000000	591.387741333816
P08_um_TO_xv	8	T	suffix_operator	um	xv	2	406	1158.000000000000	591.387741333816
P08_um_TO_xx	8	T	suffix_operator	um	xx	2	406	1158.000000000000	591.387741333816
P09_r_TO_f	9	a	literal_carrier	r	f	1	1514	3390.000000000000	1981.453578751632
P09_r_TO_h	9	a	literal_carrier	r	h	1	1514	3390.000000000000	1981.453578751632
P09_r_TO_x	9	a	literal_carrier	r	x	1	1514	3390.000000000000	1981.453578751632
P09_r_TO_y	9	a	literal_carrier	r	y	1	1514	3390.000000000000	1981.453578751632
P09_r_TO_z	9	a	literal_carrier	r	z	1	1514	3390.000000000000	1981.453578751632
P10_que_TO_aec	10	b	suffix_operator	que	aec	3	239	586.000000000000	299.763422512882
P10_que_TO_ani	10	b	suffix_operator	que	ani	3	239	586.000000000000	299.763422512882
P10_que_TO_ano	10	b	suffix_operator	que	ano	3	239	586.000000000000	299.763422512882
P10_que_TO_ans	10	b	suffix_operator	que	ans	3	239	586.000000000000	299.763422512882
P10_que_TO_ant	10	b	suffix_operator	que	ant	3	239	586.000000000000	299.763422512882
P10_que_TO_are	10	b	suffix_operator	que	are	3	239	586.000000000000	299.763422512882
P10_que_TO_ari	10	b	suffix_operator	que	ari	3	239	586.000000000000	299.763422512882
P10_que_TO_ars	10	b	suffix_operator	que	ars	3	239	586.000000000000	299.763422512882
P10_que_TO_ata	10	b	suffix_operator	que	ata	3	239	586.000000000000	299.763422512882
P10_que_TO_ate	10	b	suffix_operator	que	ate	3	239	586.000000000000	299.763422512882
P10_que_TO_ati	10	b	suffix_operator	que	ati	3	239	586.000000000000	299.763422512882
P10_que_TO_ato	10	b	suffix_operator	que	ato	3	239	586.000000000000	299.763422512882
P10_que_TO_atu	10	b	suffix_operator	que	atu	3	239	586.000000000000	299.763422512882
P10_que_TO_aut	10	b	suffix_operator	que	aut	3	239	586.000000000000	299.763422512882
P10_que_TO_bat	10	b	suffix_operator	que	bat	3	239	586.000000000000	299.763422512882
P10_que_TO_bis	10	b	suffix_operator	que	bis	3	239	586.000000000000	299.763422512882
P10_que_TO_bus	10	b	suffix_operator	que	bus	3	239	586.000000000000	299.763422512882
P10_que_TO_cae	10	b	suffix_operator	que	cae	3	239	586.000000000000	299.763422512882
P10_que_TO_cem	10	b	suffix_operator	que	cem	3	239	586.000000000000	299.763422512882
P10_que_TO_cio	10	b	suffix_operator	que	cio	3	239	586.000000000000	299.763422512882
P10_que_TO_cis	10	b	suffix_operator	que	cis	3	239	586.000000000000	299.763422512882
P10_que_TO_cit	10	b	suffix_operator	que	cit	3	239	586.000000000000	299.763422512882
P10_que_TO_cos	10	b	suffix_operator	que	cos	3	239	586.000000000000	299.763422512882
P10_que_TO_cta	10	b	suffix_operator	que	cta	3	239	586.000000000000	299.763422512882
P10_que_TO_cte	10	b	suffix_operator	que	cte	3	239	586.000000000000	299.763422512882
P10_que_TO_cti	10	b	suffix_operator	que	cti	3	239	586.000000000000	299.763422512882
P10_que_TO_cto	10	b	suffix_operator	que	cto	3	239	586.000000000000	299.763422512882
P10_que_TO_cum	10	b	suffix_operator	que	cum	3	239	586.000000000000	299.763422512882
P10_que_TO_cus	10	b	suffix_operator	que	cus	3	239	586.000000000000	299.763422512882
P10_que_TO_dam	10	b	suffix_operator	que	dam	3	239	586.000000000000	299.763422512882
P10_que_TO_dem	10	b	suffix_operator	que	dem	3	239	586.000000000000	299.763422512882
P10_que_TO_des	10	b	suffix_operator	que	des	3	239	586.000000000000	299.763422512882
P10_que_TO_die	10	b	suffix_operator	que	die	3	239	586.000000000000	299.763422512882
P10_que_TO_dio	10	b	suffix_operator	que	dio	3	239	586.000000000000	299.763422512882
P10_que_TO_dis	10	b	suffix_operator	que	dis	3	239	586.000000000000	299.763422512882
P10_que_TO_dit	10	b	suffix_operator	que	dit	3	239	586.000000000000	299.763422512882
P10_que_TO_dum	10	b	suffix_operator	que	dum	3	239	586.000000000000	299.763422512882
P10_que_TO_eam	10	b	suffix_operator	que	eam	3	239	586.000000000000	299.763422512882
P10_que_TO_eas	10	b	suffix_operator	que	eas	3	239	586.000000000000	299.763422512882
P10_que_TO_ela	10	b	suffix_operator	que	ela	3	239	586.000000000000	299.763422512882
P10_que_TO_ent	10	b	suffix_operator	que	ent	3	239	586.000000000000	299.763422512882
P10_que_TO_eos	10	b	suffix_operator	que	eos	3	239	586.000000000000	299.763422512882
P10_que_TO_era	10	b	suffix_operator	que	era	3	239	586.000000000000	299.763422512882
P10_que_TO_ere	10	b	suffix_operator	que	ere	3	239	586.000000000000	299.763422512882
P10_que_TO_eri	10	b	suffix_operator	que	eri	3	239	586.000000000000	299.763422512882
P10_que_TO_ero	10	b	suffix_operator	que	ero	3	239	586.000000000000	299.763422512882
P10_que_TO_ese	10	b	suffix_operator	que	ese	3	239	586.000000000000	299.763422512882
P10_que_TO_est	10	b	suffix_operator	que	est	3	239	586.000000000000	299.763422512882
P10_que_TO_eum	10	b	suffix_operator	que	eum	3	239	586.000000000000	299.763422512882
P10_que_TO_gae	10	b	suffix_operator	que	gae	3	239	586.000000000000	299.763422512882
P10_que_TO_gis	10	b	suffix_operator	que	gis	3	239	586.000000000000	299.763422512882
P10_que_TO_gna	10	b	suffix_operator	que	gna	3	239	586.000000000000	299.763422512882
P10_que_TO_gno	10	b	suffix_operator	que	gno	3	239	586.000000000000	299.763422512882
P10_que_TO_hac	10	b	suffix_operator	que	hac	3	239	586.000000000000	299.763422512882
P10_que_TO_hil	10	b	suffix_operator	que	hil	3	239	586.000000000000	299.763422512882
P10_que_TO_his	10	b	suffix_operator	que	his	3	239	586.000000000000	299.763422512882
P10_que_TO_hoc	10	b	suffix_operator	que	hoc	3	239	586.000000000000	299.763422512882
P10_que_TO_iae	10	b	suffix_operator	que	iae	3	239	586.000000000000	299.763422512882
P10_que_TO_iam	10	b	suffix_operator	que	iam	3	239	586.000000000000	299.763422512882
P10_que_TO_ias	10	b	suffix_operator	que	ias	3	239	586.000000000000	299.763422512882
P10_que_TO_ibi	10	b	suffix_operator	que	ibi	3	239	586.000000000000	299.763422512882
P10_que_TO_ici	10	b	suffix_operator	que	ici	3	239	586.000000000000	299.763422512882
P10_que_TO_ido	10	b	suffix_operator	que	ido	3	239	586.000000000000	299.763422512882
P10_que_TO_iem	10	b	suffix_operator	que	iem	3	239	586.000000000000	299.763422512882
P10_que_TO_ies	10	b	suffix_operator	que	ies	3	239	586.000000000000	299.763422512882
P10_que_TO_iii	10	b	suffix_operator	que	iii	3	239	586.000000000000	299.763422512882
P10_que_TO_iis	10	b	suffix_operator	que	iis	3	239	586.000000000000	299.763422512882
P10_que_TO_ile	10	b	suffix_operator	que	ile	3	239	586.000000000000	299.763422512882
P10_que_TO_ima	10	b	suffix_operator	que	ima	3	239	586.000000000000	299.763422512882
P10_que_TO_ime	10	b	suffix_operator	que	ime	3	239	586.000000000000	299.763422512882
P10_que_TO_imi	10	b	suffix_operator	que	imi	3	239	586.000000000000	299.763422512882
P10_que_TO_imo	10	b	suffix_operator	que	imo	3	239	586.000000000000	299.763422512882
P10_que_TO_ine	10	b	suffix_operator	que	ine	3	239	586.000000000000	299.763422512882
P10_que_TO_ino	10	b	suffix_operator	que	ino	3	239	586.000000000000	299.763422512882
P10_que_TO_int	10	b	suffix_operator	que	int	3	239	586.000000000000	299.763422512882
P10_que_TO_ior	10	b	suffix_operator	que	ior	3	239	586.000000000000	299.763422512882
P10_que_TO_ios	10	b	suffix_operator	que	ios	3	239	586.000000000000	299.763422512882
P10_que_TO_ire	10	b	suffix_operator	que	ire	3	239	586.000000000000	299.763422512882
P10_que_TO_iri	10	b	suffix_operator	que	iri	3	239	586.000000000000	299.763422512882
P10_que_TO_ita	10	b	suffix_operator	que	ita	3	239	586.000000000000	299.763422512882
P10_que_TO_iti	10	b	suffix_operator	que	iti	3	239	586.000000000000	299.763422512882
P10_que_TO_ito	10	b	suffix_operator	que	ito	3	239	586.000000000000	299.763422512882
