unit_serial	unit_type	register	page	unit_id	visible_owner	group_count	surface_sequence	speakable_reading_de	ordering_rule
138	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	1	okal	left local field 22: am Zielplatz setzen	local owner order only; no global wheel start/direction
139	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	2	oparchy salsain	left local field 23: Ausgangssektor, Ursprung oder Bezugswert; Ziel + Portion	local owner order only; no global wheel start/direction
140	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	3	sodar ofar ar	left local field 24: Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert	local owner order only; no global wheel start/direction
141	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.25	A1_LEFT_LOCAL_FIELD_25	1	ydam	left local field 25: Aspekt der aktiven Zeile	local owner order only; no global wheel start/direction
142	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	3	yteoor yto ykor	left local field 26: bezeichneter Platz oder Phase + OR; bezeichneter Platz oder Phase; bezeichnete Klasse oder Haus + OR	local owner order only; no global wheel start/direction
143	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	4	okeo r aiin am	left local field 27: Diagrammposten setzen oder aktivieren; Bezugswert; Sollwert oder Grad des bezeichneten Himmelsplatzes; ASPEKT	local owner order only; no global wheel start/direction
144	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	2	okain am	left local field 28: einen gezaehlten Teilwert zugeben; ASPEKT	local owner order only; no global wheel start/direction
145	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	2	ytody saiin	left local field 29: diesen Platz eintragen; Sollwert	local owner order only; no global wheel start/direction
146	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	2	ochol olol	left local field 30: im selben Ring, Band oder Satz fortsetzen; im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	local owner order only; no global wheel start/direction
147	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.31	A1_LEFT_LOCAL_FIELD_31	1	opcholdy	left local field 31: im selben Ring, Band oder Satz fortsetzen	local owner order only; no global wheel start/direction
148	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	4	dosar odas air alaiin	left local field 32: Ausgangssektor, Ursprung oder Bezugswert; Nebenwert markieren; Himmels-, Ring- oder Zeigerlauf; Ziel-Sollwert	local owner order only; no global wheel start/direction
149	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	3	dokan oear odal	left local field 33: Diagrammposten setzen oder aktivieren; Ausgangssektor, Ursprung oder Bezugswert; Ziel markieren	local owner order only; no global wheel start/direction
150	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	2	ofar oeoldan	left local field 34: Ausgangssektor, Ursprung oder Bezugswert; im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	local owner order only; no global wheel start/direction
151	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	3	chol giin okol	left local field 35: im selben Ring oder Band fortsetzen; Gradstufe; Fortsetzung aktivieren	local owner order only; no global wheel start/direction
152	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	3	ytor daiin or	left local field 36: bezeichneter Platz oder Phase + OR; Sollwert; Bedingungs- oder Tabellensatz	local owner order only; no global wheel start/direction
153	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.37	A1_LEFT_LOCAL_FIELD_37	1	ytoaiin	left local field 37: bezeichneter Platz oder Phase + AIIN	local owner order only; no global wheel start/direction
154	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	2	otoldos octhole	left local field 38: als nächstes fortsetzen; lokaler DOS-Status; Bereitwert + Fortsetzen	local owner order only; no global wheel start/direction
155	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	3	sor chedaiin dy	left local field 39: Satz/Ansatz; ZUM SOLLWERT UMSETZEN; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
156	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	3	yteos oiin og	left local field 40: bezeichneter Platz oder Phase; Tabellenstufe; Grundgrad	local owner order only; no global wheel start/direction
157	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	2	ytoeopchey chekody	left local field 41: bezeichneter Platz oder Phase; erwärmten/gehaltenen Posten markieren	local owner order only; no global wheel start/direction
158	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	3	sosho chos ockhy	left local field 42: Feldeingang; Eingangsposten; durch Sektor, Ring oder Pruefweg fuehren	local owner order only; no global wheel start/direction
159	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	4	daiin aiin os qsg	left local field 43: Sollwert; Sollwert oder Grad des bezeichneten Himmelsplatzes; FELD/RAHMEN; Nebengrad	local owner order only; no global wheel start/direction
160	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	3	ofydy sheody aiin	left local field 44: fester Grundlichtwert; diesen gehaltenen Posten kurz markieren; Sollwert oder Grad des bezeichneten Himmelsplatzes	local owner order only; no global wheel start/direction
161	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	3	ycheody es odaiiin	left local field 45: aktueller Ablesewert fest; ausgewählter Nebenwert; Stufe markieren	local owner order only; no global wheel start/direction
162	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	2	yekees oraly	left local field 46: lange Tabellenstufe; Ansatz/Satz + Ziel	local owner order only; no global wheel start/direction
163	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.47	A1_LEFT_LOCAL_FIELD_47	1	yfain	left local field 47: gezaehlter Teil oder Unterabschnitt	local owner order only; no global wheel start/direction
164	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	3	todaiin dain dy	left local field 48: Sollwert; Portion; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
165	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	3	os choer aiin	left local field 49: FELD/RAHMEN; Himmelsobjekt oder Eingangsbedingung; Sollwert oder Grad des bezeichneten Himmelsplatzes	local owner order only; no global wheel start/direction
166	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	2	choeea sal	left local field 50: Eingangsposten länger halten; Ziel	local owner order only; no global wheel start/direction
167	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.51	A1_LEFT_LOCAL_FIELD_51	1	dadaiin	left local field 51: Sollwert	local owner order only; no global wheel start/direction
168	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	1	qotoear	left outer star station 01: nächste Quelle kurz nehmen	local owner order only; no global wheel start/direction
169	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	1	dchdar	left outer star station 02: von Quelle umsetzen	local owner order only; no global wheel start/direction
170	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	2	y saldal	left outer star station 03: dieser lokale Diagrammposten; Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	local owner order only; no global wheel start/direction
171	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	1	ytodal	left outer star station 04: bezeichneter Platz oder Phase + AL	local owner order only; no global wheel start/direction
172	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	2	tol daiin	left outer star station 05: Fortsetzen; Sollwert	local owner order only; no global wheel start/direction
173	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	2	otar dy	left outer star station 06: danach vom bezeichneten Ausgangsplatz; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
174	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	3	cho dal g	left outer star station 07: Eingangsobjekt oder Eingangsbedingung; Ziel; GRAD	local owner order only; no global wheel start/direction
175	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	1	ytchodly	left outer star station 08: bezeichneter Platz oder Phase + HO	local owner order only; no global wheel start/direction
176	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	1	octhys	left outer star station 09: sekundäre Grundbedingung	local owner order only; no global wheel start/direction
177	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	1	ytokar	left outer star station 10: bezeichneter Platz oder Phase + OK+AR	local owner order only; no global wheel start/direction
178	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	1	otolor	left outer star station 11: Folge + Fortsetzen + Ansatz/Satz	local owner order only; no global wheel start/direction
179	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	1	okodar	left outer star station 12: markierte Quelle aktivieren	local owner order only; no global wheel start/direction
180	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	2	s air	right phase station 01: Nebenwert; Himmels-, Ring- oder Zeigerlauf	local owner order only; no global wheel start/direction
181	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.65	A1_RIGHT_PHASE_STATION_02	1	soear	right phase station 02: Ausgangssektor, Ursprung oder Bezugswert	local owner order only; no global wheel start/direction
182	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.66	A1_RIGHT_PHASE_STATION_03	1	cpheey	right phase station 03: lange Tabellenstufe	local owner order only; no global wheel start/direction
183	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.67	A1_RIGHT_PHASE_STATION_04	1	okodar	right phase station 04: markierte Quelle aktivieren	local owner order only; no global wheel start/direction
184	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.68	A1_RIGHT_PHASE_STATION_05	1	oepchod	right phase station 05: Himmelsobjekt oder Eingangsbedingung	local owner order only; no global wheel start/direction
185	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	2	s ay	right phase station 06: Nebenwert; aktueller Hauptwert	local owner order only; no global wheel start/direction
186	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.70	A1_RIGHT_PHASE_STATION_07	1	osar	right phase station 07: Feldquelle	local owner order only; no global wheel start/direction
187	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.71	A1_RIGHT_PHASE_STATION_08	1	oran	right phase station 08: Bedingungs-, Tabellen- oder Wahlansatz	local owner order only; no global wheel start/direction
188	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	12	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; neue Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	local owner order only; no global wheel start/direction
189	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	11	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	right outer ring text: Ablesewert; dieser lokale Diagrammposten; lange Tabellenstufe; lange Tabellenstufe; bezeichnete Klasse oder Haus + KCH; bezeichnete Klasse oder Haus + KCH; Diagrammposten setzen oder aktivieren; Sollwert; Fortsetzung aktivieren; Ausgangssektor, Ursprung oder Bezugswert; VON DER QUELLE WEITER	local owner order only; no global wheel start/direction
190	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	13	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	paired wheel legend unresolved: aktueller Ablesewert; diesen Posten länger aktivieren und eintragen; Ausgabe/Auszug; langes oder zweites Feld; durch Sektor, Ring oder Pruefweg fuehren; Eingangsposten; Sollwert oder Grad des bezeichneten Himmelsplatzes; diesen Posten länger aktivieren und eintragen; Sollwert aktivieren; Portion markieren; Ausgangssektor, Ursprung oder Bezugswert; Himmels-, Ring- oder Zeigerlauf; aktueller Hauptwert	local owner order only; no global wheel start/direction
191	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	9	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	left panel header: Eingangsposten + Bearbeiten; lange Tabellenstufe; nächsten Eingangsposten länger halten; im selben Ring, Band oder Satz fortsetzen; Bedingungs-, Tabellen- oder Wahlansatz; in langer Stufe fortsetzen; nächster Satz; Eingangsposten vollständig bereit; Bearbeiten + Ziel	local owner order only; no global wheel start/direction
192	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	9	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	middle panel header: Grundzustand dieses Platzes; naechster Platz oder folgende Bedingung; vollstaendig setzen und den Eintrag schliessen; sichtbares Ergebnis / Ablesewert; zwei lange Tabellenstufen; diesen Platz kurz markieren; Bedingungs-, Tabellen- oder Wahlansatz; Auszug/Ausgabe + Ansatz/Satz; Eingangsposten	local owner order only; no global wheel start/direction
193	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	8	ykor shey qocheey chokal okeey ror eckhear daram	right panel header: bezeichnete Klasse oder Haus + OR; sichtbares Ergebnis / Ablesewert; Ablesewert; Eingangsposten + Ziel; in langer Stufe setzen; Bedingungs-, Tabellen- oder Wahlansatz; Seihen/Trennen + Quelle; Quellaspekt	local owner order only; no global wheel start/direction
194	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	2	dchor okaiiin	multipanel header fragment 04: Bedingungs-, Tabellen- oder Wahlansatz; Stufe aktivieren	local owner order only; no global wheel start/direction
195	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.5	A2_MULTIPANEL_HEADER_FRAGMENT_05	1	yky	multipanel header fragment 05: bezeichnete Klasse oder Haus	local owner order only; no global wheel start/direction
196	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.6	A2_MULTIPANEL_HEADER_FRAGMENT_06	1	dary	multipanel header fragment 06: Ausgangssektor, Ursprung oder Bezugswert	local owner order only; no global wheel start/direction
197	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.7	A2_MULTIPANEL_HEADER_FRAGMENT_07	1	chkchykoly	multipanel header fragment 07: Bearbeiten + Fortsetzen	local owner order only; no global wheel start/direction
198	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.8	A2_CENTRE_KEY_UNRESOLVED	1	okodaly	centre key unresolved: dieses markierte Ziel aktivieren	local owner order only; no global wheel start/direction
199	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.9	A2_STAR_STATION_01	1	odchecthy	star station 01: Bereitbedingung markieren	local owner order only; no global wheel start/direction
200	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.10	A2_STAR_STATION_02	1	otcheody	star station 02: Folge + Auszug/Ausgabe	local owner order only; no global wheel start/direction
201	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.11	A2_STAR_STATION_03	1	okoaly	star station 03: dieses Ziel aktivieren	local owner order only; no global wheel start/direction
202	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.12	A2_STAR_STATION_04	1	chocfhy	star station 04: Himmelsobjekt oder Eingangsbedingung	local owner order only; no global wheel start/direction
203	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.13	A2_STAR_STATION_05	1	octhey	star station 05: ausgewählte Grundbedingung	local owner order only; no global wheel start/direction
204	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.14	A2_STAR_STATION_06	1	otshey	star station 06: nächster Ablesewert	local owner order only; no global wheel start/direction
205	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.15	A2_STAR_STATION_07	1	otydy	star station 07: Teilsektor oder Untereintrag	local owner order only; no global wheel start/direction
206	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.16	A2_STAR_STATION_08	1	okear	star station 08: Quelle kurz aktivieren	local owner order only; no global wheel start/direction
207	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.17	A2_STAR_STATION_09	1	cphocthy	star station 09: Himmelsobjekt oder Eingangsbedingung	local owner order only; no global wheel start/direction
208	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.18	A2_STAR_STATION_10	1	ytchody	star station 10: bezeichneter Platz oder Phase + HO	local owner order only; no global wheel start/direction
209	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.19	A2_STAR_STATION_11	1	otys	star station 11: Teilsektor oder Untereintrag	local owner order only; no global wheel start/direction
210	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.20	A2_STAR_STATION_12	1	olor	star station 12: fortgesetzter Bedingungs- oder Tabellensatz	local owner order only; no global wheel start/direction
211	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.21	A2_STAR_STATION_13	1	ockhy	star station 13: durch Sektor, Ring oder Pruefweg fuehren	local owner order only; no global wheel start/direction
212	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.22	A2_STAR_STATION_14	1	ofcheor	star station 14: Bedingungs-, Tabellen- oder Wahlansatz	local owner order only; no global wheel start/direction
213	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.23	A2_STAR_STATION_15	1	otchdy	star station 15: den folgenden Platz uebertragen und den Eintrag schliessen	local owner order only; no global wheel start/direction
214	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.24	A2_STAR_STATION_16	1	otykchs	star station 16: Folge + Bearbeiten	local owner order only; no global wheel start/direction
215	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.25	A2_STAR_STATION_17	1	otol	star station 17: danach im selben Ring oder Band fortsetzen	local owner order only; no global wheel start/direction
216	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.26	A2_STAR_STATION_18	1	otor	star station 18: nächster Satz	local owner order only; no global wheel start/direction
217	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.27	A2_STAR_STATION_19	1	oiinar	star station 19: Stufe mit Quellenbezug	local owner order only; no global wheel start/direction
218	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.28	A2_STAR_STATION_20	1	okoldy	star station 20: Fortsetzung aktivieren und festhalten	local owner order only; no global wheel start/direction
219	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.29	A2_STAR_STATION_21	1	ykchdy	star station 21: bezeichnete Klasse oder Haus + KCH	local owner order only; no global wheel start/direction
220	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.30	A2_STAR_STATION_22	1	oeeody	star station 22: diesen Posten in langer Stufe eintragen	local owner order only; no global wheel start/direction
221	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.31	A2_STAR_STATION_23	1	ocphy	star station 23: Grundauswahl	local owner order only; no global wheel start/direction
222	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.32	A2_STAR_STATION_24	1	okeeodal	star station 24: markiertes Ziel länger aktivieren	local owner order only; no global wheel start/direction
223	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.33	A2_STAR_STATION_25	1	okshor	star station 25: Aktivieren + Eingangsposten	local owner order only; no global wheel start/direction
224	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.34	A2_STAR_STATION_26	1	osdaiin	star station 26: Feld-Sollwert	local owner order only; no global wheel start/direction
225	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.35	A2_STAR_STATION_27	1	otochedy	star station 27: Folge + Umsetzen	local owner order only; no global wheel start/direction
226	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.36	A2_STAR_STATION_28	1	dolchedy	star station 28: Fortsetzen + Umsetzen	local owner order only; no global wheel start/direction
227	ASTRO_OWNER_LOCUS	ASTRO	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	5	oky okchdy okardy qear oygy	central legend unresolved: diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	local owner order only; no global wheel start/direction
228	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	40	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; Ausgangssektor, Ursprung oder Bezugswert; abgeleiteter Platzwert; zweites Feld aktivieren; Grundwert; aktueller Phasenwert; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundärer Zustand fest; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	local owner order only; no global wheel start/direction
229	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	38	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	middle wheel ring text: bezeichnete Klasse oder Haus; im selben Ring oder Band fortsetzen; bezeichnete Klasse oder Haus + AR; Ziel; bezeichnete Klasse oder Haus; Tabellensatz länger aktivieren; sichtbares Ergebnis / Ablesewert; im selben Ring, Band oder Satz fortsetzen; bezeichnete Klasse oder Haus + AL; Ablesewert; Quellaspekt; durch Sektor, Ring oder Pruefweg fuehren; diese Position laenger halten; Sollwert oder Grad des bezeichneten Himmelsplatzes; dieser lokale Diagrammposten; Zielsektor, Zielstern oder Zielfeld; Ablesewert fest; Ziel; ausgewählter Phasenwert; Quelle; dieser lokale Diagrammposten; dieser lokale Diagrammposten; bezeichnete Klasse oder Haus; Zustand; dieser lokale Diagrammposten; dieser lokale Diagrammposten; im selben Ring oder Band fortsetzen; bezeichnete Klasse oder Haus + AR; im selben Ring oder Band fortsetzen; dieser lokale Diagrammposten; diesen Klassenposten länger markieren; dieser lokale Diagrammposten; Ziel; diesen Posten eintragen; Himmels-, Ring- oder Zeigerlauf; diesen Diagrammposten setzen; aktueller Ablesewert; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
230	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	29	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	right wheel ring text: Himmels-, Ring- oder Zeigerlauf; nächsten Doppelziel-Eintrag setzen; Lauf/Bahn; auf den bezeichneten Diagrammplatz uebertragen; nächste Quelle; Ausgangssektor, Ursprung oder Bezugswert; dieser lokale Diagrammposten; nächsten Satz kurz nehmen; Eingangsobjekt oder Eingangsbedingung; nächster Lauf; Wert oder Platzbezug uebertragen; am nächsten Ziel länger halten; Bedingungs-, Tabellen- oder Wahlansatz; Ausgangssektor, Ursprung oder Bezugswert; Himmels-, Ring- oder Zeigerlauf; den nächsten Posten kurz markieren; bezeichneter Platz oder Phase + TY; Hauptwert; fester Zustand; diese Fortsetzung als nächste nehmen; markiertes Ziel kurz aktivieren; Folge + Quelle + Quelle; lange Tabellenstufe; Lauf/Bahn; dieser lokale Diagrammposten; diesen markierten Posten aktivieren; Ziel; naechster Diagrammposten in langer Stufe; naechster Diagrammposten in langer Stufe	local owner order only; no global wheel start/direction
231	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	2	okeey sar	left radial slot 01: in langer Stufe setzen; Quelle	local owner order only; no global wheel start/direction
232	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	2	okeo dy	left radial slot 02: Diagrammposten setzen oder aktivieren; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
233	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.6	A3_LEFT_RADIAL_SLOT_03	1	ochoyk	left radial slot 03: Himmelsobjekt oder Eingangsbedingung	local owner order only; no global wheel start/direction
234	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.7	A3_LEFT_RADIAL_SLOT_04	1	ykeey	left radial slot 04: bezeichnete Klasse oder Haus	local owner order only; no global wheel start/direction
235	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.8	A3_LEFT_RADIAL_SLOT_05	1	ytory	left radial slot 05: bezeichneter Platz oder Phase + OR	local owner order only; no global wheel start/direction
236	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.9	A3_LEFT_RADIAL_SLOT_06	1	oeesy	left radial slot 06: diesen Posten länger halten	local owner order only; no global wheel start/direction
237	ASTRO_OWNER_LOCUS	ASTRO	f69v	f69v.10	A3_LEFT_RADIAL_SLOT_07	1	ytody	left radial slot 07: diesen Platz eintragen	local owner order only; no global wheel start/direction
