unified_serial	register	page	source_group_id	visible_surface	autonomy
578	ASTRO	f68r1	A2:G007	otor	FULL
579	ASTRO	f68r1	A2:G008	choctheeey	FULL
580	ASTRO	f68r1	A2:G009	okchoal	PARTIAL
581	ASTRO	f68r1	A2:G010	tochso	NONE
582	ASTRO	f68r1	A2:G011	otchl	PARTIAL
583	ASTRO	f68r1	A2:G012	qokeeedy	FULL
584	ASTRO	f68r1	A2:G013	cheey	FULL
585	ASTRO	f68r1	A2:G014	cheeteey	FULL
586	ASTRO	f68r1	A2:G015	yteody	FULL
587	ASTRO	f68r1	A2:G016	chpor	PARTIAL
588	ASTRO	f68r1	A2:G017	cheokorchey	PARTIAL
589	ASTRO	f68r1	A2:G018	chod	FULL
590	ASTRO	f68r1	A2:G019	ykor	FULL
591	ASTRO	f68r1	A2:G020	shey	FULL
592	ASTRO	f68r1	A2:G021	qocheey	FULL
593	ASTRO	f68r1	A2:G022	chokal	PARTIAL
594	ASTRO	f68r1	A2:G023	okeey	FULL
595	ASTRO	f68r1	A2:G024	ror	PARTIAL
596	ASTRO	f68r1	A2:G025	eckhear	PARTIAL
597	ASTRO	f68r1	A2:G026	daram	FULL
598	ASTRO	f68r1	A2:G027	dchor	PARTIAL
599	ASTRO	f68r1	A2:G028	okaiiin	FULL
600	ASTRO	f68r1	A2:G029	yky	FULL
601	ASTRO	f68r1	A2:G030	dary	PARTIAL
602	ASTRO	f68r1	A2:G031	chkchykoly	PARTIAL
603	ASTRO	f68r1	A2:G032	okodaly	FULL
604	ASTRO	f68r1	A2:G033	odchecthy	FULL
605	ASTRO	f68r1	A2:G034	otcheody	PARTIAL
606	ASTRO	f68r1	A2:G035	okoaly	FULL
607	ASTRO	f68r1	A2:G036	chocfhy	PARTIAL
608	ASTRO	f68r1	A2:G037	octhey	PARTIAL
609	ASTRO	f68r1	A2:G038	otshey	FULL
610	ASTRO	f68r1	A2:G039	otydy	PARTIAL
611	ASTRO	f68r1	A2:G040	okear	FULL
612	ASTRO	f68r1	A2:G041	cphocthy	PARTIAL
613	ASTRO	f68r1	A2:G042	ytchody	FULL
614	ASTRO	f68r1	A2:G043	otys	PARTIAL
615	ASTRO	f68r1	A2:G044	olor	FULL
616	ASTRO	f68r1	A2:G045	ockhy	PARTIAL
617	ASTRO	f68r1	A2:G046	ofcheor	PARTIAL
618	ASTRO	f68r1	A2:G047	otchdy	FULL
619	ASTRO	f68r1	A2:G048	otykchs	PARTIAL
620	ASTRO	f68r1	A2:G049	otol	FULL
621	ASTRO	f68r1	A2:G050	otor	FULL
622	ASTRO	f68r1	A2:G051	oiinar	FULL
623	ASTRO	f68r1	A2:G052	okoldy	FULL
624	ASTRO	f68r1	A2:G053	ykchdy	FULL
625	ASTRO	f68r1	A2:G054	oeeody	FULL
626	ASTRO	f68r1	A2:G055	ocphy	NONE
627	ASTRO	f68r1	A2:G056	okeeodal	FULL
628	ASTRO	f68r1	A2:G057	okshor	PARTIAL
629	ASTRO	f68r1	A2:G058	osdaiin	FULL
630	ASTRO	f68r1	A2:G059	otochedy	PARTIAL
631	ASTRO	f68r1	A2:G060	dolchedy	PARTIAL
632	ASTRO	f68r1	A2:G061	oky	FULL
633	ASTRO	f68r1	A2:G062	okchdy	PARTIAL
634	ASTRO	f68r1	A2:G063	okardy	FULL
635	ASTRO	f68r1	A2:G064	qear	PARTIAL
636	ASTRO	f68r1	A2:G065	oygy	NONE
637	ASTRO	f69v	A3:G001	dair	FULL
638	ASTRO	f69v	A3:G002	cheyky	FULL
639	ASTRO	f69v	A3:G003	otaza	PARTIAL
640	ASTRO	f69v	A3:G004	sar	FULL
641	ASTRO	f69v	A3:G005	ar	FULL
642	ASTRO	f69v	A3:G006	chykar	PARTIAL
643	ASTRO	f69v	A3:G007	okoirsh	PARTIAL
644	ASTRO	f69v	A3:G008	ar	FULL
645	ASTRO	f69v	A3:G009	chetody	NONE
646	ASTRO	f69v	A3:G010	okeeos	FULL
647	ASTRO	f69v	A3:G011	o	NONE
648	ASTRO	f69v	A3:G012	tey	NONE
649	ASTRO	f69v	A3:G013	otokeeey	FULL
650	ASTRO	f69v	A3:G014	okeeody	FULL
651	ASTRO	f69v	A3:G015	okeey	FULL
652	ASTRO	f69v	A3:G016	doiir	NONE
653	ASTRO	f69v	A3:G017	teeo	FULL
654	ASTRO	f69v	A3:G018	y	FULL
655	ASTRO	f69v	A3:G019	chey	FULL
656	ASTRO	f69v	A3:G020	ot	FULL
657	ASTRO	f69v	A3:G021	y	FULL
658	ASTRO	f69v	A3:G022	okedy	PARTIAL
659	ASTRO	f69v	A3:G023	chsdy	NONE
660	ASTRO	f69v	A3:G024	okeod	FULL
661	ASTRO	f69v	A3:G025	y	FULL
662	ASTRO	f69v	A3:G026	dy	FULL
663	ASTRO	f69v	A3:G027	choaiin	FULL
664	ASTRO	f69v	A3:G028	okar	FULL
665	ASTRO	f69v	A3:G029	okar	FULL
666	ASTRO	f69v	A3:G030	chol	FULL
667	ASTRO	f69v	A3:G031	chees	FULL
668	ASTRO	f69v	A3:G032	yto	FULL
669	ASTRO	f69v	A3:G033	odair	FULL
670	ASTRO	f69v	A3:G034	oty	PARTIAL
671	ASTRO	f69v	A3:G035	oteeo	FULL
672	ASTRO	f69v	A3:G036	dar	FULL
673	ASTRO	f69v	A3:G037	o	NONE
674	ASTRO	f69v	A3:G038	eykeody	FULL
675	ASTRO	f69v	A3:G039	dchor	PARTIAL
676	ASTRO	f69v	A3:G040	char	FULL
677	ASTRO	f69v	A3:G041	yka	FULL
678	ASTRO	f69v	A3:G042	chol	FULL
679	ASTRO	f69v	A3:G043	ykar	FULL
680	ASTRO	f69v	A3:G044	dal	FULL
681	ASTRO	f69v	A3:G045	ykady	FULL
682	ASTRO	f69v	A3:G046	iokeeor	FULL
683	ASTRO	f69v	A3:G047	cheey	FULL
684	ASTRO	f69v	A3:G048	choly	PARTIAL
685	ASTRO	f69v	A3:G049	ykeeal	FULL
686	ASTRO	f69v	A3:G050	cheo	FULL
687	ASTRO	f69v	A3:G051	oaram	FULL
688	ASTRO	f69v	A3:G052	ockhy	PARTIAL
689	ASTRO	f69v	A3:G053	sheey	FULL
690	ASTRO	f69v	A3:G054	aiin	FULL
691	ASTRO	f69v	A3:G055	y	FULL
692	ASTRO	f69v	A3:G056	daiial	PARTIAL
693	ASTRO	f69v	A3:G057	cheody	PARTIAL
694	ASTRO	f69v	A3:G058	cheal	FULL
695	ASTRO	f69v	A3:G059	yetey	NONE
696	ASTRO	f69v	A3:G060	chear	FULL
697	ASTRO	f69v	A3:G061	y	FULL
698	ASTRO	f69v	A3:G062	dy	FULL
699	ASTRO	f69v	A3:G063	ykey	FULL
700	ASTRO	f69v	A3:G064	ch	NONE
701	ASTRO	f69v	A3:G065	y	FULL
702	ASTRO	f69v	A3:G066	dy	FULL
703	ASTRO	f69v	A3:G067	chol	FULL
704	ASTRO	f69v	A3:G068	ykar	FULL
705	ASTRO	f69v	A3:G069	ol	FULL
706	ASTRO	f69v	A3:G070	y	FULL
707	ASTRO	f69v	A3:G071	ykeeody	FULL
708	ASTRO	f69v	A3:G072	chey	FULL
709	ASTRO	f69v	A3:G073	dal	FULL
710	ASTRO	f69v	A3:G074	ody	FULL
711	ASTRO	f69v	A3:G075	airchy	PARTIAL
712	ASTRO	f69v	A3:G076	choky	FULL
713	ASTRO	f69v	A3:G077	ychey	FULL
714	ASTRO	f69v	A3:G078	chey	FULL
715	ASTRO	f69v	A3:G079	doair	PARTIAL
716	ASTRO	f69v	A3:G080	otaldal	FULL
717	ASTRO	f69v	A3:G081	dair	FULL
718	ASTRO	f69v	A3:G082	chdy	FULL
719	ASTRO	f69v	A3:G083	otoar	FULL
720	ASTRO	f69v	A3:G084	ar	FULL
721	ASTRO	f69v	A3:G085	chy	FULL
722	ASTRO	f69v	A3:G086	qoteor	FULL
723	ASTRO	f69v	A3:G087	cho	NONE
724	ASTRO	f69v	A3:G088	qotair	FULL
725	ASTRO	f69v	A3:G089	chda	PARTIAL
726	ASTRO	f69v	A3:G090	oteeal	FULL
727	ASTRO	f69v	A3:G091	cheor	PARTIAL
728	ASTRO	f69v	A3:G092	ar	FULL
729	ASTRO	f69v	A3:G093	air	FULL
730	ASTRO	f69v	A3:G094	oteody	FULL
731	ASTRO	f69v	A3:G095	ytyd	FULL
732	ASTRO	f69v	A3:G096	a	NONE
733	ASTRO	f69v	A3:G097	dchy	NONE
734	ASTRO	f69v	A3:G098	otoly	FULL
735	ASTRO	f69v	A3:G099	okeodal	FULL
736	ASTRO	f69v	A3:G100	oteoarar	PARTIAL
737	ASTRO	f69v	A3:G101	cheteeser	FULL
738	ASTRO	f69v	A3:G102	dair	FULL
739	ASTRO	f69v	A3:G103	chey	FULL
740	ASTRO	f69v	A3:G104	okody	FULL
741	ASTRO	f69v	A3:G105	dal	FULL
742	ASTRO	f69v	A3:G106	oteey	FULL
743	ASTRO	f69v	A3:G107	oteey	FULL
744	ASTRO	f69v	A3:G108	okeey	FULL
745	ASTRO	f69v	A3:G109	sar	FULL
746	ASTRO	f69v	A3:G110	okeo	PARTIAL
747	ASTRO	f69v	A3:G111	dy	FULL
748	ASTRO	f69v	A3:G112	ochoyk	PARTIAL
749	ASTRO	f69v	A3:G113	ykeey	FULL
750	ASTRO	f69v	A3:G114	ytory	FULL
751	ASTRO	f69v	A3:G115	oeesy	FULL
752	ASTRO	f69v	A3:G116	ytody	FULL
753	ASTRO	f69v	A3:G117	okody	FULL
754	ASTRO	f69v	A3:G118	otody	FULL
755	ASTRO	f69v	A3:G119	okeal	FULL
756	ASTRO	f69v	A3:G120	okeod	FULL
757	ASTRO	f69v	A3:G121	oteeys	FULL
758	ASTRO	f69v	A3:G122	oteol	FULL
759	ASTRO	f69v	A3:G123	ykeydy	FULL
760	ASTRO	f69v	A3:G124	okeod	FULL
761	ASTRO	f69v	A3:G125	saral	FULL
762	ASTRO	f69v	A3:G126	saiir	NONE
763	ASTRO	f69v	A3:G127	okolar	PARTIAL
764	ASTRO	f69v	A3:G128	ykeody	FULL
765	ASTRO	f69v	A3:G129	sarydy	PARTIAL
766	ASTRO	f69v	A3:G130	otchy	PARTIAL
767	ASTRO	f69v	A3:G131	okeey	FULL
768	ASTRO	f69v	A3:G132	dy	FULL
769	ASTRO	f69v	A3:G133	okey	FULL
770	ASTRO	f69v	A3:G134	d	NONE
771	ASTRO	f69v	A3:G135	okeod	FULL
772	ASTRO	f69v	A3:G136	okodchy	FULL
773	ASTRO	f69v	A3:G137	okeody	FULL
774	ASTRO	f69v	A3:G138	okcheys	PARTIAL
775	ASTRO	f69v	A3:G139	oar	FULL
776	ASTRO	f69v	A3:G140	alys	PARTIAL
