record	mode	A	B	triggered	active	required	forbidden	violated_states	action_conflicts	unbound	consistent	row_status
F83_P5	C	warm	neutral		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	warm	neutral		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	C	kalt	warm		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	kalt	warm		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	C	kalt	kalt		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	kalt	kalt		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	C	kalt	neutral		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	kalt	neutral		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	C	neutral	warm		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	neutral	warm		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	C	neutral	kalt		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	neutral	kalt		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	C	neutral	neutral		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	neutral	neutral		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_Q1	C	warm	warm		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	warm	warm		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	C	warm	kalt		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	warm	kalt		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	C	warm	neutral		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	warm	neutral		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	C	kalt	warm		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	kalt	warm		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	C	kalt	kalt		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	kalt	kalt		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	C	kalt	neutral		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	kalt	neutral		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	C	neutral	warm		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	neutral	warm		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	C	neutral	kalt		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	neutral	kalt		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	C	neutral	neutral		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q1	U	neutral	neutral		f83r.49:3	{}	{}			f83r.49:3	True	recorded
F83_Q2	C	warm	warm			{}	{}				True	recorded
F83_Q2	U	warm	warm			{}	{}				True	recorded
F83_Q2	C	warm	kalt			{}	{}				True	recorded
F83_Q2	U	warm	kalt			{}	{}				True	recorded
F83_Q2	C	warm	neutral			{}	{}				True	recorded
F83_Q2	U	warm	neutral			{}	{}				True	recorded
F83_Q2	C	kalt	warm			{}	{}				True	recorded
F83_Q2	U	kalt	warm			{}	{}				True	recorded
F83_Q2	C	kalt	kalt			{}	{}				True	recorded
F83_Q2	U	kalt	kalt			{}	{}				True	recorded
F83_Q2	C	kalt	neutral			{}	{}				True	recorded
F83_Q2	U	kalt	neutral			{}	{}				True	recorded
F83_Q2	C	neutral	warm			{}	{}				True	recorded
F83_Q2	U	neutral	warm			{}	{}				True	recorded
F83_Q2	C	neutral	kalt			{}	{}				True	recorded
F83_Q2	U	neutral	kalt			{}	{}				True	recorded
F83_Q2	C	neutral	neutral			{}	{}				True	recorded
F83_Q2	U	neutral	neutral			{}	{}				True	recorded
