page	diagram_id	locus	namespace_id	local_image_owner	local_content_class	group_count	surface_sequence	bridge_class_sequence	component_sequence	exact_surface_groups	composed_component_groups	single_component_groups	local_nomenclator_groups	complete_workshop_reading_de	owner_default_de	orientation_status	nomenclator_family_sequence	compact_default_sequence_de	family_resolved_groups	closed_locus_reading_de
f67r2	A1	f67r2.27	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	4	okeo r aiin am	SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR	B05_OK_SET || LOCAL_NAME_OR_VALUE || EXACT:Sollmaß || LOCAL_NAME_OR_VALUE	1	0	1	2	Sternplatz A1_LEFT_LOCAL_FIELD_27: notiere Diagrammposten setzen oder aktivieren | Sollwert oder Grad des bezeichneten Himmelsplatzes; ergaenze 2 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	gegenwärtiges lokales Radial-/Ringfeld 27 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS || COMMON_22_COMPONENT_BRIDGE || N02_AM_ASPECT	Diagrammposten setzen oder aktivieren | Bezugswert | Sollwert oder Grad des bezeichneten Himmelsplatzes | Aspektwert	2	A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren | Bezugswert | Sollwert oder Grad des bezeichneten Himmelsplatzes | Aspektwert.
f67r2	A1	f67r2.28	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_28	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	2	okain am	EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR	EXACT:eine Portion zugeben || LOCAL_NAME_OR_VALUE	1	0	0	1	Sternplatz A1_LEFT_LOCAL_FIELD_28: notiere einen gezaehlten Teilwert zugeben; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	gegenwärtiges lokales Radial-/Ringfeld 28 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || N02_AM_ASPECT	einen gezaehlten Teilwert zugeben | Aspektwert	1	A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben | Aspektwert.
f67r2	A1	f67r2.29	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_29	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	2	ytody saiin	LOCAL_ASTRO_NOMENCLATOR EXACT_PROSE_SURFACE_BRIDGE	LOCAL_NAME_OR_VALUE || EXACT:Sollmaß	1	0	0	1	Sternplatz A1_LEFT_LOCAL_FIELD_29: notiere Sollwert oder Grad des bezeichneten Himmelsplatzes; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	gegenwärtiges lokales Radial-/Ringfeld 29 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N03_TO_TE_PLACE_PHASE || COMMON_22_COMPONENT_BRIDGE	Platz fest eingetragen | Sollwert oder Grad des bezeichneten Himmelsplatzes	1	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen | Sollwert oder Grad des bezeichneten Himmelsplatzes.
f67r2	A1	f67r2.30	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_30	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	2	ochol olol	SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE	B07_OL_CONTINUE || B07_OL_CONTINUE|B07_OL_CONTINUE	0	1	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_30: notiere im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	gegenwärtiges lokales Radial-/Ringfeld 30 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	0	A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.
f67r2	A1	f67r2.31	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_31	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	1	opcholdy	SINGLE_COMPONENT_BRIDGE	B07_OL_CONTINUE	0	0	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_31: notiere im selben Ring, Band oder Satz fortsetzen.	gegenwärtiges lokales Radial-/Ringfeld 31 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	im selben Ring, Band oder Satz fortsetzen	0	A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen.
f67r2	A1	f67r2.32	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_32	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	4	dosar odas air alaiin	SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE	B10_AR_SOURCE || LOCAL_NAME_OR_VALUE || B02_AIR_COURSE || B09_AL_TARGET|B01_AIIN_VALUE	0	1	2	1	Sternplatz A1_LEFT_LOCAL_FIELD_32: notiere Ausgangssektor, Ursprung oder Bezugswert | Himmels-, Ring- oder Zeigerlauf | Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	gegenwärtiges lokales Radial-/Ringfeld 32 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Ausgangssektor, Ursprung oder Bezugswert | fester Nebenwert | Himmels-, Ring- oder Zeigerlauf | Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes	1	A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert | fester Nebenwert | Himmels-, Ring- oder Zeigerlauf | Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.
f67r2	A1	f67r2.33	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_33	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	dokan oear odal	SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE	B05_OK_SET || B10_AR_SOURCE || B09_AL_TARGET	0	0	3	0	Sternplatz A1_LEFT_LOCAL_FIELD_33: notiere Diagrammposten setzen oder aktivieren | Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld.	gegenwärtiges lokales Radial-/Ringfeld 33 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Diagrammposten setzen oder aktivieren | Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld	0	A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren | Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld.
f67r2	A1	f67r2.34	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_34	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	2	ofar oeoldan	SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE	B10_AR_SOURCE || B07_OL_CONTINUE|B20_DAN_APPLY	0	1	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_34: notiere Ausgangssektor, Ursprung oder Bezugswert | im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden.	gegenwärtiges lokales Radial-/Ringfeld 34 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Ausgangssektor, Ursprung oder Bezugswert | im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	0	A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert | im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden.
f67r2	A1	f67r2.35	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_35	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	chol giin okol	EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE	EXACT:fortsetzen || B04_IIN_STAGE || B05_OK_SET|B07_OL_CONTINUE	1	1	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_35: notiere im selben Ring oder Band fortsetzen | Grad- oder Bedingungsstufe | Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	gegenwärtiges lokales Radial-/Ringfeld 35 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	im selben Ring oder Band fortsetzen | Grad- oder Bedingungsstufe | Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen	0	A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen | Grad- oder Bedingungsstufe | Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.
f67r2	A1	f67r2.36	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_36	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	ytor daiin or	SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	B08_OR_WORKSET || EXACT:Sollmaß || EXACT:Ansatz	2	0	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_36: notiere Bedingungs-, Tabellen- oder Wahlansatz | Sollwert oder Grad des bezeichneten Himmelsplatzes | Bedingungs- oder Tabellensatz.	gegenwärtiges lokales Radial-/Ringfeld 36 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Bedingungs-, Tabellen- oder Wahlansatz | Sollwert oder Grad des bezeichneten Himmelsplatzes | Bedingungs- oder Tabellensatz	0	A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz | Sollwert oder Grad des bezeichneten Himmelsplatzes | Bedingungs- oder Tabellensatz.
f67r2	A1	f67r2.37	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_37	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	1	ytoaiin	SINGLE_COMPONENT_BRIDGE	B01_AIIN_VALUE	0	0	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_37: notiere Sollwert oder Grad eines Diagrammplatzes.	gegenwärtiges lokales Radial-/Ringfeld 37 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Sollwert oder Grad eines Diagrammplatzes	0	A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes.
f67r2	A1	f67r2.38	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_38	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	2	otoldos octhole	COMPOSED_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT|B07_OL_CONTINUE || B07_OL_CONTINUE	0	1	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_38: notiere naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen.	gegenwärtiges lokales Radial-/Ringfeld 38 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen	0	A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen.
f67r2	A1	f67r2.39	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_39	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	sor chedaiin dy	EXACT_PROSE_SURFACE_BRIDGE COMPOSED_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	EXACT:Ansatz || B16_TRANSFER|B01_AIIN_VALUE || EXACT:dieser Posten	2	1	0	0	Sternplatz A1_LEFT_LOCAL_FIELD_39: notiere Bedingungs- oder Tabellensatz | Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes | dieser lokale Diagrammposten.	gegenwärtiges lokales Radial-/Ringfeld 39 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Bedingungs- oder Tabellensatz | Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes | dieser lokale Diagrammposten	0	A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz | Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes | dieser lokale Diagrammposten.
f67r2	A1	f67r2.40	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_40	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	yteos oiin og	LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE || B04_IIN_STAGE || LOCAL_NAME_OR_VALUE	0	0	1	2	Sternplatz A1_LEFT_LOCAL_FIELD_40: notiere Grad- oder Bedingungsstufe; ergaenze 2 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	gegenwärtiges lokales Radial-/Ringfeld 40 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N03_TO_TE_PLACE_PHASE || COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS	sekundärer Phasenplatz | Grad- oder Bedingungsstufe | Grundgrad	2	A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz | Grad- oder Bedingungsstufe | Grundgrad.
f67r2	A1	f67r2.41	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_41	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	2	ytoeopchey chekody	LOCAL_ASTRO_NOMENCLATOR LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE || LOCAL_NAME_OR_VALUE	0	0	0	2	Sternplatz A1_LEFT_LOCAL_FIELD_41: kopiere die 2 lokalen Namen-/Wertsegmente als einen Eintrag.	gegenwärtiges lokales Radial-/Ringfeld 41 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N03_TO_TE_PLACE_PHASE || N04_K_HOUSE_CLASS	Vergleichswert dieses Platzes | abgeleiteter Klassenwert	2	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes | abgeleiteter Klassenwert.
f67r2	A1	f67r2.42	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_42	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	sosho chos ockhy	SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT || B11_HO_INPUT || B17_PASS	0	0	3	0	Sternplatz A1_LEFT_LOCAL_FIELD_42: notiere Himmelsobjekt oder Eingangsbedingung | Himmelsobjekt oder Eingangsbedingung | durch Sektor, Ring oder Pruefweg fuehren.	gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung | Himmelsobjekt oder Eingangsbedingung | durch Sektor, Ring oder Pruefweg fuehren	0	A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung | Himmelsobjekt oder Eingangsbedingung | durch Sektor, Ring oder Pruefweg fuehren.
f67r2	A1	f67r2.43	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_43	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	4	daiin aiin os qsg	EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE LOCAL_ASTRO_NOMENCLATOR	EXACT:Sollmaß || EXACT:Sollmaß || EXACT:Gefaess || LOCAL_NAME_OR_VALUE	3	0	0	1	Sternplatz A1_LEFT_LOCAL_FIELD_43: notiere Sollwert oder Grad des bezeichneten Himmelsplatzes | Sollwert oder Grad des bezeichneten Himmelsplatzes | umschliessendes Diagrammfeld; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || N01_VALUE_SIGNS	Sollwert oder Grad des bezeichneten Himmelsplatzes | Sollwert oder Grad des bezeichneten Himmelsplatzes | umschliessendes Diagrammfeld | neuer Nebengrad	1	A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes | Sollwert oder Grad des bezeichneten Himmelsplatzes | umschliessendes Diagrammfeld | neuer Nebengrad.
f67r2	A1	f67r2.44	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_44	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	ofydy sheody aiin	LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	LOCAL_NAME_OR_VALUE || B15_HOLD || EXACT:Sollmaß	1	0	1	1	Sternplatz A1_LEFT_LOCAL_FIELD_44: notiere Position oder Bedingung halten | Sollwert oder Grad des bezeichneten Himmelsplatzes; ergaenze 1 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N09_FY_YG_LIGHT_GRADE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	fester Grundlichtwert | Position oder Bedingung halten | Sollwert oder Grad des bezeichneten Himmelsplatzes	1	A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert | Position oder Bedingung halten | Sollwert oder Grad des bezeichneten Himmelsplatzes.
f67r2	A1	f67r2.45	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_45	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	ycheody es odaiiin	LOCAL_ASTRO_NOMENCLATOR LOCAL_ASTRO_NOMENCLATOR SINGLE_COMPONENT_BRIDGE	LOCAL_NAME_OR_VALUE || LOCAL_NAME_OR_VALUE || B04_IIN_STAGE	0	0	1	2	Sternplatz A1_LEFT_LOCAL_FIELD_45: notiere Grad- oder Bedingungsstufe; ergaenze 2 lokale Namen-/Wertsegmente aus dem Werkstattdeck.	gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	N05_CHE_READOUT || N01_VALUE_SIGNS || COMMON_22_COMPONENT_BRIDGE	aktueller Ablesewert fest | ausgewählter Nebenwert | Grad- oder Bedingungsstufe	2	A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest | ausgewählter Nebenwert | Grad- oder Bedingungsstufe.
f67r2	A1	f67r2.46	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_46	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	2	yekees oraly	SINGLE_COMPONENT_BRIDGE COMPOSED_COMPONENT_BRIDGE	B13_GRADE || B08_OR_WORKSET|B09_AL_TARGET	0	1	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_46: notiere lange oder volle Diagrammstufe | Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld.	gegenwärtiges lokales Radial-/Ringfeld 46 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	lange oder volle Diagrammstufe | Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld	0	A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe | Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld.
f67r2	A1	f67r2.47	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_47	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	1	yfain	SINGLE_COMPONENT_BRIDGE	B03_AIN_PART	0	0	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_47: notiere gezaehlter Teil oder Unterabschnitt.	gegenwärtiges lokales Radial-/Ringfeld 47 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	gezaehlter Teil oder Unterabschnitt	0	A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt.
f67r2	A1	f67r2.48	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_48	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	todaiin dain dy	SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	B01_AIIN_VALUE || EXACT:Tuch || EXACT:dieser Posten	2	0	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_48: notiere Sollwert oder Grad eines Diagrammplatzes | Band-, Schleier- oder Abdecktraeger | dieser lokale Diagrammposten.	gegenwärtiges lokales Radial-/Ringfeld 48 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Sollwert oder Grad eines Diagrammplatzes | Band-, Schleier- oder Abdecktraeger | dieser lokale Diagrammposten	0	A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes | Band-, Schleier- oder Abdecktraeger | dieser lokale Diagrammposten.
f67r2	A1	f67r2.49	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_49	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	3	os choer aiin	EXACT_PROSE_SURFACE_BRIDGE SINGLE_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	EXACT:Gefaess || B11_HO_INPUT || EXACT:Sollmaß	2	0	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_49: notiere umschliessendes Diagrammfeld | Himmelsobjekt oder Eingangsbedingung | Sollwert oder Grad des bezeichneten Himmelsplatzes.	gegenwärtiges lokales Radial-/Ringfeld 49 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	umschliessendes Diagrammfeld | Himmelsobjekt oder Eingangsbedingung | Sollwert oder Grad des bezeichneten Himmelsplatzes	0	A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld | Himmelsobjekt oder Eingangsbedingung | Sollwert oder Grad des bezeichneten Himmelsplatzes.
f67r2	A1	f67r2.50	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_50	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	2	choeea sal	COMPOSED_COMPONENT_BRIDGE EXACT_PROSE_SURFACE_BRIDGE	B11_HO_INPUT|B13_GRADE || EXACT:dorthin	1	1	0	0	Sternplatz A1_LEFT_LOCAL_FIELD_50: notiere Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe | zum bezeichneten Zielplatz.	gegenwärtiges lokales Radial-/Ringfeld 50 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE || COMMON_22_COMPONENT_BRIDGE	Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe | zum bezeichneten Zielplatz	0	A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe | zum bezeichneten Zielplatz.
f67r2	A1	f67r2.51	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_51	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	1	dadaiin	SINGLE_COMPONENT_BRIDGE	B01_AIIN_VALUE	0	0	1	0	Sternplatz A1_LEFT_LOCAL_FIELD_51: notiere Sollwert oder Grad eines Diagrammplatzes.	gegenwärtiges lokales Radial-/Ringfeld 51 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	Sollwert oder Grad eines Diagrammplatzes	0	A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes.
f67r2	A1	f67r2.52	A1_LEFT_WHEEL_ONLY	A1_LEFT_OUTER_STAR_STATION_01	LEFT_WHEEL_OUTER_STAR_POSITION	1	qotoear	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B10_AR_SOURCE	0	1	0	0	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: notiere naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert.	äußerer Sternplatz 01 des linken f67r2-Rades	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION	COMMON_22_COMPONENT_BRIDGE	naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert	0	A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert.
