unified_serial	register	page	locus	namespace_or_record	local_unit_id	surface_display	mechanism	operational_reading_de	local_owner	register_rule_de
U280	PROSE_WORKSHOP	f83r	f83r.15	B3	E280	dalchdy	PRODUCTIVE_COMPONENTS	dorthin umsetzen; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U281	PROSE_WORKSHOP	f83r	f83r.15	B3	E281	qotchedy	PRODUCTIVE_COMPONENTS	Folgeumsetzung; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U282	PROSE_WORKSHOP	f83r	f83r.15	B3	E282	lchedy	PRODUCTIVE_COMPONENTS	abführen; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U283	PROSE_WORKSHOP	f83r	f83r.16	B3	E283	tchedy	PRODUCTIVE_COMPONENTS	umsetzen; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U284	PROSE_WORKSHOP	f83r	f83r.16	B3	E284	qokchdy	PRODUCTIVE_COMPONENTS	umsetzen; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U285	PROSE_WORKSHOP	f83r	f83r.16	B3	E285	cheedar	PRODUCTIVE_COMPONENTS	von dort umsetzen	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U286	PROSE_WORKSHOP	f83r	f83r.16	B3	E286	chldaiin	PRODUCTIVE_COMPONENTS	Absetzmaß	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U287	PROSE_WORKSHOP	f83r	f83r.16	B3	E287	chedy	PRODUCTIVE_COMPONENTS	umsetzen	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U288	PROSE_WORKSHOP	f83r	f83r.16	B3	E288	qokain	PRODUCTIVE_COMPONENTS	eine Portion zugeben	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U289	PROSE_WORKSHOP	f83r	f83r.16	B3	E289	checthy	PRODUCTIVE_COMPONENTS	bereit	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U290	PROSE_WORKSHOP	f83r	f83r.16	B3	E290	chealror	PRODUCTIVE_COMPONENTS	Ansatz von dort zur Zielstelle	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U291	PROSE_WORKSHOP	f83r	f83r.20	B3	E291	solkeedy	PRODUCTIVE_COMPONENTS	länger sammeln; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U292	PROSE_WORKSHOP	f83r	f83r.20	B3	E292	qoteedy	PRODUCTIVE_COMPONENTS	lange Folge; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U293	PROSE_WORKSHOP	f83r	f83r.20	B3	E293	qokeey	PRODUCTIVE_COMPONENTS	länger ansetzen	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U294	PROSE_WORKSHOP	f83r	f83r.20	B3	E294	qokedy	PRODUCTIVE_COMPONENTS	kurz ansetzen; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U295	PROSE_WORKSHOP	f83r	f83r.20	B3	E295	sol	PRODUCTIVE_COMPONENTS	fortsetzen	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U296	PROSE_WORKSHOP	f83r	f83r.20	B3	E296	cheeety	PRODUCTIVE_COMPONENTS	ganzen Teilposten	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U297	PROSE_WORKSHOP	f83r	f83r.20	B3	E297	qokedy	PRODUCTIVE_COMPONENTS	kurz ansetzen; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U298	PROSE_WORKSHOP	f83r	f83r.20	B3	E298	qoky	PRODUCTIVE_COMPONENTS	Posten ansetzen	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U299	PROSE_WORKSHOP	f83r	f83r.20	B3	E299	saiin	PRODUCTIVE_COMPONENTS	Sollmaß	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U300	PROSE_WORKSHOP	f83r	f83r.22	B3	E300	schedair	PRODUCTIVE_COMPONENTS	Wasser weiterleiten	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U301	PROSE_WORKSHOP	f83r	f83r.22	B3	E301	otchedy	PRODUCTIVE_COMPONENTS	Folgeumsetzung; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U302	PROSE_WORKSHOP	f83r	f83r.22	B3	E302	qokeedy	PRODUCTIVE_COMPONENTS	länger ansetzen; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U303	PROSE_WORKSHOP	f83r	f83r.22	B3	E303	chedain	PRODUCTIVE_COMPONENTS	Portion umsetzen	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U304	PROSE_WORKSHOP	f83r	f83r.22	B3	E304	chedy	PRODUCTIVE_COMPONENTS	umsetzen	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U305	PROSE_WORKSHOP	f83r	f83r.22	B3	E305	qotedaiin	PRODUCTIVE_COMPONENTS	kurzes Folgemass	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U306	PROSE_WORKSHOP	f83r	f83r.22	B3	E306	otaiin	PRODUCTIVE_COMPONENTS	Folgemaß	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U307	PROSE_WORKSHOP	f83r	f83r.22	B3	E307	otedy	PRODUCTIVE_COMPONENTS	kurze Folge; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U308	PROSE_WORKSHOP	f83r	f83r.22	B3	E308	ldy	PRODUCTIVE_COMPONENTS	abziehen; Ende	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U309	PROSE_WORKSHOP	f83r	f83r.24	B3	E309	soiiin	PRODUCTIVE_COMPONENTS	Sollstufe	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U310	PROSE_WORKSHOP	f83r	f83r.24	B3	E310	checthy	PRODUCTIVE_COMPONENTS	bereit	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U311	PROSE_WORKSHOP	f83r	f83r.24	B3	E311	chety	PRODUCTIVE_COMPONENTS	Teil abtrennen	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U312	PROSE_WORKSHOP	f83r	f83r.24	B3	E312	otaiin	PRODUCTIVE_COMPONENTS	Folgemaß	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U313	PROSE_WORKSHOP	f83r	f83r.24	B3	E313	olsaly	PRODUCTIVE_COMPONENTS	untere Zielstelle	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U314	PROSE_WORKSHOP	f83r	f83r.24	B3	E314	shedy	PRODUCTIVE_COMPONENTS	absetzen; Schluss	B3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U315	PROSE_WORKSHOP	f83r	f83r.25	B4	E315	qokeedy	PRODUCTIVE_COMPONENTS	länger ansetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U316	PROSE_WORKSHOP	f83r	f83r.25	B4	E316	qolchey	PRODUCTIVE_COMPONENTS	diesen Posten weiterfuehren	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U317	PROSE_WORKSHOP	f83r	f83r.25	B4	E317	qokeey	PRODUCTIVE_COMPONENTS	länger ansetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U318	PROSE_WORKSHOP	f83r	f83r.25	B4	E318	qokedy	PRODUCTIVE_COMPONENTS	kurz ansetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U319	PROSE_WORKSHOP	f83r	f83r.25	B4	E319	chedy	PRODUCTIVE_COMPONENTS	umsetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U320	PROSE_WORKSHOP	f83r	f83r.25	B4	E320	otal	PRODUCTIVE_COMPONENTS	danach dorthin	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U321	PROSE_WORKSHOP	f83r	f83r.26	B4	E321	otchey	PRODUCTIVE_COMPONENTS	Folgeposten	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U322	PROSE_WORKSHOP	f83r	f83r.26	B4	E322	qokeey	PRODUCTIVE_COMPONENTS	länger ansetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U323	PROSE_WORKSHOP	f83r	f83r.26	B4	E323	qoky	PRODUCTIVE_COMPONENTS	Posten ansetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U324	PROSE_WORKSHOP	f83r	f83r.26	B4	E324	tol	PRODUCTIVE_COMPONENTS	fortsetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U325	PROSE_WORKSHOP	f83r	f83r.26	B4	E325	shedy	PRODUCTIVE_COMPONENTS	absetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U326	PROSE_WORKSHOP	f83r	f83r.26	B4	E326	qokylddy	WHOLE_CARD_CODEBOOK	befestigen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U327	PROSE_WORKSHOP	f83r	f83r.27	B4	E327	dain	WHOLE_CARD_CODEBOOK	Tuch	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U328	PROSE_WORKSHOP	f83r	f83r.27	B4	E328	chedy	PRODUCTIVE_COMPONENTS	umsetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U329	PROSE_WORKSHOP	f83r	f83r.27	B4	E329	qokeedy	PRODUCTIVE_COMPONENTS	länger ansetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U330	PROSE_WORKSHOP	f83r	f83r.27	B4	E330	shckhedy	PRODUCTIVE_COMPONENTS	seihen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U331	PROSE_WORKSHOP	f83r	f83r.27	B4	E331	shckhedy	PRODUCTIVE_COMPONENTS	seihen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U332	PROSE_WORKSHOP	f83r	f83r.28	B4	E332	saiin	PRODUCTIVE_COMPONENTS	Sollmaß	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U333	PROSE_WORKSHOP	f83r	f83r.28	B4	E333	cheeky	PRODUCTIVE_COMPONENTS	länger wärmen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U334	PROSE_WORKSHOP	f83r	f83r.28	B4	E334	sheey	PRODUCTIVE_COMPONENTS	laenger ruhen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U335	PROSE_WORKSHOP	f83r	f83r.28	B4	E335	qokedy	PRODUCTIVE_COMPONENTS	kurz ansetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U336	PROSE_WORKSHOP	f83r	f83r.28	B4	E336	shedy	PRODUCTIVE_COMPONENTS	absetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U337	PROSE_WORKSHOP	f83r	f83r.28	B4	E337	oldy	PRODUCTIVE_COMPONENTS	fortsetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U338	PROSE_WORKSHOP	f83r	f83r.35	B4	E338	saiin	PRODUCTIVE_COMPONENTS	Sollmaß	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U339	PROSE_WORKSHOP	f83r	f83r.35	B4	E339	cheky	PRODUCTIVE_COMPONENTS	kurz wärmen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U340	PROSE_WORKSHOP	f83r	f83r.35	B4	E340	okeeol	PRODUCTIVE_COMPONENTS	länger fortführen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U341	PROSE_WORKSHOP	f83r	f83r.35	B4	E341	okain	PRODUCTIVE_COMPONENTS	eine Portion zugeben	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U342	PROSE_WORKSHOP	f83r	f83r.35	B4	E342	chdy	PRODUCTIVE_COMPONENTS	umsetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U343	PROSE_WORKSHOP	f83r	f83r.37	B4	E343	sol	PRODUCTIVE_COMPONENTS	fortsetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U344	PROSE_WORKSHOP	f83r	f83r.37	B4	E344	lkedy	WHOLE_CARD_CODEBOOK	nachwaschen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U345	PROSE_WORKSHOP	f83r	f83r.37	B4	E345	lchedy	PRODUCTIVE_COMPONENTS	abführen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U346	PROSE_WORKSHOP	f83r	f83r.37	B4	E346	qokol	PRODUCTIVE_COMPONENTS	Fortsetzung einsetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U347	PROSE_WORKSHOP	f83r	f83r.37	B4	E347	shedy	PRODUCTIVE_COMPONENTS	absetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U348	PROSE_WORKSHOP	f83r	f83r.38	B4	E348	or	PRODUCTIVE_COMPONENTS	Ansatz	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U349	PROSE_WORKSHOP	f83r	f83r.38	B4	E349	chey	PRODUCTIVE_COMPONENTS	dieser Posten	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U350	PROSE_WORKSHOP	f83r	f83r.38	B4	E350	qockhey	PRODUCTIVE_COMPONENTS	kurzen Durchlauf ansetzen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U351	PROSE_WORKSHOP	f83r	f83r.38	B4	E351	dairydy	PRODUCTIVE_COMPONENTS	Wasserlauf schließen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U352	PROSE_WORKSHOP	f83r	f83r.39	B4	E352	qokain	PRODUCTIVE_COMPONENTS	eine Portion zugeben	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U353	PROSE_WORKSHOP	f83r	f83r.39	B4	E353	shey	WHOLE_CARD_CODEBOOK	Klarlauf	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U354	PROSE_WORKSHOP	f83r	f83r.39	B4	E354	kain	PRODUCTIVE_COMPONENTS	eine Portion	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U355	PROSE_WORKSHOP	f83r	f83r.39	B4	E355	chckhal	PRODUCTIVE_COMPONENTS	zur Zielstelle durchleiten	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U356	PROSE_WORKSHOP	f83r	f83r.41	B4	E356	solkey	PRODUCTIVE_COMPONENTS	kurz sammeln	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U357	PROSE_WORKSHOP	f83r	f83r.41	B4	E357	lchedy	PRODUCTIVE_COMPONENTS	abführen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U358	PROSE_WORKSHOP	f83r	f83r.41	B4	E358	qolkain	PRODUCTIVE_COMPONENTS	weitere Portion	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U359	PROSE_WORKSHOP	f83r	f83r.41	B4	E359	dal	PRODUCTIVE_COMPONENTS	dorthin	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U360	PROSE_WORKSHOP	f83r	f83r.44	B4	E360	skar	PRODUCTIVE_COMPONENTS	von dort ausgiessen	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U361	PROSE_WORKSHOP	f83r	f83r.44	B4	E361	shedy	PRODUCTIVE_COMPONENTS	absetzen; Schluss	B4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U362	PROSE_WORKSHOP	f83r	f83r.47	B5	E362	otchdy	PRODUCTIVE_COMPONENTS	Folgeumsetzung; Schluss	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U363	PROSE_WORKSHOP	f83r	f83r.47	B5	E363	qokchdy	PRODUCTIVE_COMPONENTS	umsetzen; Schluss	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U364	PROSE_WORKSHOP	f83r	f83r.47	B5	E364	shedal	PRODUCTIVE_COMPONENTS	dort absetzen	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U365	PROSE_WORKSHOP	f83r	f83r.48	B5	E365	dal	PRODUCTIVE_COMPONENTS	dorthin	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U366	PROSE_WORKSHOP	f83r	f83r.48	B5	E366	cheol	PRODUCTIVE_COMPONENTS	fortsetzen	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U367	PROSE_WORKSHOP	f83r	f83r.48	B5	E367	lol	PRODUCTIVE_COMPONENTS	von dort weiterfuehren	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U368	PROSE_WORKSHOP	f83r	f83r.48	B5	E368	chdal	PRODUCTIVE_COMPONENTS	dort umsetzen	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U369	PROSE_WORKSHOP	f83r	f83r.48	B5	E369	aiin	PRODUCTIVE_COMPONENTS	Sollmaß	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U370	PROSE_WORKSHOP	f83r	f83r.49	B5	E370	sol	PRODUCTIVE_COMPONENTS	fortsetzen	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U371	PROSE_WORKSHOP	f83r	f83r.49	B5	E371	daiiin	PRODUCTIVE_COMPONENTS	Öffnungsstufe	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U372	PROSE_WORKSHOP	f83r	f83r.49	B5	E372	chedy	PRODUCTIVE_COMPONENTS	umsetzen	B5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U373	PROSE_WORKSHOP	f83r	f83r.52	B6	E373	solkeey	PRODUCTIVE_COMPONENTS	länger sammeln	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U374	PROSE_WORKSHOP	f83r	f83r.52	B6	E374	qekey	WHOLE_CARD_CODEBOOK	roh	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U375	PROSE_WORKSHOP	f83r	f83r.52	B6	E375	raly	PRODUCTIVE_COMPONENTS	diesen Posten dorthin	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U376	PROSE_WORKSHOP	f83r	f83r.52	B6	E376	ol	PRODUCTIVE_COMPONENTS	fortsetzen	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U377	PROSE_WORKSHOP	f83r	f83r.54	B6	E377	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U378	PROSE_WORKSHOP	f83r	f83r.54	B6	E378	ol	PRODUCTIVE_COMPONENTS	fortsetzen	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U379	PROSE_WORKSHOP	f83r	f83r.54	B6	E379	dain	WHOLE_CARD_CODEBOOK	Tuch	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U380	PROSE_WORKSHOP	f83r	f83r.54	B6	E380	chey	PRODUCTIVE_COMPONENTS	dieser Posten	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U381	PROSE_WORKSHOP	f83r	f83r.54	B6	E381	ldalor	PRODUCTIVE_COMPONENTS	Endziel	B6	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U382	ASTRO_DIAGRAM	f67r2	f67r2.1	F67_RIGHT_WHEEL_NS	A1:G001	ykshy	SINGLE_COMPONENT_BRIDGE	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten; lokaler Namensrest yk/y.	A1_RIGHT_SECTOR_SLOT_01	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U383	ASTRO_DIAGRAM	f67r2	f67r2.1	F67_RIGHT_WHEEL_NS	A1:G002	s	LOCAL_ASTRO_NOMENCLATOR	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest s.	A1_RIGHT_SECTOR_SLOT_01	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U384	ASTRO_DIAGRAM	f67r2	f67r2.1	F67_RIGHT_WHEEL_NS	A1:G003	aram	SINGLE_COMPONENT_BRIDGE	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest am.	A1_RIGHT_SECTOR_SLOT_01	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U385	ASTRO_DIAGRAM	f67r2	f67r2.2	F67_RIGHT_WHEEL_NS	A1:G004	ykecho	SINGLE_COMPONENT_BRIDGE	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ykec.	A1_RIGHT_SECTOR_SLOT_02	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U386	ASTRO_DIAGRAM	f67r2	f67r2.2	F67_RIGHT_WHEEL_NS	A1:G005	ols	SINGLE_COMPONENT_BRIDGE	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest s.	A1_RIGHT_SECTOR_SLOT_02	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U387	ASTRO_DIAGRAM	f67r2	f67r2.2	F67_RIGHT_WHEEL_NS	A1:G006	eesydy	SINGLE_COMPONENT_BRIDGE	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.	A1_RIGHT_SECTOR_SLOT_02	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U388	ASTRO_DIAGRAM	f67r2	f67r2.3	F67_RIGHT_WHEEL_NS	A1:G007	ey	LOCAL_ASTRO_NOMENCLATOR	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ey.	A1_RIGHT_SECTOR_SLOT_03	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U389	ASTRO_DIAGRAM	f67r2	f67r2.3	F67_RIGHT_WHEEL_NS	A1:G008	shs	SINGLE_COMPONENT_BRIDGE	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Position oder Bedingung halten; lokaler Namensrest s.	A1_RIGHT_SECTOR_SLOT_03	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U390	ASTRO_DIAGRAM	f67r2	f67r2.3	F67_RIGHT_WHEEL_NS	A1:G009	okar	COMPOSED_COMPONENT_BRIDGE	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	A1_RIGHT_SECTOR_SLOT_03	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
U391	ASTRO_DIAGRAM	f67r2	f67r2.4	F67_RIGHT_WHEEL_NS	A1:G010	shekchy	COMPOSED_COMPONENT_BRIDGE	Sektorplatz A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.	A1_RIGHT_SECTOR_SLOT_04	Diagramm: sichtbaren Besitzer adressieren, gemeinsame Operatoren lesen und lokalen Namen-/Wertrest kopieren.
