surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
olchedy	Holzdroge im Ansatz fertig getrocknet	O_PREP+L_WOOD+CHEDY_DRY_FINISHED	lexikalisierte getrocknete Drogenbasis	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	34	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olshedy	Holzdroge im Ansatz vollständig eingeweicht	O_PREP+L_WOOD+SHEDY_MOIST_FINISHED	lexikalisierte eingeweichte Drogenbasis	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	17	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olchy	Holzdroge im Ansatz leicht getrocknet	O_PREP+L_WOOD+CHY_DRY_BASE	lexikalisierte trockene Drogenbasis	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
cheolchey	trockenen Drogenstoff bis Mittelstufe nachtrocknen	CHEOL_DRY_MATERIAL+CHEY_DRY_MIDDLE	statische doppelte Trockenform	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qolkchey	gib heiß getrocknete Droge hinzu	QOL_ADD+KCHEY_HOT_DRY_MIDDLE	nominaler heißer Trockenstoff	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qokeed	erhitze bis zur Endstufe und schließe ab	QOK_HEAT+EE_END+D_CLOSED	nominaler heißer Endzustand	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	16	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chees	vollständig getrocknete Kräutermischung	CH_DRY+EE_END+S_DRUG_MIXTURE	vollständig getrocknetes Saatgut	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	32	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
oin	bereite einen zweiten Ansatz	O_PREP+IN_II_ACTION	zwei Teile Flüssigkeit	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qykaiin	erhitze hiervon bis Stufe III	Q_COMMAND+Y_REFERENCE+KAIIN_HOT_III	nominaler heißer Eintrag III	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
sokol	heißer Saatgutabsud	S_SEED+O_PREP+KOL_HOT_MATERIAL	heißer Salzansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ykain	erhitze hiervon auf Stufe II	Y_REFERENCE+K_HOT+A+IN_II	hierzu Heizstufe II	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
lshckhy	angefeuchtete Kräutermischung mit Drogenholz	L_WOOD+SH_MOIST+CKH_COMPOSITE+Y_BASE	feuchte Krautdroge aus Holz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
lr	Wurzelholz	LEARNED_WOOD_ROOT_WHOLE	Pfundzeichen plus Wurzel	LEARNED_WHOLE	LOW_EXPLORATORY	10	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qokam	nimm ein Maß und erhitze es	QOK_HEAT+AM_UNIT_I	heiße Maßeinheit I ohne Imperativ	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	25	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
solor	eine Portion Saatgutansatz	SOL_SEED_PREP+OR_PORTION	Salzportion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chkag	ein Gran trocken-heiße Droge	CH_DRY+K_HOT+A_PART+G_GRAIN_SIGLUM	fülle eine trocken-heiße Charge ab	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
salchey	Saatrohstoff bis zur mittleren Trockenstufe	SAL_SEED_RAW+CHEY_DRY_MIDDLE	Rohstoff I ohne Saatwert	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dytain	danach auf Kühlstufe II	DY_SEQUENCE+T_COLD+A+IN_II	Eintrag: kalt, Stufe II	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
tedyol	Grundansatz bis zur mittleren Kühlstufe gebracht und abgeschlossen	T_COLD+E_MIDDLE+DY_FINISHED+OL_BASE	kalter Auszug mit umgekehrter Grenze	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dykshy	danach heiß anfeuchten	DY_SEQUENCE+K_HOT+SHY_MOIST_START	statischer heiß-feuchter Zustand	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
saltar	kalte Saatgutfraktion I	SAL_SEED_RAW+TAR_COLD_FRACTION_I	kalte Rohstofffraktion I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
yshey	weiche hiervon bis zur mittleren Stufe ein	Y_REFERENCE+SHEY_MOIST_MIDDLE	hierzu eingeweichtes Drogenholz	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olsheol	eingeweichte Holzdroge im Ansatz	O_PREP+L_WOOD+SHEOL_MOIST_MATERIAL	lexikalisierte Drogenbasis mit Einweichflüssigkeit	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
loly	seihe den Holzabsud ab	L_WOOD+OLY_STRAIN_ACTION	fertig aufbereiteter Holzstoff	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ytar	nimm hiervon die erste gekühlte Drogenfraktion	Y_REFERENCE+TAR_COLD_FRACTION_I	hierzu eine Kaltfraktion	ENTRY_COMPOSITE	STRONG_PRACTICAL_OR_COMPOSITIONAL	21	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
lky	Holzdroge, leicht erhitzt	L_WOOD+KY_HOT_START	rohes Drogenholz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	19	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
salshey	Saatrohstoff bis zur mittleren Einweichstufe	SAL_SEED_RAW+SHEY_MOIST_MIDDLE	Salzlösung statt Saatgut	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olkeedy	Holzdrogenansatz vollständig erhitzt und abgeschlossen	O_PREP+L_WOOD+K_HOT+EE_END+DY_FINISHED	lexikalisierte Drogenbasis bis Heizendstufe	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	42	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
solkeedy	Saatgutansatz vollständig erhitzt	SOL_SEED_PREP+K_HOT+EE_END+DY_FINISHED	Salzlösung vollständig erhitzt	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
techedy	kühle die vollständig getrocknete Droge ab	T_COLD+E_SEQUENCE+CHEDY_DRY_FINISHED	kalt-trockener Mittelzustand	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chcthdy	trockne die Krautdroge vollständig	CH_DRY+CTH_HERB+DY_FINISHED	getrocknetes Arzneikompositum	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
cheolkain	erhitze den getrockneten Drogenstoff auf Stufe II	CHEOL_DRY_MATERIAL+K_HOT+A+IN_II	Trockenansatz, heiß auf Stufe II	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
rolkeedy	erhitze den Wurzelauszug vollständig	R_ROOT+OL_BASE+K_HOT+EE_END+DY_FINISHED	heiße Wurzeldroge ohne Auszug	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ydair	davon zwei Teile der Fraktion	Y_REFERENCE+DAIR_MEASURED_FRACTION_II	Eintrag: abgemessene Fraktion II	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olpchdy	fertiges Trockenpulver aus Holzdroge im Ansatz	O_PREP+L_WOOD+PCHDY_DRY_POWDER_FINISHED	fertiges Pulver in lexikalisierter Drogenbasis	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ytas	nimm hierzu einen Teil kalte Droge	Y_REFERENCE+T_COLD+A_PART+S_DRUG	kalte Arzneispecies ohne Menge	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
teody	kühle den Ansatz ab und schließe	T_COLD+E_MIDDLE+O_PREP+DY_FINISHED	kalter Gradzustand ohne Ansatz	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chokain	erhitze den Trockenansatz auf Stufe II	CH_DRY+O_PREP+K_HOT+A+IN_II	heiß-trockene Droge II ohne Ansatz	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	10	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qoeeeety	lasse den Ansatz vollständig abkühlen und ruhen	LEARNED_LONG_COOL_REST_ACTION	bloßer kalter Endgrad III	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qoeey	nimm die Endportion hinzu	LEARNED_END_PORTION_ADD_ACTION	lasse bis zur Endstufe stehen	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	12	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
opol	Pulveransatz	O_PREP+POL_POWDER_MATERIAL	Pulverstoff ohne Ansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chean	leicht angetrocknete Droge	CH_DRY+E_MIDDLE+A+N_I	Trockenstufe I ohne Stoff	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
cheain	Droge bis zur Trockenstufe II	CH_DRY+E_MIDDLE+A+IN_II	Trockenstufe II ohne Stoff	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chodey	Trockenansatz bis zur mittleren Stufe fertigstellen	CHO_DRY_PREP+DEY_MIDDLE_FINISH	bloß getrockneter Ansatz	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
okam	ein Maß heißen Ansatzes	O_PREP+K_HOT+AM_UNIT_I	eingekochter Ansatz ohne Reduktionssignal	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	27	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ctheor	eine Portion Krautdroge	CTH_HERB+E_MIDDLE+OR_PORTION	trockener Drogenteil ohne Krautwert	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
