rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v40_translation_de	v41_translation_de	status
31	f112v	f112v.38	sa	gib Saatgut zu	gib einen Teil Saatgut hinzu	CONTEXT_SCOPED_SHORT_FORM	S_SEED+A_ADD	Specieszeichen oder Beginn von SAIIN	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	[sa:?]; Drogenfraktion I; Zubereitungsform III; heiß-trockener Ansatz in der Mitte des Grades; Rohstoff I; bis zur mittleren Trockenstufe gebracht; Trockengut; kalt im Zubereitungsrahmen, Grad III; abgemessene Trockenfraktion I, Mittelstufe; Holzdroge, heiß auf Stufe II; trocken angesetzte Zubereitung; zwei Maße	gib einen Teil Saatgut hinzu; Drogenfraktion I; Zubereitungsform III; heiß-trockener Ansatz in der Mitte des Grades; Rohstoff I; bis zur mittleren Trockenstufe gebracht; Trockengut; kalt im Zubereitungsrahmen, Grad III; abgemessene Trockenfraktion I, Mittelstufe; Holzdroge, heiß auf Stufe II; trocken angesetzte Zubereitung; zwei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
32	f112v	f112v.4	oeeeody	lange geruhter, fertig abgezogener Ansatz	lange geruhter, fertig abgezogener Ansatz	PRODUCTIVE_COMPOUND	O_PREP+EEE_LONG_REST+O_EXTRACT+DY_FINISHED	dreifach konzentrierter Ansatz	MEDIUM_EXACT_WHOLE	NONE	shody qo oeeeody oteey qokeedy okeey qokeedy qoky am	vollständig eingeweichter Ansatz; nimm Folgendes: [oeeeody:?]; Ansatz auf Kühlendstufe; bis zur Heizendstufe gebracht; Ansatz auf Heizendstufe; bis zur Heizendstufe gebracht; leicht erhitzt; Maßeinheit I	vollständig eingeweichter Ansatz; nimm Folgendes: lange geruhter, fertig abgezogener Ansatz; Ansatz auf Kühlendstufe; bis zur Heizendstufe gebracht; Ansatz auf Heizendstufe; bis zur Heizendstufe gebracht; leicht erhitzt; Maßeinheit I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
33	f113r	f113r.44	lkaiin	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	PRODUCTIVE_COMPOUND	L_WOOD+K_HOT+A+IIN_III	erwärmte Flüssigkeit, Stufe III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	cheeky lkedy chedy lkaiin	trocken am Gradende, dann heiß am Gradanfang; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Trockenstufe gebracht; [lkaiin:?]	trocken am Gradende, dann heiß am Gradanfang; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Trockenstufe gebracht; Holzdroge, heiß auf Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
34	f113v	f113v.32	olar	erste Holzrohstofffraktion im Ansatz	erste Holzrohstofffraktion im Ansatz	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+AR_FRACTION_I	lexikalisierter Grundauszug, Fraktion I	MEDIUM_EXACT_WHOLE	NONE	sheo l keey qokain char ar olar aiiin okar	feuchtes Material; bis zur Heizendstufe; heiß, Grad II; Trockenfraktion I; Drogenfraktion I; [olar:?]; vier Teile; heiße Drogenfraktion I im Ansatz	feuchtes Material; bis zur Heizendstufe; heiß, Grad II; Trockenfraktion I; Drogenfraktion I; erste Holzrohstofffraktion im Ansatz; vier Teile; heiße Drogenfraktion I im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
35	f113v	f113v.35	air	zweite Drogenfraktion	zweite Drogenfraktion	PRODUCTIVE_COMPOUND	AIR_FRACTION_II	Menge oder Qualitätsgrad II	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokaiin air lo r chedy otain	heiß, Grad III; [air:?]; Holzabsud; Wurzel; bis zur mittleren Trockenstufe gebracht; kalt im Zubereitungsrahmen, Grad II	heiß, Grad III; zweite Drogenfraktion; Holzabsud; Wurzel; bis zur mittleren Trockenstufe gebracht; kalt im Zubereitungsrahmen, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
36	f114r	f114r.45	chodaiin	Trockenansatz, Dosis III	Trockenansatz, Dosis III	PRODUCTIVE_COMPOUND	CHO_DRY_PREP+D_A+IIN_DOSE_III	trocken, Grad III ohne Dosis	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dain ched chodaiin otain chdar chedy chocthy	zwei Maße; Trockenstufe Mitte, abgeschlossen; [chodaiin:?]; kalt im Zubereitungsrahmen, Grad II; abgemessene Trockenfraktion I, Anfangsstufe; bis zur mittleren Trockenstufe gebracht; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung	zwei Maße; Trockenstufe Mitte, abgeschlossen; Trockenansatz, Dosis III; kalt im Zubereitungsrahmen, Grad II; abgemessene Trockenfraktion I, Anfangsstufe; bis zur mittleren Trockenstufe gebracht; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
37	f115r	f115r.25	choar	Trockenansatz, Fraktion I	Trockenansatz, Fraktion I	PRODUCTIVE_COMPOUND	CHO_DRY_PREP+AR_FRACTION_I	Pflanzenteil statt Trockenansatz	MEDIUM_EXACT_WHOLE	NONE	y cheodain cheey qotchedy qokeeody choar cheey	Eintrag: Trockenansatz, Dosis II; vollständig getrocknet; kalt und bis zur mittleren Trockenstufe gebracht; vollständig ausgekochter Ansatz; [choar:?]; vollständig getrocknet	Eintrag: Trockenansatz, Dosis II; vollständig getrocknet; kalt und bis zur mittleren Trockenstufe gebracht; vollständig ausgekochter Ansatz; Trockenansatz, Fraktion I; vollständig getrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
38	f115r	f115r.7	chorar	Pflanzenteil-Fraktion I	Pflanzenteil-Fraktion I	PRODUCTIVE_COMPOUND	CHOR_PLANT_PART+AR_FRACTION_I	doppelt geschriebene Trockenfraktion	MEDIUM_EXACT_WHOLE	NONE	dar chedy qotchy chedy chedar shey otain chorar	abgemessene Fraktion I; bis zur mittleren Trockenstufe gebracht; kalt und angetrocknet; bis zur mittleren Trockenstufe gebracht; abgemessene Trockenfraktion I, Mittelstufe; bis zur mittleren Einweichstufe; kalt im Zubereitungsrahmen, Grad II; [chorar:?]	abgemessene Fraktion I; bis zur mittleren Trockenstufe gebracht; kalt und angetrocknet; bis zur mittleren Trockenstufe gebracht; abgemessene Trockenfraktion I, Mittelstufe; bis zur mittleren Einweichstufe; kalt im Zubereitungsrahmen, Grad II; Pflanzenteil-Fraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
39	f116r	f116r.2	ykanam	nimm hiervon ein Maß und erwärme es leicht	nimm hiervon ein Maß und erwärme es leicht	ENTRY_COMPOSITE	Y_REFERENCE+KAN_HOT_I+AM_UNIT_I	Eintrag mit Heißgrad I ohne Maß	MEDIUM_EXACT_WHOLE	NONE	shain cheor ain okeey okeey shy lar ar aiiin oky char ar okain ykanam	feucht, Grad II; trockener Drogenteil; zwei Teile; Ansatz auf Heizendstufe; Ansatz auf Heizendstufe; leicht angefeuchtet; Holzfraktion I; Drogenfraktion I; vier Teile; leicht erhitzter Ansatz; Trockenfraktion I; Drogenfraktion I; heiß im Zubereitungsrahmen, Grad II; [ykanam:?]	feucht, Grad II; trockener Drogenteil; zwei Teile; Ansatz auf Heizendstufe; Ansatz auf Heizendstufe; leicht angefeuchtet; Holzfraktion I; Drogenfraktion I; vier Teile; leicht erhitzter Ansatz; Trockenfraktion I; Drogenfraktion I; heiß im Zubereitungsrahmen, Grad II; nimm hiervon ein Maß und erwärme es leicht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
40	f116r	f116r.27	orain	Drogenportion II	Drogenportion II	PRODUCTIVE_COMPOUND	OR_PORTION+A+IN_II	Qualitätsgrad II	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	daiin chey qokey lshedy orain chckhy lkain chy pshedy lshedy qoky ram	drei Maße; bis zur mittleren Trockenstufe; bis zur mittleren Heizstufe; eingeweichtes Drogenholz; [orain:?]; Arzneikompositum: trocken, Gradanfang; Holzdroge, heiß auf Stufe II; angetrocknet; angefeuchtetes Pulver/Paste; eingeweichtes Drogenholz; leicht erhitzt; Wurzel/Wurzeldroge: Maß-/Einheitsform I	drei Maße; bis zur mittleren Trockenstufe; bis zur mittleren Heizstufe; eingeweichtes Drogenholz; Drogenportion II; Arzneikompositum: trocken, Gradanfang; Holzdroge, heiß auf Stufe II; angetrocknet; angefeuchtetes Pulver/Paste; eingeweichtes Drogenholz; leicht erhitzt; Wurzel/Wurzeldroge: Maß-/Einheitsform I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
41	f116r	f116r.40	chery	getrocknete Rohwurzel	getrocknete Rohwurzel	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+R_ROOT+Y_BASE	gebundene Trockenfraktion	MEDIUM_EXACT_WHOLE	NONE	dsheey shey qokey shey qokain shckhy chery ol chedy l chey lchy	abgemessene, vollständig angefeuchtete Droge; bis zur mittleren Einweichstufe; bis zur mittleren Heizstufe; bis zur mittleren Einweichstufe; heiß, Grad II; Arzneikompositum: feucht, Gradanfang; [chery:?]; Grundansatz; bis zur mittleren Trockenstufe gebracht; ein Pfund; bis zur mittleren Trockenstufe; Drogenholz, trockene Grundform	abgemessene, vollständig angefeuchtete Droge; bis zur mittleren Einweichstufe; bis zur mittleren Heizstufe; bis zur mittleren Einweichstufe; heiß, Grad II; Arzneikompositum: feucht, Gradanfang; getrocknete Rohwurzel; Grundansatz; bis zur mittleren Trockenstufe gebracht; ein Pfund; bis zur mittleren Trockenstufe; Drogenholz, trockene Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
42	f116r	f116r.45	oleey	Holzdrogenansatz vollständig ausgezogen	Holzdrogenansatz vollständig ausgezogen	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+EEY_END	lexikalisierter Grundauszug bis Endstufe	MEDIUM_EXACT_WHOLE	NONE	odain shy qokar oleey chy	Zubereitungsdosis II; leicht angefeuchtet; heiße Drogenfraktion I; [oleey:?]; angetrocknet	Zubereitungsdosis II; leicht angefeuchtet; heiße Drogenfraktion I; Holzdrogenansatz vollständig ausgezogen; angetrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
43	f116r	f116r.5	sheed	Einweichung vollständig abgeschlossen	Einweichung vollständig abgeschlossen	LEARNED_ACTION_WHOLE	SH_MOIST+EE_END+D_CLOSED	vollständig feuchter Zustand ohne Handlung	MEDIUM_EXACT_WHOLE	NONE	dain sheed qokchdy otal chedy lkain oteedy otor aiin oty lol rol oly	zwei Maße; [sheed:?]; heiß und angetrocknet; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Trockenstufe gebracht; Holzdroge, heiß auf Stufe II; Ansatz auf Kühlendstufe abgeschlossen; kalte Drogenportion im Ansatz; drei Teile; kalter Ansatz am Anfang des Grades; Holzstoff; Wurzelstoff; seihe Vorstehendes ab.	zwei Maße; Einweichung vollständig abgeschlossen; heiß und angetrocknet; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Trockenstufe gebracht; Holzdroge, heiß auf Stufe II; Ansatz auf Kühlendstufe abgeschlossen; kalte Drogenportion im Ansatz; drei Teile; kalter Ansatz am Anfang des Grades; Holzstoff; Wurzelstoff; seihe Vorstehendes ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
44	f116r	f116r.50	ch	trockne	Rohstoff I, trocken am Gradanfang	CONTEXT_SCOPED_SHORT_FORM	LEARNED_CH_DRY_ACTION	abgetrennter Anfang einer längeren CH-Form	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	chal	sodal ch al chcthy chckhy qol ain ary	abgemessene Saat-Rohstoffmenge I im Ansatz; [ch:?]; Rohstoff I; getrocknete Krautdroge; Arzneikompositum: trocken, Gradanfang; gib Folgendes hinzu: zwei Teile; Drogenfraktion I, abgeschlossen	abgemessene Saat-Rohstoffmenge I im Ansatz; Rohstoff I, trocken am Gradanfang; getrocknete Krautdroge; Arzneikompositum: trocken, Gradanfang; gib Folgendes hinzu: zwei Teile; Drogenfraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
45	f13r	f13r.4	qodchy	nimm eine Dosis Trockendroge	nimm eine Dosis Trockendroge	LEARNED_ACTION_WHOLE	QO_TAKE+D_DOSE+CHY_DRY_BASE	nominale Trockendosis	MEDIUM_EXACT_WHOLE	NONE	qodchy ytchy otchor	[qodchy:?]; hierzu: kalt-trockene Grundform; kalt-trockene Drogenportion im Ansatz	nimm eine Dosis Trockendroge; hierzu: kalt-trockene Grundform; kalt-trockene Drogenportion im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
46	f15v	f15v.9	octhol	Krautdroge im Ansatz	Krautdroge im Ansatz	PRODUCTIVE_COMPOUND	O_PREP+CTHOL_HERB_MATERIAL	kalte Trockenzubereitung	MEDIUM_EXACT_WHOLE	NONE	otchol octhol chol chol chody kan	kalt-trockener Zubereitungsstoff; [octhol:?]; Trockengut; Trockengut; Trockenansatz, abgeschlossen; heiß, Grad I	kalt-trockener Zubereitungsstoff; Krautdroge im Ansatz; Trockengut; Trockengut; Trockenansatz, abgeschlossen; heiß, Grad I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
47	f16v	f16v.12	yky	hierzu leicht erhitzen	hierzu leicht erhitzen	LEARNED_ACTION_WHOLE	Y_REFERENCE+KY_HOT_START	Eintrag eines heißen Grundstoffs	MEDIUM_EXACT_WHOLE	NONE	daiin yky otor chody	drei Maße; [yky:?]; kalte Drogenportion im Ansatz; Trockenansatz, abgeschlossen	drei Maße; hierzu leicht erhitzen; kalte Drogenportion im Ansatz; Trockenansatz, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
48	f16v	f16v.5	chyty	nach dem Trocknen leicht kühlen	nach dem Trocknen leicht kühlen	LEARNED_ACTION_WHOLE	CH_DRY+Y_SEQUENCE+TY_COLD_START	trocken-kalte Grundform	MEDIUM_EXACT_WHOLE	NONE	ytchy chyty chor chol ytchy dan	Eintrag: kalt-trockene Grundform; [chyty:?]; Pflanzenteil; Trockengut; hierzu: kalt-trockene Grundform; Grad-/Maßwert I	Eintrag: kalt-trockene Grundform; nach dem Trocknen leicht kühlen; Pflanzenteil; Trockengut; hierzu: kalt-trockene Grundform; Grad-/Maßwert I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
49	f16v	f16v.9	dshy	eine Dosis leicht angefeuchtete Droge	eine Dosis leicht angefeuchtete Droge	PRODUCTIVE_COMPOUND	D_DOSE+SHY_MOIST_START	abgemessener Feuchtgrad	MEDIUM_EXACT_WHOLE	NONE	dshy okaiin okaiin chol chor cthor ty chody	[dshy:?]; Ansatz auf Heizstufe III; Ansatz auf Heizstufe III; Trockengut; Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; leicht gekühlt; Trockenansatz, abgeschlossen	eine Dosis leicht angefeuchtete Droge; Ansatz auf Heizstufe III; Ansatz auf Heizstufe III; Trockengut; Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; leicht gekühlt; Trockenansatz, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
50	f21r	f21r.3	o	Ansatzwasser	Grundansatz	CONTEXT_SCOPED_SHORT_FORM	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	LOW_EXPLORATORY	ol	qotol shy o l cheor chy qokchey chey keey dy	kaltes Material; leicht angefeuchtet; Grundansatz; trockener Drogenteil; angetrocknet; heiß und bis zur mittleren Trockenstufe; bis zur mittleren Trockenstufe; bis zur Heizendstufe.	kaltes Material; leicht angefeuchtet; Grundansatz; trockener Drogenteil; angetrocknet; heiß und bis zur mittleren Trockenstufe; bis zur mittleren Trockenstufe; bis zur Heizendstufe.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
51	f21v	f21v.2	oeeesoy	lange geruhter Samenmazerat	lange geruhter Samenmazerat	PRODUCTIVE_COMPOUND	O_MACERATION+EEE_LONG+S_SEED+O_PREP+Y_BASE	dreifach konzentrierte Arzneispecies	LOW_EXPLORATORY	NONE	oeeesoy qokchy chody qotchy qokchy choty tchol daiin	[oeeesoy:?]; heiß und angetrocknet; Trockenansatz, abgeschlossen; kalt und angetrocknet; heiß und angetrocknet; kalter Trockenansatz; kalt-trockenes Drogenmaterial; Stufe III	lange geruhter Samenmazerat; heiß und angetrocknet; Trockenansatz, abgeschlossen; kalt und angetrocknet; heiß und angetrocknet; kalter Trockenansatz; kalt-trockenes Drogenmaterial; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
52	f21v	f21v.8	kchochaiin	Trockenansatz bis Stufe III erhitzt und getrocknet	Trockenansatz bis Stufe III erhitzt und getrocknet	PRODUCTIVE_COMPOUND	K_HOT+CHO_DRY_PREP+CHAIIN_DRY_III	heiße Drogenportion III	MEDIUM_EXACT_WHOLE	NONE	cho l kchochaiin	Trockenansatz; ein Pfund; [kchochaiin:?]	Trockenansatz; ein Pfund; Trockenansatz bis Stufe III erhitzt und getrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
53	f22v	f22v.9	okshor	heißer Blüten- oder Fruchtansatz	heißer Blüten- oder Fruchtansatz	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+SHOR_FLOWER_PART	heiße Drogenportion ohne Pflanzenwert	MEDIUM_EXACT_WHOLE	NONE	okshor shody chol tchol otaiin daiin	[okshor:?]; vollständig eingeweichter Ansatz; Trockengut; kalt-trockenes Drogenmaterial; kalt im Zubereitungsrahmen, Grad III; drei Maße	heißer Blüten- oder Fruchtansatz; vollständig eingeweichter Ansatz; Trockengut; kalt-trockenes Drogenmaterial; kalt im Zubereitungsrahmen, Grad III; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
54	f24r	f24r.10	cfhar	Blütenfraktion I	Blütenfraktion I	PRODUCTIVE_COMPOUND	CFH_FLOWER_WHOLE+AR_FRACTION_I	undurchsichtige Trockenfraktion	LOW_EXPLORATORY	NONE	qor cfhar chor s am chotaiin dy	nimm eine Drogenportion: [cfhar:?]; Pflanzenteil; Samen-/Saatgutposten; Maßeinheit I; trockene Zubereitung: kalt, Grad III.	nimm eine Drogenportion: Blütenfraktion I; Pflanzenteil; Samen-/Saatgutposten; Maßeinheit I; trockene Zubereitung: kalt, Grad III.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
55	f24r	f24r.2	okaial	heißer Ansatz aus drei Teilen Rohdroge I	heißer Ansatz aus drei Teilen Rohdroge I	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+AI_AL_RAW_III	heißer Rohstoff I mit Schreibvariante	LOW_EXPLORATORY	NONE	qotaiin char odaiin okaial oky	kalt, Grad III; Trockenfraktion I; Zubereitungsdosis III; [okaial:?]; leicht erhitzter Ansatz	kalt, Grad III; Trockenfraktion I; Zubereitungsdosis III; heißer Ansatz aus drei Teilen Rohdroge I; leicht erhitzter Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
56	f25v	f25v.2	okeeaiin	drei Teile vollständig erhitzter Ansatz	drei Teile vollständig erhitzter Ansatz	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+EE_END+A+IIN_III	heißer Ansatz, bloße Menge III	MEDIUM_EXACT_WHOLE	NONE	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	abgemessener Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; Pflanzenteil; Menge/Portion III; Samen-/Saatgutposten; [okeeaiin:?]; drei Maße; Arzneikompositum in der Gradmitte; drei Maße	abgemessener Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; Pflanzenteil; Menge/Portion III; Samen-/Saatgutposten; drei Teile vollständig erhitzter Ansatz; drei Maße; Arzneikompositum in der Gradmitte; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
57	f29v	f29v.6	cthod	gieße den Krautansatz ab	gieße den Krautansatz ab	LEARNED_ACTION_WHOLE	CTH_HERB+O_PREP+D_CLOSE_ACTION	verkürzter Krautabsud	MEDIUM_EXACT_WHOLE	NONE	dchor chol chaiin shaiin cthod dar chs shody	abgemessener Pflanzenteil; Trockengut; trocken, Grad III; feucht, Grad III; [cthod:?]; abgemessene Fraktion I; Trockengut, Grundform; vollständig eingeweichter Ansatz	abgemessener Pflanzenteil; Trockengut; trocken, Grad III; feucht, Grad III; gieße den Krautansatz ab; abgemessene Fraktion I; Trockengut, Grundform; vollständig eingeweichter Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
58	f30r	f30r.7	cthorchy	Portion Krautdroge, leicht angetrocknet	Portion Krautdroge, leicht angetrocknet	PRODUCTIVE_COMPOUND	CTHOR_HERB_PORTION+CHY_DRY_START	bloße Krautportion	MEDIUM_EXACT_WHOLE	NONE	qor chain cthorchy	nimm eine Drogenportion: trocken, Grad II; [cthorchy:?]	nimm eine Drogenportion: trocken, Grad II; Portion Krautdroge, leicht angetrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
59	f31r	f31r.7	ykeedar	erhitze hiervon die erste Fraktion vollständig	erhitze hiervon die erste Fraktion vollständig	ENTRY_COMPOSITE	Y_REFERENCE+KEE_HOT_END+D_AR_MEASURED_FRACTION_I	abgemessene Heißfraktion ohne Eintrag	MEDIUM_EXACT_WHOLE	NONE	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	[ykeedar:?]; Samen/Saatgut, Typ/Charge III; trockenes Arzneikompositum in der Gradmitte; feuchtes Material; bis zur mittleren Heizstufe gebracht; Eintrag/Bezug: heiß am Gradende, abgeschlossen; bis zur mittleren Trockenstufe gebracht; Holzdroge, fertig aufbereitet	erhitze hiervon die erste Fraktion vollständig; Samen/Saatgut, Typ/Charge III; trockenes Arzneikompositum in der Gradmitte; feuchtes Material; bis zur mittleren Heizstufe gebracht; Eintrag/Bezug: heiß am Gradende, abgeschlossen; bis zur mittleren Trockenstufe gebracht; Holzdroge, fertig aufbereitet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
60	f32r	f32r.9	dytchor	danach eine kalt-trockene Drogenportion	danach eine kalt-trockene Drogenportion	LEARNED_ACTION_WHOLE	DY_SEQUENCE+TCHOR_COLD_DRY_PORTION	abgemessener Pflanzenteil	MEDIUM_EXACT_WHOLE	NONE	dytchor dary	[dytchor:?]; abgemessene Fraktion I, abgeschlossen	danach eine kalt-trockene Drogenportion; abgemessene Fraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
61	f33v	f33v.6	ycheo	nimm hierzu den Trockenansatz	nimm hierzu den Trockenansatz	ENTRY_COMPOSITE	Y_REFERENCE+CHEO_DRY_PREP	hierzu ein zweiter Trockenansatz	MEDIUM_EXACT_WHOLE	NONE	ycheo dar olaiin okar chdy chdy oldy okar chdy	[ycheo:?]; abgemessene Fraktion I; Drogenstoff, drei Teile; heiße Drogenfraktion I im Ansatz; angetrocknet; angetrocknet; fertiger, abgeseihter Auszug; heiße Drogenfraktion I im Ansatz; angetrocknet	nimm hierzu den Trockenansatz; abgemessene Fraktion I; drei Teile Holzdrogenansatz; heiße Drogenfraktion I im Ansatz; angetrocknet; angetrocknet; fertiger Holzdrogenansatz; heiße Drogenfraktion I im Ansatz; angetrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
62	f34r	f34r.12	ked	Erhitzung auf Mittelstufe abgeschlossen	Erhitzung auf Mittelstufe abgeschlossen	LEARNED_ACTION_WHOLE	K_HOT+E_MIDDLE+D_CLOSED	verkürzte Heißgradform	MEDIUM_EXACT_WHOLE	NONE	char aiin okor ar tol qokar chckhy chdal ked qokar ar daiin dam	Trockenfraktion I; drei Teile; heiße Drogenportion im Ansatz; Drogenfraktion I; kalt; nominal kaltes Gut/Material; heiße Drogenfraktion I; Arzneikompositum: trocken, Gradanfang; trockene abgemessene Rohstoffmenge I am Gradanfang; [ked:?]; heiße Drogenfraktion I; Drogenfraktion I; drei Maße; Dosis I	Trockenfraktion I; drei Teile; heiße Drogenportion im Ansatz; Drogenfraktion I; kalt; nominal kaltes Gut/Material; heiße Drogenfraktion I; Arzneikompositum: trocken, Gradanfang; trockene abgemessene Rohstoffmenge I am Gradanfang; Erhitzung auf Mittelstufe abgeschlossen; heiße Drogenfraktion I; Drogenfraktion I; drei Maße; Dosis I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
63	f35r	f35r.1	oo	setze ein zweites Mal an	setze ein zweites Mal an	LEARNED_ACTION_WHOLE	LEARNED_DOUBLE_PREPARATION_ACTION	zweite Wassergabe	LOW_EXPLORATORY	NONE	oo r choly y choty char dy	[oo:?]; Wurzel; Trockenrückstand; hierzu: kalter Trockenansatz; Trockenfraktion I.	setze ein zweites Mal an; Wurzel; Trockenrückstand; hierzu: kalter Trockenansatz; Trockenfraktion I.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
64	f35r	f35r.2	qokeeaiin	erhitze drei Teile bis zur Endstufe	erhitze drei Teile bis zur Endstufe	LEARNED_ACTION_WHOLE	QO_TAKE_OR_COMMAND+K_HOT+EE_END+A+IIN_III	nominaler heißer Qualitätsgrad III	MEDIUM_EXACT_WHOLE	NONE	qokeeaiin chokaiin qo tchy daiin	[qokeeaiin:?]; Trockenansatz, heiß auf Stufe III; nimm Folgendes: kalt und angetrocknet; drei Maße	erhitze drei Teile bis zur Endstufe; Trockenansatz, heiß auf Stufe III; nimm Folgendes: kalt und angetrocknet; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
65	f35r	f35r.6	schaiin	getrocknetes Saatgut, Stufe III	getrocknetes Saatgut, Stufe III	PRODUCTIVE_COMPOUND	S_SEED+CH_DRY+A+IIN_III	Salz statt Saatgut	MEDIUM_EXACT_WHOLE	NONE	schaiin char chan daiin	[schaiin:?]; Trockenfraktion I; trocken, Grad I; drei Maße	getrocknetes Saatgut, Stufe III; Trockenfraktion I; trocken, Grad I; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
66	f35v	f35v.13	od	miss vom Ansatz ab	miss vom Ansatz ab	LEARNED_ACTION_WHOLE	O_PREP+D_MEASURE_ACTION	bloßes Ansatzschlusszeichen	MEDIUM_EXACT_WHOLE	NONE	ol char od ar chear	Grundansatz; Trockenfraktion I; [od:?]; Drogenfraktion I; trockene Fraktion I	Grundansatz; Trockenfraktion I; miss vom Ansatz ab; Drogenfraktion I; trockene Fraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
67	f35v	f35v.17	chkaly	Rohdroge I leicht trocknen und erhitzen	Rohdroge I leicht trocknen und erhitzen	LEARNED_ACTION_WHOLE	CH_DRY+K_HOT+AL_RAW_I+Y_BASE	Rohstoffklasse statt Behandlung	MEDIUM_EXACT_WHOLE	NONE	daiin dain chkaly choly	drei Maße; zwei Maße; [chkaly:?]; Trockenrückstand	drei Maße; zwei Maße; Rohdroge I leicht trocknen und erhitzen; Trockenrückstand	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
