entry	kind	working_meaning_de	composition	context_rule	status
chkaiin@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	heiß-trocken, Grad III	ch+k+aiin	exact complete surface only; 16 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_08
chtain@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	kalt-trocken, Grad II	ch+t+ain	exact complete surface only; 4 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_09
doiin@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Zubereitungsmaß, Form III	d+oiin	exact complete surface only; 11 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_10
dol@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Materialmaß	d+ol	exact complete surface only; 76 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_11
oaiir@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	Zubereitung, Teil-/Sortierklasse III	o+aiir	exact complete surface only; 4 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_12
qoky@GDT638_EXACT_WHOLE	EXACT_WHOLE_SURFACE_PROMOTION	heiße Grundform	qo+k+y	exact complete surface only; 138 audited occurrences; exact whole surface; no substring, bare-body or absent-cell transfer	NEW_V15_ACCEPTED_ROUND_13
qotchor@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	kalt-trockene Drogenportion	qo+t+ch+or	exact complete surface only; 11 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_01
dchol@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	Maß trockenen Materials	d+ch+ol	exact complete surface only; 21 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_02
chotaiin@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	trockene Zubereitung: kalt, Grad III	ch+o+t+aiin	exact complete surface only; 8 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_03
cthar@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	cth+ar	exact complete surface only; 14 audited occurrences; section-sensitive exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_04
chear@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	trockene Fraktion I	ch+e+ar	exact complete surface only; 44 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_05
odaiim@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	Ansatzmaß III	o+d+aiim	exact complete surface only; 1 audited occurrences; singleton exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_06
okeey@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	heißer Ansatz, Bindungsstufe II	o+k+ee+y	exact complete surface only; 138 audited occurrences; exact whole surface only; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_07
shy@GDT639_EXACT_WHOLE	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	feucht, Grundform	sh+y	exact complete surface only; 95 audited occurrences; exact whole surface only; initial s-head parse forbidden; no substring, bare-body, wrapper or absent-cell transfer	NEW_V16_ACCEPTED_ROUND_08
qotor@GDT640_EXACT_WHOLE	EXACT_WHOLE_SURFACE_DOWNSTREAM_PREDICTION	kalte Drogenportion	qo+t+or	exact complete surface only; 26 audited occurrences; exact whole surface only; no substring, naked-body, wrapper or absent-cell transfer	NEW_V17_ACCEPTED_ROUND_02
okal@GDT640_EXACT_WHOLE	EXACT_WHOLE_SURFACE_DOWNSTREAM_PREDICTION	Ansatz aus heißem Rohstoff, Form I	o+k+al	exact complete surface only; 123 audited occurrences; exact whole surface only; no substring, naked-body, wrapper or absent-cell transfer	NEW_V17_ACCEPTED_ROUND_03
chotcheol@GDT640_EXACT_WHOLE	EXACT_WHOLE_SURFACE_DOWNSTREAM_PREDICTION	Trockenansatz aus kalt-trockenem Drogenstoff	cho+tch+e+ol	exact complete surface only; 1 audited occurrences; singleton exact whole surface only; no substring, naked-body, wrapper or absent-cell transfer	NEW_V17_ACCEPTED_ROUND_04
tcheor@GDT641_EXACT_WHOLE	EXACT_WHOLE_SURFACE_TCH_COMPLETION	kalt-trockener Drogenteil	tch+e+or	exact complete surface only; 3 audited occurrences; exact whole surface only; no substring, naked-body, wrapper or absent-cell transfer	NEW_V18_ACCEPTED_ROUND_01
chetchy@GDT641_EXACT_WHOLE	EXACT_WHOLE_SURFACE_TCH_COMPLETION	getrocknete Droge; kalt-trocken, Grundform	ch+e+tch+y	exact complete surface only; 4 audited occurrences; exact whole surface only; no substring, naked-body, wrapper or absent-cell transfer	NEW_V18_ACCEPTED_ROUND_02
cheol@GDT642_EXACT_WHOLE	EXACT_WHOLE_E_OL_OR_CARRIER	trockener Drogenstoff	ch+e+ol	exact complete ZL3b surface only; 142 audited occurrences; alternate-reader warnings remain marked; no substring, bare component or absent-cell transfer	NEW_V19_ACCEPTED_ROUND_01
cheor@GDT642_EXACT_WHOLE	EXACT_WHOLE_E_OL_OR_CARRIER	trockener Drogenteil	ch+e+or	exact complete ZL3b surface only; 71 audited occurrences; alternate-reader warnings remain marked; no substring, bare component or absent-cell transfer	NEW_V19_ACCEPTED_ROUND_02
tcheol@GDT642_EXACT_WHOLE	EXACT_WHOLE_E_OL_OR_CARRIER	kalt-trockener Drogenstoff	tch+e+ol	exact complete ZL3b surface only; 6 audited occurrences; alternate-reader warnings remain marked; no substring, bare component or absent-cell transfer	NEW_V19_ACCEPTED_ROUND_03
cheodain@GDT643_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_EXPOSED_HOLE_COMPLETION	Trockenansatz, Dosis II	ch+e+o+d+ain	exact complete ZL3b surface only; 8 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V20_ACCEPTED_ROUND_01
oiin@GDT643_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_EXPOSED_HOLE_COMPLETION	Zubereitungsform III	o+iin	exact complete ZL3b surface only; 26 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V20_ACCEPTED_ROUND_02
choky@GDT643_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_EXPOSED_HOLE_COMPLETION	heiß-trockene Zubereitung, Grundform	ch+o+k+y	exact complete ZL3b surface only; 32 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V20_ACCEPTED_ROUND_03
soysar@GDT643_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_EXPOSED_HOLE_COMPLETION	Samenzubereitung, Grundform; Samenfraktion I	soy|sar = s+o+y | s+ar	exact ZL3b boundary package soy|sar only; 1 audited occurrences; reader gate ALL_READER_SPLIT_NORMALIZED; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V20_ACCEPTED_ROUND_04
kcheedy@GDT643_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_EXPOSED_HOLE_COMPLETION	heiß-trockene gebundene Abschlussform, Bindungsstufe II	k+ch+ee+d+y	exact ZL3b/IT2a kcheedy surface with explicit RF1b tcheedy rival; 1 audited occurrences; reader gate TWO_READER_EXACT_WITH_THERMAL_RIVAL; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V20_ACCEPTED_ROUND_05
otal@GDT644_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	Ansatz aus kaltem Rohstoff, Form I	o+t+al	exact complete ZL3b surface only; 119 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V21_ACCEPTED_ROUND_01
cthol@GDT644_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	cth+ol	exact complete ZL3b surface only; 51 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V21_ACCEPTED_ROUND_02
chokchy@GDT644_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	Trockenansatz: heiß-trockene Grundform	cho+(k+ch+y)	exact complete ZL3b surface only; 15 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V21_ACCEPTED_ROUND_03
qotchod@GDT644_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	kalt-trockene Zubereitung, fertig gebunden	qo+tch+o+d	exact complete ZL3b surface only; 2 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V21_ACCEPTED_ROUND_04
ytchor@GDT644_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	kalt-trockene Portion dieser Droge	y+(tch+or)	exact complete ZL3b surface only; initial y remains bound; 8 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V21_ACCEPTED_ROUND_05
oky@GDT645_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	heißer Ansatz, Grundform	o+k+y	exact complete ZL3b surface only; 89 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V22_ACCEPTED_ROUND_01
otchor@GDT645_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	kalt-trockene Drogenportion im Ansatz	o+t+ch+or	exact complete ZL3b surface only; 16 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V22_ACCEPTED_ROUND_02
ychair@GDT645_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	zweiter trockener Anteil dieser Droge	y+(ch+air)	exact complete ZL3b surface only; initial y and air remain whole-bound; 1 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V22_ACCEPTED_ROUND_03
cheaiin@GDT645_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	trocken im dritten Grad	ch+e+(a+iin)	exact complete ZL3b surface only; e and a+iin remain whole-bound; 4 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V22_ACCEPTED_ROUND_04
cthom@GDT645_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	eine Handvoll Blatt- oder Krautansatz	cth+o+[m]_whole	exact complete ZL3b surface only; terminal m remains whole-bound; 5 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V22_ACCEPTED_ROUND_05
tcheey@GDT646_EXACT_ZL3B_WHOLE	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	kalt und trocken am Ende des Grades	t+ch+ee+y	exact complete ZL3b surface only; t, ch, tch, e, ee, eey and y remain whole-bound; 6 audited occurrences; reader gate AT_LEAST_ONE_ALL_READER_EXACT; alternate-reader variants stay explicit; no substring, bare component or absent-cell transfer	NEW_V23_ACCEPTED_ROUND_01
kchy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und trocken am Anfang des Grades	k+ch+y	exact complete ZL3b surface only; 31 audited occurrences, 21 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kchey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und trocken in der Mitte des Grades	k+ch+e+y	exact complete ZL3b surface only; 18 audited occurrences, 17 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kcheey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und trocken am Ende des Grades	k+ch+ee+y	exact complete ZL3b surface only; 4 audited occurrences, 3 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kchdy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und trocken am Anfang des Grades, abgeschlossen	k+ch+d+y	exact complete ZL3b surface only; 17 audited occurrences, 10 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kchedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und trocken in der Mitte des Grades, abgeschlossen	k+ch+e+d+y	exact complete ZL3b surface only; 22 audited occurrences, 9 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kcheedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und trocken am Ende des Grades, abgeschlossen	k+ch+ee+d+y	exact complete ZL3b surface only; 1 audited occurrences, 0 all-reader exact; migration decision REVISE_V23_READER_WARNING_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kshy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und feucht am Anfang des Grades	k+sh+y	exact complete ZL3b surface only; 6 audited occurrences, 3 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kshey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und feucht in der Mitte des Grades	k+sh+e+y	exact complete ZL3b surface only; 6 audited occurrences, 5 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
ksheey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und feucht am Ende des Grades	k+sh+ee+y	exact complete ZL3b surface only; 1 audited occurrences, 1 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kshdy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und feucht am Anfang des Grades, abgeschlossen	k+sh+d+y	exact complete ZL3b surface only; 4 audited occurrences, 1 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
kshedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß und feucht in der Mitte des Grades, abgeschlossen	k+sh+e+d+y	exact complete ZL3b surface only; 5 audited occurrences, 1 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tchy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und trocken am Anfang des Grades	t+ch+y	exact complete ZL3b surface only; 27 audited occurrences, 15 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tchey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und trocken in der Mitte des Grades	t+ch+e+y	exact complete ZL3b surface only; 18 audited occurrences, 16 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tchdy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und trocken am Anfang des Grades, abgeschlossen	t+ch+d+y	exact complete ZL3b surface only; 12 audited occurrences, 8 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tchedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und trocken in der Mitte des Grades, abgeschlossen	t+ch+e+d+y	exact complete ZL3b surface only; 33 audited occurrences, 24 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tshy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und feucht am Anfang des Grades	t+sh+y	exact complete ZL3b surface only; 3 audited occurrences, 2 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tshey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und feucht in der Mitte des Grades	t+sh+e+y	exact complete ZL3b surface only; 8 audited occurrences, 6 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tsheey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und feucht am Ende des Grades	t+sh+ee+y	exact complete ZL3b surface only; 1 audited occurrences, 1 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tshdy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und feucht am Anfang des Grades, abgeschlossen	t+sh+d+y	exact complete ZL3b surface only; 5 audited occurrences, 3 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
tshedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt und feucht in der Mitte des Grades, abgeschlossen	t+sh+e+d+y	exact complete ZL3b surface only; 10 audited occurrences, 5 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okchy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-trockener Ansatz am Anfang des Grades	o+k+ch+y	exact complete ZL3b surface only; 22 audited occurrences, 20 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okchey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-trockener Ansatz in der Mitte des Grades	o+k+ch+e+y	exact complete ZL3b surface only; 29 audited occurrences, 26 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okcheey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-trockener Ansatz am Ende des Grades	o+k+ch+ee+y	exact complete ZL3b surface only; 5 audited occurrences, 5 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okchdy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	o+k+ch+d+y	exact complete ZL3b surface only; 16 audited occurrences, 10 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okchedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen	o+k+ch+e+d+y	exact complete ZL3b surface only; 23 audited occurrences, 13 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okshy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-feuchter Ansatz am Anfang des Grades	o+k+sh+y	exact complete ZL3b surface only; 10 audited occurrences, 9 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okshey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-feuchter Ansatz in der Mitte des Grades	o+k+sh+e+y	exact complete ZL3b surface only; 9 audited occurrences, 5 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okshdy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-feuchter Ansatz am Anfang des Grades, abgeschlossen	o+k+sh+d+y	exact complete ZL3b surface only; 1 audited occurrences, 1 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
okshedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen	o+k+sh+e+d+y	exact complete ZL3b surface only; 4 audited occurrences, 1 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otchy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-trockener Ansatz am Anfang des Grades	o+t+ch+y	exact complete ZL3b surface only; 40 audited occurrences, 36 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otchey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-trockener Ansatz in der Mitte des Grades	o+t+ch+e+y	exact complete ZL3b surface only; 26 audited occurrences, 23 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otcheey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-trockener Ansatz am Ende des Grades	o+t+ch+ee+y	exact complete ZL3b surface only; 3 audited occurrences, 2 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otchdy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	o+t+ch+d+y	exact complete ZL3b surface only; 24 audited occurrences, 10 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otchedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	o+t+ch+e+d+y	exact complete ZL3b surface only; 34 audited occurrences, 18 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otcheedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-trockener Ansatz am Ende des Grades, abgeschlossen	o+t+ch+ee+d+y	exact complete ZL3b surface only; 1 audited occurrences, 0 all-reader exact; migration decision ADD_V24_READER_WARNING_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otshy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-feuchter Ansatz am Anfang des Grades	o+t+sh+y	exact complete ZL3b surface only; 4 audited occurrences, 4 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otshey@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-feuchter Ansatz in der Mitte des Grades	o+t+sh+e+y	exact complete ZL3b surface only; 7 audited occurrences, 6 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otshdy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-feuchter Ansatz am Anfang des Grades, abgeschlossen	o+t+sh+d+y	exact complete ZL3b surface only; 3 audited occurrences, 2 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
otshedy@GDT647_SUBDEGREE_WHOLE	EXACT_QUALITY_SUBDEGREE_FAMILY_MIGRATION	kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	o+t+sh+e+d+y	exact complete ZL3b surface only; 7 audited occurrences, 4 all-reader exact; migration decision ADD_V24_EXACT_WHOLE; every component remains whole-bound; no substring, absent-cell or non-family transfer	NEW_V24_FAMILY_MIGRATION
