statement_id	page	record	record_type	silent_owner_de	event_total	cell_status	visible_cards	spoken_components_de	complete_actions_de	complete_arguments_de	fluent_station_entry_de	all_source_events_bound
B3-S027	f83r	B3	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	CLOSED_CELL	⟦qoteedy⟧	⟦danach · länger · schließe⟧	NO_EXPLICIT_ACTION_CARD	danach · länger; Schritt schließen	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	YES
B3-S028	f83r	B3	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	2	CLOSED_CELL	⟦qokeey | qokedy⟧	⟦setze an · länger · dies | setze an · kurz · schließe⟧	wirken lassen → einwirken lassen	NONE	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen.	YES
B3-S029	f83r	B3	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	3	CLOSED_CELL	⟦sol | cheeety | qokedy⟧	⟦fort | voll · trage ein · dies | setze an · kurz · schließe⟧	eintragen → einwirken lassen	fort	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort.	YES
B3-S030	f83r	B3	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	4	CLOSED_CELL	⟦qoky | saiin | schedair | otchedy⟧	⟦setze an · dies | Maß | setze um · Lauf | danach · setze um · schließe⟧	setze dies ein → durchleiten → führe zur nächsten Station	Maß	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	YES
B3-S031	f83r	B3	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	CLOSED_CELL	⟦qokeedy⟧	⟦setze an · länger · schließe⟧	einwirken lassen	NONE	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: einwirken lassen.	YES
B3-S032	f83r	B3	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	5	CLOSED_CELL	⟦chedain | chedy | qotedaiin | otaiin | otedy⟧	⟦setze um · Teil | setze um · dies | danach · kurz · Maß | danach · Maß | danach · kurz · schließe⟧	abmessen und umsetzen → abmessen und umsetzen	danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	YES
B3-S033	f83r	B3	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	CLOSED_CELL	⟦ldy⟧	⟦führe · schließe⟧	abführen	NONE	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abführen.	YES
B3-S034	f83r	B3	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	6	CLOSED_CELL	⟦soiiin | checthy | chety | otaiin | olsaly | shedy⟧	⟦Gang · Grad | bereit · dies | trage ein · dies | danach · Maß | fort · dorthin · dies | setze ab · schließe⟧	eintragen → ablagern	Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	YES
B4-S001	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	CLOSED_CELL	⟦qokeedy⟧	⟦setze an · länger · schließe⟧	einwirken lassen	NONE	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einwirken lassen.	YES
B4-S002	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	CLOSED_CELL	⟦qolchey | qokeey | qokedy⟧	⟦fort · dies | setze an · länger · dies | setze an · kurz · schließe⟧	wirken lassen → einwirken lassen	fort · dies	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.	YES
B4-S003	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	7	CLOSED_CELL	⟦chedy | otal | otchey | qokeey⟧ / ⟦qoky | tol | shedy⟧	⟦setze um · dies | danach · dorthin | danach · dies | setze an · länger · dies⟧ / ⟦setze an · dies | fort | setze ab · schließe⟧	umschöpfen → anlegen → setze dies ein → absetzen lassen	danach · Ziel | danach · dies | fort	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	YES
B4-S004	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	CLOSED_CELL	⟦qokylddy⟧	⟦setze an · dies · binde fest · schließe⟧	einsetzen + festbinden	NONE	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einsetzen + festbinden.	YES
B4-S005	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	CLOSED_CELL	⟦dain | chedy | qokeedy⟧	⟦Teil | setze um · dies | setze an · länger · schließe⟧	abmessen und umsetzen → einwirken lassen	Portion	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	YES
B4-S006	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	CLOSED_CELL	⟦shckhedy⟧	⟦halte · Durchlass · kurz · schließe⟧	zurückhalten	NONE	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	YES
B4-S007	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	CLOSED_CELL	⟦shckhedy⟧	⟦halte · Durchlass · kurz · schließe⟧	zurückhalten	NONE	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	YES
B4-S008	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	4	CLOSED_CELL	⟦saiin | cheeky | sheey | qokedy⟧	⟦Maß | wärme · länger · dies | halte · länger · dies | setze an · kurz · schließe⟧	warm halten → einwirken lassen → einwirken lassen	Maß	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	YES
B4-S009	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	CLOSED_CELL	⟦shedy⟧	⟦setze ab · schließe⟧	absetzen lassen	NONE	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: absetzen lassen.	YES
B4-S010	f83r	B4	LOCAL_STATION_CELL_REGISTER	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	CLOSED_CELL	⟦oldy⟧	⟦fort · schließe⟧	NO_EXPLICIT_ACTION_CARD	fort; Schritt schließen	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: setze nur die Angaben. Angaben: fort; Schritt schließen.	YES
B4-S011	f83r	B4	LOCAL_STATION_CELL_REGISTER	linke Hauptstation mit offenem Fransenlauf	7	CLOSED_CELL	⟦saiin | cheky | okeeol | okain⟧ / ⟦chdy | sol | lkedy⟧	⟦Maß | wärme · kurz · dies | setze an · länger · fort | setze an · Teil⟧ / ⟦setze um · dies | fort | führe · gib zu · kurz · schließe⟧	warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben	Maß | fort	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	YES
B4-S012	f83r	B4	LOCAL_STATION_CELL_REGISTER	linke Hauptstation mit offenem Fransenlauf	1	CLOSED_CELL	⟦lchedy⟧	⟦führe · setze um · schließe⟧	abführen + überführen	NONE	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: abführen + überführen.	YES
B4-S013	f83r	B4	LOCAL_STATION_CELL_REGISTER	linke Hauptstation mit offenem Fransenlauf	2	CLOSED_CELL	⟦qokol | shedy⟧	⟦setze an · fort | setze ab · schließe⟧	weiter beschicken → absetzen lassen	NONE	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: weiter beschicken → absetzen lassen.	YES
B4-S014	f83r	B4	LOCAL_STATION_CELL_REGISTER	linke Hauptstation mit offenem Fransenlauf	4	CLOSED_CELL	⟦or | chey | qockhey | dairydy⟧	⟦Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies · schließe⟧	NO_EXPLICIT_ACTION_CARD	Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: setze nur die Angaben. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	YES
B4-S015	f83r	B4	LOCAL_STATION_CELL_REGISTER	linke Hauptstation mit offenem Fransenlauf	6	CLOSED_CELL	⟦qokain | shey | kain | chckhal⟧ / ⟦solkey | lchedy⟧	⟦setze an · Teil | halte · länger · dies | gib zu · Teil | ziehe ab · Durchlass · dorthin⟧ / ⟦fange auf · kurz · dies | führe · setze um · schließe⟧	gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen	NONE	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	YES
B4-S016	f83r	B4	LOCAL_STATION_CELL_REGISTER	rechte Hauptstation mit S-Lauf und Mehrarmknoten	4	CLOSED_CELL	⟦qolkain | dal | skar | shedy⟧	⟦fort · gib zu · Teil | dorthin | gib zu · davon | setze ab · schließe⟧	dosiert zugeben → zuführen → absetzen lassen	Ziel	Bildort: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Arbeitsfolge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	YES
B5-S001	f83r	B5	TECHNICAL_APPENDIX	linke Fransenstation im B5-Nachtrag	1	CLOSED_CELL	⟦otchdy⟧	⟦danach · setze um · schließe⟧	führe zur nächsten Station	NONE	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: führe zur nächsten Station.	YES
B5-S002	f83r	B5	TECHNICAL_APPENDIX	linke Fransenstation im B5-Nachtrag	1	CLOSED_CELL	⟦qokchdy⟧	⟦setze an · setze um · schließe⟧	einsetzen + überführen	NONE	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: einsetzen + überführen.	YES
B5-S003	f83r	B5	TECHNICAL_APPENDIX	linke Fransenstation im B5-Nachtrag	9	OPEN_ENTRY	⟦shedal | dal | cheol | lol⟧ / ⟦chdal | aiin | sol | daiiin⟧ / ⟦chedy⟧	⟦setze ab · dorthin | dorthin | fort | führe · fort⟧ / ⟦setze um · dorthin | Maß | fort | zweiter · Grad⟧ / ⟦setze um · dies⟧	ablagern → hinleiten → umfüllen → abmessen und umsetzen	Ziel | fort | Maß | fort | zweite · Sollstufe	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	YES
B6-S001	f83r	B6	TECHNICAL_APPENDIX	rechter S-Lauf im B6-Nachtrag	9	OPEN_ENTRY	⟦solkeey | qekey | raly | ol⟧ / ⟦daiin | ol | dain | chey⟧ / ⟦ldalor⟧	⟦fange auf · länger · dies | kurz · gib zu · kurz · dies | kühle · dorthin · dies | fort⟧ / ⟦Maß | fort | Teil | dies⟧ / ⟦führe · dorthin · Ansatz⟧	auffangen → zugeben → abkühlen lassen → hinleiten	fort | Maß | fort | Portion | dies	Bildort: rechter S-Lauf im B6-Nachtrag. Arbeitsfolge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	YES
