root	portable_default_de	structural_category	register	owner_local_expansion_de	back_projection_de	mention_count	guardrail_mention_count	event_count	page_count	owner_count	sample_pages	sample_owners	sample_surfaces	do_not_overread_de	status
L	VERBINDUNG	BEZIEHUNG	PHARMA	GEFÄSSVERBINDUNG	VERBINDUNG	27	27	27	3	8	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C|Gefäß-/Pflanzenteilgruppe D	cheol|pcheoly|olsheody	nicht Öl und nicht zwingend Rohr	SAME_CORE__OWNER_LOCAL_EXPANSION
T	EINSTELLEN	HANDLUNG	SOURCE_SECTION_T	FESTLEGEN	EINSTELLEN	27	27	27	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	ataiin|cthres|chtaiin|cthar	nicht automatisch Zeit oder Wärme	SAME_CORE__OWNER_LOCAL_EXPANSION
T	EINSTELLEN	HANDLUNG	HERBAL	ARBEITSSTUFE EINSTELLEN	EINSTELLEN	103	103	103	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	pchocthy|octhody|cthoor|chty|otytchol	nicht automatisch Zeit oder Wärme	SAME_CORE__OWNER_LOCAL_EXPANSION
T	EINSTELLEN	HANDLUNG	BIOLOGICAL	STATIONSWERT EINSTELLEN	EINSTELLEN	106	106	105	7	14	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ltain|chcthy|ytain|tedy	nicht automatisch Zeit oder Wärme	SAME_CORE__OWNER_LOCAL_EXPANSION
T	EINSTELLEN	HANDLUNG	CELESTIAL	WERT EINSTELLEN	EINSTELLEN	38	38	38	4	13	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C	yteoor|yto|ytody|ytor|octhole	nicht automatisch Zeit oder Wärme	SAME_CORE__OWNER_LOCAL_EXPANSION
T	EINSTELLEN	HANDLUNG	PHARMA	ANSATZWERT EINSTELLEN	EINSTELLEN	22	22	22	3	9	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	ctheol|chcthol|cthol|cheotey|chetchy	nicht automatisch Zeit oder Wärme	SAME_CORE__OWNER_LOCAL_EXPANSION
AIN	ANTEIL	ARGUMENT	SOURCE_SECTION_T	TEILWERT	ANTEIL	15	15	15	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	dan|dain|ydain|ytain	nicht automatisch eins oder gleiche Teile	SAME_CORE__OWNER_LOCAL_EXPANSION
AIN	ANTEIL	ARGUMENT	HERBAL	MATERIALANTEIL	ANTEIL	39	39	39	7	7	f10r|f11r|f17r|f18r|f24v	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	dain|osain|sain	nicht automatisch eins oder gleiche Teile	SAME_CORE__OWNER_LOCAL_EXPANSION
AIN	ANTEIL	ARGUMENT	BIOLOGICAL	STATIONSANTEIL	ANTEIL	160	160	160	7	19	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dain|qokain|kain|ltain|ain	nicht automatisch eins oder gleiche Teile	SAME_CORE__OWNER_LOCAL_EXPANSION
AIN	ANTEIL	ARGUMENT	CELESTIAL	SEKTORANTEIL	ANTEIL	8	8	8	2	2	f67r2|f72r	Tierkreis-Ringgruppe G|zwei getrennte Himmelsräder und Tabelle	ain|oekain|sain|salsain	nicht automatisch eins oder gleiche Teile	SAME_CORE__OWNER_LOCAL_EXPANSION
AIN	ANTEIL	ARGUMENT	PHARMA	DROGENANTEIL	ANTEIL	18	18	18	3	7	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	oain|korain|dairodain|ykeodain|dain	nicht automatisch eins oder gleiche Teile	SAME_CORE__OWNER_LOCAL_EXPANSION
R	MARKIEREN	HANDLUNG	SOURCE_SECTION_T	KENNZEICHNEN	MARKIEREN	6	6	6	1	3	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_C|F1R_TEXT_BLOCK_D	cthres|syaiir|roloty|r|okaiir	nicht als Stoff oder eigenes Ziel lesen	SAME_CORE__OWNER_LOCAL_EXPANSION
R	MARKIEREN	HANDLUNG	HERBAL	TEIL MARKIEREN	MARKIEREN	14	14	14	7	7	f10r|f17r|f18r|f24v|f55v	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	doiir|ycheor|daram|qokcheor|dcheor	nicht als Stoff oder eigenes Ziel lesen	SAME_CORE__OWNER_LOCAL_EXPANSION
R	MARKIEREN	HANDLUNG	BIOLOGICAL	STATION MARKIEREN	MARKIEREN	61	61	61	7	13	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ror|r|ry|ram	nicht als Stoff oder eigenes Ziel lesen	SAME_CORE__OWNER_LOCAL_EXPANSION
R	MARKIEREN	HANDLUNG	CELESTIAL	POSITION MARKIEREN	MARKIEREN	14	14	14	4	6	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe D|Tierkreis-Ringgruppe H	soraiir|sodar|r|choer|cheor	nicht als Stoff oder eigenes Ziel lesen	SAME_CORE__OWNER_LOCAL_EXPANSION
R	MARKIEREN	HANDLUNG	PHARMA	POSTEN MARKIEREN	MARKIEREN	19	19	19	3	7	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe C|Gefäß-/Pflanzenteilgruppe D|Gefäß-/Pflanzenteilgruppe E	ral|cheor|roshckhy	nicht als Stoff oder eigenes Ziel lesen	SAME_CORE__OWNER_LOCAL_EXPANSION
P	EINSETZEN	HANDLUNG	SOURCE_SECTION_T	IN EINTRAG EINSETZEN	EINSETZEN	11	11	11	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	cphar|cphoy|cphesaiin|cphey|cphodal	nicht universell Satz- oder Absatzbeginn	SAME_CORE__OWNER_LOCAL_EXPANSION
P	EINSETZEN	HANDLUNG	HERBAL	MATERIAL EINSETZEN	EINSETZEN	33	33	33	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	pchocthy|pchodol|chopchal|ypch|cphy	nicht universell Satz- oder Absatzbeginn	SAME_CORE__OWNER_LOCAL_EXPANSION
P	EINSETZEN	HANDLUNG	BIOLOGICAL	POSTEN EINSETZEN	EINSETZEN	84	84	84	7	15	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	pcheykeeor|pchedy|pchedar|shepchy	nicht universell Satz- oder Absatzbeginn	SAME_CORE__OWNER_LOCAL_EXPANSION
P	EINSETZEN	HANDLUNG	CELESTIAL	EINTRAG EINSETZEN	EINSETZEN	15	15	15	4	5	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe I|erste lokale Figuren-/Sternringgruppe|mehrteilige Sternstellentafel	opodchol|qopchy|oparchy|ytoeopchey|ypair	nicht universell Satz- oder Absatzbeginn	SAME_CORE__OWNER_LOCAL_EXPANSION
P	EINSETZEN	HANDLUNG	PHARMA	ZUTAT EINSETZEN	EINSETZEN	17	17	17	3	8	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	cphol|pcheoly|poeear|poldy|opykey	nicht universell Satz- oder Absatzbeginn	SAME_CORE__OWNER_LOCAL_EXPANSION
AIR	BAHN	BEZIEHUNG	SOURCE_SECTION_T	LESEBAHN	BAHN	3	3	3	1	2	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_C	kair|sair|otairin	nicht Wasser als Stoff und nicht sichtbare Flussrichtung	SAME_CORE__OWNER_LOCAL_EXPANSION
AIR	BAHN	BEZIEHUNG	HERBAL	VERARBEITUNGSBAHN	BAHN	10	10	10	5	5	f10r|f11r|f17r|f18r|f55v	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen|blühender dreikroniger Sodenstock|große abgebildete Blütenpflanze	chair|dair|ydair|ypaim	nicht Wasser als Stoff und nicht sichtbare Flussrichtung	SAME_CORE__OWNER_LOCAL_EXPANSION
AIR	BAHN	BEZIEHUNG	BIOLOGICAL	STATIONSBAHN	BAHN	12	12	12	6	6	f75r|f76r|f81r|f81v|f82r	F81R_LOWER_POOL|Variantenatlas lokaler Becken und Anwendungen|gemeinsames zweireihiges Badfeld	qokair|oldair|qolair|chekair|okair	nicht Wasser als Stoff und nicht sichtbare Flussrichtung	SAME_CORE__OWNER_LOCAL_EXPANSION
AIR	BAHN	BEZIEHUNG	CELESTIAL	RINGBAHN	BAHN	6	6	6	2	3	f67r2|f72r	Tierkreis-Ringgruppe F|Tierkreis-Ringgruppe H|zwei getrennte Himmelsräder und Tabelle	air|qofair|ypair	nicht Wasser als Stoff und nicht sichtbare Flussrichtung	SAME_CORE__OWNER_LOCAL_EXPANSION
AIR	BAHN	BEZIEHUNG	PHARMA	TRANSFERBAHN	BAHN	12	12	12	2	6	f88v|f89r	Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C|Gefäß-/Pflanzenteilgruppe D	sairal|toairy|dairodain|dair|qoeair	nicht Wasser als Stoff und nicht sichtbare Flussrichtung	SAME_CORE__OWNER_LOCAL_EXPANSION
