replay_id	attachment_id	physical_page	register	statement_id	event_id	surface	focus_core	chosen_attachment_class	chosen_action	micro_signature	teaching_rule_families	exact_typed_head_signature	typed_micro_signature	outside_page_support_level	outside_register_support_level	outside_page_support	outside_register_support	future_page_result
G400-A01362	G399-A01362	f75r	BIOLOGICAL	P1009-S103	P912-E0580	sheedy	EE	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	EE::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	EE::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01363	G399-A01363	f75r	BIOLOGICAL	P1009-S104	P912-E0581	lch	L	SAME_CARD_RIGHT_ACTION	CH	L_AIR__SAME_CARD_RIGHT_ACTION	L_AIR_RIGHT_FALLBACK	L::SAME_CARD_RIGHT_ACTION::CH::NONE::SINGLE::L_AIR_RIGHT_FALLBACK	L::L_AIR__SAME_CARD_RIGHT_ACTION::L_AIR_RIGHT_FALLBACK	EXACT_TYPED_HEAD	TYPED_MICRO	f76r|f77r|f81v|f82r|f83r	CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01364	G399-A01364	f75r	BIOLOGICAL	P1009-S104	P912-E0582	shokain	AIN	SAME_CARD_LEFT_ACTION	OK	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	AIN::SAME_CARD_LEFT_ACTION::OK::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	AIN::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f18r|f55v|f76r|f77r|f81v|f82r|f83r|f89r	HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01365	G399-A01365	f75r	BIOLOGICAL	P1009-S104	P912-E0583	chy	Y	PREVIOUS_CARD_ACTION	OK	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	Y::PREVIOUS_CARD_ACTION::OK::NONE::SINGLE::PREVIOUS_CARD_STACK	Y::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f10r|f18r|f55v|f56r|f71v|f72r|f76r|f77r|f82r|f83r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01366	G399-A01366	f75r	BIOLOGICAL	P1009-S104	P912-E0584	okshedy	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01367	G399-A01367	f75r	BIOLOGICAL	P1009-S105	P912-E0585	qokain	AIN	SAME_CARD_LEFT_ACTION	OK	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	AIN::SAME_CARD_LEFT_ACTION::OK::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	AIN::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f18r|f55v|f76r|f77r|f81v|f82r|f83r|f89r	HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01368	G399-A01368	f75r	BIOLOGICAL	P1009-S105	P912-E0586	chedy	Y	SAME_CARD_LEFT_ACTION	CHD	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::CHD::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f55v|f56r|f72r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01369	G399-A01369	f75r	BIOLOGICAL	P1009-S105	P912-E0587	pchedar	AR	SAME_CARD_LEFT_ACTION	CHD	AL_AR__SAME_CARD_LEFT_ACTION	AL_AR_ORDERED_FALLBACK	AR::SAME_CARD_LEFT_ACTION::CHD::NONE::SINGLE::AL_AR_ORDERED_FALLBACK	AR::AL_AR__SAME_CARD_LEFT_ACTION::AL_AR_ORDERED_FALLBACK	EXACT_TYPED_HEAD	TYPED_MICRO	f76r|f82r|f83r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01370	G399-A01370	f75r	BIOLOGICAL	P1009-S105	P912-E0588	shepchy	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01371	G399-A01371	f75r	BIOLOGICAL	P1009-S105	P912-E0588	shepchy	Y	SAME_CARD_LEFT_ACTION	P	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::P::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f56r|f67r2|f76r|f77r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01372	G399-A01372	f75r	BIOLOGICAL	P1009-S105	P912-E0589	lshedary	L	SAME_CARD_RIGHT_ACTION	SH	L_AIR__SAME_CARD_RIGHT_ACTION	L_AIR_RIGHT_FALLBACK	L::SAME_CARD_RIGHT_ACTION::SH::NONE::SINGLE::L_AIR_RIGHT_FALLBACK	L::L_AIR__SAME_CARD_RIGHT_ACTION::L_AIR_RIGHT_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f72r|f76r|f77r|f81v|f82r|f83r|f88r	CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01373	G399-A01373	f75r	BIOLOGICAL	P1009-S105	P912-E0589	lshedary	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01374	G399-A01374	f75r	BIOLOGICAL	P1009-S105	P912-E0589	lshedary	AR	SAME_CARD_LEFT_ACTION	SH	AL_AR__SAME_CARD_LEFT_ACTION	AL_AR_ORDERED_FALLBACK	AR::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::AL_AR_ORDERED_FALLBACK	AR::AL_AR__SAME_CARD_LEFT_ACTION::AL_AR_ORDERED_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f71v|f72r|f76r|f77r|f88r|f89r	CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01375	G399-A01375	f75r	BIOLOGICAL	P1009-S105	P912-E0589	lshedary	Y	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01376	G399-A01376	f75r	BIOLOGICAL	P1009-S105	P912-E0590	dal	AL	PREVIOUS_CARD_ACTION	SH	AL_AR__PREVIOUS_CARD_ACTION	AL_AR_ORDERED_FALLBACK	AL::PREVIOUS_CARD_ACTION::SH::NONE::SINGLE::AL_AR_ORDERED_FALLBACK	AL::AL_AR__PREVIOUS_CARD_ACTION::AL_AR_ORDERED_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f71v|f72r|f76r|f77r|f81v|f82r|f83r	CELESTIAL	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01377	G399-A01377	f75r	BIOLOGICAL	P1009-S105	P912-E0591	shal	AL	SAME_CARD_LEFT_ACTION	SH	AL_AR__SAME_CARD_LEFT_ACTION	AL_AR_ORDERED_FALLBACK	AL::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::AL_AR_ORDERED_FALLBACK	AL::AL_AR__SAME_CARD_LEFT_ACTION::AL_AR_ORDERED_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f18r|f71v|f72r|f76r|f77r|f82r|f83r|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01378	G399-A01378	f75r	BIOLOGICAL	P1009-S105	P912-E0592	shy	Y	PREVIOUS_CARD_ACTION	SH	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	Y::PREVIOUS_CARD_ACTION::SH::NONE::SINGLE::PREVIOUS_CARD_STACK	Y::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f10r|f13r|f67r2|f72r|f76r|f77r|f82r|f83r|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01379	G399-A01379	f75r	BIOLOGICAL	P1009-S105	P912-E0594	shedy	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01380	G399-A01380	f75r	BIOLOGICAL	P1009-S106	P912-E0597	sheedy	EE	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	EE::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	EE::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01381	G399-A01381	f75r	BIOLOGICAL	P1009-S107	P912-E0599	shedy	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01382	G399-A01382	f75r	BIOLOGICAL	P1009-S108	P912-E0601	otain	AIN	OWNER_ONLY	OWNER	ARG_GRADE__OWNER_ONLY	OWNER_CONTEXT	AIN::OWNER_ONLY::OWNER::NONE::SINGLE::OWNER_CONTEXT	AIN::ARG_GRADE__OWNER_ONLY::OWNER_CONTEXT	EXACT_TYPED_HEAD	UNTYPED_MICRO	f76r	CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01383	G399-A01383	f75r	BIOLOGICAL	P1009-S108	P912-E0602	char	AR	OWNER_ONLY	OWNER	AL_AR__OWNER_ONLY	AL_AR_ORDERED_FALLBACK	AR::OWNER_ONLY::OWNER::NONE::SINGLE::AL_AR_ORDERED_FALLBACK	AR::AL_AR__OWNER_ONLY::AL_AR_ORDERED_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f18r|f67r2|f72r|f76r|f77r|f81v|f83r|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01384	G399-A01384	f75r	BIOLOGICAL	P1009-S108	P912-E0603	sar	AR	SAME_CARD_LEFT_ACTION	S	AL_AR__SAME_CARD_LEFT_ACTION	AL_AR_ORDERED_FALLBACK	AR::SAME_CARD_LEFT_ACTION::S::NONE::SINGLE::AL_AR_ORDERED_FALLBACK	AR::AL_AR__SAME_CARD_LEFT_ACTION::AL_AR_ORDERED_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f17r|f55v|f67r2|f71v|f76r|f77r|f81v|f82r|f83r|f88r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01385	G399-A01385	f75r	BIOLOGICAL	P1009-S108	P912-E0604	oly	Y	PREVIOUS_CARD_ACTION	S	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	Y::PREVIOUS_CARD_ACTION::S::NONE::SINGLE::PREVIOUS_CARD_STACK	Y::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f56r|f67r2|f72r|f76r|f77r|f88r|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01386	G399-A01386	f75r	BIOLOGICAL	P1009-S108	P912-E0605	qokshedy	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01387	G399-A01387	f75r	BIOLOGICAL	P1009-S109	P912-E0607	shey	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01388	G399-A01388	f75r	BIOLOGICAL	P1009-S109	P912-E0607	shey	Y	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01389	G399-A01389	f75r	BIOLOGICAL	P1009-S109	P912-E0608	qoky	Y	SAME_CARD_LEFT_ACTION	OK	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::OK::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01390	G399-A01390	f75r	BIOLOGICAL	P1009-S109	P912-E0609	shey	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01391	G399-A01391	f75r	BIOLOGICAL	P1009-S109	P912-E0609	shey	Y	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01392	G399-A01392	f75r	BIOLOGICAL	P1009-S109	P912-E0610	ey	E	PREVIOUS_CARD_ACTION	SH	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	E::PREVIOUS_CARD_ACTION::SH::NONE::SINGLE::PREVIOUS_CARD_STACK	E::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f72r|f76r|f77r|f81v	CELESTIAL	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01393	G399-A01393	f75r	BIOLOGICAL	P1009-S109	P912-E0610	ey	Y	PREVIOUS_CARD_ACTION	SH	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	Y::PREVIOUS_CARD_ACTION::SH::NONE::SINGLE::PREVIOUS_CARD_STACK	Y::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f10r|f13r|f67r2|f72r|f76r|f77r|f82r|f83r|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01394	G399-A01394	f75r	BIOLOGICAL	P1009-S109	P912-E0611	qokain	AIN	SAME_CARD_LEFT_ACTION	OK	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	AIN::SAME_CARD_LEFT_ACTION::OK::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	AIN::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f18r|f55v|f76r|f77r|f81v|f82r|f83r|f89r	HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01395	G399-A01395	f75r	BIOLOGICAL	P1009-S109	P912-E0612	ar	AR	PREVIOUS_CARD_ACTION	OK	AL_AR__PREVIOUS_CARD_ACTION	AL_AR_ORDERED_FALLBACK	AR::PREVIOUS_CARD_ACTION::OK::NONE::SINGLE::AL_AR_ORDERED_FALLBACK	AR::AL_AR__PREVIOUS_CARD_ACTION::AL_AR_ORDERED_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f17r|f18r|f67r2|f71v|f72r|f76r|f82r|f88r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01396	G399-A01396	f75r	BIOLOGICAL	P1009-S109	P912-E0613	ry	Y	SAME_CARD_LEFT_ACTION	R	ARG_GRADE__SAME_CARD_LEFT_ACTION__R_POSITIONAL_HEAD	NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	Y::SAME_CARD_LEFT_ACTION::R::R_POSITIONAL_HEAD::SINGLE::NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION__R_POSITIONAL_HEAD::NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f18r|f55v|f68r1|f76r|f77r|f82r|f83r	CELESTIAL|HERBAL	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01397	G399-A01397	f75r	BIOLOGICAL	P1009-S109	P912-E0614	shey	E	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01398	G399-A01398	f75r	BIOLOGICAL	P1009-S109	P912-E0614	shey	Y	SAME_CARD_LEFT_ACTION	SH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::SH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f67r2|f68r1|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	CELESTIAL|HERBAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01399	G399-A01399	f75r	BIOLOGICAL	P1009-S109	P912-E0615	qor	OR	PREVIOUS_CARD_ACTION	SH	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	OR::PREVIOUS_CARD_ACTION::SH::NONE::SINGLE::PREVIOUS_CARD_STACK	OR::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f72r|f76r|f88r	CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01400	G399-A01400	f75r	BIOLOGICAL	P1009-S109	P912-E0616	chey	Y	INHERITED_ACTION	SH	ARG_GRADE__INHERITED_ACTION	INHERITED_ACTION_STACK	Y::INHERITED_ACTION::SH::NONE::SINGLE::INHERITED_ACTION_STACK	Y::ARG_GRADE__INHERITED_ACTION::INHERITED_ACTION_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f72r|f76r|f77r|f81v|f82r	CELESTIAL	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01401	G399-A01401	f75r	BIOLOGICAL	P1009-S109	P912-E0617	lchey	L	INHERITED_ACTION	SH	L_AIR__INHERITED_ACTION	L_AIR_RIGHT_FALLBACK	L::INHERITED_ACTION::SH::NONE::SINGLE::L_AIR_RIGHT_FALLBACK	L::L_AIR__INHERITED_ACTION::L_AIR_RIGHT_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f77r|f88r	PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01402	G399-A01402	f75r	BIOLOGICAL	P1009-S109	P912-E0617	lchey	Y	INHERITED_ACTION	SH	ARG_GRADE__INHERITED_ACTION	INHERITED_ACTION_STACK	Y::INHERITED_ACTION::SH::NONE::SINGLE::INHERITED_ACTION_STACK	Y::ARG_GRADE__INHERITED_ACTION::INHERITED_ACTION_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f72r|f76r|f77r|f81v|f82r	CELESTIAL	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01403	G399-A01403	f75r	BIOLOGICAL	P1009-S109	P912-E0618	lo	L	INHERITED_ACTION	SH	L_AIR__INHERITED_ACTION	L_AIR_RIGHT_FALLBACK	L::INHERITED_ACTION::SH::NONE::SINGLE::L_AIR_RIGHT_FALLBACK	L::L_AIR__INHERITED_ACTION::L_AIR_RIGHT_FALLBACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f77r|f88r	PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A01404	G399-A01404	f75r	BIOLOGICAL	P1009-S109	P912-E0619	ydain	Y	INHERITED_ACTION	SH	ARG_GRADE__INHERITED_ACTION	INHERITED_ACTION_STACK	Y::INHERITED_ACTION::SH::NONE::SINGLE::INHERITED_ACTION_STACK	Y::ARG_GRADE__INHERITED_ACTION::INHERITED_ACTION_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f72r|f76r|f77r|f81v|f82r	CELESTIAL	PORTABLE_BY_EXISTING_HIERARCHY
