owner_id	attachment_id	physical_page	register	statement_id	event_id	surface	component_recipe	focus_core	owner_de	owner_reason	next_event_id	next_surface	outside_page_support_level	result
G400-O092	G399-A02784	f81v	BIOLOGICAL	P1009-S406	P912-E0978	dar	D_ADDR+AR	AR	gemeinsames zweireihiges Badfeld	AL_AR_OWNER_FALLBACK	P912-E0979	ykeday	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O093	G399-A02818	f81v	BIOLOGICAL	P1009-S411	P912-E1002	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	EE	gemeinsames zweireihiges Badfeld	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1003	ol	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O094	G399-A02819	f81v	BIOLOGICAL	P1009-S411	P912-E1002	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	Y	gemeinsames zweireihiges Badfeld	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1003	ol	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O095	G399-A02824	f81v	BIOLOGICAL	P1009-S412	P912-E1007	dar	D_ADDR+AR	AR	gemeinsames zweireihiges Badfeld	AL_AR_OWNER_FALLBACK	P912-E1008	chdy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O096	G399-A02833	f81v	BIOLOGICAL	P1009-S416	P912-E1020	chey	Y	Y	gemeinsames zweireihiges Badfeld	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1021	ol	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O097	G399-A02915	f81v	BIOLOGICAL	P1009-S432	P912-E1099	dal	AL	AL	gemeinsames zweireihiges Badfeld	AL_AR_OWNER_FALLBACK	P912-E1100	shey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O098	G399-A03038	f82r	BIOLOGICAL	P1009-S454	P912-E1205	qotedy	OT+E+DY	E	mehrere getrennte Bad- und Leitungsstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O099	G399-A03091	f82r	BIOLOGICAL	P1009-S468	P912-E1253	dal	AL	AL	mehrere getrennte Bad- und Leitungsstationen	AL_AR_OWNER_FALLBACK	P912-E1254	chedar	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O100	G399-A03120	f82r	BIOLOGICAL	P1009-S472	P912-E1274	qoly	OL+Y	Y	mehrere getrennte Bad- und Leitungsstationen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1275	daiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O101	G399-A03197	f82r	BIOLOGICAL	P1009-S481	P912-E1325	cheal	AL	AL	mehrere getrennte Bad- und Leitungsstationen	AL_AR_OWNER_FALLBACK	P912-E1326	lchedar	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O102	G399-A03212	f82r	BIOLOGICAL	P1009-S485	P912-E1337	qoteedy	OT+EE+DY	EE	mehrere getrennte Bad- und Leitungsstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O103	G399-A03232	f82r	BIOLOGICAL	P1009-S494	P912-E1357	qoty	OT+Y	Y	mehrere getrennte Bad- und Leitungsstationen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1358	qoty	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O104	G399-A03233	f82r	BIOLOGICAL	P1009-S494	P912-E1358	qoty	OT+Y	Y	mehrere getrennte Bad- und Leitungsstationen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1359	qoteey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O105	G399-A03303	f83r	BIOLOGICAL	P1009-S504	P912-E1425	chey	Y	Y	Variantenatlas lokaler Becken und Anwendungen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1426	daiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O106	G399-A03304	f83r	BIOLOGICAL	P1009-S504	P912-E1426	daiin	AIIN	AIIN	Variantenatlas lokaler Becken und Anwendungen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1427	chey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O107	G399-A03352	f83r	BIOLOGICAL	P1009-S515	P912-E1468	qoteedy	OT+EE+DY	EE	Variantenatlas lokaler Becken und Anwendungen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O108	G399-A03353	f83r	BIOLOGICAL	P1009-S516	P912-E1469	qoteedy	OT+EE+DY	EE	Variantenatlas lokaler Becken und Anwendungen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O109	G399-A03417	f83r	BIOLOGICAL	P1009-S529	P912-E1524	qedy	CARRIER_Q+E+DY	E	Variantenatlas lokaler Becken und Anwendungen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O110	G399-A03425	f83r	BIOLOGICAL	P1009-S534	P912-E1531	dal	AL	AL	Variantenatlas lokaler Becken und Anwendungen	AL_AR_OWNER_FALLBACK	P912-E1532	lchedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O111	G399-A03442	f83r	BIOLOGICAL	P1009-S539	P912-E1548	cheedar	EE+AR	EE	Variantenatlas lokaler Becken und Anwendungen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1549	chldaiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O112	G399-A03443	f83r	BIOLOGICAL	P1009-S539	P912-E1548	cheedar	EE+AR	AR	Variantenatlas lokaler Becken und Anwendungen	AL_AR_OWNER_FALLBACK	P912-E1549	chldaiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O113	G399-A03503	f83r	BIOLOGICAL	P1009-S548	P912-E1591	otedy	OT+E+DY	E	Variantenatlas lokaler Becken und Anwendungen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O114	G399-A03519	f83r	BIOLOGICAL	P1009-S554	P912-E1607	ldy	L+DY	L	Variantenatlas lokaler Becken und Anwendungen	L_AIR_OWNER_FALLBACK	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O115	G399-A03576	f83r	BIOLOGICAL	P1009-S575	P912-E1659	ldy	L+DY	L	Variantenatlas lokaler Becken und Anwendungen	L_AIR_OWNER_FALLBACK	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O116	G399-A03612	f83r	BIOLOGICAL	P1009-S582	P912-E1690	or	OR	OR	Variantenatlas lokaler Becken und Anwendungen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E1691	chey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O117	G399-A03884	f88v	PHARMA	P1009-S600	P1003-E0467	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	Y	zweite Gefaess-/Zutatengruppe	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1003-E0468	oraiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O118	G399-A03885	f88v	PHARMA	P1009-S600	P1003-E0467	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	AIIN	zweite Gefaess-/Zutatengruppe	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1003-E0468	oraiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O119	G399-A03997	f89r	PHARMA	P1009-S608	P1008-E1043	qoar	O+AR	AR	Gefäß-/Pflanzenteilgruppe A	AL_AR_OWNER_FALLBACK	P1008-E1044	shar	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O120	G399-A04063	f89r	PHARMA	P1009-S612	P1008-E1110	chy	Y	Y	Gefäß-/Pflanzenteilgruppe B	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E1111	chol	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O121	G399-A04087	f89r	PHARMA	P1009-S613	P1008-E1129	al	AL	AL	Gefäß-/Pflanzenteilgruppe B	AL_AR_OWNER_FALLBACK	P1008-E1130	daldal	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O122	G399-A04088	f89r	PHARMA	P1009-S613	P1008-E1130	daldal	AL+AL	AL	Gefäß-/Pflanzenteilgruppe B	AL_AR_OWNER_FALLBACK	STATEMENT_END	STATEMENT_END	COARSE_RULE	VISIBLE_OWNER_FALLBACK
G400-O123	G399-A04089	f89r	PHARMA	P1009-S613	P1008-E1130	daldal	AL+AL	AL	Gefäß-/Pflanzenteilgruppe B	AL_AR_OWNER_FALLBACK	STATEMENT_END	STATEMENT_END	COARSE_RULE	VISIBLE_OWNER_FALLBACK
G400-O124	G399-A04144	f89r	PHARMA	P1009-S617	P1008-E1189	cheal	AL	AL	Gefäß-/Pflanzenteilgruppe D	AL_AR_OWNER_FALLBACK	P1008-E1190	cheo	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O125	G399-A04189	f89r	PHARMA	P1009-S620	P1008-E1236	qoteol	OT+E+OL	E	Gefäß-/Pflanzenteilgruppe E	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E1237	oldaiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O126	G399-A04190	f89r	PHARMA	P1009-S620	P1008-E1237	oldaiin	OL+D_ADDR+AIIN	AIIN	Gefäß-/Pflanzenteilgruppe E	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E1238	otol	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
