forward_id	attachment_id	physical_page	register	statement_id	event_id	surface	component_recipe	focus_core	forward_reason	next_event_id	next_surface	next_recipe	chosen_action	chosen_action_atom_ordinal	same_statement	lookahead_cards	outside_page_support_level	result
G400-F090	G399-A02562	f77r	BIOLOGICAL	P1009-S372	P1003-E0332	olaiin	OL+AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1003-E0333	cheey	SH+EE+Y	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F091	G399-A02581	f77r	BIOLOGICAL	P1009-S375	P1003-E0347	daiin	AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1003-E0348	sh	SH	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F092	G399-A02584	f77r	BIOLOGICAL	P1009-S376	P1003-E0351	qotal	OT+AL	AL	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0352	r	R	R	1	YES	1	COARSE_RULE	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F093	G399-A02727	f81v	BIOLOGICAL	P1009-S396	P912-E0939	olchey	OL+Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0940	kaiin	K+AIIN	K	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F094	G399-A02742	f81v	BIOLOGICAL	P1009-S400	P912-E0953	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	AIR	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E0954	yshey	Y+SH+E+Y	SH	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F095	G399-A02820	f81v	BIOLOGICAL	P1009-S411	P912-E1004	chy	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E1005	rshdy	R+SH+D_ADDR+Y	R	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F096	G399-A02860	f81v	BIOLOGICAL	P1009-S424	P912-E1046	qotain	OT+AIN	AIN	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1047	lsho	L+SH+O	SH	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F097	G399-A02901	f81v	BIOLOGICAL	P1009-S430	P912-E1082	ly	L+Y	L	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1083	oshedy	O+SH+E+Y	SH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F098	G399-A02902	f81v	BIOLOGICAL	P1009-S430	P912-E1082	ly	L+Y	Y	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1083	oshedy	O+SH+E+Y	SH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F099	G399-A02962	f82r	BIOLOGICAL	P1009-S441	P912-E1139	oteey	OT+EE+Y	EE	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1140	qokal	OK+AL	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F100	G399-A02963	f82r	BIOLOGICAL	P1009-S441	P912-E1139	oteey	OT+EE+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1140	qokal	OK+AL	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F101	G399-A03075	f82r	BIOLOGICAL	P1009-S464	P912-E1242	qoteey	OT+EE+Y	EE	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1243	chedy	CHD+Y	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F102	G399-A03076	f82r	BIOLOGICAL	P1009-S464	P912-E1242	qoteey	OT+EE+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1243	chedy	CHD+Y	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F103	G399-A03121	f82r	BIOLOGICAL	P1009-S472	P912-E1275	daiin	AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E1276	cheoky	CH+E+O+K+Y	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F104	G399-A03160	f82r	BIOLOGICAL	P1009-S475	P912-E1302	lar	L+AR	L	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1303	qokeedy	OK+EE+DY	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F105	G399-A03161	f82r	BIOLOGICAL	P1009-S475	P912-E1302	lar	L+AR	AR	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1303	qokeedy	OK+EE+DY	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F106	G399-A03189	f82r	BIOLOGICAL	P1009-S480	P912-E1320	lar	L+AR	L	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1321	sheey	SH+EE+Y	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F107	G399-A03190	f82r	BIOLOGICAL	P1009-S480	P912-E1320	lar	L+AR	AR	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1321	sheey	SH+EE+Y	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F108	G399-A03217	f82r	BIOLOGICAL	P1009-S490	P912-E1343	qotaiin	OT+AIIN	AIIN	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1344	chcthey	CH+CH+T+E+Y	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F109	G399-A03234	f82r	BIOLOGICAL	P1009-S494	P912-E1359	qoteey	OT+EE+Y	EE	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1360	raiin	R+AIIN	R	1	YES	1	UNTYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F110	G399-A03235	f82r	BIOLOGICAL	P1009-S494	P912-E1359	qoteey	OT+EE+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1360	raiin	R+AIIN	R	1	YES	1	UNTYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F111	G399-A03252	f82r	BIOLOGICAL	P1009-S498	P912-E1372	qoty	OT+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1373	lcheeor	L+CH+EE+OR	CH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F112	G399-A03301	f83r	BIOLOGICAL	P1009-S503	P912-E1423	qotal	OT+AL	AL	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1424	chkeedy	CH+K+EE+DY	CH	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F113	G399-A03305	f83r	BIOLOGICAL	P1009-S504	P912-E1427	chey	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E1428	lchedy	L+CHD+DY	CHD	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F114	G399-A03334	f83r	BIOLOGICAL	P1009-S510	P912-E1450	lo	L+O	L	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1451	schedy	CHD+DY	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F115	G399-A03395	f83r	BIOLOGICAL	P1009-S525	P912-E1507	lo	L+O	L	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1508	qockhol	CARRIER_Q+O+CH+K+OL	CH	3	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F116	G399-A03444	f83r	BIOLOGICAL	P1009-S539	P912-E1549	chldaiin	L+AIIN	L	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1550	chedy	CHD+Y	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F117	G399-A03445	f83r	BIOLOGICAL	P1009-S539	P912-E1549	chldaiin	L+AIIN	AIIN	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E1550	chedy	CHD+Y	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F118	G399-A03467	f83r	BIOLOGICAL	P1009-S540	P912-E1562	otor	OT+OR	OR	Q_OR_OT_OPENS_NEXT_PACKET	P912-E1563	shedy	SH+E+DY	SH	1	YES	1	UNTYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F119	G399-A03539	f83r	BIOLOGICAL	P1009-S560	P912-E1624	qolchey	OL+Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E1625	qokeey	OK+EE+Y	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F120	G399-A03552	f83r	BIOLOGICAL	P1009-S563	P912-E1635	dain	AIN	AIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E1636	chedy	CHD+Y	CHD	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F121	G399-A03613	f83r	BIOLOGICAL	P1009-S582	P912-E1691	chey	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E1692	qockhey	O+CH+K+E+Y	CH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F122	G399-A03886	f88v	PHARMA	P1009-S600	P1003-E0468	oraiin	OR+AIIN	OR	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1003-E0469	ysheod	Y+SH+E+O+D_ADDR	SH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F123	G399-A03887	f88v	PHARMA	P1009-S600	P1003-E0468	oraiin	OR+AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1003-E0469	ysheod	Y+SH+E+O+D_ADDR	SH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F124	G399-A03958	f88v	PHARMA	P1009-S605	P1003-E0520	qoteo	OT+E+O	E	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0521	lchdy	L+CHD+Y	CHD	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F125	G399-A03975	f88v	PHARMA	P1009-S606	P1003-E0537	daiin	AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1003-E0538	shoy	SH+O+Y	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F126	G399-A04253	f89r	PHARMA	P1009-S623	P1008-E1302	kolches	OL+Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E1303	sheol	SH+E+OL	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F127	G399-A04267	f89r	PHARMA	P1009-S626	P1008-E1315	daiin	AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E1316	cheok	CH+E+O+K	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
