anchor_recipe	anchor_event_count	anchor_reading_de	candidate_recipe	change_kind	edit_position	old_atom	old_value_de	new_atom	new_value_de	predicted_reading_de	attested	observed_reading_de	reading_matches_prediction	event_count	register_count	registers	page_count	surface_count	surfaces	context_mode	shared_page_owner_count	shared_statement_count	decision
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	S+K+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	S	WÄHLEN	WÄHLEN · GEBEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	SH+K+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	SH	HALTEN	HALTEN · GEBEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+K+E+Y	13	NEHMEN · GEBEN · GRAD I · POSTEN	T+K+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	T	EINSTELLEN	EINSTELLEN · GEBEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	CH+EE+Y	SUBSTITUTE_ACTION	1	K	GEBEN	CH	NEHMEN	NEHMEN · GRAD II · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	CHD+EE+Y	SUBSTITUTE_ACTION	1	K	GEBEN	CHD	BEARBEITEN	BEARBEITEN · GRAD II · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	K+E+Y	SUBSTITUTE_GRADE	2	EE	GRAD II	E	GRAD I	GEBEN · GRAD I · POSTEN	YES	GEBEN · GRAD I · POSTEN	YES	1	1	PHARMA	1	1	key	FULLY_SELF_CONTAINED	0	0	ATTESTED_LOCAL
K+EE+Y	9	GEBEN · GRAD II · POSTEN	K+EE+AIIN	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	AIIN	WERT	GEBEN · GRAD II · WERT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	K+EE+AIN	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	AIN	ANTEIL	GEBEN · GRAD II · ANTEIL	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	K+EE+DY	OPEN_TO_CLOSE	3	Y	POSTEN	DY	SCHLUSS	GEBEN · GRAD II · SCHLUSS	YES	GEBEN · GRAD II · SCHLUSS	YES	7	1	BIOLOGICAL	4	1	keedy	FULLY_CONTEXT_BOUND	0	0	ATTESTED_LOCAL
K+EE+Y	9	GEBEN · GRAD II · POSTEN	K+EE+OR	SUBSTITUTE_ARGUMENT	3	Y	POSTEN	OR	EINHEIT	GEBEN · GRAD II · EINHEIT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	K+EEE+Y	SUBSTITUTE_GRADE	2	EE	GRAD II	EEE	GRAD III	GEBEN · GRAD III · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	K+Y	DELETE_GRADE	2	EE	GRAD II	NONE	NONE	GEBEN · POSTEN	YES	GEBEN · POSTEN	YES	7	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	6	2	kchy|ky	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
K+EE+Y	9	GEBEN · GRAD II · POSTEN	OK+EE+Y	SUBSTITUTE_ACTION	1	K	GEBEN	OK	SETZEN	SETZEN · GRAD II · POSTEN	YES	SETZEN · GRAD II · POSTEN	YES	67	5	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	16	4	chokeey|okeeas|okeey|qokeey	FULLY_SELF_CONTAINED	5	4	ATTESTED_SAME_OWNER
K+EE+Y	9	GEBEN · GRAD II · POSTEN	P+EE+Y	SUBSTITUTE_ACTION	1	K	GEBEN	P	EINSETZEN	EINSETZEN · GRAD II · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	R+EE+Y	SUBSTITUTE_ACTION	1	K	GEBEN	R	MARKIEREN	MARKIEREN · GRAD II · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
K+EE+Y	9	GEBEN · GRAD II · POSTEN	S+EE+Y	SUBSTITUTE_ACTION	1	K	GEBEN	S	WÄHLEN	WÄHLEN · GRAD II · POSTEN	YES	WÄHLEN · GRAD II · POSTEN	YES	1	1	PHARMA	1	1	seey	FULLY_SELF_CONTAINED	0	0	ATTESTED_LOCAL
K+EE+Y	9	GEBEN · GRAD II · POSTEN	SH+EE+Y	SUBSTITUTE_ACTION	1	K	GEBEN	SH	HALTEN	HALTEN · GRAD II · POSTEN	YES	HALTEN · GRAD II · POSTEN	YES	43	3	BIOLOGICAL|CELESTIAL|PHARMA	12	2	cheey|sheey	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
K+EE+Y	9	GEBEN · GRAD II · POSTEN	T+EE+Y	SUBSTITUTE_ACTION	1	K	GEBEN	T	EINSTELLEN	EINSTELLEN · GRAD II · POSTEN	YES	EINSTELLEN · GRAD II · POSTEN	YES	1	1	CELESTIAL	1	1	teey	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+CH+E+Y	SUBSTITUTE_ACTION	2	T	EINSTELLEN	CH	NEHMEN	NEHMEN · NEHMEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+CHD+E+Y	SUBSTITUTE_ACTION	2	T	EINSTELLEN	CHD	BEARBEITEN	NEHMEN · BEARBEITEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+K+E+Y	SUBSTITUTE_ACTION	2	T	EINSTELLEN	K	GEBEN	NEHMEN · GEBEN · GRAD I · POSTEN	YES	NEHMEN · GEBEN · GRAD I · POSTEN	YES	13	5	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	8	2	cheky|ckhey	FULLY_SELF_CONTAINED	2	2	ATTESTED_SAME_OWNER
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+OK+E+Y	SUBSTITUTE_ACTION	2	T	EINSTELLEN	OK	SETZEN	NEHMEN · SETZEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+P+E+Y	SUBSTITUTE_ACTION	2	T	EINSTELLEN	P	EINSETZEN	NEHMEN · EINSETZEN · GRAD I · POSTEN	YES	NEHMEN · EINSETZEN · GRAD I · POSTEN	YES	3	3	SOURCE_SECTION_T|BIOLOGICAL|PHARMA	3	2	cphey|qocphey	FULLY_SELF_CONTAINED	1	1	ATTESTED_SAME_OWNER
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+R+E+Y	SUBSTITUTE_ACTION	2	T	EINSTELLEN	R	MARKIEREN	NEHMEN · MARKIEREN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+S+E+Y	SUBSTITUTE_ACTION	2	T	EINSTELLEN	S	WÄHLEN	NEHMEN · WÄHLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+SH+E+Y	SUBSTITUTE_ACTION	2	T	EINSTELLEN	SH	HALTEN	NEHMEN · HALTEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+T+E+AIIN	SUBSTITUTE_ARGUMENT	4	Y	POSTEN	AIIN	WERT	NEHMEN · EINSTELLEN · GRAD I · WERT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+T+E+AIN	SUBSTITUTE_ARGUMENT	4	Y	POSTEN	AIN	ANTEIL	NEHMEN · EINSTELLEN · GRAD I · ANTEIL	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+T+E+DY	OPEN_TO_CLOSE	4	Y	POSTEN	DY	SCHLUSS	NEHMEN · EINSTELLEN · GRAD I · SCHLUSS	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+T+E+OR	SUBSTITUTE_ARGUMENT	4	Y	POSTEN	OR	EINHEIT	NEHMEN · EINSTELLEN · GRAD I · EINHEIT	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+T+EE+Y	SUBSTITUTE_GRADE	3	E	GRAD I	EE	GRAD II	NEHMEN · EINSTELLEN · GRAD II · POSTEN	YES	NEHMEN · EINSTELLEN · GRAD II · POSTEN	YES	1	1	CELESTIAL	1	1	chteey	FULLY_SELF_CONTAINED	0	0	ATTESTED_LOCAL
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+T+EEE+Y	SUBSTITUTE_GRADE	3	E	GRAD I	EEE	GRAD III	NEHMEN · EINSTELLEN · GRAD III · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CH+T+Y	DELETE_GRADE	3	E	GRAD I	NONE	NONE	NEHMEN · EINSTELLEN · POSTEN	YES	NEHMEN · EINSTELLEN · POSTEN	YES	19	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	10	3	checthy|chty|cthy	FULLY_SELF_CONTAINED	3	1	ATTESTED_SAME_OWNER
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	CHD+T+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	CHD	BEARBEITEN	BEARBEITEN · EINSTELLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	K+T+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	K	GEBEN	GEBEN · EINSTELLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	OK+T+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	OK	SETZEN	SETZEN · EINSTELLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	P+T+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	P	EINSETZEN	EINSETZEN · EINSTELLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	R+T+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	R	MARKIEREN	MARKIEREN · EINSTELLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	S+T+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	S	WÄHLEN	WÄHLEN · EINSTELLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	SH+T+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	SH	HALTEN	HALTEN · EINSTELLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
CH+T+E+Y	6	NEHMEN · EINSTELLEN · GRAD I · POSTEN	T+T+E+Y	SUBSTITUTE_ACTION	1	CH	NEHMEN	T	EINSTELLEN	EINSTELLEN · EINSTELLEN · GRAD I · POSTEN	NO	UNATTESTED	NA	0	0	NONE	0	0	NONE	UNATTESTED	0	0	MISSING_FUTURE_PREDICTION
