event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	surface	final_recipe	gdt553_target_member	gdt553_resolution_generation	gdt553_former_queue_card	gdt553_recipe_match	gdt553_context_reading_match	slot_transition_template	explicit_action_roots	inherited_action_root	resolved_action_roots	explicit_argument_roots	inherited_argument_root	resolved_argument_roots	ordered_control_chain	portable_semantic_macro	abstract_event_template	contextual_clause_de	portable_consistency_key	guard
135	G515-E0135	G515-S008	37	f20v	HERBAL	cthy	CH+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|T	NONE	CH|T	Y	NONE	Y	NONE	A:CH+T;X:Y;C:-	SET_A2__SET_X1|A>A>X	Nimm den Pflanzenposten und stelle den Pflanzenposten ein.	CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
136	G515-E0136	G515-S008	38	f20v	HERBAL	chol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	T	T	NONE	Y	Y	CONTINUE	A:^T;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	OL|IA:T|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
137	G515-E0137	G515-S008	39	f20v	HERBAL	shd	SH+D_ADDR	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	ADDR:D	A:SH;X:^Y;C:ADDR:D	SET_A1__KEEP_X1|A>ADDR	Halte den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	SH+D_ADDR|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
138	G515-E0138	G515-S008	40	f20v	HERBAL	qoty	OT+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	Y	NONE	Y	THEN	A:^SH;X:Y;C:THEN	KEEP_A1__SET_X1|THEN>X	Danach: im laufenden Satz halte den Pflanzenposten.	OT+Y|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
139	G515-E0139	G515-S008	41	f20v	HERBAL	d	D_ADDR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	SH	SH	NONE	Y	Y	ADDR:D	A:^SH;X:^Y;C:ADDR:D	KEEP_A1__KEEP_X1|ADDR	Im laufenden Satz halte den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	D_ADDR|IA:SH|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
140	G515-E0140	G515-S008	42	f20v	HERBAL	shokaiin	SH+OK+AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	SH|OK	NONE	SH|OK	AIIN	NONE	AIIN	NONE	A:SH+OK;X:AIIN;C:-	SET_A2__SET_X1|A>A>X	Halte den Arbeitswert und setze den Arbeitswert im Arbeitsgang an.	SH+OK+AIIN|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
141	G515-E0141	G515-S008	43	f20v	HERBAL	chocthy	CH+O+CH+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A3__SET_X1	CH|CH|T	NONE	CH|CH|T	Y	NONE	Y	EXEC	A:CH+CH+T;X:Y;C:EXEC	SET_A3__SET_X1|A>EXEC>A>A>X	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; zur Ausführung.	CH+O+CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
142	G515-E0142	G515-S008	44	f20v	HERBAL	chol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	T	T	NONE	Y	Y	CONTINUE	A:^T;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz stelle den Pflanzenposten [wie zuvor] ein; führe fort.	OL|IA:T|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
143	G515-E0143	G515-S008	45	f20v	HERBAL	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	T	T	AIIN	NONE	AIIN	NONE	A:^T;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz stelle den Arbeitswert ein.	AIIN|IA:T|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
144	G515-E0144	G515-S008	46	f20v	HERBAL	chy	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	T	T	Y	NONE	Y	NONE	A:^T;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz stelle den Pflanzenposten ein.	Y|IA:T|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
145	G515-E0145	G515-S008	47	f20v	HERBAL	chor	CH+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CH	NONE	CH	OR	NONE	OR	NONE	A:CH;X:OR;C:-	SET_A1__SET_X1|A>X	Nimm die Arbeitseinheit.	CH+OR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
146	G515-E0146	G515-S008	48	f20v	HERBAL	ety	E+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	T	NONE	T	Y	NONE	Y	GRADE:I	A:T;X:Y;C:GRADE:I	SET_A1__SET_X1|G1>A>X	Stelle den Pflanzenposten ein; auf Grad I.	E+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
147	G515-E0147	G515-S008	49	f20v	HERBAL	okoiin	OK+O+IIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	EXEC>STAGE	A:OK;X:^Y;C:EXEC>STAGE	SET_A1__KEEP_X1|A>EXEC>STAGE	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Ausführung und auf der bezeichneten Stufe.	OK+O+IIN|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
148	G515-E0148	G515-S008	50	f20v	HERBAL	chey	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	OK	OK	Y	NONE	Y	NONE	A:^OK;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an.	Y|IA:OK|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
149	G515-E0149	G515-S008	51	f20v	HERBAL	ol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	OK	OK	NONE	Y	Y	CONTINUE	A:^OK;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; führe fort.	OL|IA:OK|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
150	G515-E0150	G515-S008	52	f20v	HERBAL	chory	CH+OR+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X2	CH	NONE	CH	OR|Y	NONE	OR|Y	NONE	A:CH;X:OR+Y;C:-	SET_A1__SET_X2|A>X>X	Nimm die Arbeitseinheit und den Pflanzenposten.	CH+OR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
151	G515-E0151	G515-S009	1	f31r	HERBAL	keedey	K+EE+D_ADDR+E+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	GRADE:II>ADDR:D>GRADE:I	A:K;X:Y;C:GRADE:II>ADDR:D>GRADE:I	SET_A1__SET_X1|A>G2>ADDR>G1>X	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	K+EE+D_ADDR+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
152	G515-E0152	G515-S009	2	f31r	HERBAL	qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	BEGIN>EXEC>LOCAL:F	A:CHD;X:Y;C:BEGIN>EXEC>LOCAL:F	SET_A1__SET_X1|BEGIN>EXEC>LOCAL>A>X	Bearbeite den Pflanzenposten; mit Beginnmarker und zur Ausführung; an der bezeichneten Stelle.	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
153	G515-E0153	G515-S009	3	f31r	HERBAL	shee	SH+EE	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	SH	NONE	SH	NONE	Y	Y	GRADE:II	A:SH;X:^Y;C:GRADE:II	SET_A1__KEEP_X1|A>G2	Halte den Pflanzenposten [wie zuvor]; auf Grad II.	SH+EE|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
154	G515-E0154	G515-S009	4	f31r	HERBAL	s	S	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	S	NONE	S	NONE	Y	Y	NONE	A:S;X:^Y;C:-	SET_A1__KEEP_X1|A	Wähle den Pflanzenposten [wie zuvor].	S|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
155	G515-E0155	G515-S009	5	f31r	HERBAL	aiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	S	S	AIIN	NONE	AIIN	NONE	A:^S;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz wähle den Arbeitswert.	AIIN|IA:S|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
156	G515-E0156	G515-S009	6	f31r	HERBAL	qokee	OK+EE	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	OK	NONE	OK	NONE	AIIN	AIIN	GRADE:II	A:OK;X:^AIIN;C:GRADE:II	SET_A1__KEEP_X1|A>G2	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II.	OK+EE|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
157	G515-E0157	G515-S009	7	f31r	HERBAL	chepakeo	CH+E+P+A_ADDR+K+E+O	YES	BASE_GDT548	NO	YES	YES	SET_A3__KEEP_X1	CH|P|K	NONE	CH|P|K	NONE	AIIN	AIIN	GRADE:I>ADDR:A>GRADE:I>EXEC	A:CH+P+K;X:^AIIN;C:GRADE:I>ADDR:A>GRADE:I>EXEC	SET_A3__KEEP_X1|A>G1>A>ADDR>A>G1>EXEC	Nimm den Arbeitswert [wie zuvor], setze den Arbeitswert [wie zuvor] ein und gib den Arbeitswert [wie zuvor] zu; auf Grad I [außen], auf Grad I [innen] und zur Ausführung; an der bezeichneten Stelle.	CH+E+P+A_ADDR+K+E+O|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
158	G515-E0158	G515-S009	8	f31r	HERBAL	dcheey	D_ADDR+CH+EE+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	CH	NONE	CH	Y	NONE	Y	ADDR:D>GRADE:II	A:CH;X:Y;C:ADDR:D>GRADE:II	SET_A1__SET_X1|ADDR>A>G2>X	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	D_ADDR+CH+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
159	G515-E0159	G515-S009	9	f31r	HERBAL	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	CH	CH	AIIN	NONE	AIIN	NONE	A:^CH;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz nimm den Arbeitswert.	AIIN|IA:CH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
160	G515-E0160	G515-S009	10	f31r	HERBAL	okeedy	OK+EE+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	AIIN	AIIN	GRADE:II>CLOSE	A:OK;X:^AIIN;C:GRADE:II>CLOSE	SET_A1__KEEP_X1|A>G2>CLOSE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	OK+EE+DY|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
161	G515-E0161	G515-S010	1	f31r	HERBAL	qokees	OK+EE+S	YES	BASE_GDT548	NO	YES	YES	SET_A2__EMPTY_X	OK|S	NONE	OK|S	NONE	NONE	NONE	GRADE:II	A:OK+S;X:-;C:GRADE:II	SET_A2__EMPTY_X|A>G2>A	Setze im Arbeitsgang an und wähle; auf Grad II.	OK+EE+S|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
162	G515-E0162	G515-S010	2	f31r	HERBAL	s	S	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	S	NONE	S	NONE	NONE	NONE	NONE	A:S;X:-;C:-	SET_A1__EMPTY_X|A	Wähle.	S|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
163	G515-E0163	G515-S010	3	f31r	HERBAL	aiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	S	S	AIIN	NONE	AIIN	NONE	A:^S;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz wähle den Arbeitswert.	AIIN|IA:S|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
164	G515-E0164	G515-S010	4	f31r	HERBAL	shekeey	SH+E+K+EE+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	SH|K	NONE	SH|K	Y	NONE	Y	GRADE:I>GRADE:II	A:SH+K;X:Y;C:GRADE:I>GRADE:II	SET_A2__SET_X1|A>G1>A>G2>X	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I und auf Grad II.	SH+E+K+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
165	G515-E0165	G515-S010	5	f31r	HERBAL	qef	E+LOCAL_CHAR_F	YES	BASE_GDT548	NO	YES	YES	KEEP_A1__KEEP_X1	NONE	K	K	NONE	Y	Y	GRADE:I>LOCAL:F	A:^K;X:^Y;C:GRADE:I>LOCAL:F	KEEP_A1__KEEP_X1|G1>LOCAL	Im laufenden Satz gib den Pflanzenposten [wie zuvor] zu; auf Grad I; an der bezeichneten Stelle.	E+LOCAL_CHAR_F|IA:K|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
166	G515-E0166	G515-S010	6	f31r	HERBAL	qokeey	OK+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:II	A:OK;X:Y;C:GRADE:II	SET_A1__SET_X1|A>G2>X	Setze den Pflanzenposten im Arbeitsgang an; auf Grad II.	OK+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
167	G515-E0167	G515-S010	7	f31r	HERBAL	chey	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	OK	OK	Y	NONE	Y	NONE	A:^OK;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an.	Y|IA:OK|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
168	G515-E0168	G515-S010	8	f31r	HERBAL	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	OK	OK	AIIN	NONE	AIIN	NONE	A:^OK;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz setze den Arbeitswert im Arbeitsgang an.	AIIN|IA:OK|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
169	G515-E0169	G515-S010	9	f31r	HERBAL	qokeey	OK+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:II	A:OK;X:Y;C:GRADE:II	SET_A1__SET_X1|A>G2>X	Setze den Pflanzenposten im Arbeitsgang an; auf Grad II.	OK+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
170	G515-E0170	G515-S010	10	f31r	HERBAL	sair	S+AIR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	S	NONE	S	NONE	Y	Y	REL:AIR	A:S;X:^Y;C:REL:AIR	SET_A1__KEEP_X1|A>REL	Wähle den Pflanzenposten [wie zuvor]; entlang der Verarbeitungsbahn.	S+AIR|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
171	G515-E0171	G515-S010	11	f31r	HERBAL	chekey	CH+K+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	GRADE:I	A:CH+K;X:Y;C:GRADE:I	SET_A2__SET_X1|A>A>G1>X	Nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	CH+K+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
172	G515-E0172	G515-S010	12	f31r	HERBAL	s	S	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	S	NONE	S	NONE	Y	Y	NONE	A:S;X:^Y;C:-	SET_A1__KEEP_X1|A	Wähle den Pflanzenposten [wie zuvor].	S|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
173	G515-E0173	G515-S010	13	f31r	HERBAL	aiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	S	S	AIIN	NONE	AIIN	NONE	A:^S;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz wähle den Arbeitswert.	AIIN|IA:S|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
174	G515-E0174	G515-S010	14	f31r	HERBAL	da	DA	YES	BASE_GDT548	NO	YES	YES	KEEP_A1__KEEP_X1	NONE	S	S	NONE	AIIN	AIIN	STAGE:II	A:^S;X:^AIIN;C:STAGE:II	KEEP_A1__KEEP_X1|STAGE2	Im laufenden Satz wähle den Arbeitswert [wie zuvor]; auf der zweiten Stufe.	DA|IA:S|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
175	G515-E0175	G515-S010	15	f31r	HERBAL	qotar	OT+AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	S	S	NONE	AIIN	AIIN	THEN>REL:AR	A:^S;X:^AIIN;C:THEN>REL:AR	KEEP_A1__KEEP_X1|THEN>REL	Danach: im laufenden Satz wähle den Arbeitswert [wie zuvor]; vom Ausgangsmaterial.	OT+AR|IA:S|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
176	G515-E0176	G515-S010	16	f31r	HERBAL	chy	Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	S	S	Y	NONE	Y	NONE	A:^S;X:Y;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz wähle den Pflanzenposten.	Y|IA:S|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
177	G515-E0177	G515-S010	17	f31r	HERBAL	dar	D_ADDR+AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	S	S	NONE	Y	Y	ADDR:D>REL:AR	A:^S;X:^Y;C:ADDR:D>REL:AR	KEEP_A1__KEEP_X1|ADDR>REL	Im laufenden Satz wähle den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle.	D_ADDR+AR|IA:S|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
178	G515-E0178	G515-S010	18	f31r	HERBAL	lo	L+O	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	S	S	NONE	Y	Y	REL:L>EXEC	A:^S;X:^Y;C:REL:L>EXEC	KEEP_A1__KEEP_X1|REL>EXEC	Im laufenden Satz wähle den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; zur Ausführung.	L+O|IA:S|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
179	G515-E0179	G515-S010	19	f31r	HERBAL	r	R	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	R	NONE	R	NONE	Y	Y	NONE	A:R;X:^Y;C:-	SET_A1__KEEP_X1|A	Markiere den Pflanzenposten [wie zuvor].	R|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
180	G515-E0180	G515-S010	20	f31r	HERBAL	ar	AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	R	R	NONE	Y	Y	REL:AR	A:^R;X:^Y;C:REL:AR	KEEP_A1__KEEP_X1|REL	Im laufenden Satz markiere den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	AR|IA:R|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
181	G515-E0181	G515-S010	21	f31r	HERBAL	cheey	SH+EE+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	GRADE:II	A:SH;X:Y;C:GRADE:II	SET_A1__SET_X1|A>G2>X	Halte den Pflanzenposten; auf Grad II.	SH+EE+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
182	G515-E0182	G515-S010	22	f31r	HERBAL	keeol	K+EE+OL	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	GRADE:II>CONTINUE	A:K;X:^Y;C:GRADE:II>CONTINUE	SET_A1__KEEP_X1|A>G2>CONT	Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort.	K+EE+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
183	G515-E0183	G515-S010	23	f31r	HERBAL	chedy	CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	CHD	NONE	CHD	Y	NONE	Y	NONE	A:CHD;X:Y;C:-	SET_A1__SET_X1|A>X	Bearbeite den Pflanzenposten.	CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
184	G515-E0184	G515-S010	24	f31r	HERBAL	qokey	OK+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:I	A:OK;X:Y;C:GRADE:I	SET_A1__SET_X1|A>G1>X	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I.	OK+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
185	G515-E0185	G515-S010	25	f31r	HERBAL	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	OK	OK	AIIN	NONE	AIIN	NONE	A:^OK;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz setze den Arbeitswert im Arbeitsgang an.	AIIN|IA:OK|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
