target_ordinal	surface	final_recipe	event_count	statement_count	physical_pages	registers	incoming_state_count	incoming_states	portable_macro_count	portable_macros	contextual_clause_count	observed_contextual_clauses_de	gdt553_observed_requirement_modes	resolution_generation	former_queue_candidate	recipe_match_all_events	context_reading_match_all_events	status
67	ld	L+D_ADDR	1	1	f66r	SOURCE_SECTION_T	1	IA:T|IX:Y	1	A:^T;X:^Y;C:REL:L>ADDR:D	1	Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
68	lkeol	L+K+E+OL	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:K;X:^Y;C:REL:L>GRADE:I>CONTINUE	1	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung; auf Grad I; führe fort.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
69	lodaiin	L+O+D_ADDR+AIIN	1	1	f66r	SOURCE_SECTION_T	1	IA:K|IX:NONE	1	A:^K;X:AIIN;C:REL:L>EXEC>ADDR:D	1	Im laufenden Satz ordne den Kennwert zu; über die Eintragsverbindung; zur Ausführung; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ACTION	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
70	lpchees	L+P+CH+EE+S	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:P+CH+S;X:^Y;C:REL:L>GRADE:II	1	Setze den laufenden Eintrag [wie zuvor] ein, entnimm den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad II.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
71	lsheody	L+SH+E+O+D_ADDR+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH;X:Y;C:REL:L>GRADE:I>EXEC>ADDR:D	1	Halte den laufenden Eintrag fest; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
72	ltsholy	L+T+SH+OL+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:T+SH;X:Y;C:REL:L>CONTINUE	1	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
73	ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	1	1	f66r	SOURCE_SECTION_T	1	IA:CHD|IX:Y	1	A:^CHD;X:^Y;C:EXEC>LOCAL:F>REL:AR>ADDR:AM	1	Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	GDT552_BOUNDARY_FAMILY	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
74	okalchedy	OK+AL+CHD+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:OK+CHD;X:Y;C:REL:AL	1	Trage den laufenden Eintrag ein und bearbeite den laufenden Eintrag; zur Zielspalte.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
75	okedals	OK+AL+S	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:OK+S;X:^Y;C:REL:AL	1	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
76	okedam	OK+E+D_ADDR+AM_ADDR	1	1	f31r	HERBAL	1	IA:NONE|IX:Y	1	A:OK;X:^Y;C:GRADE:I>ADDR:D>ADDR:AM	1	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
77	okoy	OK+O+Y	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:OK;X:Y;C:EXEC	1	Setze den Pflanzenposten im Arbeitsgang an; zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
78	olsheor	OL+SH+E+OR	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH;X:OR;C:CONTINUE>GRADE:I	1	Halte die Arbeitseinheit; auf Grad I; führe fort.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
79	otalor	OT+AL+OR	1	1	f66r	SOURCE_SECTION_T	1	IA:SH|IX:NONE	1	A:^SH;X:OR;C:THEN>REL:AL	1	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	REQUIRES_ACTIVE_ACTION	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
80	oteochey	OT+E+O+CH+E+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH;X:Y;C:THEN>GRADE:I>EXEC>GRADE:I	1	Danach: entnimm den laufenden Eintrag; auf Grad I [außen], zur Ausführung und auf Grad I [innen].	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
81	pchof	P+CH+O+LOCAL_CHAR_F	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:P+CH;X:-;C:EXEC>LOCAL:F	1	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
82	pdaiin	P+AIIN	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:P;X:AIIN;C:-	1	Setze den Kennwert ein.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
83	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:P+CH;X:Y;C:EXEC>LOCAL:F>EXEC>GRADE:I	1	Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
84	psheody	P+SH+E+O+D_ADDR+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:P+SH;X:Y;C:GRADE:I>EXEC>ADDR:D	1	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
85	pydaiin	P+Y+D_ADDR+AIIN	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:P;X:Y+AIIN;C:ADDR:D	1	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
86	qef	E+LOCAL_CHAR_F	1	1	f31r	HERBAL	1	IA:K|IX:Y	1	A:^K;X:^Y;C:GRADE:I>LOCAL:F	1	Im laufenden Satz gib den Pflanzenposten [wie zuvor] zu; auf Grad I; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
87	qocthedy	CARRIER_Q+O+CH+T+E+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:CH+T;X:Y;C:BEGIN>EXEC>GRADE:I	1	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; mit Beginnmarker, zur Ausführung und auf Grad I.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
88	qoekedy	CARRIER_Q+O+E+K+E+DY	1	1	f31r	HERBAL	1	IA:NONE|IX:OR	1	A:K;X:^OR;C:BEGIN>EXEC>GRADE:I>GRADE:I>CLOSE	1	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	GDT549_CURRENT_PEER	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
89	qokaiir	OK+IIN+R	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:OK+R;X:^Y;C:STAGE	1	Trage den laufenden Eintrag [wie zuvor] ein und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
90	qokchey	OK+CH+E+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:OK+CH;X:Y;C:GRADE:I	1	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad I.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
91	qokee	OK+EE	1	1	f31r	HERBAL	1	IA:NONE|IX:AIIN	1	A:OK;X:^AIIN;C:GRADE:II	1	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
92	qokeedar	OK+EE+D_ADDR+AR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:OK;X:^Y;C:GRADE:II>ADDR:D>REL:AR	1	Trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile; auf Grad II; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
93	qokees	OK+EE+S	2	2	f31r|f66r	HERBAL|SOURCE_SECTION_T	2	IA:NONE|IX:NONE || IA:NONE|IX:Y	2	A:OK+S;X:-;C:GRADE:II || A:OK+S;X:^Y;C:GRADE:II	2	Setze im Arbeitsgang an und wähle; auf Grad II. || Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; auf Grad II.	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
94	qokshd	OK+SH+D_ADDR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:OK+SH;X:-;C:ADDR:D	1	Trage ein und halte fest; an der bezeichneten Stelle.	SELF_CONTAINED	GDT549_CURRENT_PEER	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
95	qopaiin	CARRIER_Q+O+P+AIIN	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:P;X:AIIN;C:BEGIN>EXEC	1	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
96	qotchoiin	OT+CH+O+IIN	1	1	f4r	HERBAL	1	IA:NONE|IX:AIIN	1	A:CH;X:^AIIN;C:THEN>EXEC>STAGE	1	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
97	qotedal	OT+E+AL	1	1	f66r	SOURCE_SECTION_T	1	IA:CHD|IX:Y	1	A:^CHD;X:^Y;C:THEN>GRADE:I>REL:AL	1	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
98	qoteeod	OT+EE+O+D_ADDR	1	1	f66r	SOURCE_SECTION_T	1	IA:SH|IX:Y	1	A:^SH;X:^Y;C:THEN>GRADE:II>EXEC>ADDR:D	1	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	GDT551_SLOT_CONTRACT	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
99	qoteoly	OT+E+OL+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:SH|IX:NONE	1	A:^SH;X:Y;C:THEN>GRADE:I>CONTINUE	1	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I; führe fort.	REQUIRES_ACTIVE_ACTION	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
100	rotaiin	R+OT+AIIN	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:R;X:AIIN;C:THEN	1	Danach: kennzeichne den Kennwert.	SELF_CONTAINED	GDT552_BOUNDARY_FAMILY	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
101	saiis	S+A_ADDR+IIN+S	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:S+S;X:-;C:ADDR:A>STAGE	1	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	SELF_CONTAINED	GDT551_SLOT_CONTRACT	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
102	shain	SH+AIN	2	2	f20v|f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH;X:AIN;C:-	1	Halte den Materialanteil.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
103	shckhar	SH+CH+K+AR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:SH+CH+K;X:^Y;C:REL:AR	1	Halte den laufenden Eintrag [wie zuvor] fest, entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
104	shckheody	SH+CH+K+E+O+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:OR	1	A:SH+CH+K;X:^OR;C:GRADE:I>EXEC>CLOSE	1	Halte die Eintragseinheit [wie zuvor] fest, entnimm die Eintragseinheit [wie zuvor] und ordne die Eintragseinheit [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
105	shd	SH+D_ADDR	1	1	f20v	HERBAL	1	IA:NONE|IX:Y	1	A:SH;X:^Y;C:ADDR:D	1	Halte den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
106	shddy	SH+D_ADDR+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:SH;X:^Y;C:ADDR:D>CLOSE	1	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
107	shedshey	SH+E+D_ADDR+SH+E+Y	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH+SH;X:Y;C:GRADE:I>ADDR:D>GRADE:I	1	Halte den Pflanzenposten und halte den Pflanzenposten; auf Grad I [außen] und auf Grad I [innen]; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
108	shee	SH+EE	1	1	f31r	HERBAL	1	IA:NONE|IX:Y	1	A:SH;X:^Y;C:GRADE:II	1	Halte den Pflanzenposten [wie zuvor]; auf Grad II.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
109	sheeody	SH+EE+O+D_ADDR+Y	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH;X:Y;C:GRADE:II>EXEC>ADDR:D	1	Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
110	shekair	SH+E+K+AIR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:SH+K;X:^Y;C:GRADE:I>REL:AIR	1	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn; auf Grad I.	REQUIRES_ACTIVE_ARGUMENT	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
111	shekaly	SH+E+K+AL+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH+K;X:Y;C:GRADE:I>REL:AL	1	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I.	SELF_CONTAINED	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
112	shekeefy	SH+E+K+EE+LOCAL_CHAR_F+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH+K;X:Y;C:GRADE:I>GRADE:II>LOCAL:F	1	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
113	shekeey	SH+E+K+EE+Y	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH+K;X:Y;C:GRADE:I>GRADE:II	1	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I und auf Grad II.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
114	shekey	SH+E+K+E+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH+K;X:Y;C:GRADE:I>GRADE:I	1	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I [außen] und auf Grad I [innen].	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
115	shekol	SH+E+K+OL	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:SH+K;X:^Y;C:GRADE:I>CONTINUE	1	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; führe fort.	REQUIRES_ACTIVE_ARGUMENT	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
116	sheocthy	SH+E+O+CH+T+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH+CH+T;X:Y;C:GRADE:I>EXEC	1	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I und zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
117	sheod	SH+E+O+D_ADDR	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH;X:-;C:GRADE:I>EXEC>ADDR:D	1	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
118	sheodaiin	SH+E+O+D_ADDR+AIIN	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH;X:AIIN;C:GRADE:I>EXEC>ADDR:D	1	Halte den Kennwert fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
119	sheoy	SH+E+O+Y	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:SH;X:Y;C:GRADE:I>EXEC	1	Halte den Pflanzenposten; auf Grad I und zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
120	shofol	SH+O+LOCAL_CHAR_F+OL	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:SH;X:^Y;C:EXEC>LOCAL:F>CONTINUE	1	Halte den laufenden Eintrag [wie zuvor] fest; zur Ausführung; an der bezeichneten Stelle; führe fort.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
121	shokaiir	SH+OK+IIN+R	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH+OK+R;X:-;C:STAGE	1	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	SELF_CONTAINED	GDT551_SLOT_CONTRACT	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
122	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:SH;X:OR+AIIN;C:CONTINUE>LOCAL:F>ADDR:D	1	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
123	shso	SH+S+O	1	1	f31r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH+S;X:-;C:EXEC	1	Halte und wähle; zur Ausführung.	SELF_CONTAINED	GDT552_BOUNDARY_FAMILY	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
124	shtchy	SH+T+CH+Y	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH+T+CH;X:Y;C:-	1	Halte den Pflanzenposten, stelle den Pflanzenposten ein und nimm den Pflanzenposten.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
125	shyshol	SH+Y+SH+OL	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH+SH;X:Y;C:CONTINUE	1	Halte den Pflanzenposten und halte den Pflanzenposten; führe fort.	SELF_CONTAINED	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
126	shytchy	SH+Y+T+CH+Y	1	1	f4r	HERBAL	1	IA:NONE|IX:NONE	1	A:SH+T+CH;X:Y+Y;C:-	1	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen], stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
127	soaiin	S+O+AIIN	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:S;X:AIIN;C:EXEC	1	Wähle den Arbeitswert; zur Ausführung.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
128	tcheo	T+CH+E+O	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:AIIN	1	A:T+CH;X:^AIIN;C:GRADE:I>EXEC	1	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
129	tocpheey	T+O+CH+P+EE+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:T+CH+P;X:Y;C:EXEC>GRADE:II	1	Lege den laufenden Eintrag fest, entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; zur Ausführung und auf Grad II.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
130	todeeey	T+O+D_ADDR+EEE+Y	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:NONE	1	A:T;X:Y;C:EXEC>ADDR:D>GRADE:III	1	Lege den laufenden Eintrag fest; zur Ausführung und auf Grad III; an der bezeichneten Stelle.	SELF_CONTAINED	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
131	tolchedy	T+OL+CHD+DY	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:Y	1	A:T+CHD;X:^Y;C:CONTINUE>CLOSE	1	Lege den laufenden Eintrag [wie zuvor] fest und bearbeite den laufenden Eintrag [wie zuvor]; führe fort; schließe den Schritt.	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
132	tolshy	T+OL+SH+Y	1	1	f20v	HERBAL	1	IA:NONE|IX:NONE	1	A:T+SH;X:Y;C:CONTINUE	1	Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort.	SELF_CONTAINED	GDT550_RECURRENT_FRAME	YES	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
133	tosheo	T+O+SH+E+O	1	1	f66r	SOURCE_SECTION_T	1	IA:NONE|IX:OR	1	A:T+SH;X:^OR;C:EXEC>GRADE:I>EXEC	1	Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen].	REQUIRES_ACTIVE_ARGUMENT	BASE_GDT548	NO	YES	YES	REINSERTED_EXACTLY__KNOWN_CONTEXT_ONLY
