consistency_ordinal	family_type	exact_context_key	event_count	statement_count	physical_page_count	register_count	surface_count	recipe_variant_count	portable_macro_variant_count	german_clause_variant_count	surfaces	event_ids	portable_macro	status	guard
83	SURFACE_PLUS_INCOMING_STATE	chaiin|IA:NONE|IX:NONE	4	2	1	1	1	1	1	1	chaiin	G515-E0015|G515-E0022|G515-E0061|G515-E0062	A:CH;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
84	SURFACE_PLUS_INCOMING_STATE	cheky|IA:NONE|IX:NONE	4	4	2	2	1	1	1	2	cheky	G515-E0250|G515-E0377|G515-E0397|G515-E0519	A:CH+K;X:Y;C:GRADE:I	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
85	SURFACE_PLUS_INCOMING_STATE	cthy|IA:NONE|IX:NONE	4	3	2	1	1	1	1	1	cthy	G515-E0031|G515-E0046|G515-E0118|G515-E0135	A:CH+T;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
86	SURFACE_PLUS_INCOMING_STATE	daiin|IA:T|IX:NONE	4	3	2	1	1	1	1	1	daiin	G515-E0029|G515-E0041|G515-E0119|G515-E0143	A:^T;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
87	SURFACE_PLUS_INCOMING_STATE	okedy|IA:NONE|IX:Y	4	4	2	2	1	1	1	2	okedy	G515-E0234|G515-E0313|G515-E0345|G515-E0405	A:OK;X:^Y;C:GRADE:I>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
88	SURFACE_PLUS_INCOMING_STATE	sheol|IA:NONE|IX:Y	4	4	2	2	1	1	1	2	sheol	G515-E0199|G515-E0249|G515-E0424|G515-E0488	A:SH;X:^Y;C:GRADE:I>CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
89	SURFACE_PLUS_INCOMING_STATE	sho|IA:NONE|IX:Y	4	2	1	1	1	1	1	1	sho	G515-E0086|G515-E0094|G515-E0117|G515-E0126	A:SH;X:^Y;C:EXEC	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
90	SURFACE_PLUS_INCOMING_STATE	chdy|IA:NONE|IX:NONE	3	3	1	1	1	1	1	1	chdy	G515-E0330|G515-E0483|G515-E0487	A:CHD;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
91	SURFACE_PLUS_INCOMING_STATE	cheol|IA:NONE|IX:Y	3	3	3	2	1	1	1	2	cheol	G515-E0077|G515-E0209|G515-E0493	A:CH;X:^Y;C:GRADE:I>EXEC>REL:L	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
92	SURFACE_PLUS_INCOMING_STATE	chey|IA:OK|IX:NONE	3	3	2	1	1	1	1	1	chey	G515-E0148|G515-E0167|G515-E0226	A:^OK;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
93	SURFACE_PLUS_INCOMING_STATE	chol|IA:T|IX:Y	3	2	1	1	1	1	1	1	chol	G515-E0082|G515-E0136|G515-E0142	A:^T;X:^Y;C:CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
94	SURFACE_PLUS_INCOMING_STATE	chor|IA:NONE|IX:NONE	3	3	2	1	1	1	1	1	chor	G515-E0008|G515-E0036|G515-E0145	A:CH;X:OR;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
95	SURFACE_PLUS_INCOMING_STATE	daiin|IA:CH|IX:NONE	3	3	2	1	1	1	1	1	daiin	G515-E0024|G515-E0063|G515-E0159	A:^CH;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
96	SURFACE_PLUS_INCOMING_STATE	daiin|IA:OK|IX:NONE	3	2	2	2	1	1	1	2	daiin	G515-E0168|G515-E0185|G515-E0529	A:^OK;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
97	SURFACE_PLUS_INCOMING_STATE	keody|IA:NONE|IX:NONE	3	2	2	2	1	1	1	2	keody	G515-E0133|G515-E0482|G515-E0484	A:K;X:Y;C:GRADE:I>EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
98	SURFACE_PLUS_INCOMING_STATE	okedy|IA:NONE|IX:NONE	3	3	2	2	1	1	1	2	okedy	G515-E0217|G515-E0218|G515-E0316	A:OK;X:-;C:GRADE:I>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
99	SURFACE_PLUS_INCOMING_STATE	qokedy|IA:NONE|IX:Y	3	3	2	2	1	1	1	2	qokedy	G515-E0189|G515-E0200|G515-E0546	A:OK;X:^Y;C:GRADE:I>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
100	SURFACE_PLUS_INCOMING_STATE	qokeey|IA:NONE|IX:NONE	3	2	2	2	1	1	1	2	qokeey	G515-E0166|G515-E0169|G515-E0351	A:OK;X:Y;C:GRADE:II	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
101	SURFACE_PLUS_INCOMING_STATE	shcthy|IA:NONE|IX:NONE	3	3	1	1	1	1	1	1	shcthy	G515-E0378|G515-E0549|G515-E0584	A:SH+CH+T;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
102	SURFACE_PLUS_INCOMING_STATE	sheor|IA:NONE|IX:NONE	3	3	2	2	1	1	1	2	sheor	G515-E0058|G515-E0431|G515-E0532	A:SH;X:OR;C:GRADE:I	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
103	SURFACE_PLUS_INCOMING_STATE	s|IA:NONE|IX:Y	3	3	2	1	1	1	1	1	s	G515-E0122|G515-E0154|G515-E0172	A:S;X:^Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
104	SURFACE_PLUS_INCOMING_STATE	checthy|IA:NONE|IX:NONE	2	2	2	1	1	1	1	1	checthy	G515-E0080|G515-E0210	A:CH+T;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
105	SURFACE_PLUS_INCOMING_STATE	chekey|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	chekey	G515-E0171|G515-E0510	A:CH+K;X:Y;C:GRADE:I	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
106	SURFACE_PLUS_INCOMING_STATE	chody|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	chody	G515-E0500|G515-E0558	A:CH;X:Y;C:EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
107	SURFACE_PLUS_INCOMING_STATE	chy|IA:CH|IX:NONE	2	1	1	1	1	1	1	1	chy	G515-E0021|G515-E0027	A:^CH;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
108	SURFACE_PLUS_INCOMING_STATE	chy|IA:T|IX:NONE	2	2	1	1	1	1	1	1	chy	G515-E0091|G515-E0144	A:^T;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
109	SURFACE_PLUS_INCOMING_STATE	daiin|IA:K|IX:NONE	2	2	1	1	1	1	1	1	daiin	G515-E0399|G515-E0413	A:^K;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
110	SURFACE_PLUS_INCOMING_STATE	daiin|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	daiin	G515-E0048|G515-E0579	A:-;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
111	SURFACE_PLUS_INCOMING_STATE	daiin|IA:SH|IX:NONE	2	2	1	1	1	1	1	1	daiin	G515-E0098|G515-E0129	A:^SH;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
112	SURFACE_PLUS_INCOMING_STATE	daiin|IA:S|IX:NONE	2	1	1	1	1	1	1	1	daiin	G515-E0462|G515-E0463	A:^S;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
113	SURFACE_PLUS_INCOMING_STATE	daiir|IA:NONE|IX:Y	2	2	2	2	1	1	1	2	daiir	G515-E0211|G515-E0408	A:R;X:^Y;C:STAGE:II>STAGE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
114	SURFACE_PLUS_INCOMING_STATE	dal|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	dal	G515-E0446|G515-E0497	A:-;X:-;C:REL:AL	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
115	SURFACE_PLUS_INCOMING_STATE	dal|IA:S|IX:AIIN	2	2	2	2	1	1	1	2	dal	G515-E0195|G515-E0464	A:^S;X:^AIIN;C:REL:AL	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
116	SURFACE_PLUS_INCOMING_STATE	dar|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	dar	G515-E0221|G515-E0335	A:-;X:-;C:ADDR:D>REL:AR	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
117	SURFACE_PLUS_INCOMING_STATE	dor|IA:SH|IX:NONE	2	2	1	1	1	1	1	1	dor	G515-E0433|G515-E0471	A:^SH;X:OR;C:ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
118	SURFACE_PLUS_INCOMING_STATE	dy|IA:P|IX:NONE	2	2	2	1	1	1	1	1	dy	G515-E0034|G515-E0107	A:^P;X:Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
119	SURFACE_PLUS_INCOMING_STATE	okaiin|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	okaiin	G515-E0030|G515-E0356	A:OK;X:AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
120	SURFACE_PLUS_INCOMING_STATE	okeedy|IA:NONE|IX:AIIN	2	2	1	1	1	1	1	1	okeedy	G515-E0160|G515-E0247	A:OK;X:^AIIN;C:GRADE:II>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
121	SURFACE_PLUS_INCOMING_STATE	okeody|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	okeody	G515-E0349|G515-E0454	A:OK;X:Y;C:GRADE:I>EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
122	SURFACE_PLUS_INCOMING_STATE	ol|IA:OK|IX:Y	2	2	2	2	1	1	1	2	ol	G515-E0149|G515-E0475	A:^OK;X:^Y;C:CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
123	SURFACE_PLUS_INCOMING_STATE	qokaldy|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	qokaldy	G515-E0455|G515-E0473	A:OK;X:Y;C:REL:AL	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
124	SURFACE_PLUS_INCOMING_STATE	qokedy|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	qokedy	G515-E0205|G515-E0219	A:OK;X:-;C:GRADE:I>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
125	SURFACE_PLUS_INCOMING_STATE	qokeedy|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	qokeedy	G515-E0220|G515-E0314	A:OK;X:-;C:GRADE:II>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
126	SURFACE_PLUS_INCOMING_STATE	qokeeody|IA:NONE|IX:NONE	2	1	1	1	1	1	1	1	qokeeody	G515-E0339|G515-E0344	A:OK;X:Y;C:GRADE:II>EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
127	SURFACE_PLUS_INCOMING_STATE	qokey|IA:NONE|IX:NONE	2	2	2	2	1	1	1	2	qokey	G515-E0184|G515-E0552	A:OK;X:Y;C:GRADE:I	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
128	SURFACE_PLUS_INCOMING_STATE	qotaiin|IA:CH|IX:NONE	2	2	1	1	1	1	1	1	qotaiin	G515-E0023|G515-E0039	A:^CH;X:AIIN;C:THEN	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
129	SURFACE_PLUS_INCOMING_STATE	qoty|IA:SH|IX:NONE	2	2	2	1	1	1	1	1	qoty	G515-E0059|G515-E0138	A:^SH;X:Y;C:THEN	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
130	SURFACE_PLUS_INCOMING_STATE	r|IA:NONE|IX:Y	2	2	2	2	1	1	1	2	r	G515-E0179|G515-E0541	A:R;X:^Y;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
131	SURFACE_PLUS_INCOMING_STATE	sair|IA:NONE|IX:Y	2	2	2	2	1	1	1	2	sair	G515-E0170|G515-E0309	A:S;X:^Y;C:REL:AIR	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
132	SURFACE_PLUS_INCOMING_STATE	shain|IA:NONE|IX:NONE	2	2	2	1	1	1	1	1	shain	G515-E0025|G515-E0124	A:SH;X:AIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
133	SURFACE_PLUS_INCOMING_STATE	shdy|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	shdy	G515-E0328|G515-E0374	A:SH;X:Y;C:ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
134	SURFACE_PLUS_INCOMING_STATE	shedy|IA:NONE|IX:AIIN	2	2	1	1	1	1	1	1	shedy	G515-E0401|G515-E0523	A:SH;X:^AIIN;C:GRADE:I>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
135	SURFACE_PLUS_INCOMING_STATE	sheey|IA:NONE|IX:NONE	2	2	2	1	1	1	1	1	sheey	G515-E0005|G515-E0235	A:SH;X:Y;C:GRADE:II	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
136	SURFACE_PLUS_INCOMING_STATE	sheody|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	sheody	G515-E0495|G515-E0559	A:SH;X:Y;C:GRADE:I>EXEC>ADDR:D	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
137	SURFACE_PLUS_INCOMING_STATE	sheol|IA:NONE|IX:AIIN	2	2	1	1	1	1	1	1	sheol	G515-E0544|G515-E0571	A:SH;X:^AIIN;C:GRADE:I>CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
138	SURFACE_PLUS_INCOMING_STATE	shey|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	shey	G515-E0517|G515-E0580	A:SH;X:Y;C:GRADE:I	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
139	SURFACE_PLUS_INCOMING_STATE	shol|IA:NONE|IX:Y	2	2	2	2	1	1	1	2	shol	G515-E0088|G515-E0489	A:SH;X:^Y;C:CONTINUE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
140	SURFACE_PLUS_INCOMING_STATE	s|IA:NONE|IX:AIIN	2	2	2	1	1	1	1	1	s	G515-E0016|G515-E0131	A:S;X:^AIIN;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
141	SURFACE_PLUS_INCOMING_STATE	s|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	s	G515-E0162|G515-E0193	A:S;X:-;C:-	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
142	SURFACE_PLUS_INCOMING_STATE	ykeeody|IA:NONE|IX:NONE	2	2	1	1	1	1	1	1	ykeeody	G515-E0347|G515-E0504	A:K;X:Y;C:GRADE:II>EXEC>CLOSE	CONSISTENT_PORTABLE_READING	REGISTER_WORDING_MAY_DIFFER__PORTABLE_MACRO_MAY_NOT
