statement_id	register	record_unit_id	page	owner_code	events	event_ids	reference_tokens_resolved	collapsed_adjacent_repetitions	raw_referent_reading_de	readable_workshop_statement_de	active_post_after_statement_de
B3-S015	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	1	E262	0	0	hinausführen; Schluss.	Hinausführen; Schluss.	Arbeitsflüssigkeit
B3-S016	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	2	E263|E264	0	0	hinausfuehren; Ansatz umsetzen; Schluss.	Hinausführen; Ansatz umsetzen; Schluss.	laufender Stationsansatz
B3-S017	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	E265	0	0	länger ansetzen; Schluss.	Länger ansetzen; Schluss.	laufender Stationsansatz
B3-S018	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	E266	0	0	absetzen; Schluss.	Absetzen; Schluss.	laufender Stationsansatz
B3-S019	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	E267	0	0	kurz absetzen; Schluss.	Kurz absetzen; Schluss.	laufender Stationsansatz
B3-S020	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	2	E268|E269	0	0	Stelle; hinausführen; Schluss.	Stelle; hinausführen; Schluss.	laufender Stationsansatz
B3-S021	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	11	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	3	0	bemessen; bereit; Stelle; laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld; Mass; an der Stelle absetzen; laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld kurz bereit halten; laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld; Stelle; bereit; an der Stelle überführen; Schluss.	Bemessen; bereit; Stelle; laufender Stationsansatz; Maß; an der Stelle absetzen; laufender Stationsansatz kurz bereit halten; laufender Stationsansatz; Stelle; bereit; an der Stelle überführen; Schluss.	laufender Stationsansatz
B3-S022	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	E281	0	0	danach umsetzen; Schluss.	Danach umsetzen; Schluss.	laufender Stationsansatz
B3-S023	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	E282	0	0	hinausführen; Schluss.	Hinausführen; Schluss.	laufender Stationsansatz
B3-S024	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	E283	0	0	umsetzen; Schluss.	Umsetzen; Schluss.	laufender Stationsansatz
B3-S025	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	E284	0	0	Ansatz umsetzen; Schluss.	Ansatz umsetzen; Schluss.	laufender Stationsansatz
B3-S026	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	7	E285|E286|E287|E288|E289|E290|E291	1	0	laenger aus der Quelle fuehren; Abfuehrmass; laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld umsetzen; eine Portion zugeben; bereit; Ansatz an der Stelle abkuehlen; länger auffangen; Schluss.	Länger aus der Quelle führen; Abfuehrmass; laufender Stationsansatz umsetzen; eine Portion zugeben; bereit; Ansatz an der Stelle abkühlen; länger auffangen; Schluss.	aufgefangener Bestand des Flüssigkeit des Hauptpaares
B3-S027	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	1	E292	0	0	nächsten Schritt länger halten; Schluss.	Nächsten Schritt länger halten; Schluss.	aufgefangener Bestand des Flüssigkeit des Hauptpaares
B3-S028	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	2	E293|E294	0	0	länger ansetzen; kurz ansetzen; Schluss.	Länger ansetzen; kurz ansetzen; Schluss.	aufgefangener Bestand des Flüssigkeit des Hauptpaares
B3-S029	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	3	E295|E296|E297	1	0	fortsetzen; aufgefangener Bestand von Arbeitsflüssigkeit im verbundenen Hauptpaar vollstaendig fuellen; kurz ansetzen; Schluss.	Fortsetzen; aufgefangener Bestand des Flüssigkeit des Hauptpaares vollständig füllen; kurz ansetzen; Schluss.	aufgefangener Bestand des Flüssigkeit des Hauptpaares
B3-S030	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	4	E298|E299|E300|E301	1	0	verwende aufgefangener Bestand von Arbeitsflüssigkeit im verbundenen Hauptpaar; Mass; Wasser weiterfuehren; danach umsetzen; Schluss.	Verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares; Maß; Wasser weiterführen; danach umsetzen; Schluss.	Arbeitsflüssigkeit
B3-S031	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	1	E302	0	0	länger ansetzen; Schluss.	Länger ansetzen; Schluss.	Arbeitsflüssigkeit
B3-S032	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	5	E303|E304|E305|E306|E307	1	0	eine Portion überführen; abgeteilte Portion von Laufflüssigkeit bei durch einen Bogen verbundenes Hauptpaar umsetzen; kurzes Folgemaß; nächstes Maß; kurzer Folgeschritt; Schluss.	Eine Portion überführen; Teilportion aus der Arbeitsflüssigkeit umsetzen; kurzes Folgemaß; nächstes Maß; kurzer Folgeschritt; Schluss.	Teilportion von Arbeitsflüssigkeit
B3-S033	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	1	E308	0	0	abführen; Schluss.	Abführen; Schluss.	Teilportion von Arbeitsflüssigkeit
B3-S034	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	6	E309|E310|E311|E312|E313|E314	2	0	Sollstand; bereit; abgeteilte Portion von Laufflüssigkeit bei durch einen Bogen verbundenes Hauptpaar fuellen; nächstes Maß; abgeteilte Portion von Laufflüssigkeit bei durch einen Bogen verbundenes Hauptpaar an der Stelle fortsetzen; absetzen; Schluss.	Sollstand; bereit; Teilportion aus der Arbeitsflüssigkeit füllen; nächstes Maß; Teilportion aus der Arbeitsflüssigkeit an der Stelle fortsetzen; absetzen; Schluss.	Teilportion von Arbeitsflüssigkeit
B4-S001	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	E315	0	0	länger ansetzen; Schluss.	Länger ansetzen; Schluss.	Flüssigkeit des Hauptpaares
B4-S002	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	3	E316|E317|E318	1	0	Arbeitsflüssigkeit im verbundenen Hauptpaar weiterführen; länger ansetzen; kurz ansetzen; Schluss.	Flüssigkeit des Hauptpaares weiterführen; länger ansetzen; kurz ansetzen; Schluss.	Flüssigkeit des Hauptpaares
B4-S003	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	7	E319|E320|E321|E322|E323|E324|E325	2	0	Arbeitsflüssigkeit im verbundenen Hauptpaar umsetzen; Folgestelle; nächster Posten; länger ansetzen; verwende nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar; fortsetzen; absetzen; Schluss.	Flüssigkeit des Hauptpaares umsetzen; Folgestelle; nächster Posten; länger ansetzen; verwende nächster Arbeitsposten; fortsetzen; absetzen; Schluss.	nächster Arbeitsposten
B4-S004	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	E326	1	0	nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar befestigen; Schluss.	Nächster Arbeitsposten befestigen; Schluss.	nächster Arbeitsposten
B4-S005	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	3	E327|E328|E329	1	0	Portion; abgeteilte Portion von nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar umsetzen; länger ansetzen; Schluss.	Portion; Teilportion von nächster Arbeitsposten umsetzen; länger ansetzen; Schluss.	Teilportion von nächster Arbeitsposten
B4-S006	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	E330	0	0	seihen; Schluss.	Seihen; Schluss.	Teilportion von nächster Arbeitsposten
B4-S007	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	E331	0	0	seihen; Schluss.	Seihen; Schluss.	Teilportion von nächster Arbeitsposten
B4-S008	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	4	E332|E333|E334|E335	2	0	Mass; abgeteilte Portion von nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar länger wärmen; abgeteilte Portion von nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar länger halten; kurz ansetzen; Schluss.	Maß; Teilportion von nächster Arbeitsposten länger wärmen; Teilportion von nächster Arbeitsposten länger halten; kurz ansetzen; Schluss.	Teilportion von nächster Arbeitsposten
B4-S009	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	E336	0	0	absetzen; Schluss.	Absetzen; Schluss.	Teilportion von nächster Arbeitsposten
B4-S010	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	E337	0	0	fortsetzen; Schluss.	Fortsetzen; Schluss.	Teilportion von nächster Arbeitsposten
B4-S011	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	7	E338|E339|E340|E341|E342|E343|E344	1	0	Mass; kurz wärmen; länger fortsetzen; eine Portion zugeben; abgeteilte Portion von Arbeitsgut an der linken Randstation umsetzen; fortsetzen; kurz abführen; Schluss.	Maß; kurz wärmen; länger fortsetzen; eine Portion zugeben; Teilportion von Gut der Randstation umsetzen; fortsetzen; kurz abführen; Schluss.	Teilportion von Gut der Randstation
B4-S012	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	1	E345	0	0	hinausführen; Schluss.	Hinausführen; Schluss.	Teilportion von Gut der Randstation
B4-S013	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	2	E346|E347	0	0	Fortsetzung einsetzen; absetzen; Schluss.	Fortsetzung einsetzen; absetzen; Schluss.	Teilportion von Gut der Randstation
B4-S014	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	4	E348|E349|E350|E351	2	0	Ansatz; laufender Ansatz bei linke offene Randstation; laufender Ansatz bei linke offene Randstation kurz durchführen; Wasserlauf schliessen.	Ansatz; laufender Stationsansatz; laufender Stationsansatz kurz durchführen; Wasserlauf schließen.	Arbeitsflüssigkeit
B4-S015	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	6	E352|E353|E354|E355|E356|E357	0	0	eine Portion zugeben; Klarauszug; eine Portion; Durchlassstelle; kurz auffangen; hinausführen; Schluss.	Eine Portion zugeben; Klarauszug; eine Portion; Durchlassstelle; kurz auffangen; hinausführen; Schluss.	aufgefangener Bestand des Flüssigkeit der Mehrarmstation
B4-S016	BIOLOGICAL	B4	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	4	E358|E359|E360|E361	0	0	weitere Portion; Stelle; aus dem Vorrat zufuehren; absetzen; Schluss.	Weitere Portion; Stelle; aus dem Vorrat zuführen; absetzen; Schluss.	Teilportion von aufgefangener Bestand des Flüssigkeit der Mehrarmstation
B5-S001	BIOLOGICAL	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	1	E362	0	0	danach umsetzen; Schluss.	Danach umsetzen; Schluss.	linker Nachtragsposten
B5-S002	BIOLOGICAL	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	1	E363	0	0	Ansatz umsetzen; Schluss.	Ansatz umsetzen; Schluss.	laufender Stationsansatz
B5-S003	BIOLOGICAL	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	9	E364|E365|E366|E367|E368|E369|E370|E371|E372	1	0	an der Stelle absetzen; Stelle; fortsetzen; weiterfuehren; an der Stelle umsetzen; Mass; fortsetzen; zweite Stufe; laufender Ansatz bei linke offene Randstation des Nachtrags umsetzen.	An der Stelle absetzen; Stelle; fortsetzen; weiterführen; an der Stelle umsetzen; Maß; fortsetzen; zweite Stufe; laufender Stationsansatz umsetzen.	laufender Stationsansatz
B6-S001	BIOLOGICAL	B6	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	9	E373|E374|E375|E376|E377|E378|E379|E380|E381	3	0	laenger auffangen; aufgefangener Bestand von Arbeitsflüssigkeit in der rechten Nachtragsstation kurz zuführen; aufgefangener Bestand von Arbeitsflüssigkeit in der rechten Nachtragsstation abkuehlen; fortsetzen; Mass; fortsetzen; Portion; abgeteilte Portion von aufgefangener Bestand von Arbeitsflüssigkeit in der rechten Nachtragsstation; Ansatz zur Stelle fuehren.	Länger auffangen; aufgefangener Bestand der rechten Nachtragsflüssigkeit kurz zuführen; aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen; fortsetzen; Maß; fortsetzen; Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Stelle führen.	laufender Stationsansatz
