edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard
3107	G407-E3107	G407-S479	7	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E3107@1|ACTION:G407-E3107@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E3107@2|ACTION:G407-E3107@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3108	G407-E3108	G407-S479	8	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokedy	OK+E+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3108@1|ACTION:G407-E3108@1:OK] [2:E=auf Grad I|RUNNING:G407-E3108@2|ACTION:G407-E3108@1:OK] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3108@3|CONTROL:G407-E3108@3:DY]	Beschicke oder bereite vor: auf Grad I; im Steuerrahmen [CONTROL:G407-E3108@3:DY]: Arbeitsgang abschließen.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3109	G407-E3109	G407-S480	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshety	L+SH+E+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten und stelle ihn ein; über die sichtbare Verbindung; auf Grad I.	Halte den Stationsposten und stelle ihn ein; über die sichtbare Verbindung; auf Grad I.	Halte den Stationsposten und stelle ihn ein; über die sichtbare Verbindung; auf Grad I.	Halte den Stationsposten und stelle ihn ein; über die sichtbare Verbindung; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten und stelle ihn ein; über die sichtbare Verbindung; auf Grad I.	Halte den Stationsposten und stelle ihn ein; über die sichtbare Verbindung; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3109@1|ACTION:G407-E3109@2:SH] [2:SH=Halte oder bade|RUNNING:G407-E3109@2|ACTION:G407-E3109@2:SH] [3:E=auf Grad I|RUNNING:G407-E3109@3|ACTION:G407-E3109@2:SH] [4:T=Reguliere oder temperiere|RUNNING:G407-E3109@4|ACTION:G407-E3109@4:T] [5:Y=Stationsansatz|RUNNING:G407-E3109@5|ACTION:G407-E3109@4:T]	Halte oder bade: über den Stationskontakt oder die Leitung, auf Grad I; Reguliere oder temperiere: Stationsansatz.	Halte den Stationsposten und stelle ihn ein; über die sichtbare Verbindung; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3110	G407-E3110	G407-S480	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoldy	OL+DY	STATE_CARD	OL+DY	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	0	2	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E3110@1|CONTROL:G407-E3110@1:OL] [2:DY=Arbeitsgang abschließen|RUNNING:G407-E3110@2|CONTROL:G407-E3110@2:DY]	im Steuerrahmen [CONTROL:G407-E3110@1:OL]: weiter im selben Arbeitsgang; im Steuerrahmen [CONTROL:G407-E3110@2:DY]: Arbeitsgang abschließen.	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3111	G407-E3111	G407-S481	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ltedy	L+T+E+DY	STATE_CARD	DY	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	3	1	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3111@1|ACTION:G407-E3111@2:T] [2:T=Reguliere oder temperiere|RUNNING:G407-E3111@2|ACTION:G407-E3111@2:T] [3:E=auf Grad I|RUNNING:G407-E3111@3|ACTION:G407-E3111@2:T] [4:DY=Arbeitsgang abschließen|RUNNING:G407-E3111@4|CONTROL:G407-E3111@4:DY]	Reguliere oder temperiere: über den Stationskontakt oder die Leitung, auf Grad I; im Steuerrahmen [CONTROL:G407-E3111@4:DY]: Arbeitsgang abschließen.	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3112	G407-E3112	G407-S482	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qotain	OT+AIN	STATE_CARD	OT	Danach im laufenden Gang: stelle den Stationsanteil ein.	Danach im laufenden Gang: stelle den Stationsanteil ein.	Danach im laufenden Gang: stelle den Stationsanteil ein.	Danach im laufenden Gang: stelle den Stationsanteil ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	EXPLICIT_HEAD_BLOCK_REPAIR	1	1	GDT581-EV162	Bezug auf das folgende Halten [G407-E3113@2:SH]: den Stationsanteil [G407-A03343:G407-E3112@2:AIN#1]. Strukturspur: OT@1→CONTROL:G407-E3112@1:OT.	Danach im laufenden Gang: stelle den Stationsanteil ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	1	1	[1:OT=danach / neuer Arbeitsgang|RUNNING:G407-E3112@1|CONTROL:G407-E3112@1:OT] [2:AIN=Anwendungsportion|RUNNING:G407-E3112@2|ACTION:G407-E3113@2:SH]	im Steuerrahmen [CONTROL:G407-E3112@1:OT]: danach / neuer Arbeitsgang; beim Halten oder Baden [ACTION:G407-E3113@2:SH]: Anwendungsportion.	Bezug auf das folgende Halten [G407-E3113@2:SH]: den Stationsanteil [G407-A03343:G407-E3112@2:AIN#1]. Strukturspur: OT@1→CONTROL:G407-E3112@1:OT.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3113	G407-E3113	G407-S482	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lsho	L+SH+O	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Stationsanteil; über die sichtbare Verbindung; als Ausführung.	Halte denselben Stationsanteil; über die sichtbare Verbindung; als Ausführung.	Halte denselben Stationsanteil; über die sichtbare Verbindung; als Ausführung.	Halte denselben Stationsanteil; über die sichtbare Verbindung; als Ausführung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsanteil; über die sichtbare Verbindung; als Ausführung.	Halte denselben Stationsanteil; über die sichtbare Verbindung; als Ausführung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3113@1|ACTION:G407-E3113@2:SH] [2:SH=Halte oder bade|RUNNING:G407-E3113@2|ACTION:G407-E3113@2:SH] [3:O=in Anwendungsform|RUNNING:G407-E3113@3|ACTION:G407-E3113@2:SH]	Halte oder bade: über den Stationskontakt oder die Leitung, in Anwendungsform.	Halte denselben Stationsanteil; über die sichtbare Verbindung; als Ausführung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3114	G407-E3114	G407-S482	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokey	OK+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad I.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Setze den Stationsposten im Stationsgang an; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze den Stationsposten im Stationsgang an; auf Grad I.	Setze den Stationsposten im Stationsgang an; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3114@1|ACTION:G407-E3114@1:OK] [2:E=auf Grad I|RUNNING:G407-E3114@2|ACTION:G407-E3114@1:OK] [3:Y=Stationsansatz|RUNNING:G407-E3114@3|ACTION:G407-E3114@1:OK]	Beschicke oder bereite vor: auf Grad I, Stationsansatz.	Setze den Stationsposten im Stationsgang an; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3115	G407-E3115	G407-S482	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshedy	L+SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	3	1	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3115@1|ACTION:G407-E3115@2:SH] [2:SH=Halte oder bade|RUNNING:G407-E3115@2|ACTION:G407-E3115@2:SH] [3:E=auf Grad I|RUNNING:G407-E3115@3|ACTION:G407-E3115@2:SH] [4:DY=Arbeitsgang abschließen|RUNNING:G407-E3115@4|CONTROL:G407-E3115@4:DY]	Halte oder bade: über den Stationskontakt oder die Leitung, auf Grad I; im Steuerrahmen [CONTROL:G407-E3115@4:DY]: Arbeitsgang abschließen.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3116	G407-E3116	G407-S483	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshedy	L+SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	3	1	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3116@1|ACTION:G407-E3116@2:SH] [2:SH=Halte oder bade|RUNNING:G407-E3116@2|ACTION:G407-E3116@2:SH] [3:E=auf Grad I|RUNNING:G407-E3116@3|ACTION:G407-E3116@2:SH] [4:DY=Arbeitsgang abschließen|RUNNING:G407-E3116@4|CONTROL:G407-E3116@4:DY]	Halte oder bade: über den Stationskontakt oder die Leitung, auf Grad I; im Steuerrahmen [CONTROL:G407-E3116@4:DY]: Arbeitsgang abschließen.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3117	G407-E3117	G407-S484	1	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E3117@1|ACTION:G407-E3117@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E3117@2|ACTION:G407-E3117@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3118	G407-E3118	G407-S484	2	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qolky	OL+K+Y	STATE_CARD	OL	Weiter: führe den Stationsposten zu.	Weiter: führe den Stationsposten zu.	Weiter: führe den Stationsposten zu.	Weiter: führe den Stationsposten zu.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	K	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: führe den Stationsposten zu.	Weiter: führe den Stationsposten zu.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E3118@1|CONTROL:G407-E3118@1:OL] [2:K=Führe zu|RUNNING:G407-E3118@2|ACTION:G407-E3118@2:K] [3:Y=Stationsansatz|RUNNING:G407-E3118@3|ACTION:G407-E3118@2:K]	im Steuerrahmen [CONTROL:G407-E3118@1:OL]: weiter im selben Arbeitsgang; Führe zu: Stationsansatz.	Weiter: führe den Stationsposten zu.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3119	G407-E3119	G407-S484	3	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lchedal	L+CHD+AL	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite denselben Stationsposten; über die sichtbare Verbindung und zur Zielstation.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung und zur Zielstation.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung und zur Zielstation.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung und zur Zielstation.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite denselben Stationsposten; über die sichtbare Verbindung und zur Zielstation.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung und zur Zielstation.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3119@1|ACTION:G407-E3119@2:CHD] [2:CHD=Behandle|RUNNING:G407-E3119@2|ACTION:G407-E3119@2:CHD] [3:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3119@3|ACTION:G407-E3119@2:CHD]	Behandle: über den Stationskontakt oder die Leitung, zur Zielstation oder ins Zielbecken.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung und zur Zielstation.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3120	G407-E3120	G407-S484	4	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qol	OL	STATE_CARD	OL	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	0	1	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E3120@1|CONTROL:G407-E3120@1:OL]	im Steuerrahmen [CONTROL:G407-E3120@1:OL]: weiter im selben Arbeitsgang.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3121	G407-E3121	G407-S484	5	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	otar	OT+AR	STATE_CARD	OT	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	1	1	[1:OT=danach / neuer Arbeitsgang|RUNNING:G407-E3121@1|CONTROL:G407-E3121@1:OT] [2:AR=von der Ausgangsstation oder aus dem Ausgangsbecken|RUNNING:G407-E3121@2|ACTION:G407-E3119@2:CHD]	im Steuerrahmen [CONTROL:G407-E3121@1:OT]: danach / neuer Arbeitsgang; beim Behandeln [ACTION:G407-E3119@2:CHD]: von der Ausgangsstation oder aus dem Ausgangsbecken.	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3122	G407-E3122	G407-S484	6	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokal	OK+AL	NONSTATE_CARD	NOT_APPLICABLE	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3122@1|ACTION:G407-E3122@1:OK] [2:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3122@2|ACTION:G407-E3122@1:OK]	Beschicke oder bereite vor: zur Zielstation oder ins Zielbecken.	Setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3123	G407-E3123	G407-S484	7	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	1	0	1	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E3123@1|CONTROL:G407-E3123@1:OL]	im Steuerrahmen [CONTROL:G407-E3123@1:OL]: weiter im selben Arbeitsgang.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
3124	G407-E3124	G407-S484	8	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	oiin	O+IIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; als Ausführung und auf der bezeichneten Stufe.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; als Ausführung und auf der bezeichneten Stufe.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:O=in Anwendungsform|RUNNING:G407-E3124@1|G407-E3122@1:OK] [2:IIN=auf der Anwendungsstufe|RUNNING:G407-E3124@2|G407-E3122@1:OK]	im Rahmen [G407-E3122@1:OK]: in Anwendungsform, auf der Anwendungsstufe.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; als Ausführung und auf der bezeichneten Stufe.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT
