complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard	gdt582_default_key	gdt582_default_kind	gdt582_core_concept	gdt582_concrete_default_de	gdt582_default_basis	gdt582_default_status	gdt582_guard
985	RUNNING:G407-E0385@1	RUNNING_ATOM	G407-E0385	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	y	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0384@1:S	PRIMARY_GOVERNOR	G407-A00356	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
986	RUNNING:G407-E0386@1	RUNNING_ATOM	G407-E0386	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	s	S	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0386@1:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:S:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	SELECT_OR_SEPARATE	Wähle oder trenne ab	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
987	RUNNING:G407-E0387@1	RUNNING_ATOM	G407-E0387	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	y	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0386@1:S	PRIMARY_GOVERNOR	G407-A00357	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
988	RUNNING:G407-E0388@1	RUNNING_ATOM	G407-E0388	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dchor	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0388@2:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Pflanzen-Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
989	RUNNING:G407-E0388@2	RUNNING_ATOM	G407-E0388	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dchor	CH	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0388@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
990	RUNNING:G407-E0388@3	RUNNING_ATOM	G407-E0388	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dchor	OR	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0388@2:CH	PRIMARY_GOVERNOR	G407-A00358	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Pflanzen- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
991	RUNNING:G407-E0389@1	RUNNING_ATOM	G407-E0389	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	shaiin	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0389@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:SH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	HOLD_OR_REST	Halte oder lass ziehen	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
992	RUNNING:G407-E0389@2	RUNNING_ATOM	G407-E0389	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	shaiin	AIIN	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0389@1:SH	PRIMARY_GOVERNOR	G407-A00359	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AIIN:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	MEASURE_OR_VALUE	Pflanzenauszug oder Arbeitsmaß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
993	RUNNING:G407-E0390@1	RUNNING_ATOM	G407-E0390	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	oeees	O	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0390@3:S	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Zubereitungsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
994	RUNNING:G407-E0390@2	RUNNING_ATOM	G407-E0390	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	oeees	EEE	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0390@3:S	PRIMARY_GOVERNOR	G407-A00360	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:EEE:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	HIGH_DEGREE	auf Grad III	PORTABLE_CORE_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
995	RUNNING:G407-E0390@3	RUNNING_ATOM	G407-E0390	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	oeees	S	3	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0390@3:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:S:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	SELECT_OR_SEPARATE	Wähle oder trenne ab	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
996	RUNNING:G407-E0391@1	RUNNING_ATOM	G407-E0391	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ykor	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0391@2:K	PRIMARY_GOVERNOR	G407-A00361	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
997	RUNNING:G407-E0391@2	RUNNING_ATOM	G407-E0391	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ykor	K	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0391@2:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Gib zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
998	RUNNING:G407-E0391@3	RUNNING_ATOM	G407-E0391	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ykor	OR	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0391@2:K	PRIMARY_GOVERNOR	G407-A00362	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Pflanzen- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
999	RUNNING:G407-E0392@1	RUNNING_ATOM	G407-E0392	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	chor	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0392@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1000	RUNNING:G407-E0392@2	RUNNING_ATOM	G407-E0392	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	chor	OR	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0392@1:CH	PRIMARY_GOVERNOR	G407-A00363	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Pflanzen- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1001	RUNNING:G407-E0393@1	RUNNING_ATOM	G407-E0393	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ytshy	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0393@2:T	PRIMARY_GOVERNOR	G407-A00364	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1002	RUNNING:G407-E0393@2	RUNNING_ATOM	G407-E0393	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ytshy	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0393@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1003	RUNNING:G407-E0393@3	RUNNING_ATOM	G407-E0393	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ytshy	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0393@2:T	PRIMARY_GOVERNOR	G407-A00365	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1004	RUNNING:G407-E0394@1	RUNNING_ATOM	G407-E0394	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ykchy	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0394@2:K	PRIMARY_GOVERNOR	G407-A00366	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1005	RUNNING:G407-E0394@2	RUNNING_ATOM	G407-E0394	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ykchy	K	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0394@2:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Gib zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1006	RUNNING:G407-E0394@3	RUNNING_ATOM	G407-E0394	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ykchy	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0394@2:K	PRIMARY_GOVERNOR	G407-A00367	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1007	RUNNING:G407-E0395@1	RUNNING_ATOM	G407-E0395	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	kchy	K	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0395@1:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:K:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TRANSFER_OR_ADD	Gib zu	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1008	RUNNING:G407-E0395@2	RUNNING_ATOM	G407-E0395	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	kchy	Y	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0395@1:K	PRIMARY_GOVERNOR	G407-A00368	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1009	RUNNING:G407-E0396@1	RUNNING_ATOM	G407-E0396	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dar	D_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0395@1:K	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Pflanzen-Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1010	RUNNING:G407-E0396@2	RUNNING_ATOM	G407-E0396	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	dar	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0395@1:K	PRIMARY_GOVERNOR	G407-A00369	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:AR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	SOURCE	vom Ausgangsmaterial oder -gefäß	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1011	RUNNING:G407-E0397@1	RUNNING_ATOM	G407-E0397	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qodchy	O	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0395@1:K	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:O:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	FORM_OR_MODE	in Zubereitungsform	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1012	RUNNING:G407-E0397@2	RUNNING_ATOM	G407-E0397	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qodchy	D_ADDR	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0395@1:K	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:D_ADDR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	WORK_SITE	an der Pflanzen-Arbeitsstelle	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1013	RUNNING:G407-E0397@3	RUNNING_ATOM	G407-E0397	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	qodchy	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0395@1:K	PRIMARY_GOVERNOR	G407-A00370	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1014	RUNNING:G407-E0398@1	RUNNING_ATOM	G407-E0398	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ytchy	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0398@2:T	PRIMARY_GOVERNOR	G407-A00371	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1015	RUNNING:G407-E0398@2	RUNNING_ATOM	G407-E0398	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ytchy	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0398@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:T:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	ADJUST_OR_TEMPER	Stelle ein oder temperiere	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1016	RUNNING:G407-E0398@3	RUNNING_ATOM	G407-E0398	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	ytchy	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0398@2:T	PRIMARY_GOVERNOR	G407-A00372	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:Y:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	CURRENT_GOOD_OR_BATCH	Pflanzencharge	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1017	RUNNING:G407-E0399@1	RUNNING_ATOM	G407-E0399	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	otchor	OT	1	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0399@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	CONTROL:OT	STRUCTURAL_CONTROL_DEFAULT	NEXT_RECORD	danach / neuer Arbeitsgang	GDT581_CONTROL_BOUNDARY	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1018	RUNNING:G407-E0399@2	RUNNING_ATOM	G407-E0399	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	otchor	CH	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0399@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:CH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	TAKE_OR_EXTRACT	Entnimm oder ziehe aus	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1019	RUNNING:G407-E0399@3	RUNNING_ATOM	G407-E0399	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	otchor	OR	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0399@2:CH	PRIMARY_GOVERNOR	G407-A00373	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Pflanzen- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1020	RUNNING:G407-E0400@1	RUNNING_ATOM	G407-E0400	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	shorodo	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0400@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:SH:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	HOLD_OR_REST	Halte oder lass ziehen	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
1021	RUNNING:G407-E0400@2	RUNNING_ATOM	G407-E0400	G407-S012	f13r	HERBAL	große Wurzelkrone mit Blatt und Blütenstand	RUNNING_STATEMENT	shorodo	OR	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0400@1:SH	PRIMARY_GOVERNOR	G407-A00374	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY	FUNCTION:OR:HERBAL	PRODUCTIVE_REGISTER_FUNCTION	UNIT_OR_BATCH	Pflanzen- oder Arbeitseinheit	REGISTER_REALIZATION	PROVISIONAL_REPLACEABLE_DEFAULT	ONE_COMPLETE_SLOT__ONE_NONEMPTY_DEFAULT__GDT581_HOST_UNCHANGED
