local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard
102	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2005	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2005	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	cheyky	CH+E+Y+K+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2005@1|LOCAL_ACTION:P912-E2005@1:CH] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2005@2|LOCAL_ACTION:P912-E2005@1:CH] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2005@3|LOCAL_ACTION:P912-E2005@4:K] [4:K=Ordne zu|LOCAL_COMPONENT:P912-E2005@4|LOCAL_ACTION:P912-E2005@4:K] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E2005@5|LOCAL_ACTION:P912-E2005@4:K]	Lies ab: auf Ringstufe I; Ordne zu: Ringposition, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
103	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2006	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2006@1|LOCAL_CONTROL:P912-E2006@1:OT] [2:A_ADDR=an der oberen Ringstelle|LOCAL_COMPONENT:P912-E2006@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006] [3:LOCAL_CHAR_Z=bei der z-Marke|LOCAL_COMPONENT:P912-E2006@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006] [4:A_ADDR=an der oberen Ringstelle|LOCAL_COMPONENT:P912-E2006@4|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006]	im Rahmen [LOCAL_CONTROL:P912-E2006@1:OT]: danach / neuer Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006]: an der oberen Ringstelle, bei der z-Marke, an der oberen Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
104	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2007	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2007	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	sar	S+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:S=Wähle aus|LOCAL_COMPONENT:P912-E2007@1|LOCAL_ACTION:P912-E2007@1:S] [2:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2007@2|LOCAL_ACTION:P912-E2007@1:S]	Wähle aus: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
105	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2008	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2008	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2008@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2008]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2008]: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
106	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2009	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2009	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	chykar	CH+Y+K+AR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2009@1|LOCAL_ACTION:P912-E2009@1:CH] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E2009@2|LOCAL_ACTION:P912-E2009@1:CH] [3:K=Ordne zu|LOCAL_COMPONENT:P912-E2009@3|LOCAL_ACTION:P912-E2009@3:K] [4:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2009@4|LOCAL_ACTION:P912-E2009@3:K]	Lies ab: Ringposition; Ordne zu: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
107	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2010	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2010	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	okoirsh	OK+O+LOCAL_CHAR_I+R+SH	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2010@1|LOCAL_ACTION:P912-E2010@1:OK] [2:O=in Eintragsform|LOCAL_COMPONENT:P912-E2010@2|LOCAL_ACTION:P912-E2010@1:OK] [3:LOCAL_CHAR_I=bei der i-Marke|LOCAL_COMPONENT:P912-E2010@3|LOCAL_ACTION:P912-E2010@4:R] [4:R=Markiere|LOCAL_COMPONENT:P912-E2010@4|LOCAL_ACTION:P912-E2010@4:R] [5:SH=Halte fest|LOCAL_COMPONENT:P912-E2010@5|LOCAL_ACTION:P912-E2010@5:SH]	Trage ein: in Eintragsform; Markiere: bei der i-Marke; Halte fest.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
108	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2011	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2011	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2011@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2011]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2011]: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
109	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2012	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2012	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	chetody	CH+E+T+O+D_ADDR+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	6	6	0	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2012@1|LOCAL_ACTION:P912-E2012@1:CH] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2012@2|LOCAL_ACTION:P912-E2012@1:CH] [3:T=Stelle ein|LOCAL_COMPONENT:P912-E2012@3|LOCAL_ACTION:P912-E2012@3:T] [4:O=in Eintragsform|LOCAL_COMPONENT:P912-E2012@4|LOCAL_ACTION:P912-E2012@3:T] [5:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2012@5|LOCAL_ACTION:P912-E2012@3:T] [6:Y=Ringposition|LOCAL_COMPONENT:P912-E2012@6|LOCAL_ACTION:P912-E2012@3:T]	Lies ab: auf Ringstufe I; Stelle ein: in Eintragsform, an der unteren Ringstelle, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
110	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2013	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2013	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	okeeos	OK+EE+O+S	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2013@1|LOCAL_ACTION:P912-E2013@1:OK] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2013@2|LOCAL_ACTION:P912-E2013@1:OK] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2013@3|LOCAL_ACTION:P912-E2013@4:S] [4:S=Wähle aus|LOCAL_COMPONENT:P912-E2013@4|LOCAL_ACTION:P912-E2013@4:S]	Trage ein: auf Ringstufe II; Wähle aus: in Eintragsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
111	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2014	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2014	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	o	O	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:O=in Eintragsform|LOCAL_COMPONENT:P912-E2014@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2014]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2014]: in Eintragsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
112	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2015	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2015	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	tey	T+E+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:T=Stelle ein|LOCAL_COMPONENT:P912-E2015@1|LOCAL_ACTION:P912-E2015@1:T] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2015@2|LOCAL_ACTION:P912-E2015@1:T] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2015@3|LOCAL_ACTION:P912-E2015@1:T]	Stelle ein: auf Ringstufe I, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
113	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2016	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2016	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	otokeeey	OT+OK+EEE+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2016@1|LOCAL_CONTROL:P912-E2016@1:OT] [2:OK=Trage ein|LOCAL_COMPONENT:P912-E2016@2|LOCAL_ACTION:P912-E2016@2:OK] [3:EEE=auf Ringstufe III|LOCAL_COMPONENT:P912-E2016@3|LOCAL_ACTION:P912-E2016@2:OK] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E2016@4|LOCAL_ACTION:P912-E2016@2:OK]	im Rahmen [LOCAL_CONTROL:P912-E2016@1:OT]: danach / neuer Arbeitsgang; Trage ein: auf Ringstufe III, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
114	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2017	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2017	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	okeeody	OK+EE+O+D_ADDR+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2017@1|LOCAL_ACTION:P912-E2017@1:OK] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2017@2|LOCAL_ACTION:P912-E2017@1:OK] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2017@3|LOCAL_ACTION:P912-E2017@1:OK] [4:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2017@4|LOCAL_ACTION:P912-E2017@1:OK] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E2017@5|LOCAL_ACTION:P912-E2017@1:OK]	Trage ein: auf Ringstufe II, in Eintragsform, an der unteren Ringstelle, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
115	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2018	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2018	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	okeey	OK+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2018@1|LOCAL_ACTION:P912-E2018@1:OK] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2018@2|LOCAL_ACTION:P912-E2018@1:OK] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E2018@3|LOCAL_ACTION:P912-E2018@1:OK]	Trage ein: auf Ringstufe II, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
116	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2019	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2019	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	doiir	D_ADDR+O+IIN+R	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2019@1|LOCAL_ACTION:P912-E2019@4:R] [2:O=in Eintragsform|LOCAL_COMPONENT:P912-E2019@2|LOCAL_ACTION:P912-E2019@4:R] [3:IIN=auf der Feinstufe|LOCAL_COMPONENT:P912-E2019@3|LOCAL_ACTION:P912-E2019@4:R] [4:R=Markiere|LOCAL_COMPONENT:P912-E2019@4|LOCAL_ACTION:P912-E2019@4:R]	Markiere: an der unteren Ringstelle, in Eintragsform, auf der Feinstufe.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
117	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2020	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2020	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	teeo	T+EE+O	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:T=Stelle ein|LOCAL_COMPONENT:P912-E2020@1|LOCAL_ACTION:P912-E2020@1:T] [2:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2020@2|LOCAL_ACTION:P912-E2020@1:T] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2020@3|LOCAL_ACTION:P912-E2020@1:T]	Stelle ein: auf Ringstufe II, in Eintragsform.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
118	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2021	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2021	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	y	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2021@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2021]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2021]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
119	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2022	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2022	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	chey	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2022@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2022]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2022]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
120	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2023	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2023	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	ot	OT	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	0	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2023@1|LOCAL_CONTROL:P912-E2023@1:OT]	im Rahmen [LOCAL_CONTROL:P912-E2023@1:OT]: danach / neuer Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
121	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2024	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2024	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	y	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2024@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2024]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2024]: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
122	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2025	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2025	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	okedy	OK+E+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2025@1|LOCAL_ACTION:P912-E2025@1:OK] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2025@2|LOCAL_ACTION:P912-E2025@1:OK] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E2025@3|LOCAL_CONTROL:P912-E2025@3:DY]	Trage ein: auf Ringstufe I; im Rahmen [LOCAL_CONTROL:P912-E2025@3:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
123	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2026	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2026	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	chsdy	CH+S+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2026@1|LOCAL_ACTION:P912-E2026@1:CH] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E2026@2|LOCAL_ACTION:P912-E2026@2:S] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E2026@3|LOCAL_CONTROL:P912-E2026@3:DY]	Lies ab; Wähle aus; im Rahmen [LOCAL_CONTROL:P912-E2026@3:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
124	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2027	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2027	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	okeod	OK+E+O+D_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:OK=Trage ein|LOCAL_COMPONENT:P912-E2027@1|LOCAL_ACTION:P912-E2027@1:OK] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2027@2|LOCAL_ACTION:P912-E2027@1:OK] [3:O=in Eintragsform|LOCAL_COMPONENT:P912-E2027@3|LOCAL_ACTION:P912-E2027@1:OK] [4:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E2027@4|LOCAL_ACTION:P912-E2027@1:OK]	Trage ein: auf Ringstufe I, in Eintragsform, an der unteren Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
