master_card_id	master_form	all_registered_surfaces	semantic_atoms	short_default_de	teaching_tier	productivity_tier	event_count	records	pages	revised_teaching_tier	final_teaching_tier
MC110	chkeedy	chkeedy	CHK+EE+CLOSE	wärmen+länger+Schluss	BRIDGE_CARD	NARROW_RECURRENT_PATTERN	1	B3	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC111	shfydaiin	shfydaiin	SH+AIIN	halten+Sollmaß	CORE_CARD	NARROW_RECURRENT_PATTERN	1	H3	f11r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC112	octheol	octheol	CTH+OL	bereit+weiter	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B2	f82r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC113	shedal	shedal	SHED+AL	absetzen+Ziel	SPECIALIST_OR_LEARNED_CARD	NARROW_RECURRENT_PATTERN	2	B3|B5	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC114	sh	sh	SH	halten	CORE_CARD	NARROW_RECURRENT_PATTERN	1	H5	f56r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC115	qoctholy	qoctholy	CTH+OL+Y	bereit+weiter+Posten	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H2	f10r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC116	schedair	schedair	AIR	Lauf	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	B3	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC117	kchy	kchy	KCH+Y	bearbeiten+Posten	CORE_CARD	NARROW_RECURRENT_PATTERN	1	H3	f11r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC118	ly	ly	L+Y	abführen+Posten	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B1	f81v	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC119	cheey	cheey|shey	CHEEY	Ergebnis	BRIDGE_CARD	LEARNED_WHOLE_CARD	4	B2|B4|H3	f11r|f82r|f83r	PORTABLE_EXACT_BRIDGE_CARD	PORTABLE_EXACT_BRIDGE_CARD
MC120	okaiin	okaiin|qokaiin	OK+AIIN	ansetzen+Sollmaß	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	9	B1|B2|B3|H4	f55v|f81v|f82r|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC121	otar	otar	OT+AR	danach+Quelle	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B1	f81v	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC122	kchey	kchey	KCH+E+Y	bearbeiten+kurz+Posten	CORE_CARD	NARROW_RECURRENT_PATTERN	1	H5	f56r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC123	chey	chey|chy|dy|shy|sy|y	Y	Posten	CORE_CARD	LEARNED_WHOLE_CARD	18	B1|B2|B3|B4|B6|H2|H3|H4	f10r|f11r|f55v|f81v|f82r|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC124	lkedy	lkedy	L+E+CLOSE	abführen+kurz+Schluss	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B4	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC125	chochor	chochor	HO+OR	Zutat+Ansatz	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H5	f56r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC126	pchedal	pchedal	P+CHD+AL	zuführen+umsetzen+Ziel	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	B3	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC127	lched	lched	L+CHD	abführen+umsetzen	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC128	cheedy	cheedy|shedy|tedy	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_OR_LEARNED_CARD	NARROW_RECURRENT_PATTERN	12	B1|B2|B3|B4	f81v|f82r|f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC129	cfhy	cfhy	CFH+Y	auswringen+Posten	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	H3	f11r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC130	lsho	lsho	WASH	waschen	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	B1	f81v	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC131	choy	choy	HO+Y	Zutat+Posten	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H5	f56r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC132	sheckhy	sheckhy	CKH+E+Y	Durchlass+kurz+Posten	BRIDGE_CARD	NARROW_RECURRENT_PATTERN	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC133	lcheckhedy	lcheckhedy	L+CKHE+CLOSE	abführen+trennen+Schluss	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B2	f82r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC134	qolky	qolky	OL	weiter	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B1	f81v	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC135	otedy	otedy	OT+E+CLOSE	danach+kurz+Schluss	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	2	B3	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC136	kchoar	kchoar	CHEO+AR	Auszug+Quelle	SPECIALIST_OR_LEARNED_CARD	WHOLE_CARD_FIRST	1	H5	f56r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC137	shecthy	shecthy	CTH+E+Y	bereit+kurz+Posten	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B3	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC138	dshedy	dshedy	SHED+E+CLOSE	absetzen+kurz+Schluss	SPECIALIST_OR_LEARNED_CARD	NARROW_RECURRENT_PATTERN	1	B2	f82r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC139	dchdy	dchdy	CHD+CLOSE	umsetzen+Schluss	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B1	f81v	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC140	qokeeedy	qokeeedy	OK+EEE+CLOSE	ansetzen+vollständig+Schluss	SPECIALIST_OR_LEARNED_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B2	f82r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC141	tshey	tshey	CHEEY	Ergebnis	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC142	dchol	dchol|schol	DCHOL	vorher	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	2	H3|H5	f11r|f56r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC143	shckhedy	shckhedy	CKHE+CLOSE	trennen+Schluss	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	3	B1|B4	f81v|f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC144	chldaiin	chldaiin	SHED+AIIN	absetzen+Sollmaß	SPECIALIST_OR_LEARNED_CARD	NARROW_RECURRENT_PATTERN	1	B3	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC145	chedain	chedain	CHD+AIN	umsetzen+Anteil	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B3	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC146	chealror	chealror	AL+OR	Ziel+Ansatz	CORE_CARD	LEARNED_WHOLE_CARD	1	B3	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC147	cheky	cheky	CHK+E+Y	wärmen+kurz+Posten	BRIDGE_CARD	NARROW_RECURRENT_PATTERN	3	B1|B4	f81v|f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC148	ykan	ykan	Y+AIN	Posten+Anteil	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	H4	f55v	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC149	solshedy	solshedy	OL+SHED+CLOSE	weiter+absetzen+Schluss	SPECIALIST_OR_LEARNED_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B2	f82r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC150	okeeol	okeeol	OK+EE+OL	ansetzen+länger+weiter	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B4	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC151	qokshedy	qokshedy	OK+SHED+CLOSE	ansetzen+absetzen+Schluss	SPECIALIST_OR_LEARNED_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B3	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC152	ches	ches	PARTITION	teilen	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC153	cheol	cheol|chol|ol|qol|sol|tol	OL	weiter	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	19	B1|B3|B4|B5|B6|H1|H2	f10r|f81v|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC154	al	al|chal|cheal|dal|sal|tal	AL	Ziel	CORE_CARD	LEARNED_WHOLE_CARD	10	B1|B2|B3|B4|B5|H5	f56r|f81v|f82r|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC155	lchedy	lchedy	L+CHD+CLOSE	abführen+umsetzen+Schluss	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	8	B2|B3|B4	f82r|f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC156	cphy	cphy	CPH+Y	nachseihen+Posten	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	H3	f11r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC157	cholor	cholor|olor	OL+OR	weiter+Ansatz	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	2	B1|H2	f10r|f81v	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC158	cthoor	cthoor	CTH+OR	bereit+Ansatz	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H1	f10r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC159	os	os	OS	Gefäß	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	H1	f10r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC160	talam	talam	AL+AM	Ziel+verwahren	SPECIALIST_OR_LEARNED_CARD	LEARNED_WHOLE_CARD	1	H4	f55v	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC161	checthy	checthy|cthy|shcthy	CTH+Y	bereit+Posten	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	7	B3|H1|H2|H3	f10r|f11r|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC162	qolchey	qolchey	OL+Y	weiter+Posten	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B4	f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC163	qotchol	qotchol	OT+OL	danach+weiter	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	H1	f10r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC164	qokylddy	qokylddy	OK+Y+LDDY	ansetzen+Posten+festbinden	SPECIALIST_OR_LEARNED_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B4	f83r	SPECIALIST_TABLET_CARD	SPECIALIST_TABLET_CARD
MC165	qockhey	qockhey	OK+CKH+E+Y	ansetzen+Durchlass+kurz+Posten	BRIDGE_CARD	BROAD_PRODUCTIVE_PARADIGM	1	B4	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC166	chkeey	chkeey	CHK+EE+Y	wärmen+länger+Posten	BRIDGE_CARD	NARROW_RECURRENT_PATTERN	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC167	lochedy	lochedy	L+CHD+CLOSE	abführen+umsetzen+Schluss	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC168	lcheckhy	lcheckhy	L+CKH+Y	abführen+Durchlass+Posten	BRIDGE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	B2	f82r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC169	cthaiin	cthaiin	CTH+AIIN	bereit+Sollmaß	CORE_CARD	BOUNDED_PRODUCTIVE_PARADIGM	1	H2	f10r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC170	ykaiin	ykaiin	Y+AIIN	Posten+Sollmaß	CORE_CARD	LEARNED_WHOLE_CARD	1	H4	f55v	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC171	otchey	otchey	OT+Y	danach+Posten	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	2	B4|H5	f56r|f83r	PORTABLE_CORE_CARD	PORTABLE_EXACT_CORE_CARD
MC172	daiiin	daiiin	IIN	Stufe	BRIDGE_CARD	LEARNED_WHOLE_CARD	1	B5	f83r	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC173	qoteedy	qoteedy	OT+EE+CLOSE	danach+länger+Schluss	CORE_CARD	BROAD_PRODUCTIVE_PARADIGM	2	B2|B3	f82r|f83r	PORTABLE_CORE_CARD	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
