unified_serial	compiler_mode	page	unit_id	local_address	visible_identity	registered_identity	short_default_de	continuous_reading_de	owner_or_namespace
207	COMBINATORIAL_PROSE	f82r	B2	B2-S012:E207	daiin	MC039	Sollmaß	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.	KOERPER_BAD_ANWENDUNG
208	COMBINATORIAL_PROSE	f82r	B2	B2-S012:E208	chey	MC123	Posten	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.	KOERPER_BAD_ANWENDUNG
209	COMBINATORIAL_PROSE	f82r	B2	B2-S012:E209	qokeeedy	MC140	ansetzen+vollständig+Schluss	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.	KOERPER_BAD_ANWENDUNG
210	COMBINATORIAL_PROSE	f82r	B2	B2-S013:E210	lchedy	MC155	abführen+umsetzen+Schluss	Für den Ansatz des grünen Mehrpersonenbeckens: Führe ab und schließe.	KOERPER_BAD_ANWENDUNG
211	COMBINATORIAL_PROSE	f82r	B2	B2-S014:E211	lar	MC029	abführen+Quelle	Für den Ansatz des grünen Mehrpersonenbeckens: Führe von dort ab.	KOERPER_BAD_ANWENDUNG
212	COMBINATORIAL_PROSE	f82r	B2	B2-S015:E212	tshey	MC141	Ergebnis	Für die Rand- und Servicebadansatz des unteren Beckens: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.	KOERPER_BAD_ANWENDUNG
213	COMBINATORIAL_PROSE	f82r	B2	B2-S015:E213	qokeedy	MC082	ansetzen+länger+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.	KOERPER_BAD_ANWENDUNG
214	COMBINATORIAL_PROSE	f82r	B2	B2-S016:E214	cheal	MC154	Ziel	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	KOERPER_BAD_ANWENDUNG
215	COMBINATORIAL_PROSE	f82r	B2	B2-S016:E215	lchedar	MC011	abführen+umsetzen+Quelle	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	KOERPER_BAD_ANWENDUNG
216	COMBINATORIAL_PROSE	f82r	B2	B2-S016:E216	ches	MC152	teilen	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	KOERPER_BAD_ANWENDUNG
217	COMBINATORIAL_PROSE	f82r	B2	B2-S016:E217	aiin	MC039	Sollmaß	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	KOERPER_BAD_ANWENDUNG
218	COMBINATORIAL_PROSE	f82r	B2	B2-S016:E218	oteey	MC063	danach+länger+Posten	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	KOERPER_BAD_ANWENDUNG
219	COMBINATORIAL_PROSE	f82r	B2	B2-S016:E219	qokaiin	MC120	ansetzen+Sollmaß	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	KOERPER_BAD_ANWENDUNG
220	COMBINATORIAL_PROSE	f82r	B2	B2-S016:E220	okey	MC007	ansetzen+kurz+Posten	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	KOERPER_BAD_ANWENDUNG
221	COMBINATORIAL_PROSE	f82r	B2	B2-S016:E221	pchedy	MC070	zuführen+umsetzen+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	KOERPER_BAD_ANWENDUNG
222	COMBINATORIAL_PROSE	f82r	B2	B2-S017:E222	rsheal	MC102	halten+kurz+Ziel	Für die Rand- und Servicebadansatz des unteren Beckens: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.	KOERPER_BAD_ANWENDUNG
223	COMBINATORIAL_PROSE	f82r	B2	B2-S017:E223	daldy	MC079	Ziel+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.	KOERPER_BAD_ANWENDUNG
224	COMBINATORIAL_PROSE	f82r	B2	B2-S018:E224	qokeedy	MC082	ansetzen+länger+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.	KOERPER_BAD_ANWENDUNG
225	COMBINATORIAL_PROSE	f82r	B2	B2-S019:E225	rshedy	MC084	waschen+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Führe den Waschgang aus und schließe.	KOERPER_BAD_ANWENDUNG
226	COMBINATORIAL_PROSE	f82r	B2	B2-S020:E226	qoteedy	MC173	danach+länger+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Nimm die lange Folge und schließe.	KOERPER_BAD_ANWENDUNG
227	COMBINATORIAL_PROSE	f82r	B2	B2-S021:E227	qokeedy	MC082	ansetzen+länger+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.	KOERPER_BAD_ANWENDUNG
228	COMBINATORIAL_PROSE	f82r	B2	B2-S022:E228	lochedy	MC167	abführen+umsetzen+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Führe den Rest ab und schließe.	KOERPER_BAD_ANWENDUNG
229	COMBINATORIAL_PROSE	f83r	B3	B3-S001:E229	olkeedy	MC045	sammeln+länger+Schluss	Für die Charge der oberen offenen Fächerstation: Sammle länger und schließe.	ZUBEREITUNG_SERVICE
230	COMBINATORIAL_PROSE	f83r	B3	B3-S002:E230	qotal	MC093	danach+Ziel	Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.	ZUBEREITUNG_SERVICE
231	COMBINATORIAL_PROSE	f83r	B3	B3-S002:E231	chkeedy	MC110	wärmen+länger+Schluss	Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.	ZUBEREITUNG_SERVICE
232	COMBINATORIAL_PROSE	f83r	B3	B3-S003:E232	chey	MC123	Posten	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.	ZUBEREITUNG_SERVICE
233	COMBINATORIAL_PROSE	f83r	B3	B3-S003:E233	daiin	MC039	Sollmaß	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.	ZUBEREITUNG_SERVICE
234	COMBINATORIAL_PROSE	f83r	B3	B3-S003:E234	chey	MC123	Posten	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.	ZUBEREITUNG_SERVICE
235	COMBINATORIAL_PROSE	f83r	B3	B3-S003:E235	lchedy	MC155	abführen+umsetzen+Schluss	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.	ZUBEREITUNG_SERVICE
236	COMBINATORIAL_PROSE	f83r	B3	B3-S004:E236	qokaiin	MC120	ansetzen+Sollmaß	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.	ZUBEREITUNG_SERVICE
237	COMBINATORIAL_PROSE	f83r	B3	B3-S004:E237	qotal	MC093	danach+Ziel	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.	ZUBEREITUNG_SERVICE
238	COMBINATORIAL_PROSE	f83r	B3	B3-S004:E238	dar	MC055	Quelle	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.	ZUBEREITUNG_SERVICE
239	COMBINATORIAL_PROSE	f83r	B3	B3-S005:E239	schedy	MC025	umsetzen+Schluss	Für die Charge des runden Randgefäßes: Setze die entnommene Sollmaßportion um und schließe.	ZUBEREITUNG_SERVICE
240	COMBINATORIAL_PROSE	f83r	B3	B3-S006:E240	chedchy	MC064	umsetzen+Posten	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.	ZUBEREITUNG_SERVICE
241	COMBINATORIAL_PROSE	f83r	B3	B3-S006:E241	qokal	MC040	ansetzen+Ziel	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.	ZUBEREITUNG_SERVICE
242	COMBINATORIAL_PROSE	f83r	B3	B3-S006:E242	olchedy	MC028	weiter+umsetzen+Schluss	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.	ZUBEREITUNG_SERVICE
243	COMBINATORIAL_PROSE	f83r	B3	B3-S007:E243	qokaiin	MC120	ansetzen+Sollmaß	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.	ZUBEREITUNG_SERVICE
244	COMBINATORIAL_PROSE	f83r	B3	B3-S007:E244	chedy	MC074	umsetzen+Posten	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.	ZUBEREITUNG_SERVICE
245	COMBINATORIAL_PROSE	f83r	B3	B3-S007:E245	qokeedy	MC082	ansetzen+länger+Schluss	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.	ZUBEREITUNG_SERVICE
246	COMBINATORIAL_PROSE	f83r	B3	B3-S008:E246	lchedy	MC155	abführen+umsetzen+Schluss	Für die Charge des runden Randgefäßes: Führe ab und schließe.	ZUBEREITUNG_SERVICE
247	COMBINATORIAL_PROSE	f83r	B3	B3-S009:E247	qoky	MC026	ansetzen+Posten	Für die Charge des runden Randgefäßes: Setze den Posten an.	ZUBEREITUNG_SERVICE
248	COMBINATORIAL_PROSE	f83r	B3	B3-S010:E248	pchedal	MC126	zuführen+umsetzen+Ziel	Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	ZUBEREITUNG_SERVICE
249	COMBINATORIAL_PROSE	f83r	B3	B3-S010:E249	otedy	MC135	danach+kurz+Schluss	Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	ZUBEREITUNG_SERVICE
250	COMBINATORIAL_PROSE	f83r	B3	B3-S011:E250	shecthedchy	MC043	bereit+umsetzen+Posten	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	ZUBEREITUNG_SERVICE
251	COMBINATORIAL_PROSE	f83r	B3	B3-S011:E251	qoky	MC026	ansetzen+Posten	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	ZUBEREITUNG_SERVICE
252	COMBINATORIAL_PROSE	f83r	B3	B3-S011:E252	chedy	MC074	umsetzen+Posten	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	ZUBEREITUNG_SERVICE
253	COMBINATORIAL_PROSE	f83r	B3	B3-S011:E253	chary	MC009	Quelle+Posten	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	ZUBEREITUNG_SERVICE
254	COMBINATORIAL_PROSE	f83r	B3	B3-S012:E254	sor	MC080	Ansatz	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.	ZUBEREITUNG_SERVICE
255	COMBINATORIAL_PROSE	f83r	B3	B3-S012:E255	shedy	MC128	absetzen+kurz+Schluss	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.	ZUBEREITUNG_SERVICE
256	COMBINATORIAL_PROSE	f83r	B3	B3-S013:E256	qokaiin	MC120	ansetzen+Sollmaß	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.	ZUBEREITUNG_SERVICE
257	COMBINATORIAL_PROSE	f83r	B3	B3-S013:E257	chkain	MC105	Anteil	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.	ZUBEREITUNG_SERVICE
258	COMBINATORIAL_PROSE	f83r	B3	B3-S013:E258	shcthey	MC073	bereit+kurz+Posten	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.	ZUBEREITUNG_SERVICE
259	COMBINATORIAL_PROSE	f83r	B3	B3-S013:E259	qokedy	MC083	ansetzen+kurz+Schluss	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.	ZUBEREITUNG_SERVICE
260	COMBINATORIAL_PROSE	f83r	B3	B3-S014:E260	okair	MC081	ansetzen+Lauf	Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.	ZUBEREITUNG_SERVICE
261	COMBINATORIAL_PROSE	f83r	B3	B3-S014:E261	sheedy	MC003	absetzen+länger+Schluss	Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.	ZUBEREITUNG_SERVICE
262	COMBINATORIAL_PROSE	f83r	B3	B3-S015:E262	lchedy	MC155	abführen+umsetzen+Schluss	Für die Charge des unteren Korb-/Randgefäßes: Führe ab und schließe.	ZUBEREITUNG_SERVICE
263	COMBINATORIAL_PROSE	f83r	B3	B3-S016:E263	lo	MC030	abführen	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.	ZUBEREITUNG_SERVICE
264	COMBINATORIAL_PROSE	f83r	B3	B3-S016:E264	qokchedy	MC005	ansetzen+umsetzen+Schluss	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.	ZUBEREITUNG_SERVICE
265	COMBINATORIAL_PROSE	f83r	B3	B3-S017:E265	qokeedy	MC082	ansetzen+länger+Schluss	Den örtlichen Übergangsansatz länger ansetzen und schließen.	ZUBEREITUNG_SERVICE
266	COMBINATORIAL_PROSE	f83r	B3	B3-S018:E266	shedy	MC128	absetzen+kurz+Schluss	Den örtlichen Übergangsansatz kurz absetzen lassen und schließen.	ZUBEREITUNG_SERVICE
267	COMBINATORIAL_PROSE	f83r	B3	B3-S019:E267	qokshedy	MC151	ansetzen+absetzen+Schluss	Den örtlichen Übergangsansatz ansetzen, absetzen lassen und schließen.	ZUBEREITUNG_SERVICE
268	COMBINATORIAL_PROSE	f83r	B3	B3-S020:E268	dal	MC154	Ziel	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.	ZUBEREITUNG_SERVICE
269	COMBINATORIAL_PROSE	f83r	B3	B3-S020:E269	lchedy	MC155	abführen+umsetzen+Schluss	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.	ZUBEREITUNG_SERVICE
270	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E270	qokaiin	MC120	ansetzen+Sollmaß	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
271	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E271	shcthy	MC161	bereit+Posten	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
272	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E272	dal	MC154	Ziel	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
273	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E273	sy	MC123	Posten	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
274	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E274	saiin	MC039	Sollmaß	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
275	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E275	shedal	MC113	absetzen+Ziel	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
276	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E276	shecthy	MC137	bereit+kurz+Posten	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
277	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E277	chey	MC123	Posten	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
278	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E278	tal	MC154	Ziel	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
279	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E279	shcthy	MC161	bereit+Posten	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
280	COMBINATORIAL_PROSE	f83r	B3	B3-S021:E280	dalchdy	MC031	Ziel+umsetzen+Schluss	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
281	COMBINATORIAL_PROSE	f83r	B3	B3-S022:E281	qotchedy	MC057	danach+umsetzen+Schluss	Danach den nächsten Übergangsansatz umsetzen und schließen.	ZUBEREITUNG_SERVICE
282	COMBINATORIAL_PROSE	f83r	B3	B3-S023:E282	lchedy	MC155	abführen+umsetzen+Schluss	Den Übergangsansatz abführen und schließen.	ZUBEREITUNG_SERVICE
283	COMBINATORIAL_PROSE	f83r	B3	B3-S024:E283	tchedy	MC025	umsetzen+Schluss	Den Übergangsansatz umsetzen und schließen.	ZUBEREITUNG_SERVICE
284	COMBINATORIAL_PROSE	f83r	B3	B3-S025:E284	qokchdy	MC088	ansetzen+umsetzen+Schluss	Den nächsten Übergangsansatz ansetzen, umsetzen und schließen.	ZUBEREITUNG_SERVICE
285	COMBINATORIAL_PROSE	f83r	B3	B3-S026:E285	cheedar	MC042	umsetzen+Quelle	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	KOERPER_BAD_ANWENDUNG
286	COMBINATORIAL_PROSE	f83r	B3	B3-S026:E286	chldaiin	MC144	absetzen+Sollmaß	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	KOERPER_BAD_ANWENDUNG
287	COMBINATORIAL_PROSE	f83r	B3	B3-S026:E287	chedy	MC074	umsetzen+Posten	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	KOERPER_BAD_ANWENDUNG
288	COMBINATORIAL_PROSE	f83r	B3	B3-S026:E288	qokain	MC017	ansetzen+Anteil	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	KOERPER_BAD_ANWENDUNG
289	COMBINATORIAL_PROSE	f83r	B3	B3-S026:E289	checthy	MC161	bereit+Posten	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	KOERPER_BAD_ANWENDUNG
290	COMBINATORIAL_PROSE	f83r	B3	B3-S026:E290	chealror	MC146	Ziel+Ansatz	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	KOERPER_BAD_ANWENDUNG
291	COMBINATORIAL_PROSE	f83r	B3	B3-S026:E291	solkeedy	MC045	sammeln+länger+Schluss	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	KOERPER_BAD_ANWENDUNG
292	COMBINATORIAL_PROSE	f83r	B3	B3-S027:E292	qoteedy	MC173	danach+länger+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Nimm die lange Folge und schließe.	KOERPER_BAD_ANWENDUNG
293	COMBINATORIAL_PROSE	f83r	B3	B3-S028:E293	qokeey	MC002	ansetzen+länger+Posten	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.	KOERPER_BAD_ANWENDUNG
294	COMBINATORIAL_PROSE	f83r	B3	B3-S028:E294	qokedy	MC083	ansetzen+kurz+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.	KOERPER_BAD_ANWENDUNG
295	COMBINATORIAL_PROSE	f83r	B3	B3-S029:E295	sol	MC153	weiter	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	KOERPER_BAD_ANWENDUNG
296	COMBINATORIAL_PROSE	f83r	B3	B3-S029:E296	cheeety	MC094	vollständig+Teil	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	KOERPER_BAD_ANWENDUNG
297	COMBINATORIAL_PROSE	f83r	B3	B3-S029:E297	qokedy	MC083	ansetzen+kurz+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	KOERPER_BAD_ANWENDUNG
298	COMBINATORIAL_PROSE	f83r	B3	B3-S030:E298	qoky	MC026	ansetzen+Posten	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.	KOERPER_BAD_ANWENDUNG
299	COMBINATORIAL_PROSE	f83r	B3	B3-S030:E299	saiin	MC039	Sollmaß	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.	KOERPER_BAD_ANWENDUNG
300	COMBINATORIAL_PROSE	f83r	B3	B3-S030:E300	schedair	MC116	Lauf	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.	KOERPER_BAD_ANWENDUNG
301	COMBINATORIAL_PROSE	f83r	B3	B3-S030:E301	otchedy	MC057	danach+umsetzen+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.	KOERPER_BAD_ANWENDUNG
302	COMBINATORIAL_PROSE	f83r	B3	B3-S031:E302	qokeedy	MC082	ansetzen+länger+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger an und schließe.	KOERPER_BAD_ANWENDUNG
303	COMBINATORIAL_PROSE	f83r	B3	B3-S032:E303	chedain	MC145	umsetzen+Anteil	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	KOERPER_BAD_ANWENDUNG
304	COMBINATORIAL_PROSE	f83r	B3	B3-S032:E304	chedy	MC074	umsetzen+Posten	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	KOERPER_BAD_ANWENDUNG
305	COMBINATORIAL_PROSE	f83r	B3	B3-S032:E305	qotedaiin	MC018	danach+kurz+Sollmaß	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	KOERPER_BAD_ANWENDUNG
306	COMBINATORIAL_PROSE	f83r	B3	B3-S032:E306	otaiin	MC060	danach+Sollmaß	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	KOERPER_BAD_ANWENDUNG
