event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	short_default_de	final_teaching_tier	section_deck_status	assigned_renderer	revised_renderer_status	formula_tags_for_statement	order_tags_for_statement	selected_content_layer	current_statement_reading_de
57	H4-S001	H4	f55v	chaiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	SECONDARY_REPERTOIRE_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm Blatt der Bildpflanze, bemiss den Posten und setze ihn in Auszugsflüssigkeit im Gefäß an.
58	H4-S001	H4	f55v	ykain	MC047	Y+AIN	Posten+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	HERBAL_EXTENSION_49	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm Blatt der Bildpflanze, bemiss den Posten und setze ihn in Auszugsflüssigkeit im Gefäß an.
59	H4-S001	H4	f55v	ykan	MC148	Y+AIN	Posten+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	HERBAL_EXTENSION_49	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm Blatt der Bildpflanze, bemiss den Posten und setze ihn in Auszugsflüssigkeit im Gefäß an.
60	H4-S001	H4	f55v	ody	MC100	ODY	kühlen	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm Blatt der Bildpflanze, bemiss den Posten und setze ihn in Auszugsflüssigkeit im Gefäß an.
61	H4-S002	H4	f55v	daiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Wringe den Ansatz durch Tuch aus, sammle den klaren Anteil und verwende ihn frisch als Waschung.
62	H4-S002	H4	f55v	chedy	MC074	CHD+Y	umsetzen+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-D	SECONDARY_REPERTOIRE_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Wringe den Ansatz durch Tuch aus, sammle den klaren Anteil und verwende ihn frisch als Waschung.
63	H4-S002	H4	f55v	talam	MC160	AL+AM	Ziel+verwahren	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Wringe den Ansatz durch Tuch aus, sammle den klaren Anteil und verwende ihn frisch als Waschung.
64	H4-S003	H4	f55v	ykaiin	MC170	Y+AIIN	Posten+Sollmaß	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm den Pflanzenrest, gib Bindestoff zu und bearbeite ihn bis zum gebundenen Zustand.
65	H4-S003	H4	f55v	cheoar	MC085	CHEO+AR	Auszug+Quelle	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm den Pflanzenrest, gib Bindestoff zu und bearbeite ihn bis zum gebundenen Zustand.
66	H4-S003	H4	f55v	cheeky	MC032	CHK+EE+Y	wärmen+länger+Posten	PORTABLE_EXACT_BRIDGE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm den Pflanzenrest, gib Bindestoff zu und bearbeite ihn bis zum gebundenen Zustand.
67	H4-S003	H4	f55v	oldy	MC019	OL+CLOSE	weiter+Schluss	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm den Pflanzenrest, gib Bindestoff zu und bearbeite ihn bis zum gebundenen Zustand.
68	H4-S004	H4	f55v	aiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Teile eine Portion der gebundenen Bereitung ab, bringe sie an die örtliche Stelle und verwende sie als gebundene Anwendung.
69	H4-S004	H4	f55v	okal	MC040	OK+AL	ansetzen+Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Teile eine Portion der gebundenen Bereitung ab, bringe sie an die örtliche Stelle und verwende sie als gebundene Anwendung.
70	H4-S004	H4	f55v	oltchy	MC021	OL+CTH+Y	weiter+bereit+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-D	PRIMARY_HABIT_MATCH	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Teile eine Portion der gebundenen Bereitung ab, bringe sie an die örtliche Stelle und verwende sie als gebundene Anwendung.
71	H4-S004	H4	f55v	or	MC080	OR	Ansatz	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Teile eine Portion der gebundenen Bereitung ab, bringe sie an die örtliche Stelle und verwende sie als gebundene Anwendung.
72	H4-S004	H4	f55v	y	MC123	Y	Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Teile eine Portion der gebundenen Bereitung ab, bringe sie an die örtliche Stelle und verwende sie als gebundene Anwendung.
73	H4-S004	H4	f55v	orain	MC072	OR+AIN	Ansatz+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	HERBAL_EXTENSION_49	R-D	PRIMARY_HABIT_MATCH	WF05	OC02_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Teile eine Portion der gebundenen Bereitung ab, bringe sie an die örtliche Stelle und verwende sie als gebundene Anwendung.
74	H5-S001	H5	f56r	chochor	MC125	HO+OR	Zutat+Ansatz	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
75	H5-S001	H5	f56r	cho	MC034	HO	Zutat	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
76	H5-S001	H5	f56r	chodaly	MC010	HO+AL+Y	Zutat+Ziel+Posten	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
77	H5-S001	H5	f56r	daiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
78	H5-S001	H5	f56r	sho	MC034	HO	Zutat	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
79	H5-S001	H5	f56r	kchol	MC090	KCH+OL	bearbeiten+weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
80	H5-S001	H5	f56r	otchor	MC013	OT+OR	danach+Ansatz	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
81	H5-S001	H5	f56r	choky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
82	H5-S001	H5	f56r	dal	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
83	H5-S002	H5	f56r	schol	MC142	DCHOL	vorher	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.
84	H5-S002	H5	f56r	choy	MC131	HO+Y	Zutat+Posten	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.
85	H5-S002	H5	f56r	choky	MC026	OK+Y	ansetzen+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.
86	H5-S002	H5	f56r	cheeckhody	MC099	EE+CKH+HO+CLOSE	länger+Durchlass+Zutat+Schluss	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.
87	H5-S003	H5	f56r	sh	MC114	SH	halten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.
88	H5-S003	H5	f56r	cho	MC034	HO	Zutat	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.
89	H5-S003	H5	f56r	kchey	MC122	KCH+E+Y	bearbeiten+kurz+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.
90	H5-S003	H5	f56r	qokokchy	MC015	OK+OK+Y	ansetzen+ansetzen+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.
91	H5-S004	H5	f56r	okchy	MC103	OK+Y	ansetzen+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.
92	H5-S004	H5	f56r	chokcheo	MC006	OK+CHEO	ansetzen+Auszug	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.
93	H5-S004	H5	f56r	kchal	MC077	KCH+AL	bearbeiten+Ziel	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.
94	H5-S005	H5	f56r	sho	MC034	HO	Zutat	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.
95	H5-S005	H5	f56r	chokchy	MC103	OK+Y	ansetzen+Posten	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.
96	H5-S005	H5	f56r	kchoar	MC136	CHEO+AR	Auszug+Quelle	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.
97	H5-S005	H5	f56r	sotodan	MC068	OT+DAN	danach+anwenden	SPECIALIST_TABLET_CARD	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.
98	H5-S006	H5	f56r	otchey	MC171	OT+Y	danach+Posten	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.
99	H5-S006	H5	f56r	keol	MC104	E+OL	kurz+weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	HERBAL_EXTENSION_49	R-C	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.
100	H5-S006	H5	f56r	daiin	MC039	AIIN	Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-C	COPY_MASTER_EXEMPLAR_OVERRIDE	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.
101	B1-S001	B1	f81v	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	NONE	NONE	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
102	B1-S002	B1	f81v	okaiin	MC120	OK+AIIN	ansetzen+Sollmaß	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
103	B1-S002	B1	f81v	kair	MC023	AIR	Lauf	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
104	B1-S002	B1	f81v	okal	MC040	OK+AL	ansetzen+Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
105	B1-S002	B1	f81v	sar	MC055	AR	Quelle	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	COPY_MASTER_EXEMPLAR_OVERRIDE	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
106	B1-S002	B1	f81v	ol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
107	B1-S002	B1	f81v	kain	MC105	AIN	Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
108	B1-S002	B1	f81v	olkain	MC097	OL+AIN	weiter+Anteil	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
109	B1-S002	B1	f81v	al	MC154	AL	Ziel	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
110	B1-S002	B1	f81v	ol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
111	B1-S002	B1	f81v	rol	MC016	OL	weiter	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
112	B1-S002	B1	f81v	dl	MC012	LOCAL_WHOLE	Zusatz	SPECIALIST_TABLET_CARD	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
113	B1-S002	B1	f81v	olor	MC157	OL+OR	weiter+Ansatz	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
114	B1-S002	B1	f81v	ol	MC153	OL	weiter	PORTABLE_EXACT_CORE_CARD	SHARED_17	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
115	B1-S002	B1	f81v	sheckhal	MC058	CKH+E+AL	Durchlass+kurz+Ziel	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	BIOLOGICAL_EXTENSION_107	R-D	PRIMARY_HABIT_MATCH	WF09|WF10	OC03_FORWARD|OC07_FORWARD|OC08_FORWARD	HERBAL_OR_OTHER_BIO_CURRENT_READING	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
