order_id	stage	unit	page	original_surface_sequence	fifth_hand_surface_sequence	normalized_marks	literal_sequence_de	fluent_workshop_reading_de	meaning_changed
WH03	APPLY_B3	B3-S021	f83r	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	qokaiin checthy dal chey daiin shedal shecthy chey dal checthy dalchdy	5	ANSETZEN · EIN KLEINER SCHOEPFBECHER; BEREITEN · POSTEN; ZIELSTELLE; POSTEN; EIN KLEINER SCHOEPFBECHER; STEHENLASSEN · ZIELSTELLE; HALTEN · EIN KURZER ARBEITSGANG · BEREITEN · POSTEN; POSTEN; ZIELSTELLE; BEREITEN · POSTEN; ZIELSTELLE · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	NO
WH03	APPLY_B3	B3-S022	f83r	qotchedy	qotchedy	0	DANACH · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S023	f83r	lchedy	lchedy	0	LEITEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Leiten und umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S024	f83r	tchedy	schedy	1	UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S025	f83r	qokchdy	qokchdy	0	ANSETZEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S026	f83r	cheedar chldaiin chedy qokain checthy chealror solkeedy	cheedar chldaiin chedy qokain checthy chealror olkeedy	1	DREI KURZE ARBEITSGAENGE · QUELLE; LEITEN · EIN KLEINER SCHOEPFBECHER; UMSETZEN · POSTEN; ANSETZEN · EIN ABGEGRENZTER TEIL; BEREITEN · POSTEN; ZIELSTELLE · KUEHLEN · ANSATZ; SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	NO
WH03	APPLY_B3	B3-S027	f83r	qoteedy	qoteedy	0	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S028	f83r	qokeey qokedy	qokeey qokedy	0	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S029	f83r	sol cheeety qokedy	ol cheeety qokedy	1	WEITER; BIS DER GANZE POSTEN ERFASST IST · BEARBEITEN · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann den laufenden Posten vollstaendig bearbeiten; dann kurz ansetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S030	f83r	qoky saiin schedair otchedy	qoky daiin schedair otchedy	1	ANSETZEN · POSTEN; EIN KLEINER SCHOEPFBECHER; UMSETZEN · WASSER; DANACH · UMSETZEN · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, das laufende Wasser umsetzen; danach nochmals umsetzen und schliessen.	NO
WH03	APPLY_B3	B3-S031	f83r	qokeedy	qokeedy	0	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S032	f83r	chedain chedy qotedaiin otaiin otedy	chedain chedy qotedaiin otaiin otedy	0	UMSETZEN · EIN ABGEGRENZTER TEIL; UMSETZEN · POSTEN; DANACH · EIN KURZER ARBEITSGANG · EIN KLEINER SCHOEPFBECHER; DANACH · EIN KLEINER SCHOEPFBECHER; DANACH · EIN KURZER ARBEITSGANG · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	NO
WH03	APPLY_B3	B3-S033	f83r	ldy	ldy	0	LEITEN · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Leiten; den Schritt schliessen.	NO
WH03	APPLY_B3	B3-S034	f83r	soiiin checthy chety otaiin olsaly shedy	oiiin checthy chety otaiin olsaly shedy	1	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE; BEREITEN · POSTEN; BEARBEITEN · POSTEN; DANACH · EIN KLEINER SCHOEPFBECHER; WEITER · ZIELSTELLE · POSTEN; STEHENLASSEN · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	NO
WH03	CONDITION_C2@f67r2.15	f67r2.15	f67r2	dolchsody	dolchsody	0	VON DER TEILADRESSE WEITER ZUM STERNBEZUG; DEN LOKALEN ARBEITSGANG SCHLIESSEN	Kopiere den vollständigen lokalen Bedingungsgriff C2@f67r2.15 und führe seine relativen Bedienwerte aus.	NO
WH04	MAKE_C.W2	H4-S001	f55v	qokaiin chaiin ykain ykan ody	qokaiin daiin ykain ykan ody	1	ANSETZEN · EIN KLEINER SCHOEPFBECHER; EIN KLEINER SCHOEPFBECHER; POSTEN · ZUGEBEN · EIN ABGEGRENZTER TEIL; POSTEN · ZUGEBEN · NACHGABE; ARBEITSGANG · SCHLUSS	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.	NO
WH04	MAKE_C.W2	H4-S002	f55v	daiin chedy talam	daiin chedy talam	0	EIN KLEINER SCHOEPFBECHER; UMSETZEN · POSTEN; BEISEITESTELLEN	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass den laufenden Posten umsetzen und anschliessend beiseitestellen.	NO
WH04	MAKE_C.W2	H4-S003	f55v	ykaiin cheoar cheeky oldy	ykaiin cheoar cheeky oldy	0	POSTEN · ZUGEBEN · EIN KLEINER SCHOEPFBECHER; ENTNEHMEN · EIN KURZER ARBEITSGANG · ARBEITSGANG · QUELLE; WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN; WEITER · SCHLUSS	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.	NO
WH04	MAKE_C.W2	H4-S004	f55v	aiin okal oltchy or y orain	daiin qokal oltchy or chey orain	3	EIN KLEINER SCHOEPFBECHER; ANSETZEN · ZIELSTELLE; WEITER · BEARBEITEN · POSTEN; ANSATZ; POSTEN; ANSATZ · EIN ABGEGRENZTER TEIL	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter bearbeiten, als Ansatz beibehalten und als Ansatzportion fuehren.	NO
WH04	APPLY_B4	B4-S001	f83r	qokeedy	qokeedy	0	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S002	f83r	qolchey qokeey qokedy	qolchey qokeey qokedy	0	WEITER · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten weiterarbeiten; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S003	f83r	chedy otal otchey qokeey qoky tol shedy	chedy qotal otchey qokeey qoky ol shedy	2	UMSETZEN · POSTEN; DANACH · ZIELSTELLE; DANACH · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · POSTEN; WEITER; STEHENLASSEN · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zur Zielstelle und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, weiterarbeiten, stehen lassen und schliessen.	NO
WH04	APPLY_B4	B4-S004	f83r	qokylddy	qokylddy	0	ANSETZEN · POSTEN · BEFESTIGEN · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S005	f83r	dain chedy qokeedy	dain chedy qokeedy	0	EIN ABGEGRENZTER TEIL; UMSETZEN · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S006	f83r	shckhedy	shckhedy	0	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S007	f83r	shckhedy	shckhedy	0	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S008	f83r	saiin cheeky sheey qokedy	daiin cheeky sheey qokedy	1	EIN KLEINER SCHOEPFBECHER; WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN; HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	NO
WH04	APPLY_B4	B4-S009	f83r	shedy	shedy	0	STEHENLASSEN · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Stehen lassen; den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S010	f83r	oldy	oldy	0	WEITER · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S011	f83r	saiin cheky okeeol okain chdy sol lkedy	daiin cheky okeeol qokain chedy ol lkedy	4	EIN KLEINER SCHOEPFBECHER; WAERMEN · EIN KURZER ARBEITSGANG · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · WEITER; ANSETZEN · EIN ABGEGRENZTER TEIL; UMSETZEN · POSTEN; WEITER; LEITEN · ZUGEBEN · EIN KURZER ARBEITSGANG · SCHLUSS	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	NO
WH04	APPLY_B4	B4-S012	f83r	lchedy	lchedy	0	LEITEN · UMSETZEN · SCHLUSS	An der linken offenen Randstation: Leiten und umsetzen; den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S013	f83r	qokol shedy	qokol shedy	0	ANSETZEN · WEITER; STEHENLASSEN · SCHLUSS	An der linken offenen Randstation: Weiter ansetzen; dann stehen lassen; den Schritt schliessen.	NO
WH04	APPLY_B4	B4-S014	f83r	or chey qockhey dairydy	or chey qockhey dairydy	0	ANSATZ; POSTEN; ARBEITSGANG · DURCHLASS · EIN KURZER ARBEITSGANG · POSTEN; WASSER · POSTEN · SCHLUSS	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, das laufende Wasser als aktuellen Posten fuehren und schliessen.	NO
WH04	APPLY_B4	B4-S015	f83r	qokain shey kain chckhal solkey lchedy	qokain cheey kain chckhal solkey lchedy	1	ANSETZEN · EIN ABGEGRENZTER TEIL; HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN; ZUGEBEN · EIN ABGEGRENZTER TEIL; ENTNEHMEN · DURCHLASS · ZIELSTELLE; SAMMELN · EIN KURZER ARBEITSGANG · POSTEN; LEITEN · UMSETZEN · SCHLUSS	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	NO
WH04	APPLY_B4	B4-S016	f83r	qolkain dal skar shedy	olkain dal skar shedy	1	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL; ZIELSTELLE; ZUGEBEN · QUELLE; STEHENLASSEN · SCHLUSS	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, stehen lassen und schliessen.	NO
WH04	CONDITION_C6@f69v.3	f69v.3	f69v	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	0	BEDINGUNGSTEIL 1 VON C6@f69v.3 KOPIEREN; FOLGEND · AN · AN; BEDINGUNGSTEIL 3 VON C6@f69v.3 KOPIEREN; DIESER_EINTRAG · BEDINGUNGSTEIL 4 VON C6@f69v.3; FOLGEND · VON · BEDINGUNGSTEIL 5 VON C6@f69v.3; VON; DIESER_EINTRAG; FOLGEND · KURZ · BEDINGUNGSTEIL 8 VON C6@f69v.3; BEDINGUNGSTEIL 9 VON C6@f69v.3 KOPIEREN; FOLGEND · BEDINGUNGSTEIL 10 VON C6@f69v.3; BEDINGUNGSTEIL 11 VON C6@f69v.3 KOPIEREN; FOLGEND · LAENGER · AN; BEDINGUNGSTEIL 13 VON C6@f69v.3 KOPIEREN; VON; BEDINGUNGSTEIL 15 VON C6@f69v.3 KOPIEREN; FOLGEND · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 16 VON C6@f69v.3; DIESER_EINTRAG · DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C6@f69v.3; BEDINGUNGSTEIL 18 VON C6@f69v.3 KOPIEREN; DIESER_EINTRAG · BEDINGUNGSTEIL 19 VON C6@f69v.3; FOLGEND · WEITER · DIESER_EINTRAG; KURZ · AN · BEDINGUNGSTEIL 21 VON C6@f69v.3; FOLGEND · KURZ · VON · VON · BEDINGUNGSTEIL 22 VON C6@f69v.3; KURZ · LAENGER · KURZ · BEDINGUNGSTEIL 23 VON C6@f69v.3; BEDINGUNGSTEIL 24 VON C6@f69v.3 KOPIEREN; DIESER_EINTRAG; DIESER_EINTRAG · BEDINGUNGSTEIL 26 VON C6@f69v.3; AN; FOLGEND · LAENGER · DIESER_EINTRAG; FOLGEND · LAENGER · DIESER_EINTRAG	Kopiere den vollständigen lokalen Bedingungsgriff C6@f69v.3 und führe seine relativen Bedienwerte aus.	NO
WH05	MAKE_D.P1	H5-S001	f56r	chochor cho chodaly daiin sho kchol otchor choky dal	chochor cho chodaly daiin cho kchol otchor qoky dal	2	ZUTAT · ENTNEHMEN · ANSATZ; ZUTAT; ZUTAT · ZIELSTELLE · POSTEN; EIN KLEINER SCHOEPFBECHER; ZUTAT; ZUGEBEN · WEITER; DANACH · ENTNEHMEN · ANSATZ; ANSETZEN · POSTEN; ZIELSTELLE	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	NO
WH05	MAKE_D.P1	H5-S002	f56r	schol choy choky cheeckhody	schol choy qoky cheeckhody	1	DAVON; ZUTAT · POSTEN; ANSETZEN · POSTEN; ENTNEHMEN · DREI KURZE ARBEITSGAENGE · DURCHLASS · ARBEITSGANG · SCHLUSS	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	NO
WH05	APPLY_B5	B5-S001	f83r	otchdy	otchdy	0	DANACH · UMSETZEN · SCHLUSS	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	NO
WH05	APPLY_B5	B5-S002	f83r	qokchdy	qokchdy	0	ANSETZEN · UMSETZEN · SCHLUSS	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	NO
WH05	APPLY_B5	B5-S003	f83r	shedal dal cheol lol chdal aiin sol daiiin chedy	shedal dal ol lol chdal daiin ol daiiin chedy	3	STEHENLASSEN · ZIELSTELLE; ZIELSTELLE; WEITER; LEITEN · WEITER; UMSETZEN · ZIELSTELLE; EIN KLEINER SCHOEPFBECHER; WEITER; ZWEI · EINE EINGESTELLTE ARBEITSSTUFE; UMSETZEN · POSTEN	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	NO
WH05	CONDITION_C3@f68r1.9	f68r1.9	f68r1	odchecthy	odchecthy	0	KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 1 VON C3@f68r1.9	Kopiere den vollständigen lokalen Bedingungsgriff C3@f68r1.9 und führe seine relativen Bedienwerte aus.	NO
WH06	MAKE_C.W2	H4-S001	f55v	qokaiin chaiin ykain ykan ody	qokaiin daiin ykain ykan ody	1	ANSETZEN · EIN KLEINER SCHOEPFBECHER; EIN KLEINER SCHOEPFBECHER; POSTEN · ZUGEBEN · EIN ABGEGRENZTER TEIL; POSTEN · ZUGEBEN · NACHGABE; ARBEITSGANG · SCHLUSS	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.	NO
WH06	MAKE_C.W2	H4-S002	f55v	daiin chedy talam	daiin chedy talam	0	EIN KLEINER SCHOEPFBECHER; UMSETZEN · POSTEN; BEISEITESTELLEN	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass den laufenden Posten umsetzen und anschliessend beiseitestellen.	NO
WH06	MAKE_C.W2	H4-S003	f55v	ykaiin cheoar cheeky oldy	ykaiin cheoar cheeky oldy	0	POSTEN · ZUGEBEN · EIN KLEINER SCHOEPFBECHER; ENTNEHMEN · EIN KURZER ARBEITSGANG · ARBEITSGANG · QUELLE; WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN; WEITER · SCHLUSS	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.	NO
WH06	MAKE_C.W2	H4-S004	f55v	aiin okal oltchy or y orain	daiin qokal oltchy or chey orain	3	EIN KLEINER SCHOEPFBECHER; ANSETZEN · ZIELSTELLE; WEITER · BEARBEITEN · POSTEN; ANSATZ; POSTEN; ANSATZ · EIN ABGEGRENZTER TEIL	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter bearbeiten, als Ansatz beibehalten und als Ansatzportion fuehren.	NO
WH06	APPLY_B6	B6-S001	f83r	solkeey qekey raly ol daiin ol dain chey ldalor	solkeey qekey raly ol daiin ol dain chey ldalor	0	SAMMELN · DREI KURZE ARBEITSGAENGE · POSTEN; EIN KURZER ARBEITSGANG · ZUGEBEN · EIN KURZER ARBEITSGANG · POSTEN; KUEHLEN · ZIELSTELLE · POSTEN; WEITER; EIN KLEINER SCHOEPFBECHER; WEITER; EIN ABGEGRENZTER TEIL; POSTEN; LEITEN · ZIELSTELLE · ANSATZ	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	NO
WH06	CONDITION_C1@f67r2.1	f67r2.1	f67r2	ykshy s aram	ykshy s aram	0	DIESER_EINTRAG · DIESER_EINTRAG · BEDINGUNGSTEIL 1 VON C1@f67r2.1; BEDINGUNGSTEIL 2 VON C1@f67r2.1 KOPIEREN; VON · BEDINGUNGSTEIL 3 VON C1@f67r2.1	Kopiere den vollständigen lokalen Bedingungsgriff C1@f67r2.1 und führe seine relativen Bedienwerte aus.	NO
