occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	scope_mode	rendering_class	left_surface	right_surface	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v37_gloss_de	v38_gloss_de	v37_scope_state	v38_scope_state	v38_working_translation_de	exact_surface_dispatch	context_surface_dispatch	substring_dispatch
G661-T0132	f111r	f111r.11	3	3	12	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	lkeedy	cheedy	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	1	1	1	0	dshey lkeedy lkeedy cheedy oteedaiin sheedy ar ay shkaiin chey daiin daram	dshey lkeedy lkeedy cheedy oteedain sheedy ar aikhy shkaiin chey daiin dar am	dshey lkeedy lkeedy chee y oteedaiin sheedy ar ay shkaiin chey daiin aram	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[dshey:?]; Drogenholz, heiß am Gradende, abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; trocken am Ende des Grades, abgeschlossen; [oteedaiin:?]; feucht am Ende des Grades, abgeschlossen; Drogenfraktion I; [ay:?]; [shkaiin:?]; trocken in der Mitte des Grades; Grad-/Maßwert III; [daram:?]	1	0	0
G661-T0133	f111r	f111r.12	5	5	11	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	lshey	oteey	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	0	0	1	0	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	dsheeo qokeedy otchedey lshey lkee y oteey qokeedy oteolair ar she am cheam	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[dsheeo:?]; heiß am Ende des Grades, abgeschlossen; [otchedey:?]; eingeweichtes Drogenholz, Form I; Drogenholz, heiß am Gradende, abgeschlossen; kalter Ansatz am Ende des Grades; heiß am Ende des Grades, abgeschlossen; [oteolair:?]; Drogenfraktion I; [shedam:?]; [cheam:?]	1	0	0
G661-T0134	f111r	f111r.16	8	8	11	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	tey	sheedy	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	1	1	1	0	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	dched shey qokeedy okeodain shet sheotam oteal tey lkeey sheedy shtar keedy	dchedshey qokeedy okeodain shet sheotam oteal tey lkeey eedy shtar kee y	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[dchedshey:?]; heiß am Ende des Grades, abgeschlossen; [okeodain:?]; [shet:?]; [sheota:?]; Rohstoffklasse I im Ansatz, kalt in der Gradmitte; kalt in der Mitte des Grades; Drogenholz, heiß am Gradende; feucht am Ende des Grades, abgeschlossen; [shtar:?]; heiß am Ende des Grades, abgeschlossen	1	0	0
G661-T0135	f111r	f111r.20	11	11	14	cho	P	MEDIAL	S	B	3	HOT_DRY_PREP	EXACT_WHOLE_WITH_CONTEXT_RENDERING	CHO_BODY	okeey	ol	Trockenansatz	Trockenansatz	CH_DRY+O_PREP	Trockengut statt Zubereitung	1	1	1	0	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai	qokeey qokeey loedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol lkaim	qokeey qokeey lche y checthy che ey cheol teedy keedy qokeedy okeey cho ol lkaim	[cho:?]	Trockenansatz	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	heiß am Ende des Grades; heiß am Ende des Grades; getrocknetes Drogenholz; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; [chedey:?]; trockener Drogenstoff; kalt am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades; Trockenansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [l:?]; [kai:?]	1	0	0
G661-T0136	f111r	f111r.21	8	8	19	r	P	MEDIAL	S	B	3	ROOT_HEAD	OCCURRENCE_SCOPED_CONTEXT_CARD	R_BODY	o	shey	Wurzel	Wurzel	R_ROOT_HEAD	Harz oder Bezugszeichen	0	0	1	0	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	daiin okar ain teey oteey oxor shey chey kydeedy cheo dain sheet ar al l cheotydy	daiin okar ain teey oteey oxor ey cheyk dee y cheo deiin sheet ar all cheotydy	[r:?]	Wurzel	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Grad-/Maßwert III; heiße Drogenfraktion I im Ansatz; Menge-/Klassenwert II; kalt am Ende des Grades; kalter Ansatz am Ende des Grades; [ox:?]; [o:?]; Wurzel; feucht in der Mitte des Grades; trocken in der Mitte des Grades; heiß am Anfang des Grades; [deedy:?]; trocken angesetzte Zubereitung; Grad-/Maßwert II; [sheet:?]; Drogenfraktion I; Rohstoffklasse I; [l:?]; [cheotydy:?]	0	1	0
G661-T0137	f111r	f111r.24	1	1	12	sain	P	BOS	S	B	3	SEED_FORMS	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	<BOS>	chckhey	Saatgut, Typ/Charge II	Saatgut, Typ/Charge II	S_SEED+AIN_II	Samenmenge II	1	1	1	0	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	sain chckhey cheos lchal lkechey okeey lkechedy oteo dain char lko lchr aiin aim	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ain aim	[sain:?]	Saatgut, Typ/Charge II	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Saatgut, Typ/Charge II; Arzneikompositum: trocken, Gradmitte; [cheos:?]; [lchal:?]; [lkechey:?]; heißer Ansatz am Ende des Grades; [lkechedy:?]; [oteodain:?]; [char:?]; [lky:?]; [lchr:?]; [ainai:?]	1	0	0
G661-T0138	f111r	f111r.27	6	6	12	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	otey	chl	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	0	0	1	0	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedy teedain olkal	dar sheod qokeey qokeo y otey lkee y chl lkeey daiin che ar che yteedain olkal	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	abgemessene Fraktion I; [sheod:?]; heiß am Ende des Grades; [qokeody:?]; kalter Ansatz in der Mitte des Grades; Drogenholz, heiß am Gradende, abgeschlossen; [chl:?]; Drogenholz, heiß am Gradende; Grad-/Maßwert III; [chedar:?]; [chedyteedain:?]; [olkal:?]	1	0	0
G661-T0139	f111r	f111r.27	8	8	12	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	chl	daiin	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	1	1	1	0	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedy teedain olkal	dar sheod qokeey qokeo y otey lkee y chl lkeey daiin che ar che yteedain olkal	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	abgemessene Fraktion I; [sheod:?]; heiß am Ende des Grades; [qokeody:?]; kalter Ansatz in der Mitte des Grades; Drogenholz, heiß am Gradende, abgeschlossen; [chl:?]; Drogenholz, heiß am Gradende; Grad-/Maßwert III; [chedar:?]; [chedyteedain:?]; [olkal:?]	1	0	0
G661-T0140	f111r	f111r.29	2	2	13	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	salkeedy	chckhy	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	1	1	1	0	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokee y qoke y qotee y qod	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[salkeedy:?]; Drogenholz, heiß am Gradende, abgeschlossen; Arzneikompositum: trocken, Gradanfang; [rky:?]; trocken in der Mitte des Grades; [okeeo:?]; [chr:?]; Rohstoffklasse I; Drogenfraktion I; heiß am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; kalt am Ende des Grades, abgeschlossen; [qod:?]	1	0	0
G661-T0141	f111r	f111r.3	2	2	11	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	dsheedy	chckhy	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	1	1	1	0	dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeear cheokedy sal lokam	dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeeas cheokedy sal lokam	dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeear cheokedy sal lokam	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[dsheedy:?]; Drogenholz, heiß am Gradende, abgeschlossen; Arzneikompositum: trocken, Gradanfang; getrocknetes Drogenholz; heiß am Ende des Grades; [qokear:?]; Rohstoffklasse I, trocken am Gradanfang; [qokeear:?]; trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen; Saat-Rohstoff I; [lokam:?]	1	0	0
G661-T0142	f111r	f111r.32	8	8	11	cho	P	MEDIAL	S	B	3	HOT_DRY_PREP	EXACT_WHOLE_WITH_CONTEXT_RENDERING	CHO_BODY	qotain	lkeeedy	Trockenansatz	Trockenansatz	CH_DRY+O_PREP	Trockengut statt Zubereitung	0	0	1	0	dsheeoteey qokeeo l keey tear qoteey qotain cho lkeeedy lchechdy qokechy	dsheeoteey qokeeo lkeey tear qoteey qotain cholkeeedy lchechdy qokechy	dsheeoteey qokeeo l kee tear qoteey qotain cholkeee y lchech y qokechy	[cho:?]	Trockenansatz	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[dsheeoteey:?]; heißer Ansatz, Bindungsstufe II; [l:?]; heiß am Ende des Grades; [tear:?]; kalt am Ende des Grades; kalt im qo-Rahmen, Grad II; Trockenansatz; [lkeeedy:?]; [lchechdy:?]; [qokechy:?]	1	0	0
G661-T0143	f111r	f111r.33	14	14	14	dl	P	EOS	S	B	3	MEASURE_DOSAGE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	qokeedy	<EOS>	Rohstoffmaß	Rohstoffmaß	D_MEASURE+L_MATERIAL_SHORT	verkürztes DAL oder Drogenholzmaß	0	0	1	0	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s oin ar olkeey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s ain ar olkeey lkain cheda chkal keeodal eees eeo y qokee y l	[dl:?]	Rohstoffmaß	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[qoeeeo:?]; Samen-/Saatgutposten; Menge-/Klassenwert II; Drogenfraktion I; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß am Ende des Grades; [lkair:?]; [cheda:?]; Rohstoffklasse I, trocken-heiß am Gradanfang; [keeodal:?]; [eees:?]; [chody:?]; heiß am Ende des Grades, abgeschlossen; Rohstoffmaß	1	0	0
G661-T0144	f111r	f111r.35	6	6	6	dam	P	EOS	S	B	3	MEASURE_DOSAGE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	DAM_TERMINAL	aiy	<EOS>	Dosis I	Dosis I.	D_DOSE+A_VALUE+M_UNIT_I	Maßeinheit I oder Schlussmarke	1	1	1	0	y chedl ar aiin aiy dam	ychedl ar aiin ain dam	yche l ar aiin aiy dam	[dam:?]	Dosis I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Eintrag: [chedl:?]; Drogenfraktion I; Menge III; [aiy:?]; Dosis I.	1	0	0
G661-T0145	f111r	f111r.4	14	14	14	am	P	EOS	S	B	3	MEASURE_DOSAGE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	AM_TERMINAL	ar	<EOS>	Maßeinheit I	Maßeinheit I.	A_VALUE+M_UNIT_I	Mengenabschluss I	0	0	1	0	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	saiin oteedy qokeey daiin okedal chedy qokedy lshedy chcthhy okeey lor ar al	saiin oteedy qokeey daiin oke al che y qokedy lshedy chy okeey lor ar al	[am:?]	Maßeinheit I	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Samen/Saatgut, Typ/Charge III; kalter Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades; Grad-/Maßwert III; [okedal:?]; trocken in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; [l:?]; feucht in der Mitte des Grades, abgeschlossen; [chchy:?]; heißer Ansatz am Ende des Grades; Holzportion; Drogenfraktion I; Maßeinheit I.	1	0	0
G661-T0146	f111r	f111r.42	4	4	13	cho	P	MEDIAL	S	B	3	HOT_DRY_PREP	EXACT_WHOLE_WITH_CONTEXT_RENDERING	CHO_BODY	qokeeol	lkedy	Trockenansatz	Trockenansatz	CH_DRY+O_PREP	Trockengut statt Zubereitung	0	0	1	0	qokeol qokal qokeeol cho lkedy l chedy chedy chedyteokain chedy l kag am	qokeol qokeel qokeeol cho lkedy lchedy chedy chedyteokain chedy lkam am	qokeo l qokal qokeeol cholkedy l che y chedy chedyte kain chedy lkam am	[cho:?]	Trockenansatz	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[qokeol:?]; Rohstoffklasse I, heiß am Gradanfang; [qokeeol:?]; Trockenansatz; [lkedy:?]; [l:?]; trocken in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; [chedyteokain:?]; trocken in der Mitte des Grades, abgeschlossen; [l:?]; [kag:?]; Maßeinheit I.	1	0	0
G661-T0147	f111r	f111r.42	13	13	13	am	P	EOS	S	B	3	MEASURE_DOSAGE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	AM_TERMINAL	kag	<EOS>	Maßeinheit I	Maßeinheit I.	A_VALUE+M_UNIT_I	Mengenabschluss I	1	1	1	0	qokeol qokal qokeeol cho lkedy l chedy chedy chedyteokain chedy l kag am	qokeol qokeel qokeeol cho lkedy lchedy chedy chedyteokain chedy lkam am	qokeo l qokal qokeeol cholkedy l che y chedy chedyte kain chedy lkam am	[am:?]	Maßeinheit I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[qokeol:?]; Rohstoffklasse I, heiß am Gradanfang; [qokeeol:?]; Trockenansatz; [lkedy:?]; [l:?]; trocken in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; [chedyteokain:?]; trocken in der Mitte des Grades, abgeschlossen; [l:?]; [kag:?]; Maßeinheit I.	1	0	0
G661-T0148	f111r	f111r.43	2	2	5	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	okeedy	lkedar	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	1	1	1	0	okeedy lkeedy lkedar okeedy chedy	okeedy lkeedy lkedar okeedy chedy	okee y lkeedy lkedar okeed che y	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	heißer Ansatz am Ende des Grades, abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; [lkedar:?]; heißer Ansatz am Ende des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen	1	0	0
G661-T0149	f111r	f111r.45	10	10	13	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	okeeo	lkeey	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	1	1	1	0	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	o ain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	oain ain keeey teed checkhed iir okeey lkeeey okeeolkeey lkeey lkeedy qoky	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[oain:?]; Menge-/Klassenwert II; [keeey:?]; [teed:?]; [checkhed:?]; [iir:?]; heißer Ansatz am Ende des Grades; [lkeeey:?]; [okeeo:?]; Drogenholz, heiß am Gradende; Drogenholz, heiß am Gradende; Drogenholz, heiß am Gradende, abgeschlossen; heiß am Anfang des Grades	1	0	0
G661-T0150	f111r	f111r.45	11	11	13	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	lkeey	lkeedy	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	0	0	1	0	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	o ain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	oain ain keeey teed checkhed iir okeey lkeeey okeeolkeey lkeey lkeedy qoky	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[oain:?]; Menge-/Klassenwert II; [keeey:?]; [teed:?]; [checkhed:?]; [iir:?]; heißer Ansatz am Ende des Grades; [lkeeey:?]; [okeeo:?]; Drogenholz, heiß am Gradende; Drogenholz, heiß am Gradende; Drogenholz, heiß am Gradende, abgeschlossen; heiß am Anfang des Grades	1	0	0
G661-T0151	f111r	f111r.45	12	12	13	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	lkeey	qoky	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	1	1	1	0	oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	o ain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky	oain ain keeey teed checkhed iir okeey lkeeey okeeolkeey lkeey lkeedy qoky	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[oain:?]; Menge-/Klassenwert II; [keeey:?]; [teed:?]; [checkhed:?]; [iir:?]; heißer Ansatz am Ende des Grades; [lkeeey:?]; [okeeo:?]; Drogenholz, heiß am Gradende; Drogenholz, heiß am Gradende; Drogenholz, heiß am Gradende, abgeschlossen; heiß am Anfang des Grades	1	0	0
G661-T0152	f111r	f111r.46	3	3	13	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	cheeo	oteed	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	1	1	1	0	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	y cheeo lkeey oteed lkeedy okeeesey chey lkar al olchal or aiin cheom	y cheeo lkeey oteed lkeedy okeeey chey lkar al olchal or aiin cheam	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Eintrag: [cheeo:?]; Drogenholz, heiß am Gradende; [oteed:?]; Drogenholz, heiß am Gradende, abgeschlossen; [okeeshey:?]; trocken in der Mitte des Grades; heiße Holzfraktion I; Rohstoffklasse I; [olchal:?]; Drogenportion; Menge III; [cheom:?]	1	0	0
G661-T0153	f111r	f111r.46	5	5	13	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	oteed	okeeshey	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	1	1	1	0	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	y cheeo lkeey oteed lkeedy okeeesey chey lkar al olchal or aiin cheom	y cheeo lkeey oteed lkeedy okeeey chey lkar al olchal or aiin cheam	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Eintrag: [cheeo:?]; Drogenholz, heiß am Gradende; [oteed:?]; Drogenholz, heiß am Gradende, abgeschlossen; [okeeshey:?]; trocken in der Mitte des Grades; heiße Holzfraktion I; Rohstoffklasse I; [olchal:?]; Drogenportion; Menge III; [cheom:?]	1	0	0
G661-T0154	f111r	f111r.48	2	2	10	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	poeokeey	tedain	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	0	0	1	0	poeokeey lkeedy tedain shecthy qokeedy chckhy lfchy cheal chepcham daim	poeokeey lkeedy tedain shecthy qokeedy chckhy lfchy cheal chepcham daim	poeokeey lkee y tedain shecthy qokee y chckhy lfchy cheal chepcham daim	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[poeokeey:?]; Drogenholz, heiß am Gradende, abgeschlossen; [tedain:?]; feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut; heiß am Ende des Grades, abgeschlossen; Arzneikompositum: trocken, Gradanfang; [lfchy:?]; Rohstoffklasse I, trocken in der Gradmitte; [chepcham:?]; [daim:?]	1	0	0
G661-T0155	f111r	f111r.49	8	8	11	lkeedy	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	okeey	lkeey	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	L_WOOD+K_HOT+EEDY_END_CLOSED	heißer L-Rahmenwert ohne Holz	1	1	1	0	dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol	dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol	dcheey keeey qo ckhey qokeey lchedy kee r keey lkeedy lkeey qokaiin l	[lkeedy:?]	Drogenholz, heiß am Gradende, abgeschlossen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[dcheey:?]; [keeey:?]; [qockhey:?]; heiß am Ende des Grades; getrocknetes Drogenholz; [keeor:?]; heißer Ansatz am Ende des Grades; Drogenholz, heiß am Gradende, abgeschlossen; Drogenholz, heiß am Gradende; heiß, Grad III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1	0	0
G661-T0156	f111r	f111r.49	9	9	11	lkeey	P	MEDIAL	S	B	3	WOOD_HEAT_GRADE	EXACT_WHOLE_WITH_CONTEXT_RENDERING	EXACT_WHOLE	lkeedy	qokaiin	Drogenholz, heiß am Gradende	Drogenholz, heiß am Gradende	L_WOOD+K_HOT+EEY_GRADE_END	heißer L-Rahmenwert ohne Holz	1	1	1	0	dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol	dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol	dcheey keeey qo ckhey qokeey lchedy kee r keey lkeedy lkeey qokaiin l	[lkeey:?]	Drogenholz, heiß am Gradende	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[dcheey:?]; [keeey:?]; [qockhey:?]; heiß am Ende des Grades; getrocknetes Drogenholz; [keeor:?]; heißer Ansatz am Ende des Grades; Drogenholz, heiß am Gradende, abgeschlossen; Drogenholz, heiß am Gradende; heiß, Grad III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1	0	0
G661-T0157	f111r	f111r.51	6	6	13	r	P	MEDIAL	S	B	3	ROOT_HEAD	OCCURRENCE_SCOPED_CONTEXT_CARD	R_BEFORE_VALUE	kar	aiin	Wurzel	Wurzel:	R_ROOT_HEAD	Harz oder Bezugszeichen	1	1	1	0	polkeeo shey cheokeain chl kar r aiin char ain al lkeedy qokal okchy	polkeeo shey cheokeain chl kar r aiin ihar ain al lkeedy qokal okchy	polkeeo shey cheokeain chl kar r aiin char iiain al lkee y qokal okchy	[r:?]	Wurzel	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	[polkeeo:?]; feucht in der Mitte des Grades; [cheokeain:?]; [chl:?]; heiße Drogenfraktion I; Wurzel: Menge III; [char:?]; Menge-/Klassenwert II; Rohstoffklasse I; Drogenholz, heiß am Gradende, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; heiß-trockener Ansatz am Anfang des Grades	0	1	0
