pair_id	page	first_locus	second_locus	line_delta	first_surface	second_surface	first_state	second_state	axis_relation	direction	frame_relation	intervening_token_count	intervening_tokens	repeated_following_terms	known_local_anchors	both_triple_token_stable	section	opened_image_page	working_relation_de	surface_context
G625-P0070	f108r	f108r.12	f108r.12	0	tshey	okchey	TSH	KCH	BOTH_AXES_FLIP	TSH->KCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	0	DIRECT	dain|aloiin|ocheey|qokaiin|chlam	okaiin	1	S	0	kombinierter Zustands- oder Trägerwechsel	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam
G625-P0071	f108v	f108v.20	f108v.20	0	kchey	otshedy	KCH	TSH	BOTH_AXES_FLIP	KCH->TSH	E_OR_D_FRAME_CHANGE	3	lotedaiin|otedy|opchedaiin	qotey	NONE	1	S	0	kombinierter Zustands- oder Trägerwechsel	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol
G625-P0072	f10r	f10r.3	f10r.3	0	tchy	qotchy	TCH	TCH	SAME_QUADRANT	TCH->TCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	2	daiin|chocthy	chol|yty	NONE	0	H	0	gleicher Qualitätszustand	qotor o tchy daiin chocthy qotchy chol or yty dy dy
G625-P0073	f10v	f10v.4	f10v.5	1	qotchey	qotchy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	6	shy|ytor|dain|sho|ykeey|daiin	daiin	NONE	1	H	0	gleicher Qualitätszustand	qotchytor shoiin daiin qotchey shy ytor dain / sho ykeey daiin qotchy qotor chol daiin qokchy ky
G625-P0074	f10v	f10v.5	f10v.5	0	qotchy	qokchy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	EXACT_PREFIX_E_D	3	qotor|chol|daiin	shoiin	NONE	0	H	0	kühlen/erwärmen, falls derselbe Träger	sho ykeey daiin qotchy qotor chol daiin qokchy ky
G625-P0075	f111r	f111r.5	f111r.5	0	sheekshy	chokchey	KSH	KCH	MOISTURE_FLIP	MOIST_TO_DRY	E_OR_D_FRAME_CHANGE	2	ol|shedy	shedy|lkey|otain|dain	NONE	1	S	0	trocknen, falls derselbe Träger	saiin sheekshy ol shedy chokchey lkey otain
G625-P0076	f111r	f111r.5	f111r.6	1	chokchey	qotchedy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	13	lkey|otain|dain|shedy|qoky|chedy|qok|shed|olchedy|qokeedy|teedy|chdy|keedy	NONE	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	saiin sheekshy ol shedy chokchey lkey otain / dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary
G625-P0077	f111r	f111r.8	f111r.8	0	otshedy	qotchdy	TSH	TCH	MOISTURE_FLIP	MOIST_TO_DRY	E_OR_D_FRAME_CHANGE	2	lkeeol|lkeey	ycheeodain|okeeo|olchedy	NONE	1	S	0	trocknen, falls derselbe Träger	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy
G625-P0078	f111r	f111r.30	f111r.31	1	qotchey	sheotchedy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	8	chtar|ar|chkeey|lkar|aiin|chedy|qokeey|qoirain	NONE	NONE	0	S	0	gleicher Qualitätszustand	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain / sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy
G625-P0079	f112r	f112r.8	f112r.9	1	qotchedy	qokchy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	10	dody|qokeeey|dairam|saiin|ol|okeey|qokeey|y|chedy|teedy	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	sairo r eedy chol qotchedy dody qokeeey dairam / saiin ol okeey qokeey y chedy teedy qokchy qokar y
G625-P0080	f112r	f112r.11	f112r.12	1	tchedy	otchedy	TCH	TCH	SAME_QUADRANT	TCH->TCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	9	qoteey|qeol|qokeey|otey|qokeey|qokedy|chotyr|dchedy|qo	qokeey	NONE	0	S	0	gleicher Qualitätszustand	tchedy qoteey qeol qokeey otey qokeey qokedy chotyr / dchedy qo otchedy chdy qokeey qotain oteedy oteey ror
G625-P0081	f112r	f112r.40	f112r.41	1	okchedy	okchey	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	8	qokal|keedy|chkey|oty|oral|yshesy|alain|cheey	NONE	NONE	1	S	0	gleicher Qualitätszustand	sain okal lkeedy okar okchedy qokal keedy chkey oty oral / yshesy alain cheey okchey qokchy okchaiin ykeeor okeey ory
G625-P0082	f112r	f112r.41	f112r.41	0	okchey	qokchy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	0	DIRECT	okchaiin|ykeeor|okeey|ory|pol	NONE	1	S	0	gleicher Qualitätszustand	yshesy alain cheey okchey qokchy okchaiin ykeeor okeey ory
G625-P0083	f112v	f112v.9	f112v.9	0	okchedy	qokchdy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	0	DIRECT	dain|sheey|oror|tchor	okaiin	1	S	0	gleicher Qualitätszustand	soaiin ar aiin okaiin otaiin cheekain okchedy qokchdy
G625-P0084	f112v	f112v.9	f112v.10	1	qokchdy	okchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	2	dain|sheey	oror|tchor|aiin	okaiin	0	S	0	gleicher Qualitätszustand	soaiin ar aiin okaiin otaiin cheekain okchedy qokchdy / dain sheey okchedy oror
G625-P0085	f112v	f112v.42	f112v.42	0	kchdy	qokchdy	KCH	KCH	SAME_QUADRANT	KCH->KCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	2	chotshe|otechy	otaray|shain|qokedy	NONE	1	S	0	gleicher Qualitätszustand	poly keedain she kchdy chotshe otechy qokchdy otaray shain qokedy
G625-P0086	f113r	f113r.7	f113r.8	1	qokchey	lkchey	KCH	KCH	SAME_QUADRANT	KCH->KCH	SAME_E_D__EXTENDED_PREFIX_CHANGE	8	sokal|okeey|char|laiin|olkain|pchosos|cheoarkeeol|qokeey	NONE	NONE	1	S	0	gleicher Qualitätszustand	chos sheey qokchey sokal okeey char laiin olkain / pchosos cheoarkeeol qokeey lkchey qokar chos shey qopchy rchsy chykeor otal
G625-P0087	f113r	f113r.13	f113r.13	0	lkchedy	kotchy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	0	DIRECT	lpchedy|qopchedy|ycheo	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	polchor cheody qotedy lkeches l keeol lkcheol lkchedy kotchy lpchedy qopchedy ro
G625-P0088	f113r	f113r.13	f113r.14	1	kotchy	lkchey	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	4	lpchedy|qopchedy|ro|ycheo	NONE	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	polchor cheody qotedy lkeches l keeol lkcheol lkchedy kotchy lpchedy qopchedy ro / ycheo lkchey l chol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al
G625-P0089	f113r	f113r.14	f113r.14	0	lkchey	kchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	7	l|chol|oiiin|qoksheoy|qokcheody|lcheo|l	chol	NONE	0	S	0	gleicher Qualitätszustand	ycheo lkchey l chol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al
G625-P0090	f113r	f113r.14	f113r.14	0	kchedy	chokchy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	0	DIRECT	okchdar|chol|chs	NONE	0	S	0	gleicher Qualitätszustand	ycheo lkchey l chol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al
G625-P0091	f113r	f113r.21	f113r.21	0	otchdy	shokchy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	0	DIRECT	shaiiin|shckhey|lshor|air|okeody	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	oiir shol shedair otchdy shokchy shaiiin shckhey lshor air okeody
G625-P0092	f113r	f113r.21	f113r.22	1	shokchy	okchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	9	shaiiin|shckhey|lshor|air|okeody|tchoar|sheeodaiin|chkaiin|otchod	NONE	NONE	1	S	0	gleicher Qualitätszustand	oiir shol shedair otchdy shokchy shaiiin shckhey lshor air okeody / tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy qopam
G625-P0093	f113r	f113r.22	f113r.22	0	okchedy	qokchy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	3	qokaiin|chokain|sheor	qokaiin|qopam|ykeoeshy	NONE	1	S	0	gleicher Qualitätszustand	tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy qopam
G625-P0094	f113r	f113r.22	f113r.23	1	qokchy	lkchey	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	6	qopam|ykeoeshy|qokaiin|chal|kiin|chckhey	NONE	NONE	1	S	0	gleicher Qualitätszustand	tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy qopam / ykeoeshy qokaiin chal kiin chckhey lkchey qokal chocthy lkchor lkchedy lkaiin
G625-P0095	f113r	f113r.23	f113r.23	0	lkchey	lkchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	3	qokal|chocthy|lkchor	lkaiin|dair	NONE	0	S	0	gleicher Qualitätszustand	ykeoeshy qokaiin chal kiin chckhey lkchey qokal chocthy lkchor lkchedy lkaiin
G625-P0096	f113r	f113r.25	f113r.26	1	qokchey	lkchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	3	sairy|tol|cheshy	lchod|chal	NONE	1	S	0	gleicher Qualitätszustand	pchedair shotedy qopchody chfchol kchdaiin chpchshdy rair shedy qokchey sairy / tol cheshy lkchedy lchod chal char lkeeody oteeo loaiin okeedy
G625-P0097	f113r	f113r.26	f113r.27	1	lkchedy	tchey	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	16	lchod|chal|char|lkeeody|oteeo|loaiin|okeedy|tchol|chol|lsheol|shor|kcheey|y|raiin|sheol|tcheody	chal	shor	1	S	0	kühlen/erwärmen, falls derselbe Träger	tol cheshy lkchedy lchod chal char lkeeody oteeo loaiin okeedy / tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam
G625-P0098	f113r	f113r.27	f113r.28	1	tchey	akchy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	7	sheoky|lpchedy|qokam|sar|al|chal|os	NONE	shor	1	S	0	kühlen/erwärmen, falls derselbe Träger	tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam / sar al chal os akchy daiin cheeeo rain otain chol lcholkaiin cheokedy lodas
G625-P0099	f113r	f113r.28	f113r.29	1	akchy	lkchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	13	daiin|cheeeo|rain|otain|chol|lcholkaiin|cheokedy|lodas|y|sheeoaiin|olkeeol|chtchol|kcheody	NONE	okaiin	1	S	0	gleicher Qualitätszustand	sar al chal os akchy daiin cheeeo rain otain chol lcholkaiin cheokedy lodas / y sheeoaiin olkeeol chtchol kcheody lkchedy okaiin chal taiin oteedy
G625-P0100	f113r	f113r.29	f113r.30	1	lkchedy	lkshedy	KCH	KSH	MOISTURE_FLIP	DRY_TO_MOIST	EXACT_PREFIX_E_D	7	okaiin|chal|taiin|oteedy|folchear|oteol|lshedy	NONE	okaiin	0	S	0	befeuchten/einweichen, falls derselbe Träger	y sheeoaiin olkeeol chtchol kcheody lkchedy okaiin chal taiin oteedy / folchear oteol lshedy lkshedy sheeeky otar qchar tar shkchedy qokchd opy
G625-P0101	f113r	f113r.30	f113r.30	0	lkshedy	shkchedy	KSH	KCH	MOISTURE_FLIP	MOIST_TO_DRY	SAME_E_D__EXTENDED_PREFIX_CHANGE	4	sheeeky|otar|qchar|tar	qokchd	NONE	0	S	0	trocknen, falls derselbe Träger	folchear oteol lshedy lkshedy sheeeky otar qchar tar shkchedy qokchd opy
G625-P0102	f113r	f113r.37	f113r.37	0	tshedy	okchdy	TSH	KCH	BOTH_AXES_FLIP	TSH->KCH	E_OR_D_FRAME_CHANGE	3	qokaiin|shedar|sheocphy	pcheody|opchear	NONE	1	S	0	kombinierter Zustands- oder Trägerwechsel	tshedy qokaiin shedar sheocphy okchdy pcheody opchear opchedy lfchedy otal
G625-P0103	f113r	f113r.37	f113r.38	1	okchdy	okchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	9	pcheody|opchear|opchedy|lfchedy|otal|daiin|sheor|qoteey|daiin	NONE	NONE	0	S	0	gleicher Qualitätszustand	tshedy qokaiin shedar sheocphy okchdy pcheody opchear opchedy lfchedy otal / daiin sheor qoteey daiin okchedy sheos aiin
G625-P0104	f113r	f113r.38	f113r.39	1	okchedy	kchey	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	4	sheos|aiin|pcheockhy|l	qofsheeey	NONE	0	S	0	gleicher Qualitätszustand	daiin sheor qoteey daiin okchedy sheos aiin / pcheockhy l kchey qofsheeey lkeody kcheodaiin por shed qopoeey pokeey rair aly
G625-P0105	f113r	f113r.39	f113r.40	1	kchey	tchey	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	EXACT_PREFIX_E_D	19	qofsheeey|lkeody|kcheodaiin|por|shed|qopoeey|pokeey|rair|aly|tarar|cheey|cheokeol|chcheey|cthes|aiin|ctheey|ctharad|shee|qo	NONE	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	pcheockhy l kchey qofsheeey lkeody kcheodaiin por shed qopoeey pokeey rair aly / tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qo tchey taram
G625-P0106	f113r	f113r.42	f113r.42	0	otchedy	qokchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	REGISTERED_PREFIX_CHANGE__SAME_E_D	2	cheol|tcheor	pchor|aral|ykcheor	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	pcheodaiin sholkeechy ar alkar otchedy cheol tcheor qokchedy pchor aral
G625-P0107	f113r	f113r.48	f113r.49	1	sheolkchy	lkchey	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	11	qokeol|kaiin|checkhy|ralchs|sain|cheeey|cheo|kcheey|qokeey|lkeeey|okeeey	NONE	NONE	1	S	0	gleicher Qualitätszustand	tcho arorshy qokaiin shey chy sheolkchy qokeol kaiin checkhy ralchs / sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al
G625-P0108	f113r	f113r.49	f113r.50	1	lkchey	tchedy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	5	lcho|r|aiin|otain|al	otain	okaiin	1	S	0	kühlen/erwärmen, falls derselbe Träger	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al / tchedy okeey cheeos lkaiin chey otain cheeody qokeeody okaiin oteedy
G625-P0109	f113v	f113v.1	f113v.2	1	otchey	okchy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	17	qotar|air|otair|opchedy|qokeedody|chey|keeoy|rol|lkar|chsom|oky|teoar|ain|qotar|ycheey|otaiir|otaiin	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	folorarom otchey qotar air otair opchedy qokeedody chey keeoy rol lkar chsom oky / teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor
G625-P0110	f113v	f113v.2	f113v.2	0	okchy	lkchdy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	0	DIRECT	oteol|aiin	NONE	1	S	0	gleicher Qualitätszustand	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor
G625-P0111	f113v	f113v.13	f113v.13	0	qokchedy	otchdy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	0	DIRECT	qotor|qoteedar|roral|fchee|llor	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor
G625-P0112	f113v	f113v.25	f113v.26	1	lkchey	otchey	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	SAME_E_D__EXTENDED_PREFIX_CHANGE	16	lkeedy|otey|pcheol|qopchey|cthol|opaiin|ol|keeor|opshedy|qotam|okiin|al|keechy|qoteeol|otar|ar	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam / okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty
G625-P0113	f113v	f113v.36	f113v.36	0	tshedy	otchey	TSH	TCH	MOISTURE_FLIP	MOIST_TO_DRY	E_OR_D_FRAME_CHANGE	1	qokeedy	chedy|tsho|lteam	NONE	0	S	0	trocknen, falls derselbe Träger	ofaral olkaiin okar okeeedy tshedy qokeedy otchey p chedy tsho lteam
G625-P0114	f114r	f114r.5	f114r.6	1	kchedy	okchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	4	cho|kaiin|chdy|qoeedy	doiiin	NONE	1	S	0	gleicher Qualitätszustand	loiin chedy qokaiin chdy daiin dchds eedol chdol kchedy cho kaiin chdy / qoeedy okchedy doiiin chedy daiin ykeedy okeeedy chedol chdaiin ykar dary
G625-P0115	f114r	f114r.8	f114r.9	1	okchedy	okchdy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	11	otaiin|opcheol|ofchedaiir|ocphy|dcheod|qodaiin|daiin|chey|kal|dody|chdairod	NONE	NONE	1	S	0	gleicher Qualitätszustand	fchey dam okchedam qokeedaiin otairar okchedy otaiin opcheol ofchedaiir ocphy / dcheod qodaiin daiin chey kal dody chdairod okchdy chody daiin dar oarorold
G625-P0116	f114r	f114r.17	f114r.17	0	otchedy	qokchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	REGISTERED_PREFIX_CHANGE__SAME_E_D	0	DIRECT	chckhd|lcheos|okar|cheodeeey	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	qokeedain cheedy qokey qokeeodaiin daiin oeted akaiin otchedy qokchedy chckhd
G625-P0117	f114r	f114r.36	f114r.37	1	otchedy	otshedy	TCH	TSH	MOISTURE_FLIP	DRY_TO_MOIST	EXACT_PREFIX_E_D	4	qokar|odar|or|aiin	okaiin	okaiin	0	S	0	befeuchten/einweichen, falls derselbe Träger	ychedar ady otar ain ykeodaiin qoeedaiin qokal sain otchedy qokar / odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin
G625-P0118	f114r	f114r.37	f114r.38	1	otshedy	qokchedy	TSH	KCH	BOTH_AXES_FLIP	TSH->KCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	10	okaiin|yky|ols|ol|kaiin|chees|air|qotaiin|chedaiiin|qoeedy	NONE	okaiin	0	S	0	kombinierter Zustands- oder Trägerwechsel	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin / qoeedy qokchedy cheey raiin ar ain aiin al chol
G625-P0119	f114r	f114r.40	f114r.40	0	qokchedy	otchdy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	5	teedy|qoteeedy|qotar|otees|chos	NONE	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	yteedy qotey qoedaiin qokchedy teedy qoteeedy qotar otees chos otchdy
G625-P0120	f114r	f114r.42	f114r.43	1	qotchey	qotchdy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	11	qotaiin|cheopy|qopaiin|cheody|ycheedy|qoodaiin|daiiral|chedal|chos|oral|tedy	NONE	NONE	1	S	0	gleicher Qualitätszustand	poedair qotol qodaiin otaiin qotar qotchey qotaiin cheopy qopaiin cheody / ycheedy qoodaiin daiiral chedal chos oral tedy qotchdy qotar cheo dain
G625-P0121	f114v	f114v.6	f114v.7	1	qotchedy	chokchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	SAME_E_D__EXTENDED_PREFIX_CHANGE	15	qotaiin|opchedy|shedy|qepoepy|chedar|dairy|ytedshedy|otaiin|cheedar|cheey|s|aiin|chedky|chedaiin|shod	NONE	NONE	0	S	0	kühlen/erwärmen, falls derselbe Träger	tedcheo cheo cthedy qotchedy qotaiin opchedy shedy qepoepy chedar dairy / ytedshedy otaiin cheedar cheey s aiin chedky chedaiin shod chokchedy
G625-P0122	f114v	f114v.11	f114v.12	1	tchedy	otchedy	TCH	TCH	SAME_QUADRANT	TCH->TCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	15	qotaiin|chdy|qotedy|tedaiin|chepched|otol|shedain|pol|otam|ochedy|choaiin|ch|chedal|daiin|ytar	qotaiin	NONE	1	S	0	gleicher Qualitätszustand	tchedy qotaiin chdy qotedy tedaiin chepched otol shedain pol otam / ochedy choaiin ch chedal daiin ytar otchedy qotaiin dain dar yog
G625-P0123	f114v	f114v.14	f114v.15	1	qokchedy	kchedy	KCH	KCH	SAME_QUADRANT	KCH->KCH	REGISTERED_PREFIX_CHANGE__SAME_E_D	12	shody|qotaiin|ofcheds|ochedain|chedy|okal|chaiin|qokod|qokol|cheedy|qotody|cheol	NONE	NONE	1	S	0	gleicher Qualitätszustand	tsheodar cheo ckhor qopchedy qopchedy qokchedy shody qotaiin ofcheds / ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy
G625-P0124	f114v	f114v.15	f114v.16	1	kchedy	ytchedy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	SAME_E_D__EXTENDED_PREFIX_CHANGE	1	ldy	qool|chey|aiin	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy / ytchedy qool chey ol aiin chedar chdaiin chdal qokaiin choky chol dam
G625-P0125	f114v	f114v.20	f114v.21	1	qokchedy	qokchdy	KCH	KCH	SAME_QUADRANT	KCH->KCH	E_OR_D_FRAME_CHANGE	11	daiin|qofchdar|chdor|chdy|dary|dair|cheeo|chy|chdaiin|qokedy|otcheodaiin	NONE	dair	1	S	0	gleicher Qualitätszustand	tshedain qotchody qokol shedy qokchedy daiin qofchdar chdor chdy dary / dair cheeo chy chdaiin qokedy otcheodaiin qokchdy otedal dain aral
G625-P0126	f114v	f114v.21	f114v.22	1	qokchdy	qotchey	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	6	otedal|dain|aral|ychedar|shod|qokaiin	NONE	dair	1	S	0	kühlen/erwärmen, falls derselbe Träger	dair cheeo chy chdaiin qokedy otcheodaiin qokchdy otedal dain aral / ychedar shod qokaiin qotchey chockhy olkedy otechy ykedckhy
G625-P0127	f114v	f114v.22	f114v.23	1	qotchey	qotchedy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	7	chockhy|olkedy|otechy|ykedckhy|pshedy|qopcheos|okaiin	NONE	okaiin	1	S	0	gleicher Qualitätszustand	ychedar shod qokaiin qotchey chockhy olkedy otechy ykedckhy / pshedy qopcheos okaiin qotchedy qotchdar cheeos olteody otoydy
G625-P0128	f114v	f114v.36	f114v.36	0	tshey	otchey	TSH	TCH	MOISTURE_FLIP	MOIST_TO_DRY	REGISTERED_PREFIX_CHANGE__SAME_E_D	3	oidal|op|shoko	qopchol|qopaiin	NONE	1	S	0	trocknen, falls derselbe Träger	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram
G625-P0129	f115r	f115r.1	f115r.2	1	qotchedy	qokchy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	10	dcheeos|shedy|qokeeo|qoky|qokeeor|cheody|qokeeo|qokeo|rorol|kcheody	NONE	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy / dcheeos shedy qokeeo qoky qokeeor cheody qokeeo qokeo rorol kcheody qokchy
G625-P0130	f115r	f115r.5	f115r.6	1	qotchedy	qotchdy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	3	ro|cheo|ckhdy	qokedy|qokar	NONE	0	S	0	gleicher Qualitätszustand	ycheedy chedar olkees sheed qodain qoteedy qokedy qokeed lchedar qotchedy ro / cheo ckhdy qotchdy qokedy qokar okeeeosaiin chl chedar chody qotar chedam chd
G625-P0131	f115r	f115r.6	f115r.7	1	qotchdy	qotchy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	11	qokedy|qokar|okeeeosaiin|chl|chedar|chody|qotar|chedam|chd|dar|chedy	chedar	NONE	1	S	0	gleicher Qualitätszustand	cheo ckhdy qotchdy qokedy qokar okeeeosaiin chl chedar chody qotar chedam chd / dar chedy qotchy chedy chedar shey otain chorar
G625-P0132	f115r	f115r.10	f115r.10	0	tchedy	qokchey	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	E_OR_D_FRAME_CHANGE	1	kechedy	keedy|qokor|chedaiin|dair	dair	1	S	0	kühlen/erwärmen, falls derselbe Träger	tchedy kechedy qokchey keedy qokor chedaiin dair qotchedy qotcheedy qekor
G625-P0133	f115r	f115r.10	f115r.10	0	qokchey	qotchedy	KCH	TCH	THERMAL_FLIP	HOT_TO_COLD	E_OR_D_FRAME_CHANGE	4	keedy|qokor|chedaiin|dair	qotcheedy	dair	1	S	0	kühlen/erwärmen, falls derselbe Träger	tchedy kechedy qokchey keedy qokor chedaiin dair qotchedy qotcheedy qekor
G625-P0134	f115r	f115r.13	f115r.13	0	tchedy	qokchedy	TCH	KCH	THERMAL_FLIP	COLD_TO_HOT	REGISTERED_PREFIX_CHANGE__SAME_E_D	1	qoolkeedy	qotchd|lpchedy|qotcho|lar	NONE	1	S	0	kühlen/erwärmen, falls derselbe Träger	tchedy qoolkeedy qokchedy qotchd lpchedy qotcho lar airorlchy cpholrory
G625-P0135	f115r	f115r.16	f115r.16	0	qotshedy	otchdy	TSH	TCH	MOISTURE_FLIP	MOIST_TO_DRY	E_OR_D_FRAME_CHANGE	7	dar|oltedy|qotar|chodar|cheocthy|chdy|qotor	NONE	NONE	1	S	0	trocknen, falls derselbe Träger	dshedy qotshedy dar oltedy qotar chodar cheocthy chdy qotor otchdy qotolchd
G625-P0136	f115r	f115r.16	f115r.17	1	otchdy	qotchy	TCH	TCH	SAME_QUADRANT	TCH->TCH	E_OR_D_FRAME_CHANGE	3	qotolchd|qol|cheey	daiin	NONE	1	S	0	gleicher Qualitätszustand	dshedy qotshedy dar oltedy qotar chodar cheocthy chdy qotor otchdy qotolchd / qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain
