occurrence_id	page	locus	line_number	token_index	surface	section	language	hand	prefix	registered_grid	thermal	moisture	e_bit	d_bit	state_id	working_state_de	triple_reading_token_stable
G625-Q0227	f113r	f113r.28	28	5	akchy	S	B	3	a	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0228	f113r	f113r.29	29	6	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0229	f113r	f113r.30	30	4	lkshedy	S	B	3	l	0	k	sh	1	1	KSH	heiß-feucht	0
G625-Q0230	f113r	f113r.30	30	9	shkchedy	S	B	3	sh	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0231	f113r	f113r.32	32	4	okshedy	S	B	3	o	1	k	sh	1	1	KSH	heiß-feucht	0
G625-Q0232	f113r	f113r.35	35	8	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0233	f113r	f113r.37	37	1	tshedy	S	B	3	BARE	1	t	sh	1	1	TSH	kalt-feucht	1
G625-Q0234	f113r	f113r.37	37	5	okchdy	S	B	3	o	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0235	f113r	f113r.38	38	5	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0236	f113r	f113r.39	39	3	kchey	S	B	3	BARE	1	k	ch	1	0	KCH	heiß-trocken	0
G625-Q0237	f113r	f113r.40	40	11	tchey	S	B	3	BARE	1	t	ch	1	0	TCH	kalt-trocken	0
G625-Q0238	f113r	f113r.42	42	5	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0239	f113r	f113r.42	42	8	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0240	f113r	f113r.48	48	6	sheolkchy	S	B	3	sheol	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0241	f113r	f113r.49	49	8	lkchey	S	B	3	l	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0242	f113r	f113r.50	50	1	tchedy	S	B	3	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0243	f113v	f113v.1	1	2	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0244	f113v	f113v.2	2	7	okchy	S	B	3	o	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0245	f113v	f113v.2	2	8	lkchdy	S	B	3	l	0	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0246	f113v	f113v.8	8	8	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0247	f113v	f113v.10	10	9	kchey	S	B	3	BARE	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0248	f113v	f113v.13	13	6	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0249	f113v	f113v.13	13	7	otchdy	S	B	3	o	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0250	f113v	f113v.15	15	7	tchdy	S	B	3	BARE	1	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0251	f113v	f113v.18	18	3	otshedy	S	B	3	o	1	t	sh	1	1	TSH	kalt-feucht	0
G625-Q0252	f113v	f113v.25	25	2	lkchey	S	B	3	l	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0253	f113v	f113v.26	26	7	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0254	f113v	f113v.34	34	3	okchey	S	B	3	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0255	f113v	f113v.36	36	5	tshedy	S	B	3	BARE	1	t	sh	1	1	TSH	kalt-feucht	1
G625-Q0256	f113v	f113v.36	36	7	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	0
G625-Q0257	f113v	f113v.42	42	10	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	0
G625-Q0258	f113v	f113v.45	45	9	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	0
G625-Q0259	f114r	f114r.5	5	9	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0260	f114r	f114r.6	6	2	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0261	f114r	f114r.8	8	6	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0262	f114r	f114r.9	9	8	okchdy	S	B	3	o	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0263	f114r	f114r.11	11	6	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0264	f114r	f114r.13	13	1	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0265	f114r	f114r.15	15	9	qokolkchdy	S	B	3	qokol	0	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0266	f114r	f114r.17	17	8	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0267	f114r	f114r.17	17	9	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0268	f114r	f114r.22	22	4	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0269	f114r	f114r.29	29	13	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0270	f114r	f114r.36	36	9	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0271	f114r	f114r.37	37	4	otshedy	S	B	3	o	1	t	sh	1	1	TSH	kalt-feucht	0
G625-Q0272	f114r	f114r.38	38	2	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0273	f114r	f114r.40	40	4	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0274	f114r	f114r.40	40	10	otchdy	S	B	3	o	1	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0275	f114r	f114r.42	42	6	qotchey	S	B	3	qo	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0276	f114r	f114r.43	43	8	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0277	f114v	f114v.3	3	8	qotchedy	S	B	3	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0278	f114v	f114v.6	6	4	qotchedy	S	B	3	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0279	f114v	f114v.7	7	10	chokchedy	S	B	3	cho	0	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0280	f114v	f114v.11	11	1	tchedy	S	B	3	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0281	f114v	f114v.12	12	7	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0282	f114v	f114v.14	14	6	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0283	f114v	f114v.15	15	10	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0284	f114v	f114v.16	16	1	ytchedy	S	B	3	y	0	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0285	f114v	f114v.20	20	5	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0286	f114v	f114v.21	21	7	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0287	f114v	f114v.22	22	4	qotchey	S	B	3	qo	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0288	f114v	f114v.23	23	4	qotchedy	S	B	3	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0289	f114v	f114v.25	25	3	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0290	f114v	f114v.28	28	1	tchedy	S	B	3	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0291	f114v	f114v.31	31	4	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0292	f114v	f114v.36	36	1	tshey	S	B	3	BARE	1	t	sh	1	0	TSH	kalt-feucht	1
G625-Q0293	f114v	f114v.36	36	5	otchey	S	B	3	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0294	f114v	f114v.38	38	4	qotchey	S	B	3	qo	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0295	f115r	f115r.1	1	11	qotchedy	S	B	@	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0296	f115r	f115r.2	2	11	qokchy	S	B	@	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0297	f115r	f115r.5	5	10	qotchedy	S	B	@	qo	1	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0298	f115r	f115r.6	6	3	qotchdy	S	B	@	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0299	f115r	f115r.7	7	3	qotchy	S	B	@	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0300	f115r	f115r.10	10	1	tchedy	S	B	@	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0301	f115r	f115r.10	10	3	qokchey	S	B	@	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0302	f115r	f115r.10	10	8	qotchedy	S	B	@	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0303	f115r	f115r.13	13	1	tchedy	S	B	@	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0304	f115r	f115r.13	13	3	qokchedy	S	B	@	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0305	f115r	f115r.16	16	2	qotshedy	S	B	@	qo	1	t	sh	1	1	TSH	kalt-feucht	1
G625-Q0306	f115r	f115r.16	16	10	otchdy	S	B	@	o	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0307	f115r	f115r.17	17	3	qotchy	S	B	@	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0308	f115r	f115r.19	19	2	qokchey	S	B	@	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0309	f115r	f115r.19	19	3	qotchedy	S	B	@	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0310	f115r	f115r.19	19	8	qotchedy	S	B	@	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0311	f115r	f115r.20	20	2	lkchedy	S	B	@	l	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0312	f115r	f115r.20	20	5	qokchedy	S	B	@	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0313	f115r	f115r.22	22	3	tchdy	S	B	@	BARE	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0314	f115r	f115r.23	23	12	qokchedy	S	B	@	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0315	f115r	f115r.25	25	4	qotchedy	S	B	@	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0316	f115r	f115r.26	26	2	otchey	S	B	@	o	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0317	f115r	f115r.26	26	7	chotchdy	S	B	@	cho	0	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0318	f115r	f115r.31	31	4	qotchedy	S	B	@	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0319	f115r	f115r.35	35	4	shkchedy	S	B	@	sh	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0320	f115r	f115r.37	37	3	lkshey	S	B	@	l	0	k	sh	1	0	KSH	heiß-feucht	1
G625-Q0321	f115r	f115r.37	37	6	chkshy	S	B	@	ch	0	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0322	f115r	f115r.37	37	9	okchey	S	B	@	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0323	f115r	f115r.38	38	4	qotchy	S	B	@	qo	1	t	ch	0	0	TCH	kalt-trocken	0
G625-Q0324	f115r	f115r.38	38	5	qokchy	S	B	@	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0325	f115r	f115r.38	38	9	kchedy	S	B	@	BARE	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0326	f115r	f115r.40	40	4	qokchedy	S	B	@	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0327	f115r	f115r.42	42	10	chotchdy	S	B	@	cho	0	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0328	f115r	f115r.43	43	4	qotchedy	S	B	@	qo	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0329	f115r	f115r.43	43	5	qokchedy	S	B	@	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0330	f115r	f115r.43	43	6	qokchedy	S	B	@	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0331	f115v	f115v.1	1	2	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0332	f115v	f115v.2	2	7	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0333	f115v	f115v.2	2	9	okchdy	S	B	3	o	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0334	f115v	f115v.3	3	2	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0335	f115v	f115v.3	3	3	qokshedy	S	B	3	qo	1	k	sh	1	1	KSH	heiß-feucht	0
G625-Q0336	f115v	f115v.3	3	4	qotchey	S	B	3	qo	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0337	f115v	f115v.4	4	2	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0338	f115v	f115v.4	4	7	ytchedy	S	B	3	y	0	t	ch	1	1	TCH	kalt-trocken	0
G625-Q0339	f115v	f115v.7	7	9	olkchedy	S	B	3	ol	0	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0340	f115v	f115v.8	8	5	otchdy	S	B	3	o	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0341	f115v	f115v.9	9	5	qotchy	S	B	3	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0342	f115v	f115v.9	9	8	lkchey	S	B	3	l	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0343	f115v	f115v.11	11	7	qotchey	S	B	3	qo	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0344	f115v	f115v.12	12	3	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0345	f115v	f115v.19	19	9	qokchedy	S	B	3	qo	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0346	f115v	f115v.20	20	8	otchedy	S	B	3	o	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0347	f115v	f115v.21	21	1	tshedy	S	B	3	BARE	1	t	sh	1	1	TSH	kalt-feucht	0
G625-Q0348	f115v	f115v.21	21	8	okchedy	S	B	3	o	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0349	f115v	f115v.24	24	3	qoteeotchy	S	B	3	qoteeo	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0350	f115v	f115v.25	25	8	tchedy	S	B	3	BARE	1	t	ch	1	1	TCH	kalt-trocken	1
G625-Q0351	f115v	f115v.26	26	2	kchedy	S	B	3	BARE	1	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0352	f115v	f115v.30	30	4	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0353	f115v	f115v.31	31	10	shokchy	S	B	3	sho	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0354	f115v	f115v.32	32	1	ykchedy	S	B	3	y	0	k	ch	1	1	KCH	heiß-trocken	1
G625-Q0355	f115v	f115v.32	32	5	lkchdy	S	B	3	l	0	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0356	f115v	f115v.33	33	2	qotchy	S	B	3	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0357	f115v	f115v.34	34	6	qotchdy	S	B	3	qo	1	t	ch	0	1	TCH	kalt-trocken	1
G625-Q0358	f115v	f115v.36	36	4	lkchedy	S	B	3	l	0	k	ch	1	1	KCH	heiß-trocken	0
G625-Q0359	f115v	f115v.37	37	6	ltchdy	S	B	3	l	0	t	ch	0	1	TCH	kalt-trocken	0
G625-Q0360	f115v	f115v.39	39	7	lkchey	S	B	3	l	0	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0361	f115v	f115v.40	40	9	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0362	f115v	f115v.41	41	7	tchy	S	B	3	BARE	1	t	ch	0	0	TCH	kalt-trocken	0
G625-Q0363	f115v	f115v.42	42	7	lkchdy	S	B	3	l	0	k	ch	0	1	KCH	heiß-trocken	0
G625-Q0364	f115v	f115v.42	42	8	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0365	f115v	f115v.43	43	3	lkchdy	S	B	3	l	0	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0366	f115v	f115v.43	43	4	lkshedy	S	B	3	l	0	k	sh	1	1	KSH	heiß-feucht	0
G625-Q0367	f115v	f115v.44	44	4	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0368	f115v	f115v.44	44	5	qokchey	S	B	3	qo	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0369	f116r	f116r.5	5	3	qokchdy	S	B	3	qo	1	k	ch	0	1	KCH	heiß-trocken	1
G625-Q0370	f116r	f116r.22	22	3	shekchy	S	B	3	she	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0371	f116r	f116r.26	26	1	ytchey	S	B	3	y	0	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0372	f116r	f116r.41	41	9	qokchy	S	B	3	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0373	f11r	f11r.2	2	4	kshy	H	A	1	BARE	1	k	sh	0	0	KSH	heiß-feucht	0
G625-Q0374	f11r	f11r.2	2	6	ytchy	H	A	1	y	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0375	f11r	f11r.4	4	3	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0376	f11r	f11r.7	7	1	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0377	f11v	f11v.2	2	7	ykchy	H	A	1	y	0	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0378	f11v	f11v.3	3	3	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0379	f11v	f11v.3	3	4	tchy	H	A	1	BARE	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0380	f11v	f11v.4	4	7	tchey	H	A	1	BARE	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0381	f13r	f13r.2	2	4	shkchy	H	A	1	sh	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0382	f13r	f13r.2	2	7	ykchy	H	A	1	y	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0383	f13r	f13r.3	3	8	ytshy	H	A	1	y	0	t	sh	0	0	TSH	kalt-feucht	1
G625-Q0384	f13r	f13r.3	3	9	ykchy	H	A	1	y	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0385	f13r	f13r.3	3	10	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0386	f13r	f13r.4	4	2	ytchy	H	A	1	y	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0387	f13r	f13r.5	5	3	tshy	H	A	1	BARE	1	t	sh	0	0	TSH	kalt-feucht	1
G625-Q0388	f13r	f13r.6	6	5	okchy	H	A	1	o	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0389	f13r	f13r.8	8	2	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0390	f13r	f13r.8	8	6	okchey	H	A	1	o	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0391	f13r	f13r.10	10	1	sotchy	H	A	1	so	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0392	f13r	f13r.10	10	2	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0393	f13v	f13v.1	1	3	otchy	H	A	1	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0394	f13v	f13v.1	1	6	otchy	H	A	1	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0395	f13v	f13v.3	3	1	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0396	f13v	f13v.3	3	4	otchy	H	A	1	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0397	f13v	f13v.4	4	7	okshy	H	A	1	o	1	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0398	f13v	f13v.8	8	1	otchy	H	A	1	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0399	f13v	f13v.8	8	6	okchy	H	A	1	o	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0400	f13v	f13v.10	10	4	kchey	H	A	1	BARE	1	k	ch	1	0	KCH	heiß-trocken	1
G625-Q0401	f14r	f14r.2	2	5	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0402	f14r	f14r.9	9	4	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	0
G625-Q0403	f14r	f14r.11	11	1	dchokchy	H	A	1	dcho	0	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0404	f14r	f14r.13	13	3	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0405	f14r	f14r.13	13	4	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0406	f14v	f14v.2	2	3	chytshy	H	A	1	chy	0	t	sh	0	0	TSH	kalt-feucht	0
G625-Q0407	f14v	f14v.2	2	7	otchy	H	A	1	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0408	f14v	f14v.3	3	7	dytchy	H	A	1	dy	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0409	f14v	f14v.4	4	3	ykshy	H	A	1	y	0	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0410	f14v	f14v.5	5	1	okshy	H	A	1	o	1	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0411	f14v	f14v.5	5	5	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0412	f14v	f14v.6	6	4	chokchy	H	A	1	cho	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0413	f14v	f14v.7	7	2	kshy	H	A	1	BARE	1	k	sh	0	0	KSH	heiß-feucht	0
G625-Q0414	f14v	f14v.7	7	7	otchy	H	A	1	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0415	f14v	f14v.7	7	9	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0416	f14v	f14v.9	9	1	dykchy	H	A	1	dy	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0417	f15r	f15r.3	3	2	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	0
G625-Q0418	f15r	f15r.5	5	1	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0419	f15r	f15r.10	10	3	okshy	H	A	1	o	1	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0420	f15r	f15r.14	14	2	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0421	f15v	f15v.6	6	1	qotchey	H	A	1	qo	1	t	ch	1	0	TCH	kalt-trocken	1
G625-Q0422	f15v	f15v.6	6	4	otchy	H	A	1	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0423	f16r	f16r.2	2	1	ychykchy	H	A	1	ychy	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0424	f16r	f16r.3	3	3	okchy	H	A	1	o	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0425	f16r	f16r.8	8	1	shotchy	H	A	1	sho	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0426	f16r	f16r.11	11	1	sokchy	H	A	1	so	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0427	f16r	f16r.11	11	4	okchy	H	A	1	o	1	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0428	f16r	f16r.11	11	7	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0429	f16r	f16r.12	12	3	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0430	f16r	f16r.12	12	5	shtshy	H	A	1	sh	0	t	sh	0	0	TSH	kalt-feucht	1
G625-Q0431	f16v	f16v.2	2	4	chokchy	H	A	1	cho	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0432	f16v	f16v.3	3	1	ykchy	H	A	1	y	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0433	f16v	f16v.3	3	6	kchy	H	A	1	BARE	1	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0434	f16v	f16v.5	5	1	ytchy	H	A	1	y	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0435	f16v	f16v.5	5	5	ytchy	H	A	1	y	0	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0436	f16v	f16v.7	7	3	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0437	f16v	f16v.10	10	1	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0438	f16v	f16v.10	10	4	ykchy	H	A	1	y	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0439	f16v	f16v.11	11	2	chkchy	H	A	1	ch	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0440	f17r	f17r.1	1	8	otchy	H	A	1	o	1	t	ch	0	0	TCH	kalt-trocken	1
G625-Q0441	f17r	f17r.2	2	3	okshy	H	A	1	o	1	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0442	f17r	f17r.5	5	1	ychekchy	H	A	1	yche	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0443	f17r	f17r.7	7	2	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0444	f17r	f17r.8	8	4	ykchy	H	A	1	y	0	k	ch	0	0	KCH	heiß-trocken	0
G625-Q0445	f18r	f18r.2	2	3	chykchy	H	A	1	chy	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0446	f18r	f18r.11	11	2	chokchy	H	A	1	cho	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0447	f18r	f18r.12	12	4	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0448	f18v	f18v.1	1	3	ytshy	H	A	1	y	0	t	sh	0	0	TSH	kalt-feucht	1
G625-Q0449	f18v	f18v.2	2	5	okshy	H	A	1	o	1	k	sh	0	0	KSH	heiß-feucht	1
G625-Q0450	f18v	f18v.2	2	6	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0451	f18v	f18v.2	2	7	qokchy	H	A	1	qo	1	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0452	f18v	f18v.3	3	4	chkchy	H	A	1	ch	0	k	ch	0	0	KCH	heiß-trocken	1
G625-Q0453	f18v	f18v.3	3	5	qokshy	H	A	1	qo	1	k	sh	0	0	KSH	heiß-feucht	0
G625-Q0454	f18v	f18v.4	4	1	qotchy	H	A	1	qo	1	t	ch	0	0	TCH	kalt-trocken	1
